tau,s_tmp,cash,delta,pv,r,q,PL,cash,asset,debt,PL,,,
0,297.22,0.577136,0.00138143,0.987724,,,-5.55E-17,0.577136,,,,,,
1,294.98,0.524263,0.00156076,0.984659,0.0179022,0,-1.38E-06,0.5242655,0.460392985,-0.984659,0.0000%,,,
2,295.856,0.553243,0.0014629,0.986166,0.0179066,0,-0.000114855,0.5532437,0.432807742,-0.986166,-0.0115%,,,
3,294.573,0.526743,0.00155295,0.984439,0.0179111,0,-0.000237842,0.5267446,0.45745714,-0.984439,-0.0237%,,,
4,295.735,0.555722,0.00145505,0.98638,0.0179155,0,-0.000348978,0.5557229,0.430309212,-0.98638,-0.0348%,,,
5,291.233,0.470363,0.00174824,0.979385,0.0179199,0,0.000123486,0.4703636,0.50914518,-0.979385,0.0124%,,,
6,294.476,0.531428,0.00154095,0.984887,0.0179244,0,0.000313303,0.5314286,0.453772792,-0.984887,0.0314%,,,
7,293.163,0.503625,0.00163588,0.983026,0.0179288,0,0.000177086,0.5036247,0.479579488,-0.983026,0.0178%,,,
8,297.255,0.588581,0.00135016,0.989268,0.0179332,0,0.00065457,0.5885812,0.401341811,-0.989268,0.0655%,,,
9,292.396,0.507494,0.00162758,0.982187,0.0179377,0,0.00120343,0.5074936,0.475897882,-0.982187,0.1204%,,,
10,292.806,0.508754,0.00162336,0.983076,0.0179421,0,0.0010067,0.5087542,0.475329548,-0.983076,0.1008%,,,
11,291.625,0.479579,0.00172349,0.981314,0.0179465,0,0.000876781,0.4795788,0.502612771,-0.981314,0.0878%,,,
12,295.366,0.568562,0.0014223,0.987383,0.017951,0,0.00127859,0.5685637,0.420099062,-0.987383,0.1280%,,,
13,293.48,0.513381,0.00161042,0.984744,0.0179554,0,0.00126362,0.5133822,0.472626062,-0.984744,0.1264%,,,
14,294.869,0.543841,0.00150721,0.987047,0.0179598,0,0.00122261,0.5438409,0.444429505,-0.987047,0.1223%,,,
15,292.753,0.516246,0.00160156,0.984021,0.0179643,0,0.00108642,0.5162464,0.468861495,-0.984021,0.1087%,,,
16,293.219,0.517592,0.00159706,0.984948,0.0179687,0,0.00093088,0.5175913,0.468288336,-0.984948,0.0932%,,,
17,294.589,0.548005,0.0014939,0.987231,0.0179731,0,0.000861053,0.5480066,0.440086507,-0.987231,0.0862%,,,
18,297.611,0.603174,0.00130862,0.991582,0.0179776,0,0.0010517,0.6031750,0.389459707,-0.991582,0.1053%,,,
19,300.339,0.652675,0.0011439,0.995067,0.017982,0,0.00116699,0.6526765,0.343557782,-0.995067,0.1167%,,,
20,295.303,0.580767,0.00138752,0.988846,0.0179864,0,0.00165892,0.5807670,0.409738819,-0.988846,0.1660%,,,
21,294.32,0.55485,0.00147567,0.987636,0.0179909,0,0.00153355,0.5548513,0.434319194,-0.987636,0.1534%,,,
22,291.554,0.497356,0.00167296,0.983519,0.0179953,0,0.00159662,0.4973579,0.48775818,-0.983519,0.1597%,,,
23,288.394,0.456973,0.00181307,0.978236,0.0179997,0,0.00161708,0.4569756,0.52287851,-0.978236,0.1618%,,,
24,293.325,0.531386,0.00155947,0.986735,0.0180042,0,0.00208109,0.5313853,0.457431538,-0.986735,0.2082%,,,
25,292.608,0.532819,0.00155466,0.985843,0.0180086,0,0.00188121,0.5328190,0.454905953,-0.985843,0.1882%,,,
26,290.276,0.480317,0.00173562,0.982211,0.018013,0,0.00191367,0.4803170,0.503808831,-0.982211,0.1915%,,,
27,288.736,0.46427,0.00179128,0.979747,0.0180175,0,0.00172916,0.4642696,0.517207022,-0.979747,0.1730%,,,
28,286.501,0.448334,0.00184744,0.976055,0.0180219,0.0933255,0.00157199,0.4483339,0.529293407,-0.976055,0.1572%,,,
29,285.794,0.431365,0.00190739,0.975117,0.0180263,0.0999914,0.00137048,0.4313673,0.545120618,-0.975117,0.1371%,,,
30,285.977,0.434259,0.00189791,0.975859,0.0180307,0.106657,0.00115758,0.4342591,0.542758608,-0.975859,0.1159%,,,
31,277.69,0.324469,0.00229394,0.959106,0.0180352,0.113323,0.00236857,0.3244707,0.637004199,-0.959106,0.2369%,,,
32,277.644,0.327064,0.00228541,0.959497,0.0180396,0.119989,0.00209685,0.3270644,0.634530374,-0.959497,0.2098%,,,
33,276.335,0.304043,0.00236957,0.956962,0.018044,0.126655,0.00187546,0.3040434,0.654795126,-0.956962,0.1877%,,,
34,276.605,0.306759,0.00236067,0.958132,0.0180485,0.133321,0.00159989,0.3067597,0.652973125,-0.958132,0.1601%,,,
35,278.535,0.334558,0.00226094,0.962834,0.0180529,0.00388886,0.00147618,0.3345602,0.629750923,-0.962834,0.1477%,,,
36,279.104,0.361532,0.00216438,0.964388,0.0180573,0.00277777,0.00123065,0.3615318,0.604087116,-0.964388,0.1231%,,,
37,279.382,0.363272,0.00215822,0.965292,0.0180618,0.00166668,0.000948207,0.3632734,0.60296782,-0.965292,0.0949%,,,
38,278.727,0.365053,0.0021519,0.964143,0.0180662,0.000555594,0.00070239,0.3650539,0.599792631,-0.964143,0.0704%,,,
39,277.761,0.341399,0.00223712,0.962308,0.0180706,-0.000555494,0.000476675,0.3414003,0.621384688,-0.962308,0.0477%,,,
40,272.855,0.281018,0.00245847,0.950934,0.0180751,-0.00166658,0.000888707,0.2810179,0.670805832,-0.950934,0.0890%,,,
41,269.029,0.234161,0.00263267,0.94151,0.0180795,-0.00277767,0.000915399,0.2341620,0.708264577,-0.94151,0.0917%,,,
42,271.56,0.268976,0.00250448,0.948365,0.0180839,-0.00388876,0.000728306,0.2689772,0.680116589,-0.948365,0.0729%,,,
43,276.146,0.324191,0.0023046,0.959834,0.0180884,0.00198468,0.000761413,0.3241904,0.636406072,-0.959834,0.0762%,,,
44,273.294,0.290146,0.00242923,0.953368,0.0180928,0.00119107,0.000673084,0.2901479,0.663893984,-0.953368,0.0674%,,,
45,275.002,0.310284,0.00235606,0.957805,0.0180972,0.000397466,0.000399998,0.3102849,0.647921212,-0.957805,0.0401%,,,
46,272.203,0.275842,0.00248265,0.951256,0.0181017,-0.000396141,0.000369726,0.2758414,0.675784778,-0.951256,0.0370%,,,
47,272.97,0.293858,0.00241669,0.95334,0.0181061,-0.00118975,0.000201658,0.2938580,0.659683869,-0.95334,0.0202%,,,
48,272.979,0.294194,0.0024155,0.953565,0.0181105,-0.00198335,8.76E-06,0.2941938,0.659380775,-0.953565,0.0010%,,,
49,275.902,0.333218,0.00227409,0.9607,0.018115,-0.00277696,-5.56E-05,0.3332186,0.627425979,-0.9607,-0.0055%,,,
50,277.259,0.358529,0.00218288,0.963977,0.0181194,0.0024998,-0.000225856,0.3585283,0.605223126,-0.963977,-0.0226%,,,
51,279.136,0.383334,0.00209409,0.96825,0.0181238,0.00194425,-0.000380906,0.3833338,0.584535906,-0.96825,-0.0380%,,,
52,276.921,0.334822,0.00226935,0.963636,0.0181283,0.00138871,-0.000383714,0.3348219,0.628430671,-0.963636,-0.0383%,,,
53,275.579,0.313973,0.00234507,0.960782,0.0181327,0.000833159,-0.000557678,0.3139731,0.646252046,-0.960782,-0.0557%,,,
54,278.541,0.36108,0.00217601,0.967585,0.0181371,0.000277612,-0.000398509,0.3610794,0.606108001,-0.967585,-0.0398%,,,
55,279.091,0.386022,0.0020867,0.968958,0.0181416,-0.000277935,-0.000556713,0.3860225,0.58237919,-0.968958,-0.0556%,,,
56,276.863,0.337179,0.00226318,0.964323,0.018146,-0.000833482,-0.00055371,0.3371796,0.626590804,-0.964323,-0.0553%,,,
57,276.345,0.337611,0.00226167,0.963372,0.0181504,-0.00138903,-0.000760235,0.3376112,0.625001196,-0.963372,-0.0760%,,,
58,285.791,0.481733,0.00175742,0.982358,0.0181548,-0.00194458,0.0016308,0.4817347,0.502254819,-0.982358,0.1632%,,,
59,286.581,0.503594,0.00168121,0.983899,0.0181593,-0.00250012,0.00149864,0.5035955,0.481802843,-0.983899,0.1499%,,,
60,284.553,0.461425,0.00182952,0.980555,0.0181637,0.00453701,0.00146454,0.4614245,0.520595405,-0.980555,0.1465%,,,
61,281.407,0.416328,0.00198987,0.974858,0.0181681,0.00423455,0.00143414,0.4163298,0.559963347,-0.974858,0.1435%,,,
62,279.09,0.393004,0.00207354,0.970379,0.0181726,0.00393208,0.00133007,0.3930051,0.578704279,-0.970379,0.1330%,,,
63,277.798,0.368919,0.00216033,0.967846,0.018177,0.00362962,0.0012094,0.3689203,0.600135353,-0.967846,0.1210%,,,
64,280.379,0.418537,0.00198345,0.973434,0.0181814,0.00332716,0.00122076,0.4185376,0.556117728,-0.973434,0.1221%,,,
65,280.129,0.39499,0.0020676,0.973134,0.0181859,0.0030247,0.00105003,0.3949902,0.57919472,-0.973134,0.1051%,,,
66,278.906,0.395559,0.00206564,0.970826,0.0181903,0.00272223,0.000853473,0.3955609,0.57611939,-0.970826,0.0854%,,,
67,283.171,0.467247,0.00181256,0.979429,0.0181947,0.00241977,0.00108433,0.4672494,0.513264428,-0.979429,0.1085%,,,
68,280.506,0.421711,0.00197499,0.974515,0.0181992,0.00211731,0.00119425,0.4217130,0.553996545,-0.974515,0.1195%,,,
69,280.205,0.422322,0.0019729,0.974114,0.0182036,0.00181484,0.00102457,0.4223225,0.552816445,-0.974114,0.1025%,,,
70,282.563,0.446751,0.00188653,0.978906,0.018208,0.00151238,0.000907324,0.4467508,0.533063576,-0.978906,0.0908%,,,
71,283.299,0.47051,0.00180274,0.980464,0.0182125,0.00120992,0.000762432,0.4705125,0.510714439,-0.980464,0.0763%,,,
72,278.779,0.400414,0.00205427,0.971813,0.0182169,0.000907454,0.00128999,0.4004159,0.572687336,-0.971813,0.1290%,,,
73,281.511,0.425721,0.00196445,0.977506,0.0182213,0.000604991,0.00122984,0.4257222,0.553014284,-0.977506,0.1230%,,,
74,277.999,0.376432,0.00214183,0.970597,0.0182258,0.000302528,0.00126173,0.3764325,0.595426598,-0.970597,0.1262%,,,
75,272.449,0.293177,0.00244748,0.958073,0.0182302,6.45E-08,0.00191722,0.2931772,0.666813479,-0.958073,0.1918%,,,
76,272.799,0.311642,0.00237984,0.959131,0.0182346,-0.000302399,0.00172948,0.3116434,0.649217972,-0.959131,0.1730%,,,
77,274.979,0.329989,0.00231317,0.96451,0.0182391,-0.000604862,0.00155306,0.3299908,0.636073173,-0.96451,0.1554%,,,
78,276.626,0.352972,0.00223014,0.968466,0.0182435,-0.000907325,0.00142161,0.3529739,0.616914708,-0.968466,0.1423%,,,
79,274.645,0.331427,0.00230865,0.964178,0.0182479,-0.00120979,0.00130777,0.3314272,0.634059179,-0.964178,0.1308%,,,
80,276.339,0.354459,0.00222535,0.968273,0.0182524,-0.00151225,0.00113789,0.3544601,0.614950994,-0.968273,0.1138%,,,
81,279.072,0.408076,0.00203328,0.974329,0.0182568,-0.00181471,0.00117756,0.4080761,0.567431516,-0.974329,0.1179%,,,
82,276.734,0.356276,0.00222052,0.969577,0.0182612,-0.00211718,0.00119368,0.3562776,0.614493382,-0.969577,0.1194%,,,
83,281.098,0.435665,0.00193815,0.978779,0.0182657,-0.00241964,0.00169534,0.4356650,0.544810089,-0.978779,0.1696%,,,
84,277.775,0.385534,0.00211868,0.972268,0.0182701,-0.0027221,0.00178359,0.3855360,0.588516337,-0.972268,0.1784%,,,
85,280.17,0.437686,0.00193259,0.977378,0.0182745,-0.00302457,0.00176283,0.4376872,0.54145374,-0.977378,0.1763%,,,
86,279.851,0.413273,0.00201989,0.976957,0.0182789,-0.00332703,0.00158425,0.4132732,0.565268236,-0.976957,0.1584%,,,
87,281.612,0.439441,0.00192702,0.980572,0.0182834,-0.00362949,0.00154089,0.4394416,0.542671956,-0.980572,0.1542%,,,
88,277.055,0.362212,0.00220583,0.971576,0.0182878,-0.00393196,0.00177187,0.3622122,0.611136231,-0.971576,0.1772%,,,
89,279.695,0.416489,0.00201181,0.977278,0.0182922,-0.00423442,0.00190443,0.4164896,0.562693198,-0.977278,0.1905%,,,
90,280.585,0.442642,0.00191865,0.979234,0.0182967,-0.00453688,0.00175244,0.4426427,0.53834441,-0.979234,0.1753%,,,
91,283.134,0.491777,0.0017452,0.98418,0.0183011,0.00211756,0.00172216,0.4917777,0.494125457,-0.98418,0.1723%,,,
92,284.946,0.515517,0.00166198,0.987529,0.0173885,0.00196633,0.00156226,0.5155170,0.473574553,-0.987529,0.1563%,,,
93,287.475,0.538499,0.00158213,0.991807,0.0173732,0.00181511,0.00151372,0.5384988,0.454822822,-0.991807,0.1515%,,,
94,288.092,0.560568,0.00150562,0.992952,0.0173578,0.00166389,0.00137329,0.5605684,0.433757077,-0.992952,0.1373%,,,
95,290.471,0.581859,0.00143242,0.9966,0.0173425,0.00151266,0.00133506,0.5818593,0.41607647,-0.9966,0.1336%,,,
96,288.753,0.562733,0.00149876,0.994316,0.0173271,0.00136144,0.00118755,0.5627326,0.432771446,-0.994316,0.1188%,,,
97,289.778,0.583991,0.0014255,0.996001,0.0173118,0.00121022,0.00106717,0.5839899,0.413078539,-0.996001,0.1067%,,,
98,291.311,0.60933,0.00133861,0.998311,0.0172964,0.00105899,0.000971264,0.6093308,0.389951818,-0.998311,0.0972%,,,
99,290.803,0.610376,0.00133512,0.99779,0.0172811,0.000907772,0.000841255,0.6103755,0.388256901,-0.99779,0.0842%,,,
100,294.285,0.666477,0.00114458,1.00234,0.0172658,0.000756548,0.000972727,0.6664782,0.336832725,-1.00234,0.0971%,,,
101,293.59,0.667545,0.00114105,1.00169,0.0172504,0.000605325,0.000860785,0.6675467,0.33500087,-1.00169,0.0858%,,,
102,296.739,0.718146,0.000970637,1.00527,0.0172351,0.000454102,0.000897386,0.7181468,0.288025853,-1.00527,0.0903%,,,
103,297.972,0.741936,0.000890913,1.00662,0.0172197,0.000302879,0.000786406,0.7419364,0.265467128,-1.00662,0.0784%,,,
104,299.445,0.743029,0.000887381,1.00808,0.0172044,0.000151655,0.000671219,0.7430292,0.265721804,-1.00808,0.0671%,,,
105,301.043,0.785814,0.000745373,1.00952,0.017189,4.32E-07,0.000679363,0.7858147,0.224389324,-1.00952,0.0684%,,,
106,299.425,0.745446,0.000880314,1.00836,0.0171737,-0.000150791,0.000671368,0.7454468,0.263588019,-1.00836,0.0675%,,,
107,298.491,0.746536,0.00087678,1.00771,0.0171584,-0.000302015,0.000534053,0.7465365,0.261710939,-1.00771,0.0537%,,,
108,296.947,0.724994,0.00094944,1.00644,0.017143,-0.000453238,0.000488308,0.7249951,0.28193336,-1.00644,0.0488%,,,
109,294.464,0.676902,0.00111288,1.00405,0.0171277,-0.000604461,0.000557804,0.6769015,0.327703096,-1.00405,0.0555%,,,
110,296.177,0.703427,0.00102342,1.006,0.0171123,-0.000755684,0.000540123,0.7034285,0.303113465,-1.006,0.0542%,,,
111,296.311,0.704495,0.00101993,1.00629,0.017097,-0.000906908,0.000416995,0.7044948,0.302216478,-1.00629,0.0421%,,,
112,297.568,0.729682,0.000935391,1.00765,0.0170816,-0.00105813,0.000372447,0.7296830,0.278342429,-1.00765,0.0375%,,,
113,297.175,0.730751,0.000931905,1.00745,0.0170663,-0.00120935,0.000235956,0.7307522,0.276938868,-1.00745,0.0241%,,,
114,296.134,0.707794,0.00100954,1.0066,0.017051,-0.00136058,0.000148678,0.7077949,0.298959118,-1.0066,0.0154%,,,
115,301.418,0.798159,0.000709845,1.01125,0.0170356,-0.0015118,0.000874264,0.7981602,0.21396006,-1.01125,0.0870%,,,
116,301.88,0.799291,0.000706217,1.01172,0.0170203,-0.00166302,0.000767553,0.7992916,0.213192788,-1.01172,0.0764%,,,
117,303.719,0.819437,0.000640004,1.01306,0.0170049,-0.00181425,0.000762447,0.8194379,0.194381375,-1.01306,0.0759%,,,
118,302.726,0.820605,0.000636269,1.01256,0.0169896,-0.00196547,0.000658131,0.8206057,0.192615169,-1.01256,0.0661%,,,
119,300.421,0.782722,0.000762492,1.01109,0.0169742,-0.00211669,0.000699716,0.7827227,0.229068609,-1.01109,0.0701%,,,
120,299.083,0.762227,0.000831137,1.01019,0.0169589,-0.00226792,0.000613847,0.7622271,0.248578947,-1.01019,0.0616%,,,
121,300.592,0.78695,0.000749357,1.0116,0.0169436,0.154889,0.00059741,0.7869510,0.225250719,-1.0116,0.0602%,,,
122,298.831,0.768426,0.000811792,1.01051,0.0169282,0.157317,0.000504764,0.7684265,0.242588615,-1.01051,0.0505%,,,
123,299.478,0.793035,0.000730092,1.01126,0.0169129,0.159744,0.000417744,0.7930359,0.218646492,-1.01126,0.0422%,,,
124,300.602,0.796116,0.000720291,1.01234,0.0168975,0.162172,0.000299249,0.7961163,0.216520915,-1.01234,0.0297%,,,
125,297.009,0.755274,0.000858249,1.00979,0.0168822,0.164599,0.000392752,0.7552749,0.254907677,-1.00979,0.0393%,,,
126,297.979,0.781224,0.000771673,1.01087,0.0168668,0.167027,0.000297796,0.7812247,0.229942349,-1.01087,0.0297%,,,
127,297.504,0.761816,0.000837388,1.01076,0.0168515,0.169455,0.000184483,0.7618169,0.24912628,-1.01076,0.0183%,,,
128,296.368,0.74119,0.000907498,1.01007,0.0168362,0.171882,7.32E-05,0.7411905,0.268953367,-1.01007,0.0074%,,,
129,296.126,0.744586,0.000896579,1.01015,0.0168208,0.17431,-6.28E-05,0.7445865,0.265500353,-1.01015,-0.0063%,,,
130,296.994,0.771882,0.000805222,1.01117,0.0168055,0.176737,-0.000142384,0.7718822,0.239146103,-1.01117,-0.0142%,,,
131,297.107,0.775277,0.00079431,1.01154,0.0167901,0.179165,-0.000271283,0.7752772,0.235995061,-1.01154,-0.0268%,,,
132,295.113,0.755129,0.000863096,1.01013,0.0167748,0.181593,-0.000289934,0.7551298,0.25471085,-1.01013,-0.0289%,,,
133,296.214,0.758644,0.000851781,1.01137,0.0167595,0.18402,-0.000418886,0.7586451,0.252309457,-1.01137,-0.0415%,,,
134,297.86,0.785741,0.000761364,1.01293,0.0167441,0.186448,-0.000406012,0.7857412,0.226779881,-1.01293,-0.0409%,,,
135,297.592,0.789146,0.000750435,1.013,0.0167288,0.188876,-0.000533735,0.7891468,0.223323453,-1.013,-0.0530%,,,
136,294.661,0.744887,0.000901154,1.01094,0.0167134,0.191303,-0.000513337,0.7448879,0.265534939,-1.01094,-0.0517%,,,
137,292.51,0.722764,0.00097738,1.00924,0.0166981,0.193731,-0.000580576,0.7227650,0.285893424,-1.00924,-0.0582%,,,
138,291.168,0.699703,0.00105722,1.00819,0.0166827,0.196158,-0.000659583,0.6997042,0.307828633,-1.00819,-0.0657%,,,
139,289.732,0.678636,0.00113062,1.00695,0.0166674,0.198586,-0.000740523,0.6786365,0.327576794,-1.00695,-0.0737%,,,
140,289.651,0.681809,0.0011204,1.00721,0.0166521,0.201014,-0.000877941,0.6818081,0.32452498,-1.00721,-0.0877%,,,
141,287.887,0.662679,0.00118758,1.00551,0.0166367,0.203441,-0.000938389,0.6626788,0.341888843,-1.00551,-0.0942%,,,
142,285.951,0.618669,0.00134226,1.00345,0.0166214,0.205869,-0.000960165,0.6186696,0.383820589,-1.00345,-0.0960%,,,
143,284.958,0.621701,0.00133248,1.00253,0.016606,0.208297,-0.00112696,0.6217030,0.379700836,-1.00253,-0.1126%,,,
144,288.29,0.672682,0.00115651,1.00711,0.0165907,0.210724,-0.00101498,0.6726835,0.333410268,-1.00711,-0.1016%,,,
145,287.452,0.65239,0.00122789,1.00649,0.0165753,0.213152,-0.00113721,0.6523899,0.352959436,-1.00649,-0.1141%,,,
146,287.285,0.655605,0.00121752,1.00667,0.01656,0.215579,-0.00128972,0.6556071,0.349775233,-1.00667,-0.1288%,,,
147,290.089,0.705945,0.00104482,1.01015,0.0165447,0.218007,-0.00111818,0.7059462,0.303090789,-1.01015,-0.1113%,,,
148,289.676,0.709447,0.00103348,1.01009,0.0165293,0.220435,-0.00127054,0.7094459,0.299374352,-1.01009,-0.1270%,,,
149,292.809,0.76653,0.000839266,1.01339,0.016514,0.222862,-0.00111104,0.7665305,0.245744638,-1.01339,-0.1115%,,,
150,289.677,0.717116,0.00101049,1.01081,0.0164986,0.22529,-0.000983879,0.7171156,0.292715712,-1.01081,-0.0979%,,,
151,288.451,0.694175,0.00109015,1.00971,0.0164833,0.00672301,-0.00108489,0.6941753,0.314454858,-1.00971,-0.1080%,,,
152,290.443,0.718522,0.00100645,1.01194,0.0164679,0.00624279,-0.00109725,0.7185221,0.292316357,-1.01194,-0.1102%,,,
153,290.342,0.719107,0.00100456,1.01202,0.0164526,0.00576258,-0.00124945,0.7191079,0.29166596,-1.01202,-0.1246%,,,
154,291.649,0.746278,0.000911524,1.01343,0.0164373,0.00528237,-0.00130511,0.7462783,0.265845063,-1.01343,-0.1307%,,,
155,289.558,0.72038,0.00100109,1.01162,0.0164219,0.00480216,-0.00136925,0.7203808,0.289873618,-1.01162,-0.1366%,,,
156,290.716,0.747791,0.000906927,1.01294,0.0164066,0.00432195,-0.00149109,0.7477914,0.26365819,-1.01294,-0.1490%,,,
157,289.169,0.721466,0.000998087,1.0116,0.0163912,0.00384174,-0.00151363,0.7214671,0.28861582,-1.0116,-0.1517%,,,
158,288.802,0.697246,0.00108207,1.0114,0.0163759,0.00336153,-0.00165365,0.6972476,0.31250398,-1.0114,-0.1648%,,,
159,285.156,0.647093,0.00125807,1.00737,0.0163605,0.00288132,-0.00153552,0.6470939,0.358746209,-1.00737,-0.1530%,,,
160,285.767,0.647009,0.00125847,1.00832,0.0163452,0.00240111,-0.00168427,0.6470109,0.359629196,-1.00832,-0.1680%,,,
161,287.408,0.672609,0.00116951,1.01046,0.0163299,0.0019209,-0.00171969,0.6726096,0.33612653,-1.01046,-0.1724%,,,
162,291.693,0.752481,0.000895796,1.01496,0.0163145,0.00144069,-0.00118098,0.7524814,0.261297423,-1.01496,-0.1181%,,,
163,293.364,0.784385,0.000787158,1.01649,0.0162992,0.00096048,-0.00118159,0.7843862,0.23092382,-1.01649,-0.1180%,,,
164,289.491,0.724857,0.000992912,1.01328,0.0162838,0.00048027,-0.000979155,0.7248576,0.287439088,-1.01328,-0.0983%,,,
165,290.274,0.724824,0.000993136,1.01424,0.0162685,5.96E-08,-0.00113432,0.7248249,0.288281559,-1.01424,-0.1134%,,,
166,288.565,0.698573,0.00108422,1.01271,0.0162532,-0.000480151,-0.00126506,0.6985731,0.312867944,-1.01271,-0.1269%,,,
167,289.633,0.724548,0.000994639,1.01401,0.0162378,-0.000960361,-0.00138424,0.7245490,0.288080277,-1.01401,-0.1381%,,,
168,291.699,0.754572,0.000891818,1.01614,0.0162225,-0.00144057,-0.00142511,0.7545728,0.260142419,-1.01614,-0.1425%,,,
169,292.406,0.788632,0.000775447,1.01693,0.0162071,-0.00192078,-0.00155422,0.7886325,0.226745355,-1.01693,-0.1552%,,,
170,292.104,0.788947,0.000774483,1.01688,0.0161918,-0.00240099,-0.00170819,0.7889476,0.226229582,-1.01688,-0.1703%,,,
171,293.554,0.824007,0.000655164,1.01821,0.0161764,-0.0028812,-0.00187386,0.8240073,0.192326013,-1.01821,-0.1877%,,,
172,295.566,0.85944,0.000535398,1.01969,0.0161611,-0.00336141,-0.00200626,0.8594408,0.158245445,-1.01969,-0.2004%,,,
173,294.877,0.825801,0.000649599,1.0195,0.0161458,-0.00384162,-0.00214241,0.8258019,0.191551804,-1.0195,-0.2146%,,,
174,295.182,0.863387,0.000522384,1.01989,0.0161304,-0.00432183,-0.00230507,0.8633877,0.154198354,-1.01989,-0.2304%,,,
