PX, uold2
348.366,1.04997
349.836,1.05
351.306,1.05002
352.776,1.05003
354.246,1.05005
355.716,1.05006
357.186,1.05007
358.656,1.05008
360.125,1.05009
361.595,1.0501
363.065,1.05011
364.535,1.05011
366.005,1.05012
367.475,1.05012
368.945,1.05013
370.415,1.05013
371.885,1.05013
373.355,1.05013
374.824,1.05014
376.294,1.05014
377.764,1.05014
379.234,1.05014
380.704,1.05014
382.174,1.05015
383.644,1.05015
385.114,1.05015
386.584,1.05015
388.054,1.05015
389.523,1.05015
390.993,1.05015
392.463,1.05015
393.933,1.05015
395.403,1.05015
396.873,1.05015
398.343,1.05015
399.813,1.05015
401.283,1.05015
402.753,1.05015
404.222,1.05015
405.692,1.05015
407.162,1.05015
408.632,1.05015
410.102,1.05015
411.572,1.05015
413.042,1.05015
414.512,1.05015
415.982,1.05015
417.452,1.05015
418.921,1.05015
420.391,1.05015
421.861,1.05015
423.331,1.05015
424.801,1.05015
426.271,1.05015
427.741,1.05015
429.211,1.05015
430.681,1.05015
432.151,1.05015
433.62,1.05015
435.09,1.05015
436.56,1.05015
438.03,1.05015
439.5,1.05015
440.97,1.05015
442.44,1.05015
443.91,1.05015
445.38,1.05015
446.85,1.05015
448.319,1.05015
449.789,1.05015
451.259,1.05015
452.729,1.05015
454.199,1.05015
455.669,1.05015
457.139,1.05015
458.609,1.05015
460.079,1.05015
461.549,1.05015
463.018,1.05015
464.488,1.05015
465.958,1.05015
467.428,1.05015
468.898,1.05015
470.368,1.05015
471.838,1.05015
473.308,1.05015
474.778,1.05015
476.248,1.05015
477.717,1.05015
479.187,1.05015
480.657,1.05015
482.127,1.05015
483.597,1.05015
485.067,1.05015
486.537,1.05015
488.007,1.05015
489.477,1.05015
490.947,1.05015
492.416,1.05015
493.886,1.05015
495.356,1.05015
496.826,1.05015
498.296,1.05015
499.766,1.05015
501.236,1.05015
502.706,1.05015
504.176,1.05015
505.646,1.05015
507.115,1.05015
508.585,1.05015
510.055,1.05015
511.525,1.05015
512.995,1.05015
514.465,1.05015
515.935,1.05015
517.405,1.05015
518.875,1.05015
520.345,1.05015
521.814,1.05015
523.284,1.05015
524.754,1.05015
526.224,1.05015
527.694,1.05015
529.164,1.05015
530.634,1.05015
532.104,1.05015
533.574,1.05015
535.044,1.05015
536.513,1.05015
537.983,1.05015
539.453,1.05015
540.923,1.05015
542.393,1.05015
543.863,1.05015
545.333,1.05015
546.803,1.05015
548.273,1.05015
549.743,1.05015
551.213,1.05015
552.682,1.05015
554.152,1.05015
555.622,1.05015
557.092,1.05015
558.562,1.05015
560.032,1.05015
561.502,1.05015
562.972,1.05015
564.442,1.05015
565.912,1.05015
567.381,1.05015
568.851,1.05015
570.321,1.05015
571.791,1.05015
573.261,1.05015
574.731,1.05015
576.201,1.05015
577.671,1.05015
579.141,1.05015
580.611,1.05015
582.08,1.05015
583.55,1.05015
585.02,1.05015
586.49,1.05015
587.96,1.05015
