PX%,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,PX,델타(발행시),델타(6개월),델타(12개월),델타(18개월),델타(24개월),델타(30개월),델타(만기),감마(발행시),감마(6개월),감마(12개월),감마(18개월),감마(24개월),감마(30개월),감마(만기),,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,발행시 VEGA,6개월후VEGA,12개월후VEGA,18개월후VEGA,24개월후VEGA,30개월후VEGA,만기VEGA
35%,95.66%,96.44%,97.19%,97.91%,98.61%,99.31%,100.00%,105.513,0.39%,0.07%,0.01%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.956739,0.964489,0.971873,0.979089,0.986093,0.993078,1,-0.017%,-0.004%,-0.001%,0.000%,0.000%,0.000%,0.000%
36%,95.66%,96.45%,97.19%,97.91%,98.61%,99.31%,100.00%,106.999,0.42%,0.08%,0.01%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.956808,0.964504,0.971876,0.97909,0.986093,0.993078,1,-0.019%,-0.005%,-0.001%,0.000%,0.000%,0.000%,0.000%
36%,95.67%,96.45%,97.19%,97.91%,98.61%,99.31%,100.00%,108.485,0.46%,0.09%,0.01%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.956881,0.964522,0.971879,0.97909,0.986093,0.993078,1,-0.020%,-0.006%,-0.001%,0.000%,0.000%,0.000%,0.000%
37%,95.67%,96.45%,97.19%,97.91%,98.61%,99.31%,100.00%,109.971,0.49%,0.10%,0.01%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.956958,0.964542,0.971882,0.97909,0.986093,0.993078,1,-0.021%,-0.006%,-0.001%,0.000%,0.000%,0.000%,0.000%
37%,95.68%,96.45%,97.19%,97.91%,98.61%,99.31%,100.00%,111.457,0.53%,0.12%,0.01%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.957041,0.964563,0.971886,0.97909,0.986093,0.993078,1,-0.023%,-0.007%,-0.001%,0.000%,0.000%,0.000%,0.000%
38%,95.69%,96.45%,97.19%,97.91%,98.61%,99.31%,100.00%,112.944,0.57%,0.13%,0.02%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.957127,0.964587,0.97189,0.979091,0.986093,0.993078,1,-0.024%,-0.007%,-0.001%,0.000%,0.000%,0.000%,0.000%
39%,95.70%,96.45%,97.19%,97.91%,98.61%,99.31%,100.00%,114.43,0.61%,0.15%,0.02%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.957219,0.964613,0.971895,0.979091,0.986093,0.993078,1,-0.025%,-0.008%,-0.002%,0.000%,0.000%,0.000%,0.000%
39%,95.70%,96.46%,97.19%,97.91%,98.61%,99.31%,100.00%,115.916,0.66%,0.17%,0.03%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.957315,0.964642,0.971901,0.979092,0.986093,0.993078,1,-0.027%,-0.009%,-0.002%,0.000%,0.000%,0.000%,0.000%
40%,95.71%,96.46%,97.19%,97.91%,98.61%,99.31%,100.00%,117.402,0.70%,0.19%,0.04%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.957417,0.964673,0.971908,0.979093,0.986093,0.993078,1,-0.028%,-0.010%,-0.002%,0.000%,0.000%,0.000%,0.000%
40%,95.72%,96.46%,97.19%,97.91%,98.61%,99.31%,100.00%,118.888,0.75%,0.20%,0.04%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.957523,0.964707,0.971916,0.979093,0.986093,0.993078,1,-0.030%,-0.011%,-0.003%,0.000%,0.000%,0.000%,0.000%
40%,95.73%,96.46%,97.19%,97.91%,98.61%,99.31%,100.00%,120.374,0.80%,0.23%,0.04%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.02%,0.00%,0.00%,0.00%,0.00%,0.00%,,0.957635,0.964745,0.971924,0.979095,0.986093,0.993078,1,-0.031%,-0.012%,-0.003%,0.000%,0.000%,0.000%,0.000%
41%,95.74%,96.47%,97.19%,97.91%,98.61%,99.31%,100.00%,121.86,0.85%,0.25%,0.05%,0.01%,0.00%,0.00%,0.00%,-0.04%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.957752,0.964785,0.971934,0.979096,0.986093,0.993078,1,-0.033%,-0.013%,-0.003%,0.000%,0.000%,0.000%,0.000%
41%,95.75%,96.47%,97.19%,97.91%,98.61%,99.31%,100.00%,123.346,0.90%,0.28%,0.06%,0.00%,0.00%,0.00%,0.00%,-0.03%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.957875,0.964829,0.971945,0.979097,0.986093,0.993078,1,-0.035%,-0.014%,-0.004%,0.000%,0.000%,0.000%,0.000%
42%,95.76%,96.47%,97.19%,97.91%,98.61%,99.31%,100.00%,124.832,0.96%,0.31%,0.07%,0.00%,0.00%,0.00%,0.00%,-0.04%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.958003,0.964877,0.971958,0.979099,0.986094,0.993078,1,-0.036%,-0.016%,-0.004%,-0.001%,0.000%,0.000%,0.000%
42%,95.78%,96.48%,97.19%,97.91%,98.61%,99.31%,100.00%,126.318,1.02%,0.34%,0.08%,0.01%,0.00%,0.00%,0.00%,-0.04%,-0.02%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.958137,0.964928,0.971972,0.979101,0.986094,0.993078,1,-0.038%,-0.017%,-0.005%,-0.001%,0.000%,0.000%,0.000%
43%,95.79%,96.48%,97.19%,97.91%,98.61%,99.31%,100.00%,127.805,1.07%,0.37%,0.09%,0.01%,0.00%,0.00%,0.00%,-0.04%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.958277,0.964984,0.971987,0.979104,0.986094,0.993078,1,-0.040%,-0.018%,-0.005%,-0.001%,0.000%,0.000%,0.000%
44%,95.80%,96.48%,97.19%,97.91%,98.61%,99.31%,100.00%,129.291,1.14%,0.41%,0.10%,0.01%,0.00%,0.00%,0.00%,-0.04%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.958423,0.965043,0.972005,0.979107,0.986094,0.993078,1,-0.042%,-0.020%,-0.006%,-0.001%,0.000%,0.000%,0.000%
44%,95.81%,96.49%,97.20%,97.91%,98.61%,99.31%,100.00%,130.777,1.20%,0.45%,0.12%,0.02%,0.00%,0.00%,0.00%,-0.05%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.958574,0.965107,0.972024,0.97911,0.986094,0.993078,1,-0.043%,-0.021%,-0.006%,-0.001%,0.000%,0.000%,0.000%
45%,95.83%,96.49%,97.20%,97.91%,98.61%,99.31%,100.00%,132.263,1.27%,0.49%,0.13%,0.02%,0.00%,0.00%,0.00%,-0.05%,-0.03%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.958732,0.965176,0.972045,0.979114,0.986094,0.993078,1,-0.045%,-0.023%,-0.007%,-0.001%,0.000%,0.000%,0.000%
45%,95.84%,96.50%,97.20%,97.91%,98.61%,99.31%,100.00%,133.749,1.34%,0.54%,0.15%,0.02%,0.00%,0.00%,0.00%,-0.05%,-0.04%,-0.01%,0.00%,0.00%,0.00%,0.00%,,0.958895,0.96525,0.972069,0.979119,0.986094,0.993078,1,-0.047%,-0.024%,-0.008%,-0.001%,0.000%,0.000%,0.000%
45%,95.86%,96.51%,97.20%,97.91%,98.61%,99.31%,100.00%,135.235,1.40%,0.58%,0.17%,0.03%,0.00%,0.00%,0.00%,-0.05%,-0.04%,-0.02%,-0.01%,0.00%,0.00%,0.00%,,0.959065,0.965328,0.972096,0.979124,0.986095,0.993078,1,-0.049%,-0.026%,-0.009%,-0.002%,0.000%,0.000%,0.000%
46%,95.87%,96.51%,97.20%,97.91%,98.61%,99.31%,100.00%,136.721,1.47%,0.63%,0.19%,0.04%,0.00%,0.00%,0.00%,-0.05%,-0.04%,-0.02%,0.00%,0.00%,0.00%,0.00%,,0.959241,0.965412,0.972125,0.97913,0.986095,0.993078,1,-0.051%,-0.028%,-0.010%,-0.002%,0.000%,0.000%,0.000%
46%,95.89%,96.52%,97.20%,97.91%,98.61%,99.31%,100.00%,138.207,1.55%,0.68%,0.21%,0.04%,0.00%,0.00%,0.00%,-0.05%,-0.04%,-0.02%,0.00%,0.00%,0.00%,0.00%,,0.959423,0.965502,0.972157,0.979137,0.986095,0.993078,1,-0.053%,-0.030%,-0.011%,-0.002%,0.000%,0.000%,0.000%
47%,95.91%,96.53%,97.21%,97.91%,98.61%,99.31%,100.00%,139.693,1.62%,0.73%,0.24%,0.05%,0.00%,0.00%,0.00%,-0.05%,-0.05%,-0.02%,-0.01%,0.00%,0.00%,0.00%,,0.959612,0.965597,0.972191,0.979146,0.986096,0.993078,1,-0.055%,-0.032%,-0.012%,-0.003%,0.000%,0.000%,0.000%
47%,95.92%,96.54%,97.21%,97.91%,98.61%,99.31%,100.00%,141.179,1.70%,0.79%,0.27%,0.06%,0.00%,0.00%,0.00%,-0.06%,-0.05%,-0.02%,-0.01%,0.00%,0.00%,0.00%,,0.959806,0.965698,0.97223,0.979155,0.986097,0.993078,1,-0.056%,-0.034%,-0.013%,-0.003%,0.000%,0.000%,0.000%
48%,95.94%,96.54%,97.21%,97.91%,98.61%,99.31%,100.00%,142.666,1.78%,0.85%,0.30%,0.06%,0.00%,0.00%,0.00%,-0.06%,-0.05%,-0.03%,-0.01%,0.00%,0.00%,0.00%,,0.960008,0.965805,0.972272,0.979165,0.986097,0.993078,1,-0.058%,-0.036%,-0.014%,-0.004%,0.000%,0.000%,0.000%
49%,95.96%,96.55%,97.22%,97.91%,98.61%,99.31%,100.00%,144.152,1.86%,0.92%,0.33%,0.07%,0.00%,0.00%,0.00%,-0.06%,-0.06%,-0.03%,-0.01%,0.00%,0.00%,0.00%,,0.960215,0.965918,0.972317,0.979177,0.986098,0.993078,1,-0.060%,-0.038%,-0.016%,-0.004%,0.000%,0.000%,0.000%
49%,95.98%,96.56%,97.22%,97.91%,98.61%,99.31%,100.00%,145.638,1.94%,0.99%,0.36%,0.08%,0.00%,0.00%,0.00%,-0.06%,-0.06%,-0.03%,-0.01%,0.00%,0.00%,0.00%,,0.960429,0.966038,0.972367,0.979191,0.986099,0.993078,1,-0.062%,-0.040%,-0.017%,-0.005%,0.000%,0.000%,0.000%
50%,96.00%,96.57%,97.22%,97.92%,98.61%,99.31%,100.00%,147.124,2.02%,1.06%,0.41%,0.10%,0.00%,0.00%,0.00%,-0.06%,-0.06%,-0.04%,-0.01%,0.00%,0.00%,0.00%,,0.96065,0.966164,0.97242,0.979206,0.986101,0.993078,1,-0.064%,-0.042%,-0.018%,-0.005%,-0.001%,0.000%,0.000%
50%,96.02%,96.59%,97.23%,97.92%,98.61%,99.31%,100.00%,148.61,2.11%,1.13%,0.45%,0.12%,0.01%,0.00%,0.00%,-0.07%,-0.07%,-0.04%,-0.02%,0.00%,0.00%,0.00%,,0.960877,0.966298,0.972479,0.979223,0.986103,0.993078,1,-0.066%,-0.045%,-0.020%,-0.006%,-0.001%,0.000%,0.000%
50%,96.04%,96.60%,97.23%,97.92%,98.61%,99.31%,100.00%,150.096,2.20%,1.21%,0.49%,0.13%,0.01%,0.00%,0.00%,-0.07%,-0.07%,-0.04%,-0.02%,0.00%,0.00%,0.00%,,0.961111,0.966438,0.972542,0.979242,0.986105,0.993078,1,-0.068%,-0.047%,-0.022%,-0.006%,-0.001%,0.000%,0.000%
51%,96.07%,96.61%,97.24%,97.92%,98.61%,99.31%,100.00%,151.582,2.28%,1.30%,0.54%,0.15%,0.02%,0.00%,0.00%,-0.07%,-0.07%,-0.05%,-0.02%,0.00%,0.00%,0.00%,,0.961351,0.966586,0.97261,0.979264,0.986107,0.993078,1,-0.070%,-0.049%,-0.023%,-0.007%,-0.001%,0.000%,0.000%
51%,96.09%,96.62%,97.24%,97.92%,98.61%,99.31%,100.00%,153.068,2.38%,1.38%,0.59%,0.16%,0.02%,0.00%,0.00%,-0.07%,-0.07%,-0.05%,-0.02%,0.00%,0.00%,0.00%,,0.961597,0.966741,0.972683,0.979288,0.98611,0.993078,1,-0.072%,-0.052%,-0.025%,-0.008%,-0.001%,0.000%,0.000%
52%,96.11%,96.64%,97.25%,97.92%,98.61%,99.31%,100.00%,154.554,2.46%,1.46%,0.64%,0.19%,0.02%,0.00%,0.00%,-0.07%,-0.08%,-0.05%,-0.03%,-0.01%,0.00%,0.00%,,0.961851,0.966904,0.972762,0.979315,0.986113,0.993078,1,-0.074%,-0.055%,-0.027%,-0.009%,-0.001%,0.000%,0.000%
52%,96.14%,96.65%,97.26%,97.92%,98.61%,99.31%,100.00%,156.04,2.56%,1.55%,0.70%,0.22%,0.03%,0.00%,0.00%,-0.08%,-0.09%,-0.06%,-0.02%,-0.01%,0.00%,0.00%,,0.96211,0.967074,0.972847,0.979344,0.986117,0.993078,1,-0.076%,-0.057%,-0.029%,-0.010%,-0.001%,0.000%,0.000%
53%,96.16%,96.67%,97.26%,97.93%,98.61%,99.31%,100.00%,157.527,2.66%,1.65%,0.77%,0.24%,0.03%,0.00%,0.00%,-0.07%,-0.09%,-0.06%,-0.03%,0.00%,0.00%,0.00%,,0.962377,0.967253,0.972937,0.979377,0.986122,0.993078,1,-0.078%,-0.060%,-0.031%,-0.011%,-0.002%,0.000%,0.000%
54%,96.19%,96.68%,97.27%,97.93%,98.61%,99.31%,100.00%,159.013,2.75%,1.75%,0.83%,0.27%,0.03%,0.00%,0.00%,-0.07%,-0.09%,-0.06%,-0.03%,0.00%,0.00%,0.00%,,0.96265,0.96744,0.973035,0.979413,0.986127,0.993078,1,-0.079%,-0.063%,-0.034%,-0.012%,-0.002%,0.000%,0.000%
54%,96.21%,96.70%,97.28%,97.93%,98.61%,99.31%,100.00%,160.499,2.85%,1.85%,0.90%,0.31%,0.04%,0.00%,0.00%,-0.08%,-0.10%,-0.07%,-0.04%,-0.01%,0.00%,0.00%,,0.962929,0.967635,0.973138,0.979453,0.986133,0.993078,1,-0.081%,-0.065%,-0.036%,-0.014%,-0.002%,0.000%,0.000%
55%,96.24%,96.72%,97.29%,97.93%,98.61%,99.31%,100.00%,161.985,2.95%,1.96%,0.98%,0.35%,0.05%,0.00%,0.00%,-0.08%,-0.10%,-0.08%,-0.04%,-0.01%,0.00%,0.00%,,0.963215,0.967838,0.973249,0.979498,0.98614,0.993078,1,-0.083%,-0.068%,-0.038%,-0.015%,-0.002%,0.000%,0.000%
55%,96.27%,96.73%,97.30%,97.94%,98.61%,99.31%,100.00%,163.471,3.05%,2.07%,1.06%,0.39%,0.06%,0.00%,0.00%,-0.08%,-0.10%,-0.08%,-0.04%,-0.01%,0.00%,0.00%,,0.963507,0.96805,0.973367,0.979546,0.986149,0.993078,1,-0.085%,-0.071%,-0.041%,-0.017%,-0.003%,0.000%,0.000%
55%,96.29%,96.75%,97.31%,97.94%,98.61%,99.31%,100.00%,164.957,3.15%,2.18%,1.14%,0.43%,0.07%,0.00%,0.00%,-0.08%,-0.10%,-0.09%,-0.05%,-0.01%,0.00%,0.00%,,0.963806,0.968271,0.973493,0.979599,0.986158,0.993078,1,-0.087%,-0.074%,-0.043%,-0.018%,-0.003%,0.000%,0.000%
56%,96.32%,96.77%,97.32%,97.95%,98.61%,99.31%,100.00%,166.443,3.25%,2.30%,1.24%,0.49%,0.08%,0.00%,0.00%,-0.08%,-0.11%,-0.09%,-0.05%,-0.01%,0.00%,0.00%,,0.964111,0.968501,0.973626,0.979657,0.98617,0.993078,1,-0.089%,-0.077%,-0.046%,-0.020%,-0.004%,0.000%,0.000%
56%,96.35%,96.79%,97.33%,97.95%,98.61%,99.31%,100.00%,167.929,3.36%,2.42%,1.33%,0.54%,0.09%,0.00%,0.00%,-0.08%,-0.11%,-0.10%,-0.05%,-0.02%,0.00%,0.00%,,0.964422,0.96874,0.973768,0.97972,0.986182,0.993078,1,-0.090%,-0.080%,-0.049%,-0.022%,-0.004%,0.000%,0.000%
57%,96.38%,96.82%,97.34%,97.96%,98.62%,99.31%,100.00%,169.415,3.46%,2.54%,1.43%,0.59%,0.11%,0.00%,0.00%,-0.09%,-0.11%,-0.10%,-0.06%,-0.02%,0.00%,0.00%,,0.96474,0.968987,0.973918,0.97979,0.986197,0.993078,1,-0.092%,-0.083%,-0.052%,-0.024%,-0.005%,0.000%,0.000%
57%,96.41%,96.84%,97.35%,97.96%,98.62%,99.31%,100.00%,170.901,3.57%,2.66%,1.53%,0.66%,0.12%,0.00%,0.00%,-0.09%,-0.12%,-0.11%,-0.07%,-0.02%,0.00%,0.00%,,0.965064,0.969244,0.974076,0.979865,0.986213,0.993079,1,-0.094%,-0.086%,-0.055%,-0.026%,-0.005%,0.000%,0.000%
58%,96.44%,96.86%,97.37%,97.97%,98.62%,99.31%,100.00%,172.388,3.68%,2.79%,1.64%,0.73%,0.14%,0.00%,0.00%,-0.08%,-0.13%,-0.11%,-0.07%,-0.02%,0.00%,0.00%,,0.965395,0.96951,0.974244,0.979946,0.986232,0.993079,1,-0.096%,-0.089%,-0.058%,-0.028%,-0.006%,0.000%,0.000%
59%,96.48%,96.89%,97.38%,97.97%,98.62%,99.31%,100.00%,173.874,3.78%,2.93%,1.76%,0.80%,0.16%,0.00%,0.00%,-0.09%,-0.13%,-0.12%,-0.08%,-0.03%,0.00%,0.00%,,0.965731,0.969786,0.97442,0.980034,0.986253,0.993079,1,-0.097%,-0.092%,-0.061%,-0.030%,-0.007%,0.000%,0.000%
59%,96.51%,96.91%,97.40%,97.98%,98.62%,99.31%,100.00%,175.36,3.89%,3.06%,1.88%,0.88%,0.19%,0.01%,0.00%,-0.09%,-0.13%,-0.13%,-0.09%,-0.03%,0.00%,0.00%,,0.966074,0.970071,0.974607,0.98013,0.986277,0.99308,1,-0.099%,-0.095%,-0.064%,-0.032%,-0.008%,0.000%,0.000%
60%,96.54%,96.94%,97.41%,97.99%,98.62%,99.31%,100.00%,176.846,4.00%,3.20%,2.00%,0.97%,0.22%,0.01%,0.00%,-0.09%,-0.13%,-0.13%,-0.10%,-0.03%,0.00%,0.00%,,0.966423,0.970365,0.974803,0.980233,0.986304,0.99308,1,-0.101%,-0.098%,-0.067%,-0.035%,-0.009%,0.000%,0.000%
60%,96.58%,96.97%,97.43%,98.00%,98.62%,99.31%,100.00%,178.332,4.11%,3.34%,2.13%,1.06%,0.25%,0.00%,0.00%,-0.09%,-0.14%,-0.14%,-0.10%,-0.04%,0.00%,0.00%,,0.966778,0.970669,0.975009,0.980344,0.986334,0.993081,1,-0.102%,-0.101%,-0.071%,-0.038%,-0.010%,0.000%,0.000%
60%,96.61%,96.99%,97.45%,98.01%,98.63%,99.31%,100.00%,179.818,4.22%,3.49%,2.27%,1.16%,0.28%,0.01%,0.00%,-0.10%,-0.14%,-0.15%,-0.11%,-0.04%,-0.01%,0.00%,,0.967139,0.970983,0.975225,0.980464,0.986368,0.993082,1,-0.104%,-0.104%,-0.074%,-0.040%,-0.011%,0.000%,0.000%
61%,96.65%,97.02%,97.47%,98.02%,98.63%,99.31%,100.00%,181.304,4.34%,3.64%,2.41%,1.26%,0.32%,0.01%,0.00%,-0.10%,-0.15%,-0.15%,-0.12%,-0.05%,0.00%,0.00%,,0.967505,0.971306,0.975452,0.980592,0.986405,0.993083,1,-0.105%,-0.107%,-0.077%,-0.043%,-0.012%,0.000%,0.000%
61%,96.68%,97.05%,97.49%,98.03%,98.63%,99.31%,100.00%,182.79,4.45%,3.79%,2.56%,1.38%,0.37%,0.01%,0.00%,-0.09%,-0.15%,-0.16%,-0.13%,-0.05%,0.00%,0.00%,,0.967878,0.971639,0.975689,0.98073,0.986447,0.993085,1,-0.106%,-0.110%,-0.081%,-0.046%,-0.014%,0.000%,0.000%
62%,96.72%,97.09%,97.51%,98.04%,98.63%,99.31%,100.00%,184.276,4.56%,3.94%,2.71%,1.50%,0.42%,0.01%,0.00%,-0.09%,-0.15%,-0.16%,-0.13%,-0.06%,-0.01%,0.00%,,0.968256,0.971982,0.975938,0.980878,0.986494,0.993087,1,-0.108%,-0.113%,-0.084%,-0.050%,-0.015%,-0.001%,0.000%
62%,96.75%,97.12%,97.53%,98.05%,98.64%,99.31%,100.00%,185.762,4.67%,4.10%,2.86%,1.62%,0.47%,0.02%,0.00%,-0.10%,-0.16%,-0.18%,-0.15%,-0.07%,0.00%,0.00%,,0.96864,0.972335,0.976198,0.981035,0.986545,0.993089,1,-0.109%,-0.116%,-0.088%,-0.053%,-0.017%,-0.001%,0.000%
63%,96.79%,97.15%,97.56%,98.06%,98.64%,99.31%,100.00%,187.249,4.79%,4.26%,3.04%,1.76%,0.54%,0.02%,0.00%,-0.11%,-0.18%,-0.20%,-0.17%,-0.08%,0.00%,0.00%,,0.96903,0.972697,0.976469,0.981204,0.986603,0.993092,1,-0.110%,-0.119%,-0.092%,-0.056%,-0.018%,-0.001%,0.000%
64%,96.83%,97.19%,97.58%,98.08%,98.65%,99.31%,100.00%,188.735,4.92%,4.45%,3.23%,1.92%,0.60%,0.03%,0.00%,-0.11%,-0.19%,-0.21%,-0.18%,-0.08%,-0.01%,0.00%,,0.969426,0.973071,0.976754,0.981384,0.986666,0.993096,1,-0.112%,-0.122%,-0.095%,-0.060%,-0.020%,-0.001%,0.000%
64%,96.87%,97.22%,97.61%,98.09%,98.65%,99.31%,100.00%,190.221,5.04%,4.64%,3.41%,2.07%,0.67%,0.03%,0.00%,-0.11%,-0.20%,-0.21%,-0.19%,-0.10%,-0.01%,0.00%,,0.969828,0.973456,0.977052,0.981577,0.986736,0.9931,1,-0.113%,-0.124%,-0.099%,-0.063%,-0.022%,-0.001%,0.000%
65%,96.91%,97.26%,97.63%,98.11%,98.66%,99.31%,100.00%,191.707,5.17%,4.82%,3.61%,2.24%,0.76%,0.04%,0.00%,-0.12%,-0.19%,-0.23%,-0.20%,-0.10%,-0.01%,0.00%,,0.970236,0.973852,0.977363,0.981783,0.986813,0.993105,1,-0.114%,-0.127%,-0.103%,-0.067%,-0.025%,-0.001%,0.000%
65%,96.95%,97.30%,97.66%,98.13%,98.66%,99.31%,100.00%,193.193,5.30%,5.01%,3.82%,2.42%,0.85%,0.05%,0.00%,-0.11%,-0.20%,-0.23%,-0.22%,-0.11%,-0.01%,0.00%,,0.970651,0.97426,0.977688,0.982002,0.986898,0.993112,1,-0.115%,-0.130%,-0.107%,-0.071%,-0.027%,-0.002%,0.000%
65%,96.99%,97.34%,97.69%,98.15%,98.67%,99.31%,100.00%,194.679,5.42%,5.21%,4.03%,2.62%,0.94%,0.06%,0.00%,-0.11%,-0.21%,-0.24%,-0.23%,-0.12%,-0.02%,0.00%,,0.971072,0.974679,0.978026,0.982236,0.986991,0.99312,1,-0.116%,-0.133%,-0.110%,-0.075%,-0.029%,-0.002%,0.000%
66%,97.03%,97.38%,97.72%,98.17%,98.68%,99.31%,100.00%,196.165,5.54%,5.41%,4.24%,2.82%,1.05%,0.07%,0.00%,-0.11%,-0.20%,-0.25%,-0.24%,-0.14%,-0.02%,0.00%,,0.971498,0.97511,0.978379,0.982483,0.987093,0.993129,1,-0.117%,-0.136%,-0.114%,-0.079%,-0.032%,-0.003%,0.000%
66%,97.08%,97.42%,97.76%,98.19%,98.69%,99.31%,100.00%,197.651,5.67%,5.60%,4.47%,3.03%,1.16%,0.09%,0.00%,-0.11%,-0.21%,-0.26%,-0.26%,-0.15%,-0.03%,0.00%,,0.97193,0.975552,0.978746,0.982746,0.987204,0.993141,1,-0.118%,-0.138%,-0.118%,-0.083%,-0.035%,-0.003%,0.000%
67%,97.12%,97.46%,97.79%,98.21%,98.69%,99.31%,100.00%,199.137,5.80%,5.80%,4.70%,3.25%,1.29%,0.11%,0.00%,-0.11%,-0.21%,-0.26%,-0.27%,-0.17%,-0.03%,0.00%,,0.972368,0.976004,0.979128,0.983024,0.987326,0.993154,1,-0.119%,-0.141%,-0.122%,-0.088%,-0.038%,-0.004%,0.000%
67%,97.16%,97.50%,97.83%,98.24%,98.71%,99.31%,100.00%,200.623,5.92%,6.00%,4.93%,3.48%,1.43%,0.13%,0.00%,-0.11%,-0.22%,-0.27%,-0.29%,-0.18%,-0.04%,0.00%,,0.972811,0.976468,0.979524,0.983318,0.987458,0.99317,1,-0.119%,-0.143%,-0.126%,-0.092%,-0.041%,-0.004%,0.000%
68%,97.21%,97.55%,97.86%,98.27%,98.72%,99.31%,100.00%,202.11,6.06%,6.21%,5.17%,3.73%,1.58%,0.17%,0.00%,-0.13%,-0.25%,-0.31%,-0.32%,-0.20%,-0.05%,0.00%,,0.97326,0.976943,0.979934,0.983629,0.987601,0.993189,1,-0.120%,-0.146%,-0.130%,-0.097%,-0.044%,-0.005%,0.000%
69%,97.25%,97.60%,97.90%,98.29%,98.73%,99.32%,100.00%,203.596,6.20%,6.45%,5.45%,4.01%,1.75%,0.21%,0.00%,-0.13%,-0.26%,-0.32%,-0.34%,-0.23%,-0.05%,0.00%,,0.973715,0.977431,0.980361,0.983958,0.987758,0.993211,1,-0.121%,-0.148%,-0.133%,-0.101%,-0.048%,-0.006%,0.000%
69%,97.30%,97.64%,97.94%,98.32%,98.74%,99.32%,100.00%,205.082,6.34%,6.69%,5.73%,4.29%,1.94%,0.24%,0.00%,-0.13%,-0.26%,-0.32%,-0.36%,-0.25%,-0.05%,0.00%,,0.974177,0.977931,0.980805,0.984305,0.987929,0.993237,1,-0.121%,-0.150%,-0.137%,-0.106%,-0.051%,-0.007%,0.000%
70%,97.34%,97.69%,97.99%,98.36%,98.76%,99.32%,100.00%,206.568,6.48%,6.92%,6.01%,4.59%,2.14%,0.28%,,,,,,,,,,0.974644,0.978444,0.981266,0.984673,0.988115,0.993268,1,-0.122%,-0.153%,-0.141%,-0.111%,-0.055%,-0.008%,0.000%
70%,97.39%,97.74%,98.03%,98.39%,98.77%,99.32%,100.00%,208.054,9.57%,13.81%,16.66%,22.10%,26.76%,42.92%,,,,,,,,,,0.975117,0.978969,0.981743,0.98506,0.988316,0.993304,1,-0.122%,-0.155%,-0.145%,-0.115%,-0.059%,-0.010%,0.000%
70%,97.48%,97.89%,98.22%,98.67%,99.14%,99.93%,113.80%,209.54,12.68%,20.77%,27.41%,39.75%,51.57%,85.82%,,,,,,,,,,0.975926,0.980284,0.9835,0.987637,0.991728,0.999044,1.138,-0.113%,-0.139%,-0.126%,-0.091%,-0.034%,0.027%,0.000%
71%,97.57%,98.04%,98.42%,98.95%,99.50%,100.54%,113.80%,211.026,12.84%,21.04%,27.74%,40.08%,51.81%,85.65%,,,,,,,,,,0.976739,0.981609,0.985269,0.990222,0.995136,1.00475,1.138,-0.104%,-0.124%,-0.108%,-0.068%,-0.010%,0.063%,0.000%
71%,97.66%,98.19%,98.61%,99.24%,99.87%,101.14%,113.80%,212.512,12.99%,21.29%,28.06%,40.37%,51.99%,85.31%,0.00%,-0.09%,-0.14%,-0.15%,0.01%,0.25%,1.55%,0.00%,,0.977557,0.982942,0.987047,0.992811,0.99854,1.0104,1.138,-0.096%,-0.109%,-0.090%,-0.044%,0.014%,0.098%,0.000%
