PX%,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,PX,델타(발행시),델타(6개월),델타(12개월),델타(18개월),델타(24개월),델타(30개월),델타(만기),감마(발행시),감마(6개월),감마(12개월),감마(18개월),감마(24개월),감마(30개월),감마(만기),,발행시,6개월후,12개월후,18개월후,24개월후,30개월후,만기,발행시 VEGA,6개월후VEGA,12개월후VEGA,18개월후VEGA,24개월후VEGA,30개월후VEGA,만기VEGA
110%,101.66%,103.98%,106.35%,108.65%,110.98%,113.01%,113.80%,325.456,-2.30%,-2.08%,-2.08%,-2.30%,-2.52%,0.00%,0.00%,-0.12%,0.12%,0.24%,-0.12%,0.12%,0.00%,0.00%,,1.01602,1.0392,1.0626,1.08584,1.10947,1.13009,1.138,0.060%,0.060%,0.088%,0.063%,0.033%,0.002%,0.000%
110%,101.65%,103.97%,106.34%,108.64%,110.97%,113.01%,113.80%,326.942,-2.20%,-2.20%,-2.20%,-2.20%,-2.53%,0.00%,0.00%,0.00%,0.00%,0.12%,-0.12%,0.00%,-0.12%,0.00%,,1.01597,1.03915,1.06257,1.08579,1.10939,1.1301,1.138,0.055%,0.055%,0.081%,0.058%,0.029%,0.001%,0.000%
110%,101.64%,103.96%,106.33%,108.63%,110.96%,113.01%,113.80%,328.428,-2.32%,-2.10%,-2.21%,-2.21%,-2.54%,0.11%,0.00%,0.12%,-0.24%,0.00%,0.12%,0.00%,-0.12%,0.00%,,1.01591,1.03911,1.06254,1.08575,1.10932,1.1301,1.138,0.051%,0.049%,0.074%,0.052%,0.025%,0.001%,0.000%
111%,101.63%,103.95%,106.32%,108.62%,110.95%,113.01%,113.80%,329.914,-2.33%,-2.00%,-2.22%,-2.33%,-2.55%,0.11%,0.00%,-0.25%,-0.12%,0.00%,0.12%,-0.12%,0.12%,0.00%,,1.01585,1.03906,1.06251,1.0857,1.10924,1.1301,1.138,0.046%,0.045%,0.067%,0.047%,0.021%,0.002%,0.000%
111%,101.62%,103.94%,106.31%,108.61%,110.93%,113.01%,113.80%,331.4,-2.12%,-2.01%,-2.23%,-2.34%,-2.45%,0.00%,0.00%,-0.25%,0.00%,0.00%,-0.13%,-0.13%,0.12%,0.00%,,1.01579,1.03902,1.06247,1.08564,1.10916,1.13011,1.138,0.042%,0.040%,0.061%,0.042%,0.018%,0.001%,0.000%
112%,101.61%,103.93%,106.30%,108.60%,110.92%,113.01%,113.80%,332.886,-2.13%,-2.02%,-2.24%,-2.24%,-2.46%,0.00%,0.00%,0.00%,-0.13%,-0.13%,-0.25%,0.00%,0.00%,0.00%,,1.01573,1.03897,1.06242,1.08559,1.10908,1.13011,1.138,0.039%,0.036%,0.056%,0.037%,0.015%,0.001%,0.000%
113%,101.60%,103.92%,106.29%,108.59%,110.91%,113.01%,113.80%,334.373,-2.14%,-1.91%,-2.14%,-2.14%,-2.47%,0.00%,0.00%,-0.13%,-0.25%,-0.13%,-0.13%,0.00%,0.00%,0.00%,,1.01567,1.03892,1.06238,1.08553,1.109,1.13011,1.138,0.035%,0.032%,0.050%,0.033%,0.012%,0.001%,0.000%
113%,101.59%,103.92%,106.28%,108.58%,110.90%,113.01%,113.80%,335.859,-2.03%,-1.81%,-2.15%,-2.15%,-2.49%,0.00%,0.00%,-0.13%,-0.13%,0.00%,0.00%,-0.13%,0.00%,0.00%,,1.01561,1.03887,1.06233,1.08548,1.10892,1.13011,1.138,0.032%,0.029%,0.046%,0.029%,0.009%,0.001%,0.000%
114%,101.58%,103.91%,106.27%,108.57%,110.89%,113.01%,113.80%,337.345,-2.04%,-1.82%,-2.16%,-2.16%,-2.38%,0.00%,0.00%,-0.13%,-0.13%,-0.13%,-0.13%,-0.26%,0.00%,0.00%,,1.01555,1.03882,1.06228,1.08542,1.10884,1.13011,1.138,0.029%,0.026%,0.041%,0.025%,0.006%,0.001%,0.000%
114%,101.58%,103.90%,106.26%,108.56%,110.88%,113.01%,113.80%,338.831,-1.94%,-1.71%,-2.05%,-2.05%,-2.28%,0.00%,0.00%,-0.26%,-0.26%,-0.13%,-0.26%,-0.26%,0.00%,0.00%,,1.01549,1.03878,1.06223,1.08536,1.10876,1.13012,1.138,0.026%,0.022%,0.037%,0.022%,0.004%,0.000%,0.000%
115%,101.57%,103.89%,106.25%,108.55%,110.87%,113.01%,113.80%,340.317,-1.83%,-1.60%,-2.06%,-1.95%,-2.18%,0.00%,0.00%,-0.13%,-0.26%,-0.13%,-0.26%,-0.13%,0.00%,0.00%,,1.01543,1.03873,1.06218,1.0853,1.10868,1.13012,1.138,0.024%,0.020%,0.033%,0.019%,0.002%,0.000%,0.000%
115%,101.56%,103.89%,106.24%,108.54%,110.86%,113.01%,113.80%,341.803,-1.84%,-1.50%,-1.96%,-1.84%,-2.19%,0.00%,0.00%,0.00%,-0.13%,-0.26%,-0.13%,-0.13%,0.00%,0.00%,,1.01538,1.03869,1.06213,1.08525,1.1086,1.13012,1.138,0.021%,0.017%,0.029%,0.016%,0.001%,0.000%,0.000%
115%,101.55%,103.88%,106.23%,108.53%,110.85%,113.01%,113.80%,343.289,-1.85%,-1.50%,-1.85%,-1.85%,-2.08%,0.00%,0.00%,-0.13%,-0.13%,-0.13%,-0.13%,-0.27%,0.00%,0.00%,,1.01532,1.03865,1.06208,1.08519,1.10852,1.13012,1.138,0.019%,0.015%,0.026%,0.014%,-0.001%,0.000%,0.000%
116%,101.54%,103.87%,106.23%,108.53%,110.84%,113.01%,113.80%,344.775,-1.74%,-1.39%,-1.86%,-1.74%,-1.97%,0.00%,0.00%,-0.27%,-0.27%,-0.13%,-0.27%,-0.13%,0.00%,0.00%,,1.01527,1.0386,1.06203,1.08514,1.10845,1.13012,1.138,0.016%,0.013%,0.023%,0.011%,-0.002%,0.000%,0.000%
116%,101.54%,103.87%,106.22%,108.52%,110.83%,113.01%,113.80%,346.261,-1.63%,-1.28%,-1.75%,-1.63%,-1.98%,0.00%,0.00%,-0.27%,-0.14%,-0.27%,-0.14%,-0.27%,0.00%,0.00%,,1.01521,1.03856,1.06198,1.08508,1.10838,1.13012,1.138,0.015%,0.012%,0.020%,0.010%,-0.004%,0.000%,0.000%
117%,101.53%,103.86%,106.21%,108.51%,110.83%,113.01%,113.80%,347.747,-1.52%,-1.29%,-1.64%,-1.64%,-1.75%,0.00%,0.00%,-0.14%,-0.14%,-0.14%,-0.14%,-0.27%,0.00%,0.00%,,1.01516,1.03853,1.06193,1.08503,1.10831,1.13012,1.138,0.013%,0.009%,0.018%,0.008%,-0.005%,0.000%,0.000%
118%,101.52%,103.86%,106.20%,108.50%,110.82%,113.01%,113.80%,349.234,-1.53%,-1.17%,-1.64%,-1.53%,-1.76%,0.00%,0.00%,-0.14%,-0.28%,-0.14%,-0.28%,0.00%,0.00%,0.00%,,1.01511,1.03849,1.06189,1.08498,1.10824,1.13012,1.138,0.012%,0.008%,0.015%,0.006%,-0.005%,0.000%,0.000%
118%,101.52%,103.85%,106.20%,108.50%,110.81%,113.01%,113.80%,350.72,-1.42%,-1.06%,-1.53%,-1.42%,-1.77%,0.00%,0.00%,-0.28%,-0.28%,-0.28%,-0.28%,-0.28%,0.00%,0.00%,,1.01507,1.03845,1.06184,1.08494,1.10817,1.13012,1.138,0.009%,0.007%,0.013%,0.004%,-0.006%,0.000%,0.000%
119%,101.51%,103.85%,106.19%,108.49%,110.80%,113.01%,113.80%,352.206,-1.30%,-0.95%,-1.42%,-1.30%,-1.54%,0.00%,0.00%,0.00%,-0.14%,-0.14%,-0.28%,-0.42%,0.00%,0.00%,,1.01502,1.03842,1.0618,1.08489,1.10811,1.13012,1.138,0.009%,0.006%,0.011%,0.003%,-0.007%,0.000%,0.000%
119%,101.51%,103.84%,106.19%,108.49%,110.80%,113.01%,113.80%,353.692,-1.43%,-0.95%,-1.43%,-1.19%,-1.43%,0.00%,0.00%,0.00%,0.00%,-0.14%,-0.14%,-0.14%,0.00%,0.00%,,1.01498,1.03839,1.06175,1.08485,1.10805,1.13012,1.138,0.007%,0.005%,0.010%,0.002%,-0.007%,0.000%,0.000%
120%,101.50%,103.84%,106.18%,108.48%,110.79%,113.01%,113.80%,355.178,-1.31%,-0.96%,-1.31%,-1.20%,-1.43%,0.00%,0.00%,-0.43%,-0.14%,-0.29%,-0.14%,-0.14%,0.00%,0.00%,,1.01493,1.03836,1.06171,1.08481,1.10799,1.13012,1.138,0.006%,0.004%,0.008%,0.001%,-0.007%,0.000%,0.000%
120%,101.49%,103.84%,106.17%,108.48%,110.79%,113.01%,113.80%,356.664,-1.08%,-0.84%,-1.20%,-1.08%,-1.32%,0.00%,0.00%,-0.29%,-0.29%,-0.14%,-0.29%,-0.29%,0.00%,0.00%,,1.01489,1.03833,1.06168,1.08477,1.10794,1.13012,1.138,0.005%,0.003%,0.006%,0.000%,-0.008%,0.000%,0.000%
120%,101.49%,103.83%,106.17%,108.47%,110.78%,113.01%,113.80%,358.15,-1.08%,-0.72%,-1.21%,-0.96%,-1.21%,0.00%,0.00%,0.00%,-0.15%,-0.15%,-0.15%,-0.15%,0.00%,0.00%,,1.01485,1.03831,1.06164,1.08473,1.10789,1.13012,1.138,0.005%,0.002%,0.005%,0.000%,-0.008%,0.000%,0.000%
121%,101.49%,103.83%,106.16%,108.47%,110.78%,113.01%,113.80%,359.636,-1.09%,-0.73%,-1.09%,-0.97%,-1.21%,0.00%,0.00%,-0.15%,0.00%,-0.29%,0.00%,0.00%,0.00%,0.00%,,1.01482,1.03828,1.0616,1.08469,1.10784,1.13012,1.138,0.003%,0.002%,0.004%,0.000%,-0.008%,0.000%,0.000%
121%,101.48%,103.83%,106.16%,108.47%,110.77%,113.01%,113.80%,361.122,-0.97%,-0.73%,-0.97%,-0.97%,-1.22%,0.00%,0.00%,-0.15%,-0.15%,-0.15%,-0.15%,-0.15%,0.00%,0.00%,,1.01478,1.03826,1.06157,1.08466,1.10779,1.13012,1.138,0.003%,0.001%,0.003%,-0.001%,-0.008%,0.000%,0.000%
122%,101.48%,103.82%,106.16%,108.46%,110.77%,113.01%,113.80%,362.608,-0.98%,-0.61%,-0.98%,-0.85%,-1.10%,0.00%,0.00%,0.00%,-0.15%,-0.15%,-0.30%,-0.30%,0.00%,0.00%,,1.01475,1.03823,1.06154,1.08463,1.10774,1.13012,1.138,0.002%,0.001%,0.002%,-0.002%,-0.008%,0.000%,0.000%
123%,101.47%,103.82%,106.15%,108.46%,110.76%,113.01%,113.80%,364.095,-0.98%,-0.61%,-0.86%,-0.73%,-0.98%,0.00%,0.00%,-0.15%,0.00%,-0.30%,-0.15%,-0.30%,0.00%,0.00%,,1.01471,1.03821,1.06151,1.0846,1.1077,1.13012,1.138,0.002%,0.001%,0.001%,-0.002%,-0.008%,0.000%,0.000%
123%,101.47%,103.82%,106.15%,108.46%,110.76%,113.01%,113.80%,365.581,-0.86%,-0.62%,-0.74%,-0.74%,-0.86%,0.00%,0.00%,-0.30%,-0.15%,-0.15%,-0.15%,-0.30%,0.00%,0.00%,,1.01468,1.0382,1.06148,1.08457,1.10766,1.13012,1.138,0.001%,-0.001%,0.001%,-0.002%,-0.008%,0.000%,0.000%
124%,101.47%,103.82%,106.15%,108.45%,110.76%,113.01%,113.80%,367.067,-0.74%,-0.49%,-0.74%,-0.62%,-0.74%,0.00%,0.00%,0.00%,-0.31%,0.00%,-0.15%,0.00%,0.00%,0.00%,,1.01465,1.03818,1.06145,1.08455,1.10763,1.13012,1.138,0.001%,-0.001%,0.001%,-0.003%,-0.008%,0.000%,0.000%
124%,101.46%,103.82%,106.14%,108.45%,110.75%,113.01%,113.80%,368.553,-0.87%,-0.37%,-0.74%,-0.62%,-0.87%,0.00%,0.00%,0.00%,-0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01463,1.03816,1.06143,1.08452,1.10759,1.13012,1.138,0.000%,-0.001%,0.000%,-0.002%,-0.007%,0.000%,0.000%
125%,101.46%,103.81%,106.14%,108.45%,110.75%,113.01%,113.80%,370.039,-0.75%,-0.37%,-0.75%,-0.62%,-0.75%,0.00%,0.00%,-0.31%,0.16%,-0.16%,-0.16%,-0.31%,0.00%,0.00%,,1.0146,1.03814,1.0614,1.0845,1.10756,1.13012,1.138,-0.001%,0.000%,0.000%,-0.003%,-0.008%,0.000%,0.000%
125%,101.46%,103.81%,106.14%,108.45%,110.75%,113.01%,113.80%,371.525,-0.63%,-0.50%,-0.63%,-0.50%,-0.63%,0.00%,0.00%,0.00%,0.00%,-0.31%,-0.16%,-0.16%,0.00%,0.00%,,1.01457,1.03813,1.06138,1.08448,1.10753,1.13012,1.138,0.000%,-0.001%,-0.001%,-0.003%,-0.007%,0.000%,0.000%
125%,101.45%,103.81%,106.14%,108.44%,110.74%,113.01%,113.80%,373.011,-0.75%,-0.38%,-0.50%,-0.50%,-0.63%,0.00%,0.00%,0.00%,-0.32%,-0.16%,-0.16%,0.00%,0.00%,0.00%,,1.01455,1.03812,1.06136,1.08446,1.1075,1.13012,1.138,-0.001%,-0.002%,-0.001%,-0.003%,-0.007%,0.000%,0.000%
126%,101.45%,103.81%,106.13%,108.44%,110.74%,113.01%,113.80%,374.497,-0.63%,-0.25%,-0.50%,-0.38%,-0.63%,0.00%,0.00%,-0.32%,-0.16%,0.00%,-0.16%,0.00%,0.00%,0.00%,,1.01452,1.0381,1.06134,1.08444,1.10747,1.13012,1.138,-0.001%,-0.001%,-0.001%,-0.003%,-0.006%,0.000%,0.000%
126%,101.45%,103.81%,106.13%,108.44%,110.74%,113.01%,113.80%,375.983,-0.51%,-0.25%,-0.51%,-0.38%,-0.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.16%,0.00%,0.00%,,1.0145,1.03809,1.06132,1.08442,1.10745,1.13012,1.138,-0.001%,-0.001%,-0.001%,-0.002%,-0.007%,0.000%,0.000%
127%,101.45%,103.81%,106.13%,108.44%,110.74%,113.01%,113.80%,377.469,-0.63%,-0.25%,-0.51%,-0.38%,-0.51%,0.00%,0.00%,0.16%,0.00%,-0.16%,0.00%,-0.32%,0.00%,0.00%,,1.01448,1.03808,1.06131,1.08441,1.10742,1.13012,1.138,-0.001%,-0.001%,-0.002%,-0.003%,-0.006%,0.000%,0.000%
128%,101.44%,103.81%,106.13%,108.44%,110.73%,113.01%,113.80%,378.956,-0.64%,-0.25%,-0.38%,-0.38%,-0.38%,0.00%,0.00%,-0.16%,0.00%,-0.32%,0.00%,-0.16%,0.00%,0.00%,,1.01446,1.03807,1.06129,1.08439,1.1074,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.002%,-0.006%,0.000%,0.000%
128%,101.44%,103.81%,106.13%,108.44%,110.73%,113.01%,113.80%,380.442,-0.51%,-0.26%,-0.26%,-0.38%,-0.38%,0.00%,0.00%,-0.33%,0.00%,0.00%,-0.16%,0.00%,0.00%,0.00%,,1.01444,1.03806,1.06128,1.08438,1.10738,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.003%,-0.005%,0.000%,0.000%
129%,101.44%,103.80%,106.13%,108.43%,110.73%,113.01%,113.80%,381.928,-0.39%,-0.26%,-0.39%,-0.26%,-0.39%,0.00%,0.00%,-0.17%,0.00%,0.17%,-0.17%,0.00%,0.00%,0.00%,,1.01442,1.03805,1.06126,1.08437,1.10736,1.13012,1.138,-0.002%,-0.001%,-0.001%,-0.003%,-0.005%,0.000%,0.000%
129%,101.44%,103.80%,106.12%,108.43%,110.73%,113.01%,113.80%,383.414,-0.39%,-0.26%,-0.39%,-0.26%,-0.39%,0.00%,0.00%,0.17%,0.00%,-0.17%,0.00%,0.00%,0.00%,0.00%,,1.01441,1.03804,1.06125,1.08436,1.10735,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.003%,-0.005%,0.000%,0.000%
130%,101.44%,103.80%,106.12%,108.43%,110.73%,113.01%,113.80%,384.9,-0.52%,-0.26%,-0.26%,-0.26%,-0.39%,0.00%,0.00%,0.00%,-0.17%,-0.17%,-0.17%,-0.17%,0.00%,0.00%,,1.01439,1.03803,1.06124,1.08435,1.10733,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.003%,-0.005%,0.000%,0.000%
130%,101.44%,103.80%,106.12%,108.43%,110.73%,113.01%,113.80%,386.386,-0.39%,-0.13%,-0.26%,-0.13%,-0.26%,0.00%,0.00%,-0.17%,-0.17%,0.00%,-0.17%,-0.17%,0.00%,0.00%,,1.01437,1.03803,1.06123,1.08434,1.10732,1.13012,1.138,-0.002%,-0.002%,-0.002%,-0.003%,-0.005%,0.000%,0.000%
130%,101.43%,103.80%,106.12%,108.43%,110.73%,113.01%,113.80%,387.872,-0.39%,-0.13%,-0.26%,-0.13%,-0.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,,1.01436,1.03802,1.06122,1.08433,1.1073,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.002%,-0.004%,0.000%,0.000%
131%,101.43%,103.80%,106.12%,108.43%,110.73%,113.01%,113.80%,389.358,-0.39%,-0.13%,-0.26%,-0.26%,-0.26%,0.00%,0.00%,0.00%,0.00%,-0.17%,0.00%,0.00%,0.00%,0.00%,,1.01434,1.03801,1.06121,1.08432,1.10729,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.002%,-0.004%,0.000%,0.000%
131%,101.43%,103.80%,106.12%,108.43%,110.72%,113.01%,113.80%,390.844,-0.39%,-0.13%,-0.13%,-0.13%,-0.26%,0.00%,0.00%,0.00%,0.00%,-0.17%,-0.17%,-0.17%,0.00%,0.00%,,1.01433,1.03801,1.0612,1.08431,1.10728,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.002%,-0.004%,0.000%,0.000%
132%,101.43%,103.80%,106.12%,108.43%,110.72%,113.01%,113.80%,392.33,-0.40%,-0.13%,-0.13%,-0.13%,-0.13%,0.00%,0.00%,-0.17%,0.00%,0.17%,0.00%,-0.17%,0.00%,0.00%,,1.01432,1.038,1.06119,1.08431,1.10727,1.13012,1.138,-0.003%,-0.001%,-0.001%,-0.002%,-0.004%,0.000%,0.000%
133%,101.43%,103.80%,106.12%,108.43%,110.72%,113.01%,113.80%,393.817,-0.26%,-0.13%,-0.26%,-0.13%,-0.13%,0.00%,0.00%,-0.18%,0.00%,0.00%,-0.18%,0.18%,0.00%,0.00%,,1.01431,1.038,1.06119,1.0843,1.10726,1.13012,1.138,-0.003%,-0.001%,-0.002%,-0.002%,-0.003%,0.000%,0.000%
133%,101.43%,103.80%,106.12%,108.43%,110.72%,113.01%,113.80%,395.303,-0.27%,-0.13%,-0.13%,0.00%,-0.27%,0.00%,0.00%,0.00%,-0.18%,-0.18%,0.00%,0.00%,0.00%,0.00%,,1.01429,1.03799,1.06118,1.0843,1.10725,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.002%,-0.003%,0.000%,0.000%
134%,101.43%,103.80%,106.12%,108.43%,110.72%,113.01%,113.80%,396.789,-0.27%,0.00%,-0.13%,-0.13%,-0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,-0.18%,0.00%,0.00%,,1.01428,1.03799,1.06117,1.08429,1.10724,1.13012,1.138,-0.002%,-0.001%,-0.001%,-0.001%,-0.003%,0.000%,0.000%
134%,101.43%,103.80%,106.12%,108.43%,110.72%,113.01%,113.80%,398.275,-0.27%,-0.13%,-0.13%,-0.13%,-0.13%,0.00%,0.00%,0.00%,0.18%,0.00%,-0.18%,0.00%,0.00%,0.00%,,1.01427,1.03799,1.06117,1.08429,1.10723,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.002%,-0.002%,0.000%,0.000%
135%,101.42%,103.80%,106.12%,108.43%,110.72%,113.01%,113.80%,399.761,-0.27%,-0.13%,-0.13%,0.00%,-0.13%,0.00%,0.00%,0.00%,-0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01426,1.03798,1.06116,1.08428,1.10723,1.13012,1.138,-0.002%,-0.001%,-0.001%,-0.001%,-0.003%,0.000%,0.000%
135%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,401.247,-0.27%,0.00%,-0.14%,-0.14%,-0.14%,0.00%,0.00%,0.00%,-0.18%,-0.18%,0.18%,0.00%,0.00%,0.00%,,1.01425,1.03798,1.06116,1.08428,1.10722,1.13012,1.138,-0.002%,-0.001%,-0.002%,-0.001%,-0.002%,0.000%,0.000%
135%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,402.733,-0.27%,0.00%,0.00%,-0.14%,-0.14%,0.00%,0.00%,0.00%,0.18%,-0.18%,-0.18%,-0.18%,0.00%,0.00%,,1.01424,1.03798,1.06115,1.08427,1.10721,1.13012,1.138,-0.002%,-0.001%,-0.001%,-0.001%,-0.002%,0.000%,0.000%
136%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,404.219,-0.27%,-0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.18%,0.18%,0.18%,-0.18%,0.00%,0.00%,0.00%,,1.01423,1.03797,1.06115,1.08427,1.10721,1.13012,1.138,-0.002%,0.000%,-0.001%,-0.001%,-0.002%,0.000%,0.000%
136%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,405.705,-0.14%,-0.14%,-0.14%,0.00%,-0.14%,0.00%,0.00%,-0.19%,-0.19%,0.19%,0.00%,0.19%,0.00%,0.00%,,1.01423,1.03797,1.06115,1.08427,1.1072,1.13012,1.138,-0.003%,-0.001%,-0.001%,-0.001%,-0.001%,0.000%,0.000%
137%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,407.191,-0.14%,0.00%,-0.14%,0.00%,-0.14%,0.00%,0.00%,0.19%,-0.19%,-0.19%,0.19%,-0.19%,0.00%,0.00%,,1.01422,1.03797,1.06114,1.08427,1.1072,1.13012,1.138,-0.002%,-0.001%,-0.001%,-0.001%,-0.002%,0.000%,0.000%
138%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,408.678,-0.27%,0.00%,0.00%,-0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.19%,0.19%,-0.19%,0.00%,0.00%,,1.01421,1.03797,1.06114,1.08426,1.1072,1.13012,1.138,-0.002%,-0.001%,-0.001%,0.000%,-0.002%,0.000%,0.000%
138%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,410.164,-0.14%,0.00%,0.00%,-0.14%,0.00%,0.00%,0.00%,-0.19%,0.00%,0.19%,-0.19%,0.19%,0.00%,0.00%,,1.0142,1.03797,1.06114,1.08426,1.10719,1.13012,1.138,-0.002%,-0.001%,-0.001%,-0.001%,-0.001%,0.000%,0.000%
139%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,411.65,-0.14%,0.00%,-0.14%,0.00%,-0.14%,0.00%,0.00%,0.00%,0.00%,0.19%,-0.19%,0.19%,0.00%,0.00%,,1.0142,1.03796,1.06113,1.08426,1.10719,1.13012,1.138,-0.002%,0.000%,0.000%,-0.001%,-0.001%,0.000%,0.000%
139%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,413.136,-0.14%,0.00%,-0.14%,0.00%,-0.14%,0.00%,0.00%,0.00%,0.19%,-0.19%,0.00%,-0.19%,0.00%,0.00%,,1.01419,1.03796,1.06113,1.08426,1.10719,1.13012,1.138,-0.002%,0.000%,-0.001%,-0.001%,-0.002%,0.000%,0.000%
140%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,414.622,-0.14%,-0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.19%,-0.19%,0.00%,-0.19%,0.00%,0.00%,,1.01418,1.03796,1.06113,1.08426,1.10718,1.13012,1.138,-0.001%,0.000%,-0.001%,-0.001%,-0.001%,0.000%,0.000%
140%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,416.108,-0.28%,-0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01418,1.03796,1.06113,1.08425,1.10718,1.13012,1.138,-0.002%,-0.001%,-0.001%,0.000%,-0.001%,0.000%,0.000%
140%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,417.594,-0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.39%,-0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01417,1.03796,1.06113,1.08425,1.10718,1.13012,1.138,-0.002%,-0.001%,-0.001%,0.000%,-0.001%,0.000%,0.000%
141%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,419.08,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,1.01417,1.03796,1.06112,1.08425,1.10718,1.13012,1.138,-0.002%,-0.001%,0.000%,0.000%,-0.001%,0.000%,0.000%
141%,101.42%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,420.566,-0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,0.20%,0.00%,0.00%,,1.01416,1.03796,1.06112,1.08425,1.10717,1.13012,1.138,-0.001%,-0.001%,0.000%,0.000%,0.000%,0.000%,0.000%
142%,101.41%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,422.052,-0.14%,0.00%,0.00%,0.00%,-0.14%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,0.20%,0.00%,0.00%,,1.01416,1.03795,1.06112,1.08425,1.10717,1.13012,1.138,-0.002%,0.000%,0.000%,0.000%,0.000%,0.000%,0.000%
143%,101.41%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,423.539,-0.14%,0.00%,-0.14%,0.00%,-0.14%,0.00%,0.00%,0.00%,0.00%,0.20%,0.00%,-0.20%,0.00%,0.00%,,1.01415,1.03795,1.06112,1.08425,1.10717,1.13012,1.138,-0.001%,0.000%,0.000%,0.000%,-0.001%,0.000%,0.000%
143%,101.41%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,425.025,-0.14%,0.00%,-0.14%,0.00%,0.00%,0.00%,0.00%,-0.20%,0.00%,-0.20%,0.00%,-0.20%,0.00%,0.00%,,1.01415,1.03795,1.06112,1.08425,1.10717,1.13012,1.138,-0.002%,0.000%,-0.001%,0.000%,-0.001%,0.000%,0.000%
144%,101.41%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,426.511,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.21%,0.00%,0.00%,0.00%,0.00%,,1.01414,1.03795,1.06112,1.08425,1.10717,1.13012,1.138,-0.001%,0.000%,-0.001%,0.000%,-0.001%,0.000%,0.000%
144%,101.41%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,427.997,-0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,,1.01414,1.03795,1.06112,1.08425,1.10717,1.13012,1.138,-0.001%,0.000%,-0.001%,0.000%,-0.001%,0.000%,0.000%
145%,101.41%,103.80%,106.11%,108.43%,110.72%,113.01%,113.80%,429.483,-0.14%,0.00%,0.00%,-0.14%,0.00%,0.00%,0.00%,-0.21%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,,1.01414,1.03795,1.06112,1.08425,1.10717,1.13012,1.138,-0.002%,0.000%,-0.001%,0.000%,-0.001%,0.000%,0.000%
