numMC,PL,callday
1091,-0.010169,550
1092,0.00148811,550
1093,-0.000293449,185
1094,-0.00130155,185
1095,-0.00306276,185
1096,0.000183624,185
1097,0.00168808,185
1098,-0.00190447,185
1099,0.000614425,366
1100,-0.00378262,185
1101,0.0015877,185
1102,-0.00259539,185
1103,-0.00046868,185
1104,0.00743921,366
1105,-0.00145065,185
1106,-0.00951013,1097
1107,-0.00090866,185
1108,-0.00365976,185
1109,-0.0133534,185
1110,0.000135085,185
1111,0.00168901,185
1112,-0.0019422,550
1113,0.00633688,185
1114,0.00434056,185
1115,-0.00162762,185
1116,-0.00261865,185
1117,0.000750348,185
1118,-0.0137552,366
1119,-0.00482436,185
1120,0.00778343,550
1121,-0.0012229,185
1122,0.00171602,185
1123,0.00101381,185
1124,0.00622783,185
1125,-0.00172005,185
1126,-0.0103629,550
1127,-0.0213791,916
1128,0.00345328,185
1129,-0.00133759,185
1130,0.00137864,185
1131,-0.0108795,185
1132,-0.00193937,366
1133,-0.00074574,185
1134,-0.00160203,185
1135,-0.000642482,185
1136,-0.00464308,185
1137,0.00321576,366
1138,-9.04634e-05,185
1139,-0.0128936,366
1140,-0.0108136,366
1141,-0.00172295,185
1142,-0.00123651,185
1143,0.000302499,185
1144,0.00537239,366
1145,-0.00161292,185
1146,-0.000870589,185
1147,0.0029708,185
1148,-0.000433612,185
1149,-0.000783596,185
1150,0.00400389,550
1151,-0.0064603,1097
1152,-0.000371381,185
1153,-0.0272529,1097
1154,0.00193084,185
1155,-0.0020821,185
1156,0.000487068,185
1157,0.00132099,185
1158,-0.00183689,185
1159,0.0116866,550
1160,7.79746e-06,366
1161,0.00331526,185
1162,-0.00679105,366
1163,0.0005437,366
1164,0.00180054,550
1165,0.0101212,366
1166,0.00301181,366
1167,0.00235604,550
1168,0.00126087,185
1169,0.0245543,916
1170,0.000207515,185
1171,-0.000807888,366
1172,-0.0024582,185
1173,0.00520365,550
1174,0.000218539,185
1175,0.000834809,185
1176,-0.00200689,185
1177,-0.000579329,185
1178,0.00180281,185
1179,-0.00692428,1097
1180,0.00447864,185
1181,-0.00900841,185
1182,-0.00275479,185
1183,-0.000742909,185
1184,0.003147,185
1185,-0.00189816,185
1186,0.00388043,185
1187,-0.00101954,185
1188,0.00100271,185
1189,-0.00142173,185
1190,0.000694419,185
1191,0.00132137,185
1192,-0.00400681,185
1193,0.00609415,550
1194,-0.00290643,185
1195,-0.00237595,1097
1196,0.0235434,916
1197,-0.00112372,185
1198,0.00572819,366
1199,-0.00105034,185
1200,-0.00252858,185
1201,0.00411862,366
1202,0.000324036,185
1203,0.0115037,366
1204,-0.00183423,185
1205,-0.000824703,185
1206,-0.0016636,185
1207,0.00866151,732
1208,-0.00470896,185
1209,-0.000625664,185
1210,-0.00248958,185
1211,-0.0167977,1097
1212,-0.00722198,185
1213,-0.00236429,185
1214,0.000159582,185
1215,-0.00402186,185
1216,0.0013368,366
1217,-0.00141805,366
1218,-0.000466527,185
1219,-0.00306483,185
1220,0.00499612,185
1221,-0.000392175,185
1222,-0.0138655,550
1223,-0.00144792,185
1224,-0.00627897,1097
1225,-0.000174255,185
1226,0.00266986,185
1227,-0.00188425,1097
1228,-0.00591302,185
1229,0.00165097,185
1230,0.00446473,366
1231,0.00430541,185
1232,0.00483462,185
1233,0.0114596,732
1234,-0.00226595,185
1235,-0.000600933,185
1236,-0.00108312,185
1237,0.000471402,1097
1238,0.0026246,366
1239,-0.00899935,550
1240,0.000183322,1097
1241,0.00224557,185
1242,-0.000555934,185
1243,0.000974892,366
1244,0.00152239,185
1245,-0.00234814,185
1246,-0.0133996,185
1247,0.00474583,366
1248,0.000703836,185
1249,-0.00154235,185
1250,-0.00176332,185
1251,-0.00565489,1097
1252,-0.00296366,185
1253,-0.00251419,185
1254,-0.00790026,1097
1255,0.00480252,366
1256,-0.0399577,1097
1257,0.00100723,185
1258,0.000568958,185
1259,0.00681627,185
1260,-0.00466417,185
1261,-0.00086057,185
1262,-0.0136905,1097
1263,-6.44117e-05,732
1264,0.00355819,366
1265,0.00877403,366
1266,0.000833295,185
1267,0.0240684,1097
1268,-0.00471683,366
1269,-0.00315058,1097
1270,-0.0226237,1097
1271,0.00383859,185
1272,-0.00270933,185
1273,0.000517422,916
1274,0.00472198,185
1275,-0.000473732,185
1276,-0.000503428,185
1277,-0.00119512,185
1278,-0.0031423,1097
