tau,s_tmp,cash,delta,pv,r,q,PL
67,287.66,0.900474,0.000333863,0.996561,0.014836,0.0216682,-4.7898e-05
68,286.358,0.898785,0.000339909,0.996172,0.0148595,0.0222538,-5.15121e-05
69,291.321,0.904219,0.000321404,0.99787,0.0148831,0.0228394,-1.93998e-05
70,286.778,0.898544,0.00034134,0.996419,0.0149066,0.023425,1.38312e-05
71,288.152,0.899939,0.000336651,0.996938,0.0149302,0.0240107,6.98792e-06
72,286.544,0.898215,0.000342818,0.996444,0.0149537,0.0245963,3.05744e-06
73,283.212,0.895818,0.000351434,0.995336,0.0149772,0.0251819,1.30924e-05
74,285.705,0.896693,0.000348527,0.996259,0.0150008,0.0257675,9.45448e-06
75,282.663,0.89461,0.00035605,0.995242,0.0150243,0.0263532,1.05553e-05
76,282.691,0.894432,0.000356839,0.995303,0.0150479,0.0269388,3.76415e-06
77,281.448,0.893503,0.000360296,0.994909,0.0150714,0.0275244,-1.68124e-06
78,285.658,0.896023,0.000351631,0.996456,0.015095,0.02811,1.2913e-05
79,285.84,0.895841,0.000352426,0.996575,0.0151185,0.0286957,3.90281e-06
80,284.486,0.895658,0.000353228,0.996151,0.015142,0.0292813,-4.45571e-06
81,281.479,0.892799,0.000363548,0.995124,0.0151656,0.0298669,5.16548e-06
82,283.542,0.894264,0.00035854,0.995921,0.0151891,0.0304525,3.9672e-06
83,285.958,0.896328,0.000351483,0.996836,0.0152127,0.0310382,1.20353e-06
84,283.152,0.893902,0.000360216,0.995888,0.0152362,0.0316238,9.80581e-06
85,284.384,0.893706,0.000361066,0.996386,0.0152598,0.0322094,1.73749e-06
86,282.953,0.892606,0.000365121,0.995923,0.0152833,0.032795,-5.36006e-06
87,284.167,0.893314,0.000362792,0.996418,0.0153068,0.0333807,-1.00863e-05
88,282.11,0.89221,0.000366872,0.995723,0.0153304,0.0339663,-1.43262e-05
89,279.452,0.890686,0.000372494,0.994792,0.0153539,0.0345519,-1.1522e-05
90,278.293,0.890069,0.000374882,0.99441,0.0153775,0.0351375,-1.38834e-05
91,282.752,0.891619,0.000369571,0.996121,0.015401,0.0357232,-5.58066e-06
92,283.356,0.892296,0.000367304,0.996386,0.0140272,0.00204237,-1.22905e-05
93,286.155,0.894377,0.000360153,0.997452,0.0140206,0.00189108,-1.47622e-05
94,286.355,0.894135,0.000361121,0.997569,0.014014,0.0017398,-2.55727e-05
95,285.978,0.89389,0.000362101,0.997477,0.0140074,0.00158851,-3.46909e-05
96,285.494,0.892402,0.000367433,0.997345,0.0140008,0.00143722,-4.30849e-05
97,287.282,0.893395,0.000364096,0.998041,0.0139942,0.00128594,-4.77944e-05
98,288.126,0.89486,0.000359133,0.998393,0.0139876,0.00113465,-5.78283e-05
99,292.143,0.902015,0.000334757,0.999841,0.013981,0.000983363,-2.86981e-05
100,289.128,0.896649,0.00035344,0.998845,0.0139745,0.000832077,-6.75543e-06
101,289.678,0.896386,0.000354466,0.999089,0.0139679,0.00068079,-2.18406e-05
102,287.506,0.893882,0.000363295,0.998352,0.0139613,0.000529503,-2.09463e-05
103,286.15,0.891885,0.000370391,0.997897,0.0139547,0.000378217,-2.3813e-05
104,285.82,0.89037,0.000375811,0.997818,0.0139481,0.00022693,-3.28443e-05
105,285.701,0.890088,0.000376918,0.997817,0.0139415,7.56433e-05,-4.27817e-05
106,288.957,0.895059,0.000359834,0.999068,0.0139349,-7.56433e-05,-3.24835e-05
107,292.882,0.900123,0.00034266,1.0005,0.0139283,-0.00022693,-1.82699e-05
108,292.238,0.899847,0.000343722,1.00033,0.0139217,-0.000378217,-3.54423e-05
109,289.678,0.894221,0.00036326,0.999474,0.0139152,-0.000529503,-2.39757e-05
110,287.485,0.891637,0.000372367,0.998709,0.0139086,-0.00068079,-2.26205e-05
111,286.467,0.889593,0.000379621,0.99837,0.013902,-0.000832077,-2.84296e-05
112,284.837,0.888069,0.000385089,0.997788,0.0138954,-0.000983363,-3.18272e-05
113,282.113,0.886007,0.000392516,0.996767,0.0138888,-0.00113465,-2.65021e-05
114,281.218,0.885166,0.000395624,0.996452,0.0138822,-0.00128594,-2.95302e-05
115,280.785,0.88488,0.000396761,0.996318,0.0138756,-0.00143722,-3.33468e-05
116,277.35,0.884203,0.000399322,0.994984,0.013869,-0.00158851,-2.89815e-05
117,278.853,0.884028,0.000400067,0.995618,0.0138624,-0.0017398,-3.00644e-05
118,276.59,0.883845,0.000400848,0.994744,0.0138558,-0.00189108,-2.80729e-05
119,273.941,0.884477,0.00039866,0.993713,0.0138493,-0.00204237,-2.64861e-05
120,274.131,0.884303,0.000399418,0.993818,0.0138427,-0.00219366,-2.27449e-05
121,272.055,0.884703,0.000398066,0.993017,0.0138361,-0.00234494,-1.77666e-05
122,273.507,0.883956,0.000400923,0.993626,0.0138295,0.00140582,-1.45221e-05
123,272.836,0.883786,0.000401669,0.993386,0.0138229,0.00131798,-9.58545e-06
124,276.821,0.882487,0.000406484,0.995026,0.0138163,0.00123014,-1.52677e-05
125,275.979,0.882262,0.000407422,0.994714,0.0138097,0.0011423,-1.18374e-05
126,276.64,0.882037,0.000408357,0.995014,0.0138031,0.00105446,-8.82972e-06
127,272.054,0.883805,0.000401981,0.993181,0.0137965,0.000966626,-1.55164e-05
128,272.597,0.883672,0.000402592,0.993427,0.0137899,0.000878787,-9.42064e-06
129,274.987,0.881989,0.000408836,0.994426,0.0137834,0.000790948,-1.20629e-05
130,273.695,0.882628,0.000406624,0.993926,0.0137768,0.00070311,-7.06865e-06
131,269.357,0.884768,0.000398804,0.992202,0.0137702,0.000615271,-1.34159e-05
132,261.651,0.88937,0.000381342,0.989212,0.0137636,0.000527432,-6.28022e-05
133,260.5,0.890411,0.000377477,0.988796,0.013757,0.000439594,-5.28588e-05
134,261.17,0.889312,0.000381814,0.989072,0.0137504,0.000351755,-4.21886e-05
135,263.999,0.887258,0.000389721,0.990182,0.0137438,0.000263916,-3.79373e-05
136,265.34,0.886274,0.000393555,0.990727,0.0137372,0.000176077,-2.70548e-05
137,264.383,0.887268,0.000389921,0.990377,0.0137306,8.82387e-05,-2.07804e-05
138,265.894,0.886299,0.00039369,0.990993,0.013724,4e-07,-1.41218e-05
139,262.97,0.888303,0.000386198,0.989878,0.0137175,-8.74387e-05,-1.72845e-05
140,261.201,0.889338,0.000382363,0.989225,0.0137109,-0.000175277,-1.34556e-05
141,261.52,0.889365,0.000382385,0.989371,0.0137043,-0.000263116,-3.91498e-06
142,261.024,0.889395,0.000382398,0.989206,0.0136977,-0.000350955,4.00918e-06
143,263.006,0.888432,0.000386185,0.98999,0.0136911,-0.000438794,1.13994e-05
144,260.727,0.890445,0.000378593,0.989142,0.0136845,-0.000526632,1.23414e-05
145,259.994,0.89047,0.000378623,0.988888,0.0136779,-0.000614471,2.17821e-05
146,254.647,0.894003,0.000364881,0.986926,0.0136713,-0.00070231,-6.7381e-06
147,253.31,0.894859,0.000361631,0.986462,0.0136647,-0.000790148,1.72479e-06
148,250.102,0.89668,0.000354485,0.985334,0.0136581,-0.000877987,3.42473e-06
149,249.848,0.896645,0.000354757,0.985266,0.0136516,-0.000965826,1.41405e-05
150,252.151,0.89477,0.000362328,0.986114,0.013645,-0.00105366,1.65977e-05
151,252.346,0.894739,0.000362581,0.986208,0.0136384,-0.0011415,2.64422e-05
152,253.091,0.894705,0.000362847,0.986502,0.0136318,-0.00122934,3.60407e-05
153,252.968,0.894654,0.000363208,0.986489,0.0136252,0.0313086,4.54444e-05
154,257.682,0.892246,0.000372714,0.988261,0.0136186,0.0316445,2.75857e-05
155,252.339,0.894495,0.000363968,0.986325,0.013612,0.0319804,1.29802e-05
156,249.196,0.896192,0.000357323,0.985228,0.0136054,0.0323163,8.00225e-06
157,248.465,0.897088,0.000353883,0.984999,0.0135988,0.0326521,1.72616e-05
158,250.641,0.895135,0.000361843,0.985808,0.0135922,0.032988,1.9675e-05
159,253.66,0.893428,0.000368736,0.986939,0.0135857,0.0333239,2.26386e-05
160,254.799,0.893361,0.000369164,0.987392,0.0135791,0.0336598,3.08491e-05
161,248.353,0.89672,0.000355805,0.985082,0.0135725,0.0339956,3.01169e-06
162,252.531,0.893928,0.000367029,0.986624,0.0135659,0.0343315,-1.03618e-05
163,254.204,0.893079,0.000370531,0.987274,0.0135593,0.0346674,-4.07576e-06
164,254.124,0.892999,0.000371014,0.987279,0.0135527,0.0350033,3.84463e-06
165,254.412,0.892915,0.00037151,0.98742,0.0135461,0.0353391,1.17725e-05
166,254.927,0.892828,0.000372016,0.987647,0.0135395,0.035675,1.86136e-05
167,252.483,0.89349,0.000369563,0.986774,0.0135329,0.0360109,2.46016e-05
168,250.375,0.895101,0.000363297,0.986034,0.0135263,0.0363467,2.77043e-05
169,248.309,0.895964,0.000359992,0.985317,0.0135198,0.0366826,3.59284e-05
170,247.18,0.896899,0.000356381,0.984944,0.0135132,0.0370185,4.48249e-05
171,247.156,0.896807,0.000356926,0.984967,0.0135066,0.0373544,5.59805e-05
172,243.817,0.898972,0.000348219,0.983819,0.0135,0.0376902,5.39276e-05
173,242.647,0.899999,0.000344157,0.983444,0.0134934,0.0380261,6.42943e-05
174,248.782,0.895423,0.000362723,0.985649,0.0134868,0.038362,1.2891e-05
175,244.312,0.898605,0.000349869,0.984081,0.0134802,0.0386979,1.34105e-06
176,243.623,0.898513,0.000350421,0.98387,0.0134736,0.0390337,1.3909e-05
177,248.159,0.895098,0.000364356,0.985518,0.013467,0.0393696,-2.6051e-06
178,247.228,0.896035,0.000360737,0.985213,0.0134605,0.0397055,6.66742e-06
179,245.313,0.897041,0.000356811,0.984556,0.0134539,0.0400414,1.50398e-05
180,241.787,0.90026,0.000343672,0.983349,0.0134473,0.0403772,6.52125e-06
181,240.92,0.900178,0.000344189,0.983079,0.0134407,0.0407131,2.15659e-05
182,243.665,0.897951,0.000353467,0.984055,0.0134341,0.00169096,2.40027e-05
183,243.793,0.897892,0.000353847,0.98412,0.0134771,0.00159433,3.69141e-05
184,244.945,0.896654,0.000359037,0.984551,0.0134711,0.0014977,4.72985e-05
185,243.15,0.898887,0.000349991,0.983936,0.013465,0.00140107,5.17565e-05
186,239.318,0.900993,0.000341332,0.982628,0.013459,0.00130444,5.14e-05
187,239.11,0.900944,0.000341675,0.982577,0.0134529,0.0012078,6.54326e-05
188,239.304,0.900896,0.000342016,0.982662,0.0134469,0.00111117,8.03952e-05
189,240.906,0.899722,0.000347027,0.983231,0.0134408,0.00101454,9.19413e-05
190,243.51,0.897446,0.000356511,0.984165,0.0134348,0.000917906,9.55641e-05
191,243.928,0.897387,0.000356891,0.984333,0.0134287,0.000821274,0.000109468
192,243.477,0.897327,0.000357271,0.984193,0.0134227,0.000724642,0.000121383
193,237.733,0.90176,0.000338763,0.982221,0.0134166,0.00062801,7.47751e-05
194,231.606,0.920303,0.000258846,0.980447,0.0134106,0.000531377,-0.000193934
195,230.09,0.921715,0.000252856,0.98008,0.0134045,0.000434745,-0.000185674
196,230.916,0.921748,0.00025286,0.980305,0.0133985,0.000338113,-0.000167037
197,227.933,0.924457,0.000241125,0.979584,0.0133924,0.000241481,-0.000166691
198,221.83,0.929074,0.000220464,0.978192,0.0133864,0.000144848,-0.000212502
199,217.852,0.932624,0.000204325,0.977363,0.0133803,4.82161e-05,-0.000226524
200,222.144,0.929102,0.000220331,0.978295,0.0133743,-4.84161e-05,-0.000247622
201,219.884,0.930323,0.000214935,0.977823,0.0133682,-0.000145048,-0.000238843
202,220.046,0.930374,0.000214856,0.977874,0.0133622,-0.000241681,-0.000221351
203,220.272,0.930426,0.000214776,0.977939,0.0133561,-0.000338313,-0.000203637
204,219.842,0.930478,0.000214696,0.977864,0.0133501,-0.000434945,-0.00018769
205,223.694,0.928141,0.000225295,0.978726,0.013344,-0.000531577,-0.000187875
206,221.847,0.92937,0.000219907,0.97833,0.013338,-0.00062821,-0.00017468
207,220.62,0.930608,0.000214448,0.97808,0.0133319,-0.000724842,-0.000160751
208,222.754,0.928269,0.000225101,0.978564,0.0133259,-0.000821474,-0.000153358
209,224.236,0.927129,0.000230332,0.978914,0.0133198,-0.000918106,-0.000136246
210,232.393,0.920503,0.000258993,0.980913,0.0133138,-0.00101474,-0.000222028
211,231.98,0.920537,0.00025899,0.980822,0.0133077,-0.00111137,-0.000204869
212,230.72,0.922011,0.000252744,0.980516,0.0133017,-0.001208,-0.000191564
213,230.689,0.922047,0.000252734,0.980524,0.0132956,0.00126854,-0.00017403
214,231.648,0.920632,0.00025899,0.980785,0.0132896,0.00119607,-0.000158839
215,234.537,0.917788,0.000271257,0.98156,0.0132835,0.0011236,-0.00015151
216,238.232,0.914986,0.000283162,0.982595,0.0132775,0.00105113,-0.000151278
217,241.139,0.912243,0.000294674,0.983452,0.0132714,0.000978658,-0.000151791
218,245.301,0.907792,0.000312956,0.984731,0.0132654,0.000906187,-0.000170515
219,244.867,0.907793,0.000313087,0.984613,0.0132593,0.000833716,-0.000155208
220,246.479,0.906209,0.000319648,0.985136,0.0132533,0.000761245,-0.000139946
221,245.137,0.907788,0.000313341,0.984729,0.0132472,0.000688774,-0.000129656
222,244.847,0.907791,0.000313464,0.984656,0.0132412,0.000616303,-0.000113721
223,245.979,0.907795,0.000313584,0.985026,0.0132351,0.000543832,-9.65205e-05
224,246.381,0.906192,0.000320221,0.98517,0.0132291,0.000471361,-8.1034e-05
225,247.321,0.906192,0.000320356,0.985486,0.0132231,0.00039889,-6.37568e-05
226,248.362,0.904607,0.00032687,0.98584,0.013217,0.000326419,-5.05219e-05
227,247.537,0.90619,0.000320606,0.985589,0.013211,0.000253948,-3.6421e-05
228,245.488,0.907819,0.000314106,0.984953,0.0132049,0.000181477,-2.50321e-05
229,252.087,0.901428,0.000339589,0.987142,0.0131989,0.000109006,-0.000108178
230,250.277,0.902958,0.000333606,0.986547,0.0131928,3.65355e-05,-9.55534e-05
231,249.605,0.902961,0.000333722,0.986341,0.0131868,-3.59355e-05,-8.13583e-05
232,249.914,0.902966,0.000333836,0.986463,0.0131807,-0.000108406,-6.67395e-05
233,250.16,0.90297,0.000333947,0.986564,0.0131747,-0.000180877,-5.36425e-05
234,252.54,0.899885,0.000346293,0.987393,0.0131686,-0.000253348,-5.47475e-05
235,251.252,0.9014,0.000340393,0.98697,0.0131626,-0.000325819,-4.54681e-05
236,251.025,0.901401,0.000340518,0.986912,0.0131565,-0.00039829,-3.23141e-05
237,249.17,0.902965,0.000334368,0.986308,0.0131505,-0.000470761,-2.84573e-05
238,248.94,0.904581,0.000328007,0.98625,0.0131444,-0.000543232,-1.49709e-05
239,247.486,0.906237,0.000321447,0.985793,0.0131384,-0.000615703,-1.84898e-06
240,245.804,0.907928,0.000314702,0.985272,0.0131323,-0.000688174,1.07723e-05
241,244.913,0.907951,0.000314738,0.98501,0.0131263,-0.000760645,2.47372e-05
242,237.98,0.915478,0.000283245,0.982968,0.0131202,-0.000833116,-8.25418e-05
243,237.007,0.91699,0.000277005,0.982713,0.0131142,-0.000905587,-7.04914e-05
244,238.277,0.915551,0.000283184,0.983087,0.0131081,-0.000978058,-6.02313e-05
245,239.437,0.914101,0.000289397,0.983442,0.0131021,0.0255098,-4.87383e-05
246,238.261,0.915589,0.000283307,0.983127,0.013096,0.0256533,-3.71185e-05
247,238.13,0.915613,0.000283367,0.983112,0.01309,0.0257967,-2.15162e-05
248,239.231,0.914156,0.000289613,0.98345,0.0130839,0.0259402,-9.76419e-06
249,237.876,0.915651,0.000283487,0.983086,0.0130779,0.0260837,-1.57969e-07
250,234.672,0.918642,0.000270902,0.982226,0.0130718,0.0262271,-1.05613e-05
251,235.71,0.91867,0.000270941,0.982529,0.0130658,0.0263706,4.66103e-06
252,236.989,0.917187,0.000277359,0.982904,0.0130597,0.0265141,1.37005e-05
253,231.631,0.921699,0.000258041,0.981495,0.0130537,0.0266575,-2.60644e-05
254,230.028,0.924775,0.00024483,0.981114,0.0130476,0.026801,-2.09981e-05
255,229.534,0.924812,0.000244832,0.981013,0.0130416,0.0269445,-4.20332e-06
256,228.49,0.926255,0.00023868,0.980782,0.0130355,0.0270879,8.99342e-06
257,226.347,0.927572,0.000233025,0.980295,0.0130295,0.0272314,2.1616e-05
258,227.507,0.926325,0.000238668,0.98059,0.0130234,0.0273749,3.34906e-05
259,226.628,0.927647,0.000233,0.980405,0.0130174,0.0275183,4.61229e-05
260,227.134,0.926399,0.000238658,0.980546,0.0130113,0.0276618,5.97769e-05
261,228.317,0.926437,0.000238653,0.98085,0.0130053,0.0278053,7.55844e-05
262,226.541,0.927763,0.000232964,0.98045,0.0129992,0.0279487,8.84585e-05
263,224.359,0.929088,0.000227222,0.979972,0.0129932,0.0280922,9.52268e-05
264,222.043,0.931699,0.000215629,0.979483,0.0129871,0.0282357,9.55085e-05
265,226.146,0.927823,0.000232931,0.980424,0.0129811,0.0283791,7.5617e-05
266,227.917,0.92656,0.000238636,0.980863,0.012975,0.0285226,8.65551e-05
267,223.645,0.930462,0.000221357,0.9799,0.012969,0.0286661,6.72227e-05
268,223.589,0.930504,0.000221333,0.979909,0.0129629,0.0288095,8.24057e-05
269,227.204,0.926611,0.000238631,0.98076,0.0129569,0.028953,6.8854e-05
270,222.816,0.930513,0.000221286,0.979783,0.0129508,0.0290965,3.54878e-05
271,217.966,0.935692,0.000197692,0.978791,0.0129448,0.0292399,-8.30421e-06
272,218.708,0.934443,0.000203573,0.978962,0.0129387,0.0293834,4.10366e-06
273,221.048,0.93318,0.00020945,0.979468,0.0129327,0.0295269,1.0487e-05
274,220.818,0.933242,0.000209327,0.979439,0.0132295,0.00116343,2.60743e-05
275,225.642,0.92801,0.000232664,0.98052,0.0132257,0.00109882,-1.17988e-05
276,222.773,0.930668,0.000220884,0.979896,0.0132218,0.00103421,-2.13298e-05
277,224.786,0.929409,0.000226636,0.980361,0.013218,0.000969594,-8.09229e-06
278,228.464,0.926808,0.000238166,0.981239,0.0132141,0.000904981,-1.8391e-05
279,228.302,0.926863,0.000238072,0.981218,0.0132103,0.000840368,-2.35487e-06
280,230.864,0.923872,0.000251175,0.981864,0.0132065,0.000775755,-5.30109e-06
281,235.207,0.919167,0.000271321,0.983018,0.0132026,0.000711142,-3.43205e-05
282,233.941,0.920778,0.000264576,0.982696,0.0131988,0.000646529,-2.25779e-05
283,232.429,0.922397,0.000257753,0.982317,0.0131949,0.000581916,-1.03729e-05
284,235.709,0.919276,0.000271137,0.983208,0.0131911,0.000517303,-2.23669e-05
285,236.89,0.917753,0.000277709,0.983551,0.0131873,0.00045269,-1.1841e-05
286,239.196,0.914675,0.000290715,0.984223,0.0131834,0.000388077,-1.03538e-05
287,240.908,0.913171,0.000297094,0.984741,0.0131796,0.000323465,2.75644e-06
288,243.689,0.909975,0.000310345,0.985599,0.0131757,0.000258852,3.70942e-06
289,241.463,0.913227,0.000297012,0.98494,0.0131719,0.000194239,4.47159e-06
290,235.809,0.919447,0.000270777,0.983339,0.0131681,0.000129626,-4.04799e-05
291,237.096,0.917913,0.000277385,0.983712,0.0131642,6.50129e-05,-3.16141e-05
292,239.594,0.914816,0.000290449,0.98444,0.0131604,4e-07,-3.33551e-05
293,232.857,0.92263,0.000257033,0.982603,0.0131565,-6.42129e-05,-0.000120631
294,230.508,0.924269,0.000250068,0.982022,0.0131527,-0.000128826,-0.000110485
295,229.82,0.925922,0.000243022,0.98187,0.0131489,-0.000193439,-9.70086e-05
296,224.53,0.93009,0.000224607,0.98065,0.013145,-0.000258052,-0.000129009
297,222.273,0.932823,0.000212461,0.980175,0.0131412,-0.000322665,-0.000127341
298,219.96,0.934219,0.000206266,0.97971,0.0131373,-0.000387277,-0.000120445
299,219.257,0.93562,0.000200031,0.979585,0.0131335,-0.00045189,-0.000107453
300,223.735,0.931601,0.000218144,0.980545,0.0131297,-0.000516503,-0.000137828
301,223.373,0.931661,0.000218026,0.980483,0.0131258,-0.000581116,-0.000121445
302,224.157,0.931721,0.000217907,0.980674,0.013122,-0.000645729,-0.000107789
303,226.869,0.929043,0.000229856,0.981305,0.0131181,-0.000710342,-0.0001149
304,226.751,0.9291,0.000229754,0.981295,0.0131143,-0.000774955,-9.86122e-05
305,227.532,0.927792,0.000235649,0.981494,0.0131104,0.000682317,-8.49278e-05
306,229.107,0.926347,0.000242101,0.981886,0.0131066,0.000627683,-7.16801e-05
307,230.434,0.924767,0.000249103,0.982227,0.0131028,0.00057305,-5.8774e-05
308,233.536,0.921555,0.000263,0.983035,0.0130989,0.000518417,-5.99422e-05
309,239.528,0.91514,0.000289918,0.984705,0.0130951,0.000463783,-0.00012126
310,238.912,0.915176,0.000289905,0.984545,0.0130912,0.00040915,-0.00010703
311,245.327,0.908468,0.000317382,0.986493,0.0130874,0.000354517,-0.000162767
312,244.936,0.9085,0.000317388,0.986387,0.0130836,0.000299883,-0.000148174
313,241.478,0.913597,0.000296413,0.985345,0.0130797,0.00024525,-0.000171
314,239.411,0.915196,0.000289873,0.984754,0.0130759,0.000190617,-0.000159948
315,238.084,0.916813,0.000283215,0.984391,0.013072,0.000135983,-0.000148253
316,239.991,0.915249,0.000289869,0.984956,0.0130682,8.135e-05,-0.000140577
317,237.994,0.916871,0.000283192,0.984398,0.0130644,2.67167e-05,-0.000129037
318,241.231,0.913704,0.000296459,0.985353,0.0130605,-2.79167e-05,-0.000134528
319,237.962,0.916899,0.000283167,0.984422,0.0130567,-8.255e-05,-0.000139641
320,236.883,0.918552,0.00027633,0.984136,0.0130528,-0.000137183,-0.000126767
321,237.022,0.918593,0.000276295,0.984193,0.013049,-0.000191817,-0.000112044
322,235.736,0.920268,0.000269329,0.983857,0.0130452,-0.00024645,-9.87571e-05
323,238.082,0.917027,0.000283079,0.984524,0.0130413,-0.000301083,-0.000101434
324,237.282,0.918694,0.000276192,0.984318,0.0130375,-0.000355717,-8.89317e-05
325,238.107,0.917097,0.000283035,0.984566,0.0130336,-0.00041035,-7.64485e-05
326,237.076,0.918768,0.000276124,0.984295,0.0130298,-0.000464983,-6.46951e-05
327,235.898,0.920459,0.000269095,0.983989,0.013026,-0.000519617,-5.05304e-05
328,235.34,0.920503,0.000269047,0.983854,0.0130221,-0.00057425,-3.31741e-05
329,238.196,0.917223,0.000282955,0.984661,0.0130183,-0.000628883,-3.8969e-05
330,240.78,0.91399,0.000296519,0.985426,0.0130144,-0.000683517,-4.04702e-05
331,241.797,0.914019,0.00029653,0.985746,0.0130106,-0.00073815,-2.6646e-05
332,243.603,0.910692,0.000310322,0.986312,0.0130068,-0.000792783,-2.44111e-05
333,242.978,0.912452,0.000303213,0.986137,0.0130029,-0.000847417,-1.15986e-05
