PX, vold1
191.707,0.645782
193.193,0.651635
194.679,0.6575
196.165,0.663377
197.651,0.669264
199.137,0.67516
200.623,0.681066
202.11,0.686979
203.596,0.692901
205.082,0.69883
206.568,0.704765
208.054,0.710704
209.54,0.716648
211.026,0.722594
212.512,0.728541
213.998,0.734489
215.484,0.740436
216.971,0.746381
218.457,0.752321
219.943,0.758257
221.429,0.764185
222.915,0.770105
224.401,0.776016
225.887,0.781915
227.373,0.787802
228.859,0.793675
230.345,0.799532
231.832,0.805373
233.318,0.811191
234.804,0.816985
236.29,0.822753
237.776,0.828493
239.262,0.834204
240.748,0.839885
242.234,0.845533
243.72,0.851146
245.206,0.856725
246.693,0.862266
248.179,0.867758
249.665,0.873199
251.151,0.878587
252.637,0.883921
254.123,0.889199
255.609,0.894418
257.095,0.899579
258.581,0.904678
260.067,0.909716
261.554,0.91469
263.04,0.919581
264.526,0.924389
266.012,0.929112
267.498,0.933749
268.984,0.938299
270.47,0.942761
271.956,0.947134
273.442,0.951418
274.928,0.955612
276.415,0.959716
277.901,0.963703
279.387,0.967573
280.873,0.971326
282.359,0.974963
283.845,0.978486
285.331,0.981894
286.817,0.985189
288.303,0.988373
289.789,0.991447
291.276,0.994413
292.762,0.997244
294.248,0.999943
295.734,1.00251
297.22,1.00496
298.706,1.00728
300.192,1.00949
301.678,1.01158
303.164,1.01355
304.65,1.01543
306.137,1.0172
307.623,1.01885
309.109,1.0204
310.595,1.02184
312.081,1.02319
313.567,1.02444
315.053,1.0256
316.539,1.02667
318.025,1.02767
319.512,1.02858
320.998,1.02943
322.484,1.03021
323.97,1.03093
325.456,1.03158
326.942,1.03219
328.428,1.03273
329.914,1.03324
331.4,1.03369
332.886,1.0341
334.373,1.03448
335.859,1.03482
337.345,1.03513
338.831,1.03541
340.317,1.03566
341.803,1.0359
343.289,1.0361
344.775,1.03629
346.261,1.03646
347.747,1.03661
349.234,1.03675
350.72,1.03687
352.206,1.03698
353.692,1.03708
355.178,1.03717
356.664,1.03725
358.15,1.03732
359.636,1.03739
361.122,1.03744
362.608,1.0375
364.095,1.03754
365.581,1.03758
367.067,1.03762
368.553,1.03766
370.039,1.03769
371.525,1.03771
373.011,1.03774
374.497,1.03776
375.983,1.03778
377.469,1.0378
378.956,1.03781
380.442,1.03783
381.928,1.03784
383.414,1.03785
384.9,1.03786
386.386,1.03787
387.872,1.03788
389.358,1.03788
390.844,1.03789
392.33,1.0379
393.817,1.0379
395.303,1.03791
396.789,1.03791
398.275,1.03791
399.761,1.03792
401.247,1.03792
402.733,1.03792
404.219,1.03792
405.705,1.03793
407.191,1.03793
408.678,1.03793
410.164,1.03793
411.65,1.03793
413.136,1.03793
414.622,1.03793
416.108,1.03794
417.594,1.03794
419.08,1.03794
420.566,1.03794
422.052,1.03794
423.539,1.03794
425.025,1.03794
426.511,1.03794
427.997,1.03794
429.483,1.03794
430.969,1.03794
432.455,1.03794
433.941,1.03794
435.427,1.03794
436.913,1.03794
438.4,1.03794
439.886,1.03794
441.372,1.03794
442.858,1.03794
444.344,1.03794
445.83,1.03794
447.316,1.03794
448.802,1.03794
450.288,1.03794
451.774,1.03794
453.261,1.03794
454.747,1.03794
456.233,1.03794
457.719,1.03794
459.205,1.03794
460.691,1.03794
462.177,1.03794
463.663,1.03794
465.149,1.03794
466.635,1.03794
468.122,1.03794
469.608,1.03794
471.094,1.03794
472.58,1.03794
474.066,1.03794
475.552,1.03794
477.038,1.03794
478.524,1.03794
480.01,1.03794
481.496,1.03794
482.983,1.03794
484.469,1.03794
485.955,1.03794
487.441,1.03794
488.927,1.03794
490.413,1.03794
491.899,1.03794
493.385,1.03794
494.871,1.03794
496.357,1.03794
497.844,1.03794
499.33,1.03794
500.816,1.03794
502.302,1.03794
503.788,1.03794
505.274,1.03794
506.76,1.03794
508.246,1.03794
509.732,1.03794
511.218,1.03794
512.705,1.03794
514.191,1.03794
515.677,1.03794
517.163,1.03794
518.649,1.03794
520.135,1.03794
521.621,1.03794
523.107,1.03794
524.593,1.03794
526.079,1.03794
527.566,1.03794
529.052,1.03794
530.538,1.03794
532.024,1.03794
533.51,1.03794
534.996,1.03794
536.482,1.03794
537.968,1.03794
539.454,1.03794
540.94,1.03794
542.427,1.03794
543.913,1.03794
545.399,1.03794
546.885,1.03794
548.371,1.03794
549.857,1.03794
551.343,1.03794
552.829,1.03794
554.315,1.03794
555.801,1.03794
557.288,1.03794
558.774,1.03794
560.26,1.03794
561.746,1.03794
563.232,1.03794
564.718,1.03794
566.204,1.03794
567.69,1.03794
569.176,1.03794
570.662,1.03794
572.149,1.03794
573.635,1.03794
575.121,1.03794
576.607,1.03794
578.093,1.03794
579.579,1.03794
581.065,1.03794
582.551,1.03794
584.037,1.03794
585.523,1.03794
587.01,1.03794
588.496,1.03794
589.982,1.03794
591.468,1.03794
592.954,1.03794
594.44,1.03794
