numMC,PL,callday
623,-0.05%,185
624,-0.50%,185
625,0.25%,366
626,0.41%,185
627,-0.36%,185
628,-1.12%,1097
629,0.17%,185
630,0.19%,185
631,0.16%,185
632,-0.25%,185
633,0.05%,185
634,-0.05%,185
635,1.14%,916
636,-0.38%,366
637,-0.16%,185
638,-0.20%,185
639,-0.09%,550
640,0.17%,185
641,-0.06%,550
642,0.01%,185
643,0.05%,185
644,-0.09%,185
645,-0.07%,185
646,0.06%,185
647,-0.21%,185
648,-0.31%,185
649,-0.13%,185
650,-0.14%,185
651,0.35%,185
652,0.05%,185
653,0.11%,366
654,-0.99%,185
655,0.34%,185
656,-0.06%,185
657,0.28%,366
658,-0.12%,185
659,-0.01%,185
660,-0.59%,366
661,0.49%,185
662,0.30%,185
663,-0.16%,185
664,-0.73%,366
665,0.55%,366
666,0.11%,185
667,-0.55%,366
668,-0.01%,185
669,-0.03%,185
670,-0.12%,185
671,-0.04%,185
672,-0.82%,366
673,-0.09%,185
674,0.48%,185
675,-0.47%,185
676,0.15%,366
677,0.31%,732
678,-0.16%,185
679,0.15%,185
680,0.01%,185
681,-0.49%,185
682,0.00%,366
683,0.16%,185
684,-0.02%,185
685,0.16%,185
686,-0.17%,185
687,-0.11%,185
688,0.61%,185
689,0.34%,185
690,-0.04%,185
691,-0.18%,185
692,-0.14%,732
693,-0.28%,550
694,-0.22%,185
695,-0.54%,185
696,-0.04%,185
697,0.09%,550
698,-0.01%,185
699,0.11%,185
700,0.04%,366
701,0.03%,185
702,0.17%,185
703,-1.17%,550
704,-0.58%,185
705,0.01%,185
706,-0.02%,185
707,-0.89%,185
708,-0.16%,185
709,0.68%,550
710,-0.64%,1097
711,0.10%,185
712,-0.19%,550
713,-0.14%,185
714,-0.06%,366
715,0.28%,916
716,-0.03%,185
717,0.06%,185
718,-0.10%,185
719,0.57%,185
720,0.03%,366
721,0.19%,550
722,0.12%,185
723,-0.19%,185
724,0.01%,185
725,-0.63%,732
726,-0.37%,185
727,0.55%,185
728,-0.08%,185
729,-2.73%,1097
730,-0.32%,185
731,-0.06%,185
732,0.47%,185
733,0.49%,1097
734,-0.30%,1097
735,0.20%,185
736,-0.58%,550
737,-0.97%,185
738,-0.05%,185
739,0.09%,185
740,0.18%,185
741,0.38%,366
742,0.39%,185
743,0.06%,1097
744,2.50%,1097
745,1.33%,1097
746,0.19%,185
747,0.07%,185
748,0.41%,185
749,0.04%,366
750,0.35%,185
751,-0.06%,185
752,-0.03%,185
753,-0.35%,185
754,-0.03%,185
755,0.41%,185
756,0.06%,185
757,0.12%,185
758,0.10%,185
759,1.54%,1097
760,0.04%,185
761,-0.10%,185
762,-0.20%,185
763,-0.58%,185
764,-0.20%,185
765,0.02%,185
766,0.11%,185
767,0.23%,185
768,0.17%,185
769,-0.05%,185
770,0.05%,185
771,0.02%,185
772,0.48%,185
773,-0.16%,185
774,-0.55%,185
775,0.04%,185
776,-0.17%,185
777,-0.33%,185
778,-0.03%,185
779,-0.38%,185
780,0.16%,185
781,0.43%,732
782,-0.02%,185
783,0.02%,185
784,0.07%,185
785,-0.86%,550
786,0.15%,185
787,0.14%,185
788,-0.29%,185
789,0.08%,185
790,0.68%,185
791,-0.07%,185
792,-0.01%,185
793,0.46%,185
794,0.41%,185
795,0.14%,550
796,0.12%,185
797,-0.15%,185
798,-0.40%,366
799,0.12%,185
800,-0.14%,550
801,-0.49%,185
802,-0.07%,185
803,0.45%,185
804,-1.45%,185
805,0.07%,366
806,-0.45%,732
807,-0.31%,185
808,-2.26%,1097
809,-0.18%,185
810,-0.02%,185
811,-0.35%,185
812,-0.22%,185
813,0.21%,185
814,-1.81%,1097
815,-5.27%,1097
816,0.31%,185
817,0.08%,185
818,-0.23%,366
819,0.13%,185
820,-2.27%,1097
821,-0.02%,185
822,-3.16%,1097
823,0.05%,185
824,-0.34%,185
825,-1.23%,185
826,0.16%,185
827,-0.14%,185
828,0.03%,185
829,0.15%,185
830,1.50%,916
831,-0.32%,185
832,0.05%,185
833,0.11%,185
834,0.22%,185
835,0.34%,185
836,0.01%,185
837,0.21%,185
838,0.10%,185
839,-0.05%,185
840,-1.62%,185
841,-0.03%,550
842,0.33%,732
843,-1.01%,550
844,-0.27%,185
845,0.09%,185
846,0.04%,185
847,-0.12%,185
848,0.10%,185
849,-0.28%,185
850,-0.08%,366
851,0.27%,185
852,0.15%,185
853,0.39%,185
854,-0.22%,185
855,-0.51%,185
856,-0.42%,366
857,-2.23%,916
858,-0.31%,366
859,-0.02%,185
860,0.03%,185
861,-0.38%,185
862,0.19%,185
863,0.08%,185
864,2.29%,366
865,0.22%,185
866,0.09%,185
867,0.11%,185
868,0.02%,185
869,0.01%,185
870,0.15%,1097
871,-0.19%,366
872,0.07%,185
873,-0.38%,185
874,-0.36%,185
875,-0.43%,1097
876,0.44%,550
877,-0.60%,185
878,-0.18%,366
879,-0.18%,185
880,0.65%,185
881,-1.23%,185
882,-0.07%,185
883,-0.13%,185
884,0.05%,185
885,0.26%,185
886,-0.52%,185
887,0.09%,185
888,-0.54%,185
889,0.10%,185
890,0.52%,1097
891,-1.83%,185
892,-0.10%,185
893,-0.50%,550
894,0.31%,185
895,0.12%,185
896,-0.12%,185
897,0.30%,185
898,-1.29%,185
899,-0.02%,185
900,0.39%,366
901,0.03%,185
902,0.48%,732
903,-0.27%,1097
904,0.24%,185
905,0.26%,185
906,0.32%,185
907,0.05%,732
908,-0.05%,185
909,-0.13%,185
910,0.30%,366
911,-0.19%,185
912,-0.87%,1097
913,-0.78%,550
914,0.11%,185
915,0.06%,185
916,-1.06%,916
917,-0.08%,185
918,1.35%,916
919,-0.36%,185
920,0.59%,185
921,0.70%,550
922,-0.45%,185
923,0.44%,185
924,0.23%,185
925,-0.10%,185
926,-0.92%,550
927,-2.70%,1097
928,-0.22%,185
929,0.34%,185
930,-0.12%,185
931,0.31%,185
932,0.07%,185
933,0.27%,185
934,-0.04%,185
935,0.09%,185
936,0.03%,185
937,-0.02%,185
938,-0.35%,366
939,0.59%,366
940,0.13%,185
941,-0.50%,185
942,-0.44%,916
943,-0.13%,185
944,0.06%,185
945,-0.23%,550
946,0.09%,185
947,-0.06%,185
948,-0.09%,185
949,-0.47%,366
950,0.15%,185
951,-0.08%,185
952,-0.47%,185
953,-0.23%,366
954,-0.04%,185
955,-0.45%,366
956,-8.13%,1097
957,0.33%,185
958,-0.33%,185
959,-0.20%,550
960,-0.03%,185
961,0.76%,185
962,-1.68%,1097
963,1.08%,732
964,0.15%,185
965,0.33%,1097
966,-0.41%,185
967,-0.84%,1097
968,-0.24%,366
969,0.13%,185
970,0.44%,185
971,0.50%,1097
972,-0.23%,366
973,-3.15%,1097
974,0.02%,185
975,-0.01%,185
976,0.21%,185
977,-1.00%,550
978,-0.54%,550
979,-0.19%,185
980,0.61%,185
981,-0.50%,185
982,-0.27%,185
983,1.43%,185
984,-0.12%,185
985,-1.41%,1097
986,-0.01%,185
987,-1.83%,1097
988,-0.15%,185
989,-0.08%,185
990,-0.82%,732
991,0.32%,185
992,0.03%,185
993,1.94%,916
994,0.27%,185
995,0.90%,1097
996,0.10%,185
997,-1.83%,185
998,0.26%,185
999,0.06%,185
1000,0.31%,185
1001,0.08%,185
1002,0.24%,185
1003,-0.69%,916
1004,0.10%,916
1005,-0.14%,185
1006,-0.05%,185
1007,0.01%,185
1008,-1.01%,366
1009,-1.70%,1097
1010,-0.72%,732
1011,-0.15%,185
1012,-0.12%,185
1013,-3.11%,1097
1014,-0.33%,185
1015,-0.13%,185
1016,0.63%,185
1017,0.22%,185
1018,0.48%,185
1019,0.16%,185
1020,-1.23%,366
1021,-0.21%,366
1022,0.82%,1097
1023,0.08%,550
1024,0.48%,185
1025,0.35%,185
1026,-0.17%,366
1027,-0.01%,185
1028,0.07%,185
1029,-0.22%,185
1030,-0.13%,185
1031,-0.17%,366
1032,0.35%,185
1033,-0.14%,185
1034,-0.57%,366
1035,-0.30%,185
1036,0.03%,185
1037,0.34%,1097
1038,2.95%,1097
1039,0.06%,185
1040,0.24%,185
1041,1.26%,732
1042,0.29%,366
1043,-0.37%,185
1044,-0.17%,1097
1045,-0.69%,185
1046,1.86%,1097
1047,0.07%,185
1048,-0.06%,185
1049,-0.09%,185
1050,-0.78%,185
1051,0.88%,185
1052,0.09%,185
1053,-0.80%,732
1054,0.02%,185
1055,0.69%,366
1056,-0.18%,185
1057,-0.01%,185
1058,-0.01%,185
1059,-0.64%,1097
1060,-1.21%,1097
1061,-0.97%,1097
1062,0.56%,185
1063,-0.15%,185
1064,0.32%,185
1065,-0.17%,366
1066,0.02%,185
1067,-0.18%,185
1068,-0.22%,185
1069,0.15%,185
1070,-0.24%,732
1071,-0.48%,1097
1072,-0.02%,185
1073,-0.63%,185
1074,-0.36%,185
1075,0.04%,185
1076,-0.17%,185
1077,0.12%,916
1078,0.21%,185
1079,-0.15%,185
1080,0.18%,1097
1081,-0.09%,185
1082,-0.03%,185
1083,-0.12%,185
1084,-0.13%,366
1085,0.17%,185
1086,-0.21%,550
1087,-0.14%,185
1088,-2.69%,1097
1089,-0.16%,185
1090,-0.02%,185
1091,-1.02%,550
1092,0.15%,550
1093,-0.03%,185
1094,-0.13%,185
1095,-0.31%,185
1096,0.02%,185
1097,0.17%,185
1098,-0.19%,185
1099,0.06%,366
1100,-0.38%,185
1101,0.16%,185
1102,-0.26%,185
1103,-0.05%,185
1104,0.74%,366
1105,-0.15%,185
1106,-0.95%,1097
1107,-0.09%,185
1108,-0.37%,185
1109,-1.34%,185
1110,0.01%,185
1111,0.17%,185
1112,-0.19%,550
1113,0.63%,185
1114,0.43%,185
1115,-0.16%,185
1116,-0.26%,185
1117,0.08%,185
1118,-1.38%,366
1119,-0.48%,185
1120,0.78%,550
1121,-0.12%,185
1122,0.17%,185
1123,0.10%,185
1124,0.62%,185
1125,-0.17%,185
1126,-1.04%,550
1127,-2.14%,916
1128,0.35%,185
1129,-0.13%,185
1130,0.14%,185
1131,-1.09%,185
1132,-0.19%,366
1133,-0.07%,185
1134,-0.16%,185
1135,-0.06%,185
1136,-0.46%,185
1137,0.32%,366
1138,-0.01%,185
1139,-1.29%,366
1140,-1.08%,366
1141,-0.17%,185
1142,-0.12%,185
1143,0.03%,185
1144,0.54%,366
1145,-0.16%,185
1146,-0.09%,185
1147,0.30%,185
1148,-0.04%,185
1149,-0.08%,185
1150,0.40%,550
1151,-0.65%,1097
1152,-0.04%,185
1153,-2.73%,1097
1154,0.19%,185
1155,-0.21%,185
1156,0.05%,185
1157,0.13%,185
1158,-0.18%,185
1159,1.17%,550
1160,0.00%,366
1161,0.33%,185
1162,-0.68%,366
1163,0.05%,366
1164,0.18%,550
1165,1.01%,366
1166,0.30%,366
1167,0.24%,550
1168,0.13%,185
1169,2.46%,916
1170,0.02%,185
1171,-0.08%,366
1172,-0.25%,185
1173,0.52%,550
1174,0.02%,185
1175,0.08%,185
1176,-0.20%,185
1177,-0.06%,185
1178,0.18%,185
1179,-0.69%,1097
1180,0.45%,185
1181,-0.90%,185
1182,-0.28%,185
1183,-0.07%,185
1184,0.31%,185
1185,-0.19%,185
1186,0.39%,185
1187,-0.10%,185
1188,0.10%,185
1189,-0.14%,185
1190,0.07%,185
1191,0.13%,185
1192,-0.40%,185
1193,0.61%,550
1194,-0.29%,185
1195,-0.24%,1097
1196,2.35%,916
1197,-0.11%,185
1198,0.57%,366
1199,-0.11%,185
1200,-0.25%,185
1201,0.41%,366
1202,0.03%,185
1203,1.15%,366
1204,-0.18%,185
1205,-0.08%,185
1206,-0.17%,185
1207,0.87%,732
1208,-0.47%,185
1209,-0.06%,185
1210,-0.25%,185
1211,-1.68%,1097
1212,-0.72%,185
1213,-0.24%,185
1214,0.02%,185
1215,-0.40%,185
1216,0.13%,366
1217,-0.14%,366
1218,-0.05%,185
1219,-0.31%,185
1220,0.50%,185
1221,-0.04%,185
1222,-1.39%,550
1223,-0.14%,185
1224,-0.63%,1097
1225,-0.02%,185
1226,0.27%,185
1227,-0.19%,1097
1228,-0.59%,185
1229,0.17%,185
1230,0.45%,366
1231,0.43%,185
1232,0.48%,185
1233,1.15%,732
1234,-0.23%,185
1235,-0.06%,185
1236,-0.11%,185
1237,0.05%,1097
1238,0.26%,366
1239,-0.90%,550
1240,0.02%,1097
1241,0.22%,185
1242,-0.06%,185
1243,0.10%,366
1244,0.15%,185
1245,-0.23%,185
1246,-1.34%,185
1247,0.47%,366
1248,0.07%,185
1249,-0.15%,185
1250,-0.18%,185
1251,-0.57%,1097
1252,-0.30%,185
1253,-0.25%,185
1254,-0.79%,1097
1255,0.48%,366
1256,-4.00%,1097
1257,0.10%,185
1258,0.06%,185
1259,0.68%,185
1260,-0.47%,185
1261,-0.09%,185
1262,-1.37%,1097
1263,-0.01%,732
1264,0.36%,366
1265,0.88%,366
1266,0.08%,185
1267,2.41%,1097
1268,-0.47%,366
1269,-0.32%,1097
1270,-2.26%,1097
1271,0.38%,185
1272,-0.27%,185
1273,0.05%,916
1274,0.47%,185
1275,-0.05%,185
1276,-0.05%,185
1277,-0.12%,185
1278,-0.31%,1097
1279,0.70%,185
1280,-0.03%,185
1281,-0.19%,1097
1282,-0.09%,1097
1283,-0.32%,1097
1284,0.11%,185
1285,0.00%,185
1286,0.13%,185
1287,-0.77%,1097
1288,-0.29%,550
1289,0.23%,185
1290,-0.04%,185
1291,0.17%,185
1292,-0.93%,366
1293,1.06%,366
1294,-0.07%,185
1295,-0.01%,185
1296,0.02%,185
1297,0.60%,185
1298,0.01%,185
1299,-0.08%,185
1300,0.18%,185
1301,-0.56%,185
1302,-0.01%,185
1303,-0.83%,732
1304,0.16%,185
1305,-0.10%,185
1306,-0.09%,185
1307,-0.03%,185
1308,-0.02%,185
1309,0.15%,550
1310,-0.02%,185
1311,-1.13%,1097
1312,-1.36%,1097
1313,-0.38%,185
1314,-0.25%,185
1315,-0.02%,185
1316,-0.45%,185
1317,0.26%,185
1318,0.23%,366
1319,-0.19%,185
1320,-0.20%,185
1321,-0.33%,185
1322,0.06%,185
1323,0.15%,185
1324,-0.05%,185
1325,-0.52%,366
1326,-0.04%,185
1327,-1.31%,916
1328,0.44%,185
1329,-0.22%,185
1330,0.29%,185
1331,0.38%,366
1332,0.10%,185
1333,0.05%,185
1334,-0.75%,550
1335,0.07%,185
1336,-0.53%,185
1337,-0.53%,185
1338,0.22%,185
1339,0.05%,550
1340,-0.08%,185
1341,-0.51%,1097
1342,-0.06%,185
1343,3.18%,1097
1344,-0.26%,185
1345,0.40%,185
1346,-0.79%,366
1347,-2.11%,1097
1348,-0.65%,185
1349,0.11%,185
1350,-1.58%,732
1351,0.34%,732
1352,-0.78%,732
1353,0.04%,366
1354,0.21%,185
1355,-0.04%,185
1356,0.64%,185
1357,-0.41%,732
1358,-0.01%,185
1359,-0.32%,366
1360,0.04%,185
1361,-0.02%,1097
1362,-0.51%,1097
1363,-0.24%,185
1364,0.10%,185
1365,0.14%,185
1366,0.02%,185
1367,-0.63%,550
1368,-0.13%,185
1369,0.36%,185
1370,-2.15%,1097
1371,0.06%,185
1372,0.25%,366
1373,-0.03%,185
1374,-0.12%,185
1375,-0.51%,1097
1376,-0.21%,185
1377,-0.01%,185
1378,-0.27%,185
1379,0.15%,185
1380,-0.04%,185
1381,-1.88%,1097
1382,-1.57%,1097
1383,-0.55%,185
1384,-0.15%,185
1385,-0.03%,366
1386,-0.07%,185
1387,0.04%,185
1388,0.16%,185
1389,0.02%,185
1390,0.01%,366
1391,-0.09%,185
1392,-0.52%,185
1393,0.67%,916
1394,-0.09%,185
1395,0.38%,185
1396,-0.57%,185
1397,0.12%,366
1398,-0.29%,185
1399,-0.24%,550
1400,-0.16%,185
1401,0.25%,185
1402,-0.10%,185
1403,0.33%,185
