numMC,PL ELS,,1.000,PL PUT,,,,,,total,,,
372,0.000939474,0.335519,0.001128857,0.002068331,,,,,,,,,
373,-0.00141917,0.0523399,0.000176098,-0.001243072,,,,,,,,,
374,-0.00360205,1.72075,0.005789483,0.002187433,,,,,,,,,
375,-0.000547531,-0.191103,-0.000642968,-0.001190499,,,,,,,,,
376,-0.000765935,0.60619,0.002039533,0.001273598,,,,,,,,,
377,-0.00628228,0.648174,0.002180789,-0.004101491,,,,,,,,,
378,-0.000442745,1.04939,0.003530684,0.003087939,,,,,,,,,
379,-0.00628145,-0.496475,-0.001670396,-0.007951846,,,,,,,,,
380,0.112227,0.337011,0.001133877,0.113360877,,,,,,,,,
381,0.0132304,0.411552,0.001384671,0.014615071,,,,,,,,,
382,-0.00402407,1.31909,0.004438093,0.000414023,,,,,,,,,
383,0.00194182,-2.11874,-0.007128524,-0.005186704,,,,,,,,,
384,0.00553219,-0.260457,-0.00087631,0.00465588,,,,,,,,,
385,-0.00565444,0.688,0.002314784,-0.003339656,,,,,,,,,
386,-0.00197168,0.510461,0.001717452,-0.000254228,,,,,,,,,
387,0.00175364,-0.0687568,-0.000231333,0.001522307,,,,,,,,,
388,-0.00146461,0.608865,0.002048533,0.000583923,,,,,,,,,
389,-0.00443128,1.38466,0.004658704,0.000227424,,,,,,,,,
390,0.00289924,-1.30834,-0.004401925,-0.001502685,,,,,,,,,
391,0.0103613,-1.29232,-0.004348025,0.006013275,,,,,,,,,
392,0.00650873,0.129013,0.000434066,0.006942796,,,,,,,,,
393,0.00214273,0.575993,0.001937935,0.004080665,,,,,,,,,
394,1.84E-05,-0.63314,-0.002130207,-0.002111806,,,,,,,,,
395,-0.000372505,0.55618,0.001871274,0.001498769,,,,,,,,,
396,0.000747559,-0.126947,-0.000427115,0.000320444,,,,,,,,,
397,-0.00412138,-0.786042,-0.002644647,-0.006766027,,,,,,,,,
398,0.00264076,0.350307,0.001178612,0.003819372,,,,,,,,,
399,4.28E-05,0.0359788,0.000121051,0.000163885,,,,,,,,,
400,-0.00544512,0.177886,0.000598499,-0.004846621,,,,,,,,,
401,0.00514392,-1.12104,-0.003771752,0.001372168,,,,,,,,,
402,-0.00101704,0.0137871,4.63869E-05,-0.000970653,,,,,,,,,
403,-0.000940057,0.654894,0.002203398,0.001263341,,,,,,,,,
404,-0.00187358,-0.173233,-0.000582844,-0.002456424,,,,,,,,,
405,0.00246803,1.17178,0.003942467,0.006410497,,,,,,,,,
406,0.00109293,0.0697128,0.000234549,0.001327479,,,,,,,,,
407,0.000162222,0.114052,0.000383729,0.000545951,,,,,,,,,
408,-0.00666529,0.598219,0.002012714,-0.004652576,,,,,,,,,
409,0.00303263,-1.51609,-0.005100902,-0.002068272,,,,,,,,,
410,-0.0048103,1.15673,0.003891831,-0.000918469,,,,,,,,,
411,-0.0101422,2.3952,0.008058677,-0.002083523,,,,,,,,,
412,0.00329498,-0.226874,-0.00076332,0.00253166,,,,,,,,,
413,0.000569376,-0.422058,-0.001420019,-0.000850643,,,,,,,,,
414,0.000519812,0.674682,0.002269975,0.002789787,,,,,,,,,
415,5.78E-05,0.205427,0.000691161,0.000748951,,,,,,,,,
416,6.80E-05,-0.350343,-0.001178733,-0.001110763,,,,,,,,,
417,8.99E-05,0.0245418,8.25712E-05,0.000172505,,,,,,,,,
418,0.000346586,0.475427,0.001599579,0.001946165,,,,,,,,,
419,-0.00108923,0.467432,0.00157268,0.00048345,,,,,,,,,
420,-0.00454129,1.45691,0.00490179,0.0003605,,,,,,,,,
421,-0.00447361,0.73418,0.002470157,-0.002003453,,,,,,,,,
422,-0.00296541,1.0216,0.003437185,0.000471775,,,,,,,,,
423,0.000383949,0.257555,0.000866547,0.001250496,,,,,,,,,
424,-0.000919322,1.62273,0.005459693,0.004540371,,,,,,,,,
425,0.00592092,0.395931,0.001332114,0.007253034,,,,,,,,,
426,0.000164465,-0.355015,-0.001194452,-0.001029987,,,,,,,,,
427,0.00554513,-0.269897,-0.000908071,0.004637059,,,,,,,,,
428,0.0129564,0.427855,0.001439523,0.014395923,,,,,,,,,
429,0.00048119,-0.689032,-0.002318256,-0.001837066,,,,,,,,,
430,0.000367821,-0.136236,-0.000458368,-9.05465E-05,,,,,,,,,
431,0.0315872,-0.216378,-0.000728006,0.030859194,,,,,,,,,
432,0.00635841,0.39133,0.001316634,0.007675044,,,,,,,,,
433,-0.0299578,2.05211,0.006904347,-0.023053453,,,,,,,,,
434,-0.000445497,0.588645,0.001980503,0.001535006,,,,,,,,,
435,0.00133529,0.328657,0.00110577,0.00244106,,,,,,,,,
436,-0.0031924,1.0859,0.003653523,0.000461123,,,,,,,,,
437,0.00124049,-0.0885569,-0.000297951,0.000942539,,,,,,,,,
438,-0.0139931,0.318644,0.001072081,-0.012921019,,,,,,,,,
439,0.00510753,0.85124,0.002864006,0.007971536,,,,,,,,,
440,0.000151825,-0.334053,-0.001123925,-0.0009721,,,,,,,,,
441,0.00264411,-1.2013,-0.004041787,-0.001397677,,,,,,,,,
442,0.00832175,-2.14083,-0.007202846,0.001118904,,,,,,,,,
443,-0.00640263,0.733074,0.002466436,-0.003936194,,,,,,,,,
444,-0.00175328,1.08657,0.003655777,0.001902497,,,,,,,,,
445,0.00524695,-1.23457,-0.004153725,0.001093225,,,,,,,,,
446,-0.00284087,1.51318,0.005091111,0.002250241,,,,,,,,,
447,0.00137308,-0.303419,-0.001020857,0.000352223,,,,,,,,,
448,0.000907896,-0.8347,-0.002808357,-0.001900461,,,,,,,,,
449,-0.000545136,0.161575,0.000543621,-1.51511E-06,,,,,,,,,
450,-0.00762679,0.645175,0.002170698,-0.005456092,,,,,,,,,
451,-0.000477261,0.254008,0.000854613,0.000377352,,,,,,,,,
452,0.00519714,-0.471516,-0.001586421,0.003610719,,,,,,,,,
453,-0.000146079,1.04582,0.003518673,0.003372594,,,,,,,,,
454,-0.0453186,0.471259,0.001585556,-0.043733044,,,,,,,,,
455,-0.00262007,-0.0631113,-0.000212339,-0.002832409,,,,,,,,,
456,-0.00480497,-0.0587211,-0.000197568,-0.005002538,,,,,,,,,
457,-0.00195272,0.467925,0.001574339,-0.000378381,,,,,,,,,
458,-0.00282712,2.15875,0.007263138,0.004436018,,,,,,,,,
459,-0.00740128,0.450543,0.001515857,-0.005885423,,,,,,,,,
460,0.010342,-1.46185,-0.004918411,0.005423589,,,,,,,,,
461,0.00115077,-0.358476,-0.001206096,-5.53265E-05,,,,,,,,,
462,-0.00105037,0.119588,0.000402355,-0.000648015,,,,,,,,,
463,-0.0114606,-0.0874802,-0.000294328,-0.011754928,,,,,,,,,
464,0.00711961,-1.63467,-0.005499865,0.001619745,,,,,,,,,
465,2.12E-05,-0.367304,-0.001235798,-0.001214582,,,,,,,,,
466,-0.000650623,0.30261,0.001018135,0.000367512,,,,,,,,,
467,-0.00104703,0.939397,0.003160612,0.002113582,,,,,,,,,
468,-0.00705054,0.475642,0.001600303,-0.005450237,,,,,,,,,
469,0.000388037,-0.359066,-0.001208082,-0.000820045,,,,,,,,,
470,-0.00135029,0.157705,0.0005306,-0.00081969,,,,,,,,,
471,-0.00445822,2.27233,0.00764528,0.00318706,,,,,,,,,
472,5.77E-05,-0.14698,-0.000494516,-0.000436859,,,,,,,,,
473,0.0225785,-0.0573116,-0.000192826,0.022385674,,,,,,,,,
474,0.0222759,-0.200697,-0.000675247,0.021600653,,,,,,,,,
475,-0.0519503,0.687382,0.002312704,-0.049637596,,,,,,,,,
476,0.00230823,-0.633006,-0.002129756,0.000178474,,,,,,,,,
477,-0.000831349,-0.386181,-0.00129931,-0.002130659,,,,,,,,,
478,0.00027606,0.112498,0.000378501,0.000654561,,,,,,,,,
479,-0.00101677,0.886664,0.002983191,0.001966421,,,,,,,,,
480,0.0039179,0.0449437,0.000151214,0.004069114,,,,,,,,,
481,0.00203917,-0.830464,-0.002794105,-0.000754935,,,,,,,,,
482,-0.00755913,1.09352,0.00367916,-0.00387997,,,,,,,,,
483,0.000897383,-0.116997,-0.000393638,0.000503745,,,,,,,,,
484,-0.000416578,-0.00630729,-2.12209E-05,-0.000437799,,,,,,,,,
485,0.00435852,-0.527806,-0.001775809,0.002582711,,,,,,,,,
486,0.00102924,-0.385928,-0.001298459,-0.000269219,,,,,,,,,
487,-0.000198584,0.129124,0.000434439,0.000235855,,,,,,,,,
488,0.00391769,-0.134218,-0.000451578,0.003466112,,,,,,,,,
489,0.0023261,-0.491251,-0.001652819,0.000673281,,,,,,,,,
490,0.00111185,-0.637578,-0.002145138,-0.001033288,,,,,,,,,
491,-0.00225984,1.00024,0.003365319,0.001105479,,,,,,,,,
492,0.00567434,0.393203,0.001322936,0.006997276,,,,,,,,,
493,-0.000847447,0.293921,0.0009889,0.000141453,,,,,,,,,
494,-0.00348088,1.8243,0.006137878,0.002656998,,,,,,,,,
495,-0.00148297,0.555903,0.001870342,0.000387372,,,,,,,,,
496,-0.00551007,0.503414,0.001693742,-0.003816328,,,,,,,,,
497,-0.00362937,0.523893,0.001762644,-0.001866726,,,,,,,,,
498,0.00141389,-1.24035,-0.004173171,-0.002759281,,,,,,,,,
499,0.00724338,-1.00198,-0.003371173,0.003872207,,,,,,,,,
500,-0.000229191,0.164356,0.000552978,0.000323787,,,,,,,,,
501,-0.00357369,-0.513429,-0.001727438,-0.005301128,,,,,,,,,
502,0.00725702,-0.0561796,-0.000189017,0.007068003,,,,,,,,,
503,0.00132866,-0.25322,-0.000851962,0.000476698,,,,,,,,,
504,0.000724644,-0.241301,-0.00081186,-8.72159E-05,,,,,,,,,
505,0.000138672,0.897718,0.003020382,0.003159054,,,,,,,,,
506,0.00328647,-1.67091,-0.005621795,-0.002335325,,,,,,,,,
507,-0.0159324,0.240628,0.000809596,-0.015122804,,,,,,,,,
508,-0.00442636,0.215926,0.000726485,-0.003699875,,,,,,,,,
509,-0.00369707,0.122955,0.000413683,-0.003283387,,,,,,,,,
510,-0.001608,1.05916,0.003563556,0.001955556,,,,,,,,,
511,5.69E-05,-0.521509,-0.001754623,-0.001697766,,,,,,,,,
512,-0.0070579,0.303093,0.00101976,-0.00603814,,,,,,,,,
513,-0.00102452,0.0511644,0.000172143,-0.000852377,,,,,,,,,
514,0.00361024,0.341844,0.001150138,0.004760378,,,,,,,,,
515,0.00193733,-0.281428,-0.000946868,0.000990462,,,,,,,,,
516,0.00311174,-0.787548,-0.002649714,0.000462026,,,,,,,,,
517,-0.000616743,0.44745,0.001505451,0.000888708,,,,,,,,,
518,-0.00697001,1.08342,0.003645179,-0.003324831,,,,,,,,,
519,0.00199265,-1.02399,-0.003445226,-0.001452576,,,,,,,,,
520,-5.37E-05,0.156759,0.000527417,0.000473699,,,,,,,,,
521,0.00685507,-1.1523,-0.003876926,0.002978144,,,,,,,,,
522,0.00481134,-1.4122,-0.004751363,5.99774E-05,,,,,,,,,
523,0.00431539,-1.31525,-0.004425173,-0.000109783,,,,,,,,,
524,-0.00254169,0.752194,0.002530765,-1.09249E-05,,,,,,,,,
525,-0.0171898,-2.28618,-0.007691878,-0.024881678,,,,,,,,,
526,-0.00248088,1.40055,0.004712166,0.002231286,,,,,,,,,
527,-0.000284721,-0.0633491,-0.000213139,-0.00049786,,,,,,,,,
528,-0.0035091,0.741889,0.002496094,-0.001013006,,,,,,,,,
529,0.00163855,0.699687,0.002354105,0.003992655,,,,,,,,,
530,6.96E-05,0.0194781,6.55343E-05,0.00013517,,,,,,,,,
531,-0.0157679,1.05974,0.003565507,-0.012202393,,,,,,,,,
532,1.29E-06,-0.0532194,-0.000179057,-0.000177765,,,,,,,,,
533,0.00449252,0.371267,0.001249132,0.005741652,,,,,,,,,
534,-0.000542567,0.12015,0.000404246,-0.000138321,,,,,,,,,
535,-0.000403345,0.6122,0.002059754,0.001656409,,,,,,,,,
536,-0.0029619,0.392338,0.001320026,-0.001641874,,,,,,,,,
537,0.00912093,-1.79706,-0.006046228,0.003074702,,,,,,,,,
538,-0.00190839,0.746631,0.002512048,0.000603658,,,,,,,,,
539,0.00319757,-0.545402,-0.001835011,0.001362559,,,,,,,,,
540,-0.000661644,0.54189,0.001823195,0.001161551,,,,,,,,,
541,-0.00237111,0.352026,0.001184395,-0.001186715,,,,,,,,,
542,-0.00140995,0.555714,0.001869706,0.000459756,,,,,,,,,
543,0.0101152,-0.226218,-0.000761113,0.009354087,,,,,,,,,
544,0.00749493,-1.01377,-0.00341084,0.00408409,,,,,,,,,
545,-0.00249808,-0.214706,-0.000722381,-0.003220461,,,,,,,,,
546,-0.000296067,0.201394,0.000677592,0.000381525,,,,,,,,,
547,-0.00223743,0.106199,0.000357308,-0.001880122,,,,,,,,,
548,-0.00432256,-0.226669,-0.00076263,-0.00508519,,,,,,,,,
549,-0.00255,1.58013,0.005316365,0.002766365,,,,,,,,,
550,0.00154554,-0.479216,-0.001612328,-6.67876E-05,,,,,,,,,
551,0.00672416,-0.32328,-0.001087679,0.005636481,,,,,,,,,
552,0.00182383,-0.409301,-0.001377098,0.000446732,,,,,,,,,
553,0.0392291,-0.202745,-0.000682138,0.038546962,,,,,,,,,
554,0.00427382,-1.49973,-0.005045858,-0.000772038,,,,,,,,,
555,-0.000990792,0.484471,0.001630008,0.000639216,,,,,,,,,
556,-0.00401153,1.16079,0.003905491,-0.000106039,,,,,,,,,
557,-1.02E-05,0.124266,0.000418094,0.000407904,,,,,,,,,
558,0.000481113,-0.186488,-0.000627441,-0.000146328,,,,,,,,,
559,0.00429099,0.777909,0.002617283,0.006908273,,,,,,,,,
560,0.000150605,-1.10008,-0.003701231,-0.003550626,,,,,,,,,
561,-0.00327148,-0.0553486,-0.000186221,-0.003457701,,,,,,,,,
562,-0.0120091,-0.434498,-0.001461873,-0.013470973,,,,,,,,,
563,-0.00145125,0.249216,0.00083849,-0.00061276,,,,,,,,,
564,0.0158044,0.027867,9.37588E-05,0.015898159,,,,,,,,,
565,0.00140149,-0.750549,-0.00252523,-0.00112374,,,,,,,,,
566,0.00015604,-0.0354052,-0.000119121,3.69188E-05,,,,,,,,,
567,0.000637987,-0.0685683,-0.000230699,0.000407288,,,,,,,,,
568,-0.00193428,0.832689,0.002801591,0.000867311,,,,,,,,,
569,0.000612127,-0.348769,-0.001173437,-0.00056131,,,,,,,,,
570,-0.000567843,0.251746,0.000847002,0.000279159,,,,,,,,,
571,0.00483258,-1.77184,-0.005961375,-0.001128795,,,,,,,,,
572,-0.00654223,0.271522,0.000913539,-0.005628691,,,,,,,,,
573,-0.00127493,0.817477,0.00275041,0.00147548,,,,,,,,,
574,-0.00291552,1.42064,0.004779759,0.001864239,,,,,,,,,
575,-0.00500013,0.258987,0.000871365,-0.004128765,,,,,,,,,
576,0.00242314,-1.07836,-0.003628154,-0.001205014,,,,,,,,,
577,-0.000912313,0.277506,0.000933672,2.1359E-05,,,,,,,,,
578,0.00457474,-0.875844,-0.002946787,0.001627953,,,,,,,,,
579,-0.00132729,-0.301248,-0.001013552,-0.002340842,,,,,,,,,
580,0.00154348,-0.546037,-0.001837148,-0.000293668,,,,,,,,,
581,0.00355779,-0.617577,-0.002077845,0.001479945,,,,,,,,,
582,0.00164832,-0.787276,-0.002648799,-0.001000479,,,,,,,,,
583,-0.00282322,0.0215475,7.24968E-05,-0.002750723,,,,,,,,,
584,-0.00226053,0.232034,0.000780681,-0.001479849,,,,,,,,,
585,-0.00128934,0.864228,0.002907705,0.001618365,,,,,,,,,
586,-0.00222454,0.96201,0.003236693,0.001012153,,,,,,,,,
587,0.000430612,-0.202852,-0.000682498,-0.000251886,,,,,,,,,
588,0.00219849,-0.154577,-0.000520076,0.001678414,,,,,,,,,
589,0.000468178,-0.10049,-0.0003381,0.000130078,,,,,,,,,
590,-0.00228246,-1.03555,-0.00348412,-0.00576658,,,,,,,,,
591,-0.000358675,-0.196697,-0.000661789,-0.001020464,,,,,,,,,
592,-0.00165865,0.688937,0.002317936,0.000659286,,,,,,,,,
593,0.00494066,-2.501,-0.008414642,-0.003473982,,,,,,,,,
594,0.0006024,1.12585,0.003787935,0.004390335,,,,,,,,,
595,0.00250882,-0.757027,-0.002547026,-3.82058E-05,,,,,,,,,
596,-0.000752654,0.602282,0.002026384,0.00127373,,,,,,,,,
597,-7.51E-05,-0.252901,-0.000850888,-0.000925984,,,,,,,,,
598,0.000732936,-0.549975,-0.001850397,-0.001117461,,,,,,,,,
599,-0.0055373,1.68889,0.005682289,0.000144989,,,,,,,,,
600,0.00431357,-0.551391,-0.001855161,0.002458409,,,,,,,,,
601,-0.00604241,0.856354,0.002881213,-0.003161197,,,,,,,,,
602,0.00683811,-0.764977,-0.002573774,0.004264336,,,,,,,,,
603,0.00332527,0.148173,0.00049853,0.0038238,,,,,,,,,
604,-0.0117063,0.932996,0.003139075,-0.008567225,,,,,,,,,
605,-0.00118976,-0.753199,-0.002534146,-0.003723906,,,,,,,,,
606,-0.0130756,0.434748,0.001462714,-0.011612886,,,,,,,,,
607,-0.00205503,0.762478,0.002565366,0.000510336,,,,,,,,,
608,0.00371867,-1.44264,-0.004853778,-0.001135108,,,,,,,,,
609,-0.0157562,0.36469,0.001227004,-0.014529196,,,,,,,,,
610,-0.124891,0.902333,0.003035909,-0.121855091,,,,,,,,,
611,0.00189664,-1.16443,-0.003917738,-0.002021098,,,,,,,,,
612,-0.00129367,0.0926635,0.000311767,-0.000981903,,,,,,,,,
613,-0.02192,-1.33319,-0.004485533,-0.026405533,,,,,,,,,
614,1.33E-05,-0.0234604,-7.89328E-05,-6.56341E-05,,,,,,,,,
615,-0.0365885,0.271442,0.00091327,-0.03567523,,,,,,,,,
616,0.000481079,-0.860542,-0.002895303,-0.002414224,,,,,,,,,
617,-0.00251919,0.858001,0.002886754,0.000367564,,,,,,,,,
618,-0.00557542,0.930635,0.003131132,-0.002444288,,,,,,,,,
619,0.000447007,-0.459584,-0.001546275,-0.001099268,,,,,,,,,
620,0.00145798,-0.248558,-0.000836276,0.000621704,,,,,,,,,
621,0.00163277,-0.207011,-0.000696491,0.000936279,,,,,,,,,
622,0.015253,-0.29104,-0.000979207,0.014273793,,,,,,,,,
623,-0.00282107,0.427947,0.001439832,-0.001381238,,,,,,,,,
624,0.00343274,-1.08121,-0.003637743,-0.000205003,,,,,,,,,
625,0.00177838,-0.297937,-0.001002412,0.000775968,,,,,,,,,
626,-9.91E-05,0.370419,0.001246279,0.001147153,,,,,,,,,
627,0.00281712,0.789314,0.002655656,0.005472776,,,,,,,,,
628,-0.000543485,-0.888685,-0.002989991,-0.003533476,,,,,,,,,
629,-0.0104282,0.280378,0.000943335,-0.009484865,,,,,,,,,
630,-0.00132563,0.908221,0.00305572,0.00173009,,,,,,,,,
631,-0.000466132,0.18191,0.000612038,0.000145906,,,,,,,,,
632,0.000945933,-0.307806,-0.001035617,-8.96837E-05,,,,,,,,,
633,-0.000326954,0.219491,0.00073848,0.000411526,,,,,,,,,
634,0.00093663,-0.269054,-0.000905235,3.13948E-05,,,,,,,,,
635,-0.0025137,0.484622,0.001630516,-0.000883184,,,,,,,,,
636,0.00339081,-1.48567,-0.004998553,-0.001607743,,,,,,,,,
637,0.00116044,-0.970217,-0.003264306,-0.002103866,,,,,,,,,
638,0.00477616,-2.82161,-0.009493338,-0.004717178,,,,,,,,,
639,-0.0020274,1.27647,0.004294698,0.002267298,,,,,,,,,
640,0.00331769,0.00330737,1.11277E-05,0.003328818,,,,,,,,,
641,-0.00482348,0.117234,0.000394435,-0.004429045,,,,,,,,,
642,-0.000122645,-0.279739,-0.000941185,-0.00106383,,,,,,,,,
643,0.000419759,-0.247084,-0.000831317,-0.000411558,,,,,,,,,
644,0.000353122,-0.235315,-0.00079172,-0.000438598,,,,,,,,,
645,-0.00481746,0.525052,0.001766543,-0.003050917,,,,,,,,,
646,0.00241272,-0.56842,-0.001912455,0.000500265,,,,,,,,,
647,0.000151439,0.320797,0.001079325,0.001230764,,,,,,,,,
648,0.00335956,-0.722103,-0.002429524,0.000930036,,,,,,,,,
649,0.00209681,-0.428918,-0.001443099,0.000653711,,,,,,,,,
650,0.00100829,-0.0774303,-0.000260515,0.000747775,,,,,,,,,
651,0.000379856,-0.546175,-0.001837612,-0.001457756,,,,,,,,,
652,-0.00259444,0.941699,0.003168357,0.000573917,,,,,,,,,
653,-0.00319724,0.085994,0.000289328,-0.002907912,,,,,,,,,
654,-0.00246918,1.08412,0.003647534,0.001178354,,,,,,,,,
655,-0.00414951,1.78178,0.005994819,0.001845309,,,,,,,,,
656,-0.0284247,0.991387,0.003335533,-0.025089167,,,,,,,,,
657,0.00686924,-0.406585,-0.00136796,0.00550128,,,,,,,,,
658,-0.00179701,0.866595,0.002915669,0.001118659,,,,,,,,,
659,0.00742753,-1.25448,-0.004220712,0.003206818,,,,,,,,,
660,-0.00285724,0.094128,0.000316695,-0.002540545,,,,,,,,,
661,-5.49E-05,-0.235852,-0.000793527,-0.000848458,,,,,,,,,
662,0.00335048,-0.402037,-0.001352658,0.001997822,,,,,,,,,
663,0.000448339,0.148411,0.00049933,0.000947669,,,,,,,,,
664,0.00985818,-0.0250382,-8.42413E-05,0.009773939,,,,,,,,,
665,-0.000881563,0.827025,0.002782535,0.001900972,,,,,,,,,
666,-0.0163968,-0.082342,-0.000277041,-0.016673841,,,,,,,,,
667,0.00125056,-0.880843,-0.002963606,-0.001713046,,,,,,,,,
668,0.00165872,-0.420873,-0.001416032,0.000242688,,,,,,,,,
669,-0.00108978,0.0361312,0.000121564,-0.000968216,,,,,,,,,
670,0.00163177,-1.05412,-0.003546598,-0.001914828,,,,,,,,,
671,-0.00636537,1.52407,0.00512775,-0.00123762,,,,,,,,,
672,0.00244251,-0.57308,-0.001928134,0.000514376,,,,,,,,,
673,0.000646896,-0.0436149,-0.000146743,0.000500153,,,,,,,,,
674,-0.0172967,0.33275,0.001119541,-0.016177159,,,,,,,,,
675,0.00121274,-1.3464,-0.004529978,-0.003317238,,,,,,,,,
676,-0.00193303,2.61425,0.008795673,0.006862643,,,,,,,,,
677,0.000397805,0.199422,0.000670958,0.001068763,,,,,,,,,
678,0.000578431,-0.0217684,-7.324E-05,0.000505191,,,,,,,,,
679,0.00137734,-0.0992706,-0.000333997,0.001043343,,,,,,,,,
680,0.00278038,-0.762286,-0.00256472,0.00021566,,,,,,,,,
681,0.0080542,-0.160615,-0.000540391,0.007513809,,,,,,,,,
682,-0.000504748,0.0648498,0.000218188,-0.00028656,,,,,,,,,
683,-0.00253565,1.40928,0.004741538,0.002205888,,,,,,,,,
684,0.00139622,-0.180356,-0.00060681,0.00078941,,,,,,,,,
685,-0.0011706,1.09875,0.003696757,0.002526157,,,,,,,,,
686,-0.00762635,0.3056,0.001028195,-0.006598155,,,,,,,,,
687,-0.013128,0.240766,0.00081006,-0.01231794,,,,,,,,,
688,0.000645115,-0.478896,-0.001611251,-0.000966136,,,,,,,,,
689,0.000155847,-0.125573,-0.000422492,-0.000266645,,,,,,,,,
690,-0.00542242,-1.52258,-0.005122737,-0.010545157,,,,,,,,,
691,-0.00113424,1.46287,0.004921842,0.003787602,,,,,,,,,
692,0.0199016,-0.576312,-0.001939008,0.017962592,,,,,,,,,
693,0.00420344,-0.773566,-0.002602671,0.001600769,,,,,,,,,
694,0.00690977,-1.57336,-0.005293587,0.001616183,,,,,,,,,
695,-0.00481563,1.19539,0.004021903,-0.000793727,,,,,,,,,
696,0.00422908,-1.59894,-0.005379651,-0.001150571,,,,,,,,,
697,0.00153256,-1.28246,-0.004314851,-0.002782291,,,,,,,,,
698,-0.000941838,-0.2363,-0.000795034,-0.001736872,,,,,,,,,
699,-0.00846907,0.696723,0.002344132,-0.006124938,,,,,,,,,
700,-0.00422789,1.51157,0.005085694,0.000857804,,,,,,,,,
701,-0.00528759,-0.307311,-0.001033951,-0.006321541,,,,,,,,,
702,-0.000435286,-0.037527,-0.00012626,-0.000561546,,,,,,,,,
703,0.0030305,-1.80246,-0.006064397,-0.003033897,,,,,,,,,
704,0.000243311,-0.313854,-0.001055965,-0.000812654,,,,,,,,,
705,0.000839403,-2.71996,-0.009151336,-0.008311933,,,,,,,,,
706,2.95E-05,0.277794,0.000934641,0.000964191,,,,,,,,,
707,0.000883018,0.207888,0.000699441,0.001582459,,,,,,,,,
708,-0.000221369,0.0498861,0.000167842,-5.35267E-05,,,,,,,,,
709,-0.00171421,0.421097,0.001416786,-0.000297424,,,,,,,,,
710,0.007209,-0.13404,-0.000450979,0.006758021,,,,,,,,,
711,-0.00363742,1.40222,0.004717785,0.001080365,,,,,,,,,
712,-0.00394621,0.463066,0.001557991,-0.002388219,,,,,,,,,
713,0.00420032,-0.117251,-0.000394492,0.003805828,,,,,,,,,
714,0.00249342,-1.33864,-0.004503869,-0.002010449,,,,,,,,,
715,-0.00158774,0.392282,0.001319837,-0.000267903,,,,,,,,,
716,-0.00218374,-0.439814,-0.001479759,-0.003663499,,,,,,,,,
717,0.000524273,-0.690585,-0.002323481,-0.001799208,,,,,,,,,
718,-0.00205843,0.491481,0.001653593,-0.000404837,,,,,,,,,
719,-0.0119769,-0.194254,-0.00065357,-0.01263047,,,,,,,,,
720,0.00221714,-0.354508,-0.001192746,0.001024394,,,,,,,,,
721,-0.00878618,1.86311,0.006268454,-0.002517726,,,,,,,,,
722,-0.00799231,0.263295,0.000885859,-0.007106451,,,,,,,,,
723,-0.00173105,-0.571778,-0.001923753,-0.003654803,,,,,,,,,
724,-0.0090758,0.247303,0.000832054,-0.008243746,,,,,,,,,
725,-0.017005,1.1617,0.003908553,-0.013096447,,,,,,,,,
726,-0.003913,0.116296,0.000391279,-0.003521721,,,,,,,,,
727,0.00540763,-2.30297,-0.007748368,-0.002340738,,,,,,,,,
728,-0.0177276,-1.25424,-0.004219904,-0.021947504,,,,,,,,,
729,-0.00123492,0.252791,0.000850518,-0.000384402,,,,,,,,,
730,0.00603331,1.28452,0.004321782,0.010355092,,,,,,,,,
731,-0.00123105,0.551123,0.001854259,0.000623209,,,,,,,,,
732,-4.16E-05,0.56305,0.001894388,0.00185282,,,,,,,,,
733,-0.00763809,-0.0517568,-0.000174136,-0.007812226,,,,,,,,,
734,0.000628692,-0.639244,-0.002150744,-0.001522052,,,,,,,,,
735,-0.00167702,1.30654,0.004395868,0.002718848,,,,,,,,,
736,0.00995478,0.254376,0.000855851,0.010810631,,,,,,,,,
737,0.00849713,-2.81386,-0.009467263,-0.000970133,,,,,,,,,
738,-0.0222373,0.858944,0.002889927,-0.019347373,,,,,,,,,
739,-0.00330636,1.0416,0.003504475,0.000198115,,,,,,,,,
740,-0.018103,0.107962,0.000363239,-0.017739761,,,,,,,,,
741,-0.00237213,0.820336,0.00276003,0.0003879,,,,,,,,,
742,-0.00743274,1.11001,0.003734641,-0.003698099,,,,,,,,,
743,0.000297316,0.361704,0.001216957,0.001514273,,,,,,,,,
744,0.0175253,-0.323468,-0.001088312,0.016436988,,,,,,,,,
745,-0.000824765,1.06967,0.003598917,0.002774152,,,,,,,,,
746,0.0194798,0.0532793,0.000179259,0.019659059,,,,,,,,,
747,-0.00114003,1.46174,0.004918041,0.003778011,,,,,,,,,
748,-0.00239727,0.442878,0.001490068,-0.000907202,,,,,,,,,
749,-0.00179039,-0.0436904,-0.000146997,-0.001937387,,,,,,,,,
750,-0.0130768,0.543794,0.001829601,-0.011247199,,,,,,,,,
751,-0.00419979,0.306108,0.001029904,-0.003169886,,,,,,,,,
752,-0.00237633,1.06844,0.003594778,0.001218448,,,,,,,,,
753,-0.00125056,0.0511649,0.000172145,-0.001078415,,,,,,,,,
754,-0.0282377,-0.408156,-0.001373245,-0.029610945,,,,,,,,,
755,-0.00576124,0.690009,0.002321543,-0.003439697,,,,,,,,,
756,4.92E-05,-0.0927045,-0.000311905,-0.000262681,,,,,,,,,
757,-0.00257537,0.0434081,0.000146047,-0.002429323,,,,,,,,,
