numMC,PL,PL%,
2648,-0.0015,-0.1500,
2649,-0.0006,-0.0600,
2650,-0.0031,-0.3100,
2651,-0.0164,-1.6400,
2652,-0.0012,-0.1200,
2653,-0.0038,-0.3800,
2654,-0.0329,-3.2900,
2655,-0.0081,-0.8100,
2656,0.0075,0.7500,
2657,-0.0015,-0.1500,
2658,-0.0004,-0.0400,
2659,-0.002,-0.2000,
2660,-0.0044,-0.4400,
2661,-0.0104,-1.0400,
2662,0.0011,0.1100,
2663,-0.0045,-0.4500,
2664,-0.0039,-0.3900,
2665,0.0011,0.1100,
2666,-0.0003,-0.0300,
2667,-0.0046,-0.4600,
2668,0.0013,0.1300,
2669,0.0015,0.1500,
2670,-0.0026,-0.2600,
2671,0.0019,0.1900,
2672,-0.0014,-0.1400,
2673,-0.0022,-0.2200,
2674,-0.0003,-0.0300,
2675,-0.001,-0.1000,
2676,0.0084,0.8400,
2677,-0.007,-0.7000,
2678,0.0019,0.1900,
2679,0.0086,0.8600,
2680,-0.0006,-0.0600,
2681,-0.0017,-0.1700,
2682,-0.0032,-0.3200,
2683,-0.0019,-0.1900,
2684,-0.0166,-1.6600,
2685,-0.0034,-0.3400,
2686,-0.0004,-0.0400,
2687,-0.0008,-0.0800,
2688,0.001,0.1000,
2689,0.0152,1.5200,
2690,-0.0003,-0.0300,
2691,0.0007,0.0700,
2692,-0.0023,-0.2300,
2693,0.0027,0.2700,
2694,-0.0051,-0.5100,
2695,0.0001,0.0100,
2696,-0.0028,-0.2800,
2697,0.0005,0.0500,
2698,-0.0024,-0.2400,
2699,-0.0015,-0.1500,
2700,-0.0002,-0.0200,
2701,0.0027,0.2700,
2702,-0.0353,-3.5300,
2703,-0.0058,-0.5800,
2704,-0.0056,-0.5600,
2705,-0.005,-0.5000,
2706,0.0042,0.4200,
2707,-0.0015,-0.1500,
2708,-0.0011,-0.1100,
2709,-0.0013,-0.1300,
2710,-0.031,-3.1000,
2711,-0.0013,-0.1300,
2712,0.0026,0.2600,
2713,0.0003,0.0300,
2714,-0.0207,-2.0700,
2715,-0.0022,-0.2200,
2716,0.0125,1.2500,
2717,-0.0071,-0.7100,
2718,0.007,0.7000,
2719,-0.0033,-0.3300,
2720,-0.0073,-0.7300,
2721,0.0011,0.1100,
2722,-0.0107,-1.0700,
2723,-0.0062,-0.6200,
2724,0.0002,0.0200,
2725,-0.0021,-0.2100,
2726,-0.0081,-0.8100,
2727,0.0096,0.9600,
2728,-0.0003,-0.0300,
2729,-0.0013,-0.1300,
2730,-0.0018,-0.1800,
2731,-0.0066,-0.6600,
2732,-0.0037,-0.3700,
2733,0.0078,0.7800,
2734,-0.0152,-1.5200,
2735,0.0013,0.1300,
2736,0.0083,0.8300,
2737,-0.0013,-0.1300,
2738,0.0006,0.0600,
2739,-0.0038,-0.3800,
2740,-0.007,-0.7000,
2741,-0.0004,-0.0400,
2742,-0.0038,-0.3800,
2743,0.0005,0.0500,
2744,-0.0046,-0.4600,
2745,-0.0031,-0.3100,
2746,0.0003,0.0300,
2747,0,0.0000,
2748,0.0034,0.3400,
2749,0.0051,0.5100,
2750,0.0004,0.0400,
2751,0.0082,0.8200,
2752,-0.0002,-0.0200,
2753,0.0028,0.2800,
2754,-0.0024,-0.2400,
2755,0.0006,0.0600,
2756,0.0009,0.0900,
2757,-0.0007,-0.0700,
2758,-0.0001,-0.0100,
2759,0.0007,0.0700,
2760,-0.0003,-0.0300,
2761,-0.0003,-0.0300,
2762,0.0033,0.3300,
2763,0.0043,0.4300,
2764,-0.0023,-0.2300,
2765,-0.0017,-0.1700,
2766,-0.0127,-1.2700,
2767,-0.002,-0.2000,
2768,-0.0067,-0.6700,
2769,-0.0109,-1.0900,
2770,0.0009,0.0900,
2771,-0.0196,-1.9600,
2772,0.002,0.2000,
2773,0.0002,0.0200,
2774,0.0033,0.3300,
2775,-0.0012,-0.1200,
2776,-0.0011,-0.1100,
2777,-0.0004,-0.0400,
2778,-0.0297,-2.9700,
2779,-0.0041,-0.4100,
2780,-0.0001,-0.0100,
2781,-0.0031,-0.3100,
2782,-0.0001,-0.0100,
2783,0.0005,0.0500,
2784,0.002,0.2000,
2785,0.0052,0.5200,
2786,-0.0055,-0.5500,
2787,0.0026,0.2600,
2788,-0.0037,-0.3700,
2789,-0.0044,-0.4400,
2790,-0.0011,-0.1100,
2791,-0.009,-0.9000,
2792,0.0052,0.5200,
2793,-0.0294,-2.9400,
2794,-0.0012,-0.1200,
2795,-0.0018,-0.1800,
2796,0.0027,0.2700,
2797,0.0004,0.0400,
2798,-0.0023,-0.2300,
2799,0.0086,0.8600,
2800,0.001,0.1000,
2801,0.0016,0.1600,
2802,0.0028,0.2800,
2803,0.0006,0.0600,
2804,0.0104,1.0400,
2805,0.0009,0.0900,
2806,-0.0049,-0.4900,
2807,0.0059,0.5900,
2808,-0.0062,-0.6200,
2809,0.0002,0.0200,
2810,-0.0013,-0.1300,
2811,-0.0002,-0.0200,
2812,-0.0019,-0.1900,
2813,0.0008,0.0800,
2814,0.0009,0.0900,
2815,-0.0201,-2.0100,
2816,-0.0002,-0.0200,
2817,-0.0015,-0.1500,
2818,-0.0084,-0.8400,
2819,0.0015,0.1500,
2820,0.0018,0.1800,
2821,0.0007,0.0700,
2822,0.0004,0.0400,
2823,0.0007,0.0700,
2824,-0.0174,-1.7400,
2825,-0.0035,-0.3500,
2826,0.0066,0.6600,
2827,0.0096,0.9600,
2828,0.0064,0.6400,
2829,0.0009,0.0900,
2830,0.1615,16.1500,
2831,0.0018,0.1800,
2832,0.0029,0.2900,
2833,-0.0075,-0.7500,
2834,-0.0118,-1.1800,
2835,0.0018,0.1800,
2836,-0.0004,-0.0400,
2837,0.0017,0.1700,
2838,0.0059,0.5900,
2839,-0.0062,-0.6200,
2840,0.0833,8.3300,
2841,-0.0019,-0.1900,
2842,-0.0007,-0.0700,
2843,0.0052,0.5200,
2844,0.012,1.2000,
2845,-0.0011,-0.1100,
2846,-0.0076,-0.7600,
2847,0.0003,0.0300,
2848,-0.0063,-0.6300,
2849,0.0049,0.4900,
2850,0.007,0.7000,
2851,0.0002,0.0200,
2852,0.0151,1.5100,
2853,-0.0012,-0.1200,
2854,-0.0013,-0.1300,
2855,-0.0057,-0.5700,
2856,-0.0035,-0.3500,
2857,-0.0029,-0.2900,
2858,0.0054,0.5400,
2859,-0.0131,-1.3100,
2860,-0.0008,-0.0800,
2861,0.013,1.3000,
2862,0.0007,0.0700,
2863,0.0002,0.0200,
2864,-0.0016,-0.1600,
2865,0.0009,0.0900,
2866,-0.0047,-0.4700,
2867,-0.0001,-0.0100,
2868,0.0046,0.4600,
2869,-0.0008,-0.0800,
2870,0.0001,0.0100,
2871,-0.0117,-1.1700,
2872,-0.0033,-0.3300,
2873,-0.0033,-0.3300,
2874,-0.0013,-0.1300,
2875,-0.002,-0.2000,
2876,-0.001,-0.1000,
2877,-0.0006,-0.0600,
2878,-0.0027,-0.2700,
2879,-0.0225,-2.2500,
2880,-0.0008,-0.0800,
2881,-0.0017,-0.1700,
2882,-0.0072,-0.7200,
2883,0.0006,0.0600,
2884,-0.0016,-0.1600,
2885,0.0015,0.1500,
2886,0.0023,0.2300,
2887,0.0001,0.0100,
2888,-0.0056,-0.5600,
2889,-0.0021,-0.2100,
2890,-0.0032,-0.3200,
2891,0.0018,0.1800,
2892,0.0006,0.0600,
2893,-0.0626,-6.2600,
2894,-0.0006,-0.0600,
2895,0.0069,0.6900,
2896,0.004,0.4000,
2897,-0.0004,-0.0400,
2898,0.0075,0.7500,
2899,0.0014,0.1400,
2900,-0.0015,-0.1500,
2901,-0.0054,-0.5400,
2902,-0.0006,-0.0600,
2903,-0.0014,-0.1400,
2904,0.0033,0.3300,
2905,-0.0066,-0.6600,
2906,-0.0023,-0.2300,
2907,0.0218,2.1800,
2908,0.0124,1.2400,
2909,-0.0029,-0.2900,
2910,0.0014,0.1400,
2911,-0.0022,-0.2200,
2912,0.002,0.2000,
2913,-0.0005,-0.0500,
2914,-0.0004,-0.0400,
2915,-0.0044,-0.4400,
2916,0.005,0.5000,
2917,0.0003,0.0300,
2918,-0.0013,-0.1300,
2919,-0.0072,-0.7200,
2920,-0.0006,-0.0600,
2921,-0.0005,-0.0500,
2922,-0.0004,-0.0400,
2923,-0.0035,-0.3500,
2924,-0.0009,-0.0900,
2925,-0.0032,-0.3200,
2926,-0.0026,-0.2600,
2927,0.0001,0.0100,
2928,-0.0012,-0.1200,
2929,-0.0054,-0.5400,
2930,0.0235,2.3500,
2931,-0.0122,-1.2200,
2932,0.0026,0.2600,
2933,-0.0028,-0.2800,
2934,-0.0085,-0.8500,
2935,0.0007,0.0700,
2936,-0.0085,-0.8500,
2937,0.0003,0.0300,
2938,0.0024,0.2400,
2939,0.0032,0.3200,
2940,-0.0008,-0.0800,
2941,-0.0215,-2.1500,
2942,0.0053,0.5300,
2943,0.0018,0.1800,
2944,-0.0015,-0.1500,
2945,0.0012,0.1200,
2946,-0.0009,-0.0900,
2947,-0.0066,-0.6600,
2948,0.0003,0.0300,
2949,0.0335,3.3500,
2950,-0.0186,-1.8600,
2951,-0.003,-0.3000,
2952,0.0149,1.4900,
2953,-0.003,-0.3000,
2954,-0.0139,-1.3900,
2955,-0.0012,-0.1200,
2956,-0.0034,-0.3400,
2957,-0.002,-0.2000,
2958,-0.003,-0.3000,
2959,0.001,0.1000,
2960,0.0026,0.2600,
2961,-0.0106,-1.0600,
2962,-0.0016,-0.1600,
2963,0.0016,0.1600,
2964,-0.0029,-0.2900,
2965,-0.0021,-0.2100,
2966,-0.0015,-0.1500,
2967,0.0013,0.1300,
2968,-0.0002,-0.0200,
2969,0.0071,0.7100,
2970,0.0002,0.0200,
2971,-0.0014,-0.1400,
2972,-0.0027,-0.2700,
2973,-0.0011,-0.1100,
2974,0.0006,0.0600,
2975,0.0022,0.2200,
2976,-0.001,-0.1000,
2977,-0.0033,-0.3300,
2978,-0.0135,-1.3500,
2979,-0.0007,-0.0700,
2980,-0.0006,-0.0600,
2981,0.004,0.4000,
2982,0.0006,0.0600,
2983,-0.0153,-1.5300,
2984,-0.0006,-0.0600,
2985,-0.006,-0.6000,
2986,-0.0012,-0.1200,
2987,0.0238,2.3800,
2988,-0.0056,-0.5600,
2989,-0.0017,-0.1700,
2990,-0.0013,-0.1300,
2991,0.0002,0.0200,
2992,0.0002,0.0200,
2993,-0.002,-0.2000,
2994,0.0043,0.4300,
2995,0,0.0000,
2996,-0.0066,-0.6600,
2997,-0.004,-0.4000,
2998,0.0069,0.6900,
2999,-0.001,-0.1000,
3000,0.005,0.5000,
3001,-0.0026,-0.2600,
3002,0.0127,1.2700,
3003,-0.0019,-0.1900,
3004,0.0014,0.1400,
3005,0.0036,0.3600,
3006,0.0022,0.2200,
3007,0.0083,0.8300,
3008,-0.0015,-0.1500,
3009,-0.001,-0.1000,
3010,-0.0014,-0.1400,
3011,0.0002,0.0200,
3012,0.0028,0.2800,
3013,0.0009,0.0900,
3014,0.0066,0.6600,
3015,0.0001,0.0100,
3016,-0.011,-1.1000,
3017,0.0001,0.0100,
3018,0.0011,0.1100,
3019,0.0027,0.2700,
3020,-0.0031,-0.3100,
3021,-0.0033,-0.3300,
3022,0.0035,0.3500,
3023,-0.0008,-0.0800,
3024,0.0002,0.0200,
3025,-0.0004,-0.0400,
3026,-0.0029,-0.2900,
3027,-0.004,-0.4000,
3028,0.0027,0.2700,
3029,0.0022,0.2200,
3030,0.0011,0.1100,
3031,0,0.0000,
3032,0,0.0000,
3033,-0.04,-4.0000,
3034,-0.0019,-0.1900,
3035,-0.0009,-0.0900,
3036,-0.0012,-0.1200,
3037,0.0014,0.1400,
3038,-0.0059,-0.5900,
3039,-0.0037,-0.3700,
3040,-0.0021,-0.2100,
3041,0.0017,0.1700,
3042,0.0008,0.0800,
3043,0.0001,0.0100,
3044,0.0056,0.5600,
3045,0.0023,0.2300,
3046,0.0045,0.4500,
3047,0.0064,0.6400,
3048,-0.0082,-0.8200,
3049,-0.0023,-0.2300,
3050,0.009,0.9000,
3051,0.0023,0.2300,
3052,-0.0033,-0.3300,
3053,-0.0016,-0.1600,
3054,0.002,0.2000,
3055,-0.0052,-0.5200,
3056,-0.0021,-0.2100,
3057,-0.0067,-0.6700,
3058,0.0002,0.0200,
3059,-0.0559,-5.5900,
3060,0.0019,0.1900,
3061,-0.004,-0.4000,
3062,0.0033,0.3300,
3063,0.0021,0.2100,
3064,-0.0034,-0.3400,
3065,0.0049,0.4900,
3066,-0.0079,-0.7900,
3067,-0.0006,-0.0600,
3068,0.0003,0.0300,
3069,0.0001,0.0100,
3070,0.0007,0.0700,
3071,0,0.0000,
3072,-0.0013,-0.1300,
3073,0.0007,0.0700,
3074,0.0021,0.2100,
3075,-0.0013,-0.1300,
3076,-0.0123,-1.2300,
3077,0.0035,0.3500,
3078,0.016,1.6000,
3079,0.002,0.2000,
3080,-0.0088,-0.8800,
3081,-0.0024,-0.2400,
3082,-0.0013,-0.1300,
3083,-0.0008,-0.0800,
3084,-0.0032,-0.3200,
3085,-0.003,-0.3000,
3086,0.0007,0.0700,
3087,0.0041,0.4100,
3088,0.0083,0.8300,
3089,0.0011,0.1100,
3090,-0.0035,-0.3500,
3091,0.0011,0.1100,
3092,0.0248,2.4800,
3093,0.0002,0.0200,
3094,-0.0015,-0.1500,
3095,0.005,0.5000,
3096,-0.0014,-0.1400,
3097,-0.0009,-0.0900,
3098,-0.0124,-1.2400,
3099,-0.0036,-0.3600,
3100,0.008,0.8000,
3101,0.0041,0.4100,
3102,0.0001,0.0100,
3103,-0.0018,-0.1800,
3104,-0.0123,-1.2300,
3105,0.0011,0.1100,
3106,0.0093,0.9300,
3107,-0.0115,-1.1500,
3108,0.0178,1.7800,
3109,-0.0064,-0.6400,
3110,0.0003,0.0300,
3111,-0.0079,-0.7900,
3112,-0.0011,-0.1100,
3113,0.0036,0.3600,
3114,-0.0008,-0.0800,
3115,0.0004,0.0400,
3116,0.0004,0.0400,
3117,-0.0059,-0.5900,
3118,0,0.0000,
3119,0.0017,0.1700,
3120,0.0017,0.1700,
3121,0.0019,0.1900,
3122,0.0053,0.5300,
3123,-0.002,-0.2000,
3124,-0.1917,-19.1700,
3125,0.0018,0.1800,
3126,0.0087,0.8700,
3127,0.0047,0.4700,
3128,-0.0076,-0.7600,
3129,-0.0012,-0.1200,
3130,-0.0009,-0.0900,
3131,-0.0037,-0.3700,
3132,0.0082,0.8200,
3133,-0.0004,-0.0400,
3134,0.0001,0.0100,
3135,0.001,0.1000,
3136,0.0032,0.3200,
3137,-0.0021,-0.2100,
3138,-0.0249,-2.4900,
3139,-0.0019,-0.1900,
3140,-0.0014,-0.1400,
3141,0.0003,0.0300,
3142,-0.0012,-0.1200,
3143,-0.0028,-0.2800,
3144,0,0.0000,
3145,-0.0004,-0.0400,
3146,-0.0017,-0.1700,
3147,0.0012,0.1200,
3148,0.0042,0.4200,
3149,0.0065,0.6500,
3150,0.003,0.3000,
3151,0.0036,0.3600,
3152,-0.0022,-0.2200,
3153,-0.0064,-0.6400,
3154,0.0231,2.3100,
3155,0.0003,0.0300,
3156,0.0015,0.1500,
3157,0.0017,0.1700,
3158,-0.0006,-0.0600,
3159,-0.008,-0.8000,
3160,-0.0011,-0.1100,
3161,-0.0021,-0.2100,
3162,-0.001,-0.1000,
3163,0.001,0.1000,
3164,-0.0011,-0.1100,
3165,0.0033,0.3300,
3166,-0.0003,-0.0300,
3167,-0.0046,-0.4600,
3168,-0.002,-0.2000,
3169,0.0019,0.1900,
3170,0.0074,0.7400,
3171,0.0014,0.1400,
3172,-0.0016,-0.1600,
3173,0.0068,0.6800,
3174,-0.0041,-0.4100,
3175,-0.0029,-0.2900,
3176,0,0.0000,
3177,-0.0006,-0.0600,
3178,0.0001,0.0100,
3179,-0.0041,-0.4100,
3180,-0.0046,-0.4600,
3181,-0.0001,-0.0100,
3182,-0.002,-0.2000,
3183,0.0001,0.0100,
3184,0.0028,0.2800,
3185,0.0025,0.2500,
3186,0.0004,0.0400,
3187,-0.0585,-5.8500,
3188,-0.0684,-6.8400,
3189,0.0046,0.4600,
3190,0.0019,0.1900,
3191,-0.0177,-1.7700,
3192,-0.0037,-0.3700,
3193,0.0058,0.5800,
3194,0.0013,0.1300,
3195,0.0012,0.1200,
3196,-0.0011,-0.1100,
3197,0.0021,0.2100,
3198,0.0012,0.1200,
3199,0.0003,0.0300,
3200,-0.0012,-0.1200,
3201,-0.0005,-0.0500,
3202,0.0065,0.6500,
3203,-0.0019,-0.1900,
3204,0.001,0.1000,
3205,-0.001,-0.1000,
3206,0.0056,0.5600,
3207,0.0018,0.1800,
3208,0.0007,0.0700,
3209,-0.0028,-0.2800,
3210,-0.0001,-0.0100,
3211,-0.0031,-0.3100,
3212,-0.0005,-0.0500,
3213,0.0023,0.2300,
3214,-0.0015,-0.1500,
3215,-0.0026,-0.2600,
3216,-0.0001,-0.0100,
3217,-0.0017,-0.1700,
3218,0.0001,0.0100,
3219,0.01,1.0000,
3220,-0.0226,-2.2600,
3221,0,0.0000,
3222,-0.0319,-3.1900,
3223,-0.0141,-1.4100,
3224,-0.0021,-0.2100,
3225,0.0129,1.2900,
3226,-0.0001,-0.0100,
3227,-0.002,-0.2000,
3228,-0.0175,-1.7500,
3229,0.0013,0.1300,
3230,-0.0037,-0.3700,
3231,-0.0085,-0.8500,
3232,0.0053,0.5300,
3233,0.0068,0.6800,
3234,-0.0012,-0.1200,
3235,-0.0017,-0.1700,
3236,-0.0021,-0.2100,
3237,-0.0022,-0.2200,
3238,-0.0034,-0.3400,
3239,0.0004,0.0400,
3240,-0.0021,-0.2100,
3241,0.0087,0.8700,
3242,-0.0054,-0.5400,
3243,-0.0029,-0.2900,
3244,-0.0173,-1.7300,
3245,0.0011,0.1100,
3246,0.0048,0.4800,
3247,-0.0044,-0.4400,
3248,0.0006,0.0600,
3249,-0.0005,-0.0500,
3250,0.0092,0.9200,
3251,0.0037,0.3700,
3252,0.0009,0.0900,
3253,-0.0064,-0.6400,
3254,0.0005,0.0500,
3255,0.0013,0.1300,
3256,0.002,0.2000,
3257,0.0014,0.1400,
3258,-0.0101,-1.0100,
3259,0.0057,0.5700,
3260,-0.0062,-0.6200,
3261,0.0013,0.1300,
3262,0.0027,0.2700,
3263,-0.0008,-0.0800,
3264,-0.0012,-0.1200,
3265,0.0148,1.4800,
3266,0.0002,0.0200,
3267,-0.0052,-0.5200,
3268,-0.0085,-0.8500,
3269,-0.0054,-0.5400,
3270,0.002,0.2000,
3271,-0.0037,-0.3700,
3272,0.0027,0.2700,
3273,0.0009,0.0900,
3274,-0.0014,-0.1400,
3275,-0.0072,-0.7200,
3276,-0.001,-0.1000,
3277,0.0087,0.8700,
3278,0.0003,0.0300,
3279,-0.0767,-7.6700,
3280,-0.0012,-0.1200,
3281,0.0005,0.0500,
3282,-0.001,-0.1000,
3283,-0.001,-0.1000,
3284,-0.0074,-0.7400,
3285,-0.0011,-0.1100,
3286,-0.0031,-0.3100,
3287,-0.0018,-0.1800,
3288,0,0.0000,
3289,0.0028,0.2800,
3290,0.0004,0.0400,
3291,0.0052,0.5200,
3292,-0.0083,-0.8300,
3293,-0.0038,-0.3800,
3294,-0.001,-0.1000,
3295,-0.0002,-0.0200,
3296,0.0024,0.2400,
3297,-0.0002,-0.0200,
3298,0.0034,0.3400,
3299,-0.0008,-0.0800,
3300,-0.0103,-1.0300,
3301,-0.0185,-1.8500,
3302,-0.0001,-0.0100,
3303,-0.023,-2.3000,
3304,0.0028,0.2800,
3305,0.0031,0.3100,
3306,0.001,0.1000,
3307,-0.0013,-0.1300,
3308,0.0013,0.1300,
3309,0.0051,0.5100,
3310,0.0007,0.0700,
3311,-0.0064,-0.6400,
3312,0.0008,0.0800,
3313,0.0022,0.2200,
3314,-0.004,-0.4000,
3315,-0.0441,-4.4100,
3316,0.0015,0.1500,
3317,-0.0075,-0.7500,
3318,-0.0019,-0.1900,
3319,0.0013,0.1300,
3320,0.0014,0.1400,
3321,0.001,0.1000,
3322,-0.0061,-0.6100,
3323,0.0086,0.8600,
3324,-0.0005,-0.0500,
3325,-0.0118,-1.1800,
3326,0.0007,0.0700,
3327,-0.0014,-0.1400,
3328,-0.0009,-0.0900,
3329,-0.0027,-0.2700,
3330,0.0026,0.2600,
3331,-0.0021,-0.2100,
3332,0.0015,0.1500,
3333,-0.0098,-0.9800,
3334,-0.0037,-0.3700,
3335,-0.0037,-0.3700,
3336,-0.0416,-4.1600,
3337,0.001,0.1000,
3338,-0.0054,-0.5400,
3339,0.0116,1.1600,
3340,-0.0144,-1.4400,
3341,-0.0035,-0.3500,
3342,-0.0101,-1.0100,
3343,0.0014,0.1400,
3344,-0.0025,-0.2500,
3345,0.0005,0.0500,
3346,0.0111,1.1100,
3347,-0.0003,-0.0300,
3348,-0.0539,-5.3900,
3349,0.0042,0.4200,
3350,0.0007,0.0700,
3351,0.0006,0.0600,
3352,0.0039,0.3900,
3353,0.0002,0.0200,
3354,-0.0465,-4.6500,
3355,-0.002,-0.2000,
3356,-0.003,-0.3000,
3357,-0.0052,-0.5200,
3358,-0.0005,-0.0500,
3359,0.0002,0.0200,
3360,0.0004,0.0400,
3361,-0.0096,-0.9600,
3362,-0.0027,-0.2700,
3363,0.0006,0.0600,
3364,0.0072,0.7200,
3365,-0.0028,-0.2800,
3366,-0.0015,-0.1500,
3367,-0.0055,-0.5500,
3368,0.0018,0.1800,
3369,0.0003,0.0300,
3370,0.0005,0.0500,
3371,-0.005,-0.5000,
3372,0.0032,0.3200,
3373,0.0053,0.5300,
3374,-0.0002,-0.0200,
3375,0.0014,0.1400,
3376,-0.0006,-0.0600,
3377,-0.0006,-0.0600,
3378,0.0026,0.2600,
3379,-0.0016,-0.1600,
3380,-0.0008,-0.0800,
3381,-0.0001,-0.0100,
3382,0.0002,0.0200,
3383,0.001,0.1000,
3384,0.0012,0.1200,
3385,0.0115,1.1500,
3386,-0.0041,-0.4100,
3387,0.0036,0.3600,
3388,0.0168,1.6800,
3389,-0.0279,-2.7900,
3390,-0.0261,-2.6100,
3391,-0.0083,-0.8300,
3392,0.0016,0.1600,
3393,0.0035,0.3500,
3394,-0.0009,-0.0900,
3395,0.0079,0.7900,
3396,-0.0043,-0.4300,
3397,-0.0027,-0.2700,
3398,0.002,0.2000,
3399,0.0002,0.0200,
3400,-0.0008,-0.0800,
3401,-0.0007,-0.0700,
3402,0.0004,0.0400,
3403,-0.0015,-0.1500,
3404,-0.0119,-1.1900,
3405,-0.0157,-1.5700,
3406,0.0032,0.3200,
3407,-0.0014,-0.1400,
3408,0.0012,0.1200,
3409,-0.0114,-1.1400,
3410,0.0004,0.0400,
3411,0.0015,0.1500,
3412,-0.0005,-0.0500,
3413,0.0014,0.1400,
3414,-0.0012,-0.1200,
3415,-0.0011,-0.1100,
3416,-0.0002,-0.0200,
3417,-0.0035,-0.3500,
3418,-0.0027,-0.2700,
3419,-0.018,-1.8000,
3420,-0.002,-0.2000,
3421,-0.0026,-0.2600,
3422,-0.0132,-1.3200,
3423,0.0032,0.3200,
3424,-0.0003,-0.0300,
3425,-0.0035,-0.3500,
3426,0.0018,0.1800,
3427,-0.0024,-0.2400,
3428,0,0.0000,
3429,-0.0012,-0.1200,
3430,-0.0057,-0.5700,
3431,-0.0008,-0.0800,
3432,-0.0064,-0.6400,
3433,-0.0035,-0.3500,
3434,-0.0014,-0.1400,
3435,0.0017,0.1700,
3436,0.0134,1.3400,
3437,0.0018,0.1800,
3438,0.0081,0.8100,
3439,-0.0015,-0.1500,
3440,0.0007,0.0700,
3441,-0.0217,-2.1700,
3442,-0.0073,-0.7300,
3443,0.0071,0.7100,
3444,0.0015,0.1500,
3445,0.0073,0.7300,
3446,0.0008,0.0800,
3447,0.0004,0.0400,
3448,0.0018,0.1800,
3449,-0.0018,-0.1800,
3450,-0.0005,-0.0500,
3451,-0.0023,-0.2300,
3452,-0.0007,-0.0700,
3453,0.0047,0.4700,
3454,-0.0012,-0.1200,
3455,0.0013,0.1300,
3456,0.0083,0.8300,
3457,0.0032,0.3200,
3458,-0.0148,-1.4800,
3459,-0.0018,-0.1800,
3460,-0.0008,-0.0800,
3461,0.0061,0.6100,
3462,0.0008,0.0800,
3463,0.0135,1.3500,
3464,0.0007,0.0700,
3465,0.0019,0.1900,
3466,0.0068,0.6800,
3467,0.0257,2.5700,
3468,0.0032,0.3200,
3469,-0.0022,-0.2200,
3470,0.0003,0.0300,
3471,-0.0036,-0.3600,
3472,0.0033,0.3300,
3473,-0.0035,-0.3500,
3474,-0.0021,-0.2100,
3475,0.004,0.4000,
3476,0.0007,0.0700,
3477,-0.0006,-0.0600,
3478,0.0071,0.7100,
3479,0.0035,0.3500,
3480,-0.0047,-0.4700,
3481,-0.0038,-0.3800,
3482,0.0051,0.5100,
3483,-0.001,-0.1000,
3484,-0.0026,-0.2600,
3485,-0.0008,-0.0800,
3486,-0.0243,-2.4300,
3487,0,0.0000,
3488,-0.0004,-0.0400,
3489,0.0001,0.0100,
3490,-0.0031,-0.3100,
3491,-0.002,-0.2000,
3492,0.0001,0.0100,
3493,0.0022,0.2200,
3494,-0.0044,-0.4400,
3495,0.0055,0.5500,
3496,-0.0005,-0.0500,
3497,-0.0089,-0.8900,
3498,-0.0031,-0.3100,
3499,0.0192,1.9200,
3500,-0.0025,-0.2500,
3501,-0.0027,-0.2700,
3502,0.0118,1.1800,
3503,0.0014,0.1400,
3504,-0.0002,-0.0200,
3505,0.005,0.5000,
3506,0.0008,0.0800,
3507,0.0062,0.6200,
3508,-0.0008,-0.0800,
3509,-0.0304,-3.0400,
3510,0.0014,0.1400,
3511,-0.0038,-0.3800,
3512,-0.001,-0.1000,
3513,0.0001,0.0100,
3514,-0.01,-1.0000,
3515,0.0024,0.2400,
3516,-0.0003,-0.0300,
3517,0.0001,0.0100,
3518,0.0033,0.3300,
3519,-0.0003,-0.0300,
3520,0.0032,0.3200,
3521,0.0015,0.1500,
3522,-0.0123,-1.2300,
3523,0.0015,0.1500,
3524,-0.0064,-0.6400,
3525,0.0003,0.0300,
3526,0.0068,0.6800,
3527,-0.0009,-0.0900,
3528,0.013,1.3000,
3529,0.0054,0.5400,
3530,-0.0007,-0.0700,
3531,-0.003,-0.3000,
3532,-0.0077,-0.7700,
3533,-0.0018,-0.1800,
3534,-0.0018,-0.1800,
3535,-0.0021,-0.2100,
3536,-0.0027,-0.2700,
3537,-0.0026,-0.2600,
3538,0.0009,0.0900,
3539,-0.0019,-0.1900,
3540,0.0007,0.0700,
3541,0.0388,3.8800,
3542,0.0003,0.0300,
3543,0.0061,0.6100,
3544,0.0002,0.0200,
3545,-0.0016,-0.1600,
3546,-0.0025,-0.2500,
3547,0.0002,0.0200,
3548,-0.0002,-0.0200,
3549,0.0002,0.0200,
3550,-0.0099,-0.9900,
3551,0.0016,0.1600,
3552,0.0006,0.0600,
3553,-0.0032,-0.3200,
3554,0.001,0.1000,
3555,-0.0016,-0.1600,
3556,0.0049,0.4900,
3557,-0.0014,-0.1400,
3558,0.0008,0.0800,
3559,0.0108,1.0800,
3560,-0.0019,-0.1900,
3561,-0.0025,-0.2500,
3562,-0.0027,-0.2700,
3563,-0.0017,-0.1700,
3564,-0.0029,-0.2900,
3565,0.0014,0.1400,
3566,0.0011,0.1100,
3567,0.0012,0.1200,
3568,-0.0099,-0.9900,
3569,0.003,0.3000,
3570,-0.0022,-0.2200,
3571,0.0007,0.0700,
3572,-0.0007,-0.0700,
3573,0.0077,0.7700,
3574,0.0024,0.2400,
3575,-0.0006,-0.0600,
3576,-0.0006,-0.0600,
3577,-0.0022,-0.2200,
3578,-0.0011,-0.1100,
3579,-0.0005,-0.0500,
3580,-0.0022,-0.2200,
3581,0.0003,0.0300,
