PX, uold5
360.125,1.1069
361.595,1.1069
363.065,1.1069
364.535,1.1069
366.005,1.1069
367.475,1.1069
368.945,1.1069
370.415,1.1069
371.885,1.1069
373.355,1.1069
374.824,1.1069
376.294,1.1069
377.764,1.1069
379.234,1.1069
380.704,1.1069
382.174,1.1069
383.644,1.1069
385.114,1.1069
386.584,1.1069
388.054,1.1069
389.523,1.1069
390.993,1.1069
392.463,1.1069
393.933,1.1069
395.403,1.1069
396.873,1.1069
398.343,1.1069
399.813,1.1069
401.283,1.1069
402.753,1.1069
404.222,1.1069
405.692,1.1069
407.162,1.1069
408.632,1.1069
410.102,1.1069
411.572,1.1069
413.042,1.1069
414.512,1.1069
415.982,1.1069
417.452,1.1069
418.921,1.1069
420.391,1.1069
421.861,1.1069
423.331,1.1069
424.801,1.1069
426.271,1.1069
427.741,1.1069
429.211,1.1069
430.681,1.1069
432.151,1.1069
433.62,1.1069
435.09,1.1069
436.56,1.1069
438.03,1.1069
439.5,1.1069
440.97,1.1069
442.44,1.1069
443.91,1.1069
445.38,1.1069
446.85,1.1069
448.319,1.1069
449.789,1.1069
451.259,1.1069
452.729,1.1069
454.199,1.1069
455.669,1.1069
457.139,1.1069
458.609,1.1069
460.079,1.1069
461.549,1.1069
463.018,1.1069
464.488,1.1069
465.958,1.1069
467.428,1.1069
468.898,1.1069
470.368,1.1069
471.838,1.1069
473.308,1.1069
474.778,1.1069
476.248,1.1069
477.717,1.1069
479.187,1.1069
480.657,1.1069
482.127,1.1069
483.597,1.1069
485.067,1.1069
486.537,1.1069
488.007,1.1069
489.477,1.1069
490.947,1.1069
492.416,1.1069
493.886,1.1069
495.356,1.1069
496.826,1.1069
498.296,1.1069
499.766,1.1069
501.236,1.1069
502.706,1.1069
504.176,1.1069
505.646,1.1069
507.115,1.1069
508.585,1.1069
510.055,1.1069
511.525,1.1069
512.995,1.1069
514.465,1.1069
515.935,1.1069
517.405,1.1069
518.875,1.1069
520.345,1.1069
521.814,1.1069
523.284,1.1069
524.754,1.1069
526.224,1.1069
527.694,1.1069
529.164,1.1069
530.634,1.1069
532.104,1.1069
533.574,1.1069
535.044,1.1069
536.513,1.1069
537.983,1.1069
539.453,1.1069
540.923,1.1069
542.393,1.1069
543.863,1.1069
545.333,1.1069
546.803,1.1069
548.273,1.1069
549.743,1.1069
551.213,1.1069
552.682,1.1069
554.152,1.1069
555.622,1.1069
557.092,1.1069
558.562,1.1069
560.032,1.1069
561.502,1.1069
562.972,1.1069
564.442,1.1069
565.912,1.1069
567.381,1.1069
568.851,1.1069
570.321,1.1069
571.791,1.1069
573.261,1.1069
574.731,1.1069
576.201,1.1069
577.671,1.1069
579.141,1.1069
580.611,1.1069
582.08,1.1069
583.55,1.1069
585.02,1.1069
586.49,1.1069
587.96,1.1069
