tau,s_tmp,cash,delta,pv,r_for,q,PL
173,336.317,0.250738,-9.04405e-08,2.24421e-07,0.0134934,0.0380261,0.250707
174,333.176,0.250764,-1.41878e-07,3.80581e-07,0.0134868,0.038362,0.250716
175,332.839,0.250762,-1.09002e-07,1.66597e-07,0.0134802,0.0386979,0.250726
176,332.392,0.250748,-3.74472e-08,6.54295e-08,0.0134736,0.0390337,0.250735
177,330.746,0.250753,-2.34953e-08,4.06309e-08,0.013467,0.0393696,0.250745
178,329.574,0.250758,-1.24474e-08,1.79525e-08,0.0134605,0.0397055,0.250754
179,332.401,0.250763,-3.89243e-10,5.89164e-10,0.0134539,0.0400414,0.250763
180,335.292,0.250773,-6.08198e-12,9.03056e-12,0.0134473,0.0403772,0.250773
expired,335.292,0.250773,-6.08198e-12,0,,,0.250773
0,293.98,165.657,-0.522646,12.0093,,,0
1,293.253,172.243,-0.545085,12.367,0.0132822,0,0.0285536
2,290.356,184.06,-0.585762,13.9975,0.0133058,0,-0.0169169
3,289.105,190.98,-0.609673,14.7214,0.0133293,0,-0.00101128
4,289.167,190.967,-0.609605,14.6473,0.0133528,0,0.0421025
5,288.067,198.025,-0.634082,15.2965,0.0133764,0,0.0704084
6,290.561,183.866,-0.585327,13.7337,0.0133999,0,0.0588754
7,288.276,197.907,-0.634011,15.0944,0.0134235,0,0.0424274
8,288.376,197.902,-0.633969,14.9968,0.013447,0,0.0841556
9,287.484,197.896,-0.633921,15.5306,0.0134706,0,0.122996
10,288.49,197.888,-0.633869,14.8543,0.0134941,0,0.16894
11,286.067,203.536,-0.653587,16.3831,0.0135176,0,0.183517
12,284.707,207.703,-0.668196,17.2526,0.0135412,0,0.210564
13,288.587,197.75,-0.633681,14.6865,0.0135647,0,0.19175
14,286.925,203.443,-0.653497,15.712,0.0135883,0,0.226621
15,285.571,207.645,-0.668185,16.5659,0.0136118,0,0.264925
16,290.577,183.161,-0.583897,13.3674,0.0136353,0,0.12637
17,295.084,164.031,-0.519046,10.8326,0.0136589,0,0.0362401
18,293.655,170.73,-0.541836,11.5532,0.0136824,0,0.0638506
19,294.203,163.882,-0.518538,11.2238,0.013706,0,0.10237
20,293.29,170.581,-0.541358,11.6775,0.0137295,0,0.128419
21,301.064,135.964,-0.426353,7.86023,0.0137531,0,-0.256396
22,303.974,120.555,-0.375646,6.64327,0.0137766,0,-0.274733
23,299.574,141.751,-0.446386,8.44882,0.0138001,0,-0.423145
24,296.29,156.052,-0.494633,9.97689,0.0138237,0,-0.479818
25,303.408,127.769,-0.401397,6.76508,0.0138472,0,-0.78279
26,301.236,134.827,-0.424812,7.6183,0.0138708,0,-0.759391
27,297.207,155.317,-0.493735,9.41729,0.0138943,0,-0.841656
28,292.388,175.583,-0.563027,11.8905,0.0139179,0,-0.929443
29,293.226,168.518,-0.538908,11.3907,0.0139414,0,-0.894736
30,294.614,161.597,-0.515396,10.6149,0.0139649,0,-0.860726
31,294.711,161.511,-0.515084,10.5278,0.0139885,0,-0.817449
32,294.019,161.425,-0.514769,10.8603,0.014012,0,-0.787585
33,293.058,168.138,-0.537656,11.3393,0.0140356,0,-0.765399
34,294.278,161.222,-0.514132,10.6518,0.0140591,0,-0.727306
35,293.478,167.938,-0.536994,11.0409,0.0140826,0,-0.699138
36,292.299,174.809,-0.56048,11.6516,0.0141062,0,-0.670121
37,294.14,160.903,-0.513178,10.6188,0.0141297,0,-0.662035
38,296.812,154.141,-0.490375,9.22695,0.0141533,0,-0.63536
39,299.537,139.54,-0.441612,7.92333,0.0141768,0,-0.662258
40,298.571,145.816,-0.462614,8.3259,0.0142004,0,-0.632852
41,297.477,153.858,-0.489627,8.80567,0.0142239,0,-0.600701
42,296.534,153.804,-0.489425,9.22783,0.0142474,0,-0.555285
43,297.547,153.758,-0.489252,8.70402,0.014271,0,-0.52115
44,299.31,139.239,-0.440722,7.85621,0.0142945,0,-0.529921
45,301.238,132.96,-0.419859,6.98145,0.0143181,0,-0.499416
46,298.657,145.447,-0.461652,8.08315,0.0143416,0,-0.511995
47,297.966,145.385,-0.461426,8.37261,0.0143652,0,-0.476795
48,301.676,132.66,-0.419225,6.70637,0.0143887,0,-0.51673
49,298.332,145.116,-0.460961,8.13736,0.0144122,0,-0.540483
50,299.691,138.625,-0.439283,7.49336,0.0144358,0,-0.517122
51,299.77,138.535,-0.438964,7.4264,0.0144593,0,-0.479606
52,300.077,138.443,-0.438638,7.2617,0.0144829,0,-0.444268
53,300.851,132.022,-0.417278,6.89955,0.0145064,0,-0.415961
54,303.05,124.331,-0.391881,5.9718,0.0145299,0,-0.400678
55,303.164,124.185,-0.391384,5.89868,0.0145535,0,-0.367151
56,303.452,124.037,-0.390879,5.76006,0.014577,0,-0.336235
57,304.889,115.09,-0.36152,5.2075,0.0146006,0,-0.340399
58,308.673,90.5595,-0.282033,3.98253,0.0146241,0,-0.478736
59,305.036,105.99,-0.332606,5.0973,0.0146477,0,-0.56435
60,304.453,114.241,-0.359694,5.2694,0.0146712,0,-0.538019
61,309.559,82.139,-0.255994,3.66442,0.0146947,0.0181544,-0.770698
62,310.24,81.8066,-0.254925,3.45458,0.0147183,0.01874,-0.736034
63,311.549,74.524,-0.231553,3.1076,0.0147418,0.0193257,-0.723559
64,310.032,81.0918,-0.25274,3.44768,0.0147654,0.0199113,-0.713292
65,309.929,80.7451,-0.251625,3.44442,0.0147889,0.0204969,-0.685118
66,306.906,95.4449,-0.299525,4.2574,0.0148125,0.0210825,-0.738491
67,307.376,95.1053,-0.298426,4.08122,0.014836,0.0216682,-0.704677
68,307.417,94.7605,-0.29731,4.03572,0.0148595,0.0222538,-0.673194
69,306.446,102.619,-0.32296,4.29659,0.0148831,0.0228394,-0.647266
70,308.068,86.2167,-0.269724,3.78398,0.0149066,0.023425,-0.660858
71,309.769,78.4642,-0.244704,3.2998,0.0149302,0.0240107,-0.637238
72,309.33,85.4869,-0.267413,3.38012,0.0149537,0.0245963,-0.612081
73,306.314,101.082,-0.318333,4.19542,0.0149772,0.0251819,-0.622903
74,306.277,100.718,-0.317154,4.17056,0.0150008,0.0257675,-0.589262
75,307.484,92.1539,-0.28931,3.77686,0.0150243,0.0263532,-0.581275
76,307.495,91.8133,-0.288211,3.73928,0.0150479,0.0269388,-0.549467
77,306.805,91.4376,-0.286996,3.89922,0.0150714,0.0275244,-0.513532
78,307.499,91.0539,-0.285758,3.659,0.015095,0.02811,-0.475344
79,306.62,90.664,-0.284497,3.87298,0.0151185,0.0286957,-0.441364
80,304.277,107.076,-0.338446,4.56656,0.015142,0.0292813,-0.471472
81,302.314,115.693,-0.366961,5.22734,0.0151656,0.0298669,-0.471792
82,298.351,138.301,-0.442752,6.80078,0.0151891,0.0304525,-0.595245
83,302.632,114.696,-0.364773,5.01253,0.0152127,0.0310382,-0.708149
84,302.964,114.349,-0.363643,4.8445,0.0152362,0.0316238,-0.666173
85,301.348,122.287,-0.390001,5.40309,0.0152598,0.0322094,-0.641947
86,304.614,104.344,-0.331115,4.18983,0.0152833,0.032795,-0.707788
87,308.097,78.6159,-0.247624,3.13717,0.0153068,0.0333807,-0.813457
88,309.443,70.6078,-0.221757,2.76754,0.0153304,0.0339663,-0.780935
89,310.547,70.1095,-0.220164,2.48196,0.0153539,0.0345519,-0.743873
90,306.447,93.5031,-0.296514,3.45659,0.0153775,0.0351375,-0.819229
91,305.521,93.0308,-0.294984,3.67877,0.015401,0.0357232,-0.771949
92,303.804,101.474,-0.322766,4.1759,0.0140272,0.00204237,-0.759271
93,305.468,92.1779,-0.292322,3.61218,0.0140206,0.00189108,-0.729357
94,310.211,67.4689,-0.21266,2.37506,0.014014,0.0017398,-0.875662
95,312.127,59.9538,-0.188575,1.97196,0.0140074,0.00158851,-0.877678
96,310.374,66.6156,-0.210033,2.27891,0.0140008,0.00143722,-0.851906
97,311.073,59.1041,-0.185878,2.10933,0.0139942,0.00128594,-0.827006
98,308.04,73.3015,-0.231961,2.73773,0.0139876,0.00113465,-0.889491
99,305.884,89.6498,-0.285399,3.26373,0.013981,0.000983363,-0.912833
100,305.621,89.2812,-0.284182,3.30031,0.0139745,0.000832077,-0.871023
101,304.695,98.133,-0.313222,3.53771,0.0139679,0.00068079,-0.841933
102,305.283,88.5103,-0.28169,3.32395,0.0139613,0.000529503,-0.808656
103,304.499,97.4102,-0.310907,3.51616,0.0139547,0.000378217,-0.776991
104,302.815,106.876,-0.342153,4.01712,0.0139481,0.00022693,-0.750577
105,299.974,123.748,-0.398385,5.02712,0.0139415,7.56433e-05,-0.784482
106,301.08,115.269,-0.370206,4.55768,0.0139349,-7.56433e-05,-0.751049
107,296.769,142.714,-0.462671,6.30325,0.0139283,-0.00022693,-0.896116
108,296.886,142.592,-0.462243,6.19965,0.0139217,-0.000378217,-0.841179
109,294.108,151.637,-0.492976,7.50168,0.0139152,-0.000529503,-0.853047
110,292.168,170.523,-0.557597,8.48974,0.0139086,-0.00068079,-0.878875
111,292.998,160.942,-0.524873,7.98293,0.013902,-0.000832077,-0.827876
112,292.771,170.659,-0.55804,8.05578,0.0138954,-0.000983363,-0.775413
113,294.52,151.219,-0.492012,7.09088,0.0138888,-0.00113465,-0.779185
114,294.182,151.151,-0.49176,7.21518,0.0138822,-0.00128594,-0.730892
115,293.918,160.878,-0.524834,7.30096,0.0138756,-0.00143722,-0.680399
116,298.131,129.314,-0.418935,5.26562,0.013869,-0.00158851,-0.84978
117,300.64,111.122,-0.358406,4.22127,0.0138624,-0.0017398,-0.85102
118,302.957,101.014,-0.325028,3.36521,0.0138558,-0.00189108,-0.820576
119,304.191,90.0293,-0.288902,2.94329,0.0138493,-0.00204237,-0.795228
120,305.431,79.6225,-0.254816,2.56215,0.0138427,-0.00219366,-0.768401
121,304.922,89.0098,-0.285591,2.65758,0.0138361,-0.00234494,-0.730757
122,301.224,108.996,-0.35193,3.76648,0.0138295,0.00140582,-0.780247
123,301.923,108.555,-0.350457,3.4791,0.0138229,0.00131798,-0.735193
124,302.225,98.0482,-0.31568,3.32932,0.0138163,0.00123014,-0.68763
125,299.187,116.743,-0.378153,4.37593,0.0138097,0.0011423,-0.771844
126,298.055,126.072,-0.409441,4.77822,0.0138031,0.00105446,-0.741936
127,297.443,138.605,-0.451562,4.98303,0.0137965,0.000966626,-0.691778
128,292.233,171.041,-0.562539,7.49662,0.0137899,0.000878787,-0.847688
129,294.353,148.73,-0.486721,6.30916,0.0137834,0.000790948,-0.846514
130,296.079,137.614,-0.449157,5.42533,0.0137768,0.00070311,-0.797803
131,293.836,159.743,-0.524453,6.45492,0.0137702,0.000615271,-0.814833
132,296.183,136.946,-0.447462,5.25762,0.0137636,0.000527432,-0.842329
133,297.195,136.694,-0.446599,4.73869,0.013757,0.000439594,-0.771238
134,298.137,122.485,-0.398922,4.28481,0.0137504,0.000351755,-0.733096
135,300.84,101.078,-0.32775,3.22503,0.0137438,0.000263916,-0.747044
136,299.382,110.516,-0.359261,3.68369,0.0137372,0.000176077,-0.724176
137,299.658,109.875,-0.357108,3.51962,0.0137306,8.82387e-05,-0.655033
138,303.127,87.6131,-0.283654,2.35887,0.013724,4e-07,-0.729033
139,302.978,86.9516,-0.28146,2.34574,0.0137175,-8.74387e-05,-0.67029
140,300.264,108.256,-0.352402,3.13309,0.0137109,-0.000175277,-0.690428
141,301.438,96.6563,-0.313906,2.68834,0.0137043,-0.000263116,-0.655266
142,298.816,118.905,-0.38835,3.53171,0.0136977,-0.000350955,-0.671911
143,294.709,146.753,-0.482828,5.24271,0.0136911,-0.000438794,-0.783363
144,292.764,173.212,-0.573183,6.19608,0.0136845,-0.000526632,-0.792037
145,291.656,183.559,-0.608638,6.76873,0.0136779,-0.000614471,-0.723008
146,292.651,173.806,-0.575286,6.12258,0.0136713,-0.00070231,-0.675211
147,288.349,210.761,-0.703424,8.76167,0.0136647,-0.000790148,-0.832525
148,290.149,198.323,-0.660529,7.4959,0.0136581,-0.000877987,-0.824295
149,287.771,212.32,-0.709141,9.04873,0.0136516,-0.000965826,-0.798458
150,287.08,224.453,-0.751374,9.49516,0.013645,-0.00105366,-0.746143
151,286.865,225.488,-0.754951,9.59346,0.0136384,-0.0011415,-0.67432
152,283.338,243.945,-0.820058,12.3263,0.0136318,-0.00122934,-0.73509
153,280.805,259.43,-0.875243,14.4401,0.0136252,0.0313086,-0.782384
154,279.336,266.43,-0.900342,15.69,0.0136186,0.0316445,-0.758241
155,277.435,272.526,-0.922356,17.3817,0.013612,0.0319804,-0.750326
156,272.75,284.004,-0.964484,21.7956,0.0136054,0.0323163,-0.855065
157,271.774,286.679,-0.974376,22.7159,0.0135988,0.0326521,-0.846379
158,265.359,290.956,-0.99054,29.0112,0.0135922,0.032988,-0.904333
159,263.748,291.969,-0.99443,30.5945,0.0135857,0.0333239,-0.904358
160,259.298,292.597,-0.996901,35.01,0.0135791,0.0336598,-0.907598
161,259.775,292.557,-0.9968,34.5208,0.0135725,0.0339956,-0.90689
162,260.096,292.626,-0.997116,34.1859,0.0135659,0.0343315,-0.906125
163,263.893,292.273,-0.995831,30.3865,0.0135593,0.0346674,-0.906814
164,261.911,292.662,-0.99737,32.3464,0.0135527,0.0350033,-0.907561
165,259.966,292.784,-0.997896,34.2724,0.0135461,0.0353391,-0.907606
166,259.726,292.824,-0.998106,34.4972,0.0135395,0.035675,-0.907519
167,259.966,292.859,-0.998295,34.2427,0.0135329,0.0360109,-0.907465
168,259.379,292.905,-0.998531,34.8143,0.0135263,0.0363467,-0.907572
169,259.416,292.924,-0.998665,34.7625,0.0135198,0.0366826,-0.907705
170,261.262,292.921,-0.998711,32.9034,0.0135132,0.0370185,-0.907899
171,259.06,292.956,-0.998909,35.087,0.0135066,0.0373544,-0.908223
172,260.796,292.967,-0.999011,33.3369,0.0135,0.0376902,-0.908462
173,262.909,292.973,-0.999096,31.2103,0.0134934,0.0380261,-0.908702
174,262.352,292.992,-0.999232,31.7497,0.0134868,0.038362,-0.908945
175,260.182,293.005,-0.999347,33.902,0.0134802,0.0386979,-0.909218
176,261.532,293.016,-0.999454,32.536,0.0134736,0.0390337,-0.909492
177,260.964,293.027,-0.999562,33.0869,0.013467,0.0393696,-0.909769
178,258.103,293.037,-0.999671,35.9291,0.0134605,0.0397055,-0.910048
179,258.741,293.048,-0.99978,35.2748,0.0134539,0.0400414,-0.910326
180,259.033,293.059,-0.999889,34.9652,0.0134473,0.0403772,-0.910605
expired,259.033,293.059,-0.999889,34.7062,,,-0.651643
0,293.98,165.657,-0.522646,12.0093,,,0
1,293.454,172.248,-0.545085,12.2584,0.0132822,0,0.0319156
2,295.239,165.521,-0.522282,11.2759,0.0133058,0,0.0476937
3,296.387,158.904,-0.499933,10.6548,0.0133293,0,0.0751085
4,297.595,158.846,-0.499718,10.0223,0.0133528,0,0.109769
5,294.881,165.336,-0.521708,11.3548,0.0133764,0,0.139089
6,295.736,165.283,-0.521509,10.8839,0.0133999,0,0.17004
7,297.972,150.538,-0.472003,9.73781,0.0134235,0,0.156172
8,298.674,150.468,-0.471751,9.37104,0.013447,0,0.197057
9,295.192,164.979,-0.520889,11.0574,0.0134706,0,0.159048
10,299.844,143.772,-0.450145,8.76413,0.0134941,0,0.0348948
11,300.88,137.508,-0.429308,8.27515,0.0135176,0,0.0631377
12,295.95,157.805,-0.497873,10.5673,0.0135412,0,-0.107319
13,295.473,164.35,-0.520003,10.775,0.0135647,0,-0.0718512
14,295.518,164.288,-0.519771,10.7174,0.0135883,0,-0.0313893
15,294.835,164.224,-0.519534,11.0294,0.0136118,0,0.0175783
16,290.357,182.918,-0.583897,13.4984,0.0136353,0,-0.118995
17,291.617,182.874,-0.583723,12.7257,0.0136589,0,-0.075055
18,289.791,189.953,-0.608128,13.7638,0.0136824,0,-0.0401839
19,289.306,189.917,-0.607977,14.0228,0.013706,0,0.00271627
20,291.964,177.382,-0.56502,12.4198,0.0137295,0,-0.00327236
21,298.415,148.496,-0.468197,9.04682,0.0137531,0,-0.268465
22,303.094,128.536,-0.402327,6.98518,0.0137766,0,-0.391898
23,306.624,104.626,-0.324332,5.66546,0.0138001,0,-0.48758
24,308.263,97.0251,-0.299662,5.10864,0.0138237,0,-0.458215
25,309.666,89.6175,-0.275729,4.66409,0.0138472,0,-0.43062
26,311.018,82.4004,-0.252513,4.26551,0.0138708,0,-0.401368
27,312.258,82.3079,-0.252207,3.92298,0.0138943,0,-0.368696
28,313.079,75.2614,-0.22969,3.69548,0.0139179,0,-0.34509
29,313.709,75.1703,-0.229391,3.52775,0.0139414,0,-0.319352
30,309.948,89.0645,-0.274209,4.42993,0.0139649,0,-0.355757
31,307.758,103.729,-0.321847,5.04656,0.0139885,0,-0.368549
32,306.327,111.324,-0.346628,5.47939,0.014012,0,-0.336918
33,304.122,119.104,-0.372195,6.22833,0.0140356,0,-0.317158
34,305.749,111.093,-0.345979,5.60857,0.0140591,0,-0.298388
35,306.621,103.301,-0.320553,5.28631,0.0140826,0,-0.273563
36,313.565,74.1233,-0.227488,3.35227,0.0141062,0,-0.561313
37,318.774,51.0528,-0.155107,2.35835,0.0141297,0,-0.749591
38,316.685,60.4132,-0.184658,2.67726,0.0141533,0,-0.742575
39,311.611,80.3994,-0.248789,3.71794,0.0141768,0,-0.843931
40,314.792,66.7194,-0.205322,2.97449,0.0142004,0,-0.888713
41,319.238,50.4493,-0.154348,2.17238,0.0142239,0,-0.996893
42,320.541,46.2439,-0.141222,1.95216,0.0142474,0,-0.975802
43,321.047,46.1658,-0.140973,1.85481,0.014271,0,-0.948114
44,326.036,30.1817,-0.0919422,1.25643,0.0142945,0,-1.05119
45,328.199,26.5193,-0.0807797,1.04602,0.0143181,0,-1.03851
46,326.326,29.5318,-0.0900078,1.17714,0.0143416,0,-1.01724
47,324.648,32.8706,-0.100289,1.32482,0.0143652,0,-1.01274
48,323.899,36.4797,-0.111427,1.38935,0.0143887,0,-1.00089
49,326.346,28.8742,-0.0881179,1.13584,0.0144122,0,-1.01858
50,326.309,28.6686,-0.0874843,1.12585,0.0144358,0,-1.0042
51,323.201,35.7286,-0.109325,1.41936,0.0144593,0,-1.02467
52,320.587,43.966,-0.135015,1.72147,0.0144829,0,-1.03956
53,320.335,43.7211,-0.134245,1.73789,0.0145064,0,-1.02024
54,320.827,43.4742,-0.13347,1.65704,0.0145299,0,-1.00369
55,322.628,38.8229,-0.119048,1.42349,0.0145535,0,-1.00875
56,322.472,38.5812,-0.118294,1.4255,0.014577,0,-0.99064
57,322.204,38.3384,-0.117535,1.43975,0.0146006,0,-0.971652
58,323.724,34.059,-0.104311,1.26063,0.0146241,0,-0.969611
59,327.117,23.5342,-0.0721325,0.947558,0.0146477,0,-1.00918
60,325.148,29.8285,-0.0914881,1.09692,0.0146712,0,-1.01552
61,323.859,33.2704,-0.102116,1.20424,0.0146947,0.0181544,-1.00524
62,321.465,36.9436,-0.113544,1.44497,0.0147183,0.01874,-1.00179
63,322.297,36.6457,-0.112621,1.33299,0.0147418,0.0193257,-0.984703
64,321.222,36.346,-0.11169,1.4378,0.0147654,0.0199113,-0.96893
65,318.563,44.8581,-0.138412,1.76291,0.0147889,0.0204969,-0.997628
66,320.298,39.9137,-0.122977,1.51064,0.0148125,0.0210825,-0.986282
67,320.219,39.5873,-0.12196,1.50183,0.014836,0.0216682,-0.968435
68,317.221,48.7237,-0.150764,1.89626,0.0148595,0.0222538,-0.997979
69,321.783,34.614,-0.106919,1.28378,0.0148831,0.0228394,-1.07436
70,320.778,38.4384,-0.118843,1.37908,0.0149066,0.023425,-1.06293
71,321.584,33.9755,-0.104968,1.27111,0.0149302,0.0240107,-1.05174
72,322.003,33.66,-0.103991,1.20868,0.0149537,0.0245963,-1.03414
73,322.695,29.624,-0.091487,1.12454,0.0149772,0.0251819,-1.0229
74,320.513,37.0228,-0.114574,1.33453,0.0150008,0.0257675,-1.03415
75,322.044,32.6846,-0.101106,1.15396,0.0150243,0.0263532,-1.0301
76,320.724,36.3417,-0.112512,1.27558,0.0150479,0.0269388,-1.01936
77,322.253,32.0014,-0.0990476,1.09663,0.0150714,0.0275244,-1.01369
78,318.672,39.7747,-0.123444,1.47,0.015095,0.02811,-1.03348
79,315.618,49.0877,-0.152956,1.87485,0.0151185,0.0286957,-1.06266
80,311.36,67.1363,-0.210928,2.63087,0.015142,0.0292813,-1.16928
81,313.735,60.0427,-0.188326,2.13195,0.0151656,0.0298669,-1.17383
82,312.419,59.5946,-0.1869,2.34645,0.0151891,0.0304525,-1.1429
83,314.276,52.9417,-0.165739,1.97364,0.0152127,0.0310382,-1.11973
84,316.121,46.7157,-0.146051,1.65322,0.0152362,0.0316238,-1.10749
85,317.108,41.1494,-0.128505,1.49081,0.0152598,0.0322094,-1.09131
86,317.098,40.7029,-0.127103,1.46523,0.0152833,0.032795,-1.06639
87,317.284,40.2514,-0.125686,1.41362,0.0153068,0.0333807,-1.04037
88,322.622,27.4239,-0.0859322,0.842748,0.0153304,0.0339663,-1.1425
89,320.283,30.7174,-0.0962198,1.02832,0.0153539,0.0345519,-1.12851
90,317.688,38.6988,-0.121349,1.28477,0.0153775,0.0351375,-1.13694
91,316.459,43.2278,-0.135667,1.41236,0.015401,0.0357232,-1.11754
92,316.889,37.7536,-0.118387,1.3308,0.0140272,0.00204237,-1.09285
93,316.964,37.3669,-0.117163,1.29808,0.0140206,0.00189108,-1.06781
94,316.508,41.9318,-0.131582,1.3311,0.014014,0.0017398,-1.04607
95,322.193,24.5645,-0.0776744,0.746907,0.0140074,0.00158851,-1.20857
96,321.966,24.2152,-0.0765867,0.746267,0.0140008,0.00143722,-1.1894
97,323.368,20.6626,-0.065598,0.630699,0.0139942,0.00128594,-1.1804
98,320.746,26.9936,-0.085334,0.808788,0.0139876,0.00113465,-1.18579
99,319.537,30.4794,-0.09624,0.895784,0.013981,0.000983363,-1.16864
100,320.995,26.2258,-0.0829852,0.753338,0.0139745,0.000832077,-1.1654
101,320.717,25.8467,-0.0818004,0.756805,0.0139679,0.00068079,-1.14488
102,322.63,22.0233,-0.0699467,0.602811,0.0139613,0.000529503,-1.14636
103,318.223,32.9758,-0.104362,0.939355,0.0139547,0.000378217,-1.17386
104,318.819,28.3826,-0.0899508,0.861289,0.0139481,0.00022693,-1.15675
105,316.404,36.8801,-0.116804,1.08542,0.0139415,7.56433e-05,-1.16256
106,314.51,41.8969,-0.132751,1.29126,0.0139349,-7.56433e-05,-1.14573
107,312.644,47.4073,-0.150371,1.53633,0.0139283,-0.00022693,-1.1415
108,311.379,53.457,-0.169794,1.71393,0.0139217,-0.000378217,-1.12709
109,313.688,46.3965,-0.147278,1.32716,0.0139152,-0.000529503,-1.13018
110,316.481,34.4683,-0.109583,0.963261,0.0139086,-0.00068079,-1.17578
111,316.68,34,-0.1081,0.920841,0.013902,-0.000832077,-1.15383
112,318.725,24.8689,-0.0794463,0.713463,0.0138954,-0.000983363,-1.1661
113,320.358,20.9053,-0.0670708,0.573636,0.0138888,-0.00113465,-1.15493
114,319.755,20.5013,-0.0658045,0.599658,0.0138822,-0.00128594,-1.13963
115,319.975,20.0953,-0.064533,0.566907,0.0138756,-0.00143722,-1.12053
116,320.761,19.6867,-0.0632565,0.499539,0.013869,-0.00158851,-1.10301
117,320.103,19.2775,-0.0619754,0.524599,0.0138624,-0.0017398,-1.08559
118,320.183,18.8667,-0.0606898,0.502844,0.0138558,-0.00189108,-1.06798
119,323.129,12.9124,-0.0422604,0.333948,0.0138493,-0.00204237,-1.07707
120,326.246,8.40763,-0.0284506,0.211555,0.0138427,-0.00219366,-1.08581
121,325.21,10.0097,-0.0333756,0.233645,0.0138361,-0.00234494,-1.07806
122,328.039,6.22587,-0.02184,0.150794,0.0138295,0.00140582,-1.08927
123,329.785,4.63061,-0.0170021,0.112261,0.0138229,0.00131798,-1.08868
124,329.675,4.41127,-0.0163363,0.1077,0.0138163,0.00123014,-1.08208
125,328.826,4.19442,-0.0156763,0.114957,0.0138097,0.0011423,-1.07532
126,327.567,5.21272,-0.0187846,0.130475,0.0138031,0.00105446,-1.07096
127,325.237,8.04798,-0.0275016,0.175026,0.0137965,0.000966626,-1.07156
128,325.652,6.09841,-0.021514,0.156143,0.0137899,0.000878787,-1.06381
129,325.058,7.41222,-0.0255551,0.161312,0.0137834,0.000790948,-1.056
130,323.302,8.93363,-0.0302602,0.199669,0.0137768,0.00070311,-1.0492
131,323.263,8.57992,-0.029165,0.190572,0.0137702,0.000615271,-1.0386
132,326.392,4.97503,-0.0181194,0.109034,0.0137636,0.000527432,-1.04802
133,325.63,4.70161,-0.0172792,0.116482,0.013757,0.000439594,-1.04148
134,323.384,7.47549,-0.0258563,0.157147,0.0137504,0.000351755,-1.04317
135,326.465,4.12999,-0.0156078,0.0878664,0.0137438,0.000263916,-1.05327
136,326.663,3.85857,-0.0147764,0.0790941,0.0137372,0.000176077,-1.04743
137,323.915,6.3504,-0.0224688,0.119058,0.0137306,8.82387e-05,-1.04665
138,325.6,3.31505,-0.0131458,0.0824433,0.013724,4e-07,-1.04764
139,322.01,7.34393,-0.025657,0.144084,0.0137175,-8.74387e-05,-1.06197
140,322.657,5.24952,-0.019165,0.120638,0.0137109,-0.000175277,-1.05485
141,329.431,1.01209,-0.00630154,0.0308525,0.0137043,-0.000263116,-1.09468
142,328.299,1.47062,-0.00769809,0.0351698,0.0136977,-0.000350955,-1.09183
143,328.174,1.28039,-0.00711825,0.0326344,0.0136911,-0.000438794,-1.08827
144,329.71,0.549423,-0.0049011,0.0214799,0.0136845,-0.000526632,-1.088
145,328.334,0.91695,-0.0060204,0.0256667,0.0136779,-0.000614471,-1.08542
146,327.697,0.747707,-0.00550382,0.0260862,0.0136713,-0.00070231,-1.08197
147,327.983,0.585683,-0.00500972,0.0219211,0.0136647,-0.000790148,-1.07934
148,326.919,0.965859,-0.00617255,0.0247384,0.0136581,-0.000877987,-1.0768
149,325.691,0.780136,-0.00560218,0.0288246,0.0136516,-0.000965826,-1.07327
150,328.193,0.145492,-0.00366832,0.0143742,0.013645,-0.00105366,-1.0728
151,328.694,-0.293649,-0.00233228,0.0111395,0.0136384,-0.0011415,-1.07139
152,329.595,-0.386804,-0.00204967,0.00767478,0.0136318,-0.00122934,-1.07004
153,329.743,-0.473013,-0.00178844,0.00631267,0.0136252,0.0313086,-1.06905
154,332.3,-0.825854,-0.000726839,0.00271841,0.0136186,0.0316445,-1.0701
155,332.07,-0.865791,-0.000606728,0.00235572,0.013612,0.0319804,-1.06962
156,331.648,-0.900911,-0.000500985,0.0021503,0.0136054,0.0323163,-1.06921
157,327.225,-0.620576,-0.00135784,0.00577386,0.0135988,0.0326521,-1.07067
158,327.625,-0.695196,-0.00113027,0.00415797,0.0135922,0.032988,-1.06966
159,325.95,-0.609458,-0.00139349,0.00540201,0.0135857,0.0333239,-1.06907
160,325.755,-0.690914,-0.00114364,0.00459082,0.0135791,0.0336598,-1.06805
161,330.502,-0.987378,-0.000246807,0.000848877,0.0135725,0.0339956,-1.0698
162,331.48,-1.02993,-0.000118584,0.000470116,0.0135659,0.0343315,-1.0697
163,332.155,-1.04026,-8.76114e-05,0.000267152,0.0135593,0.0346674,-1.06962
164,334.316,-1.05649,-3.91648e-05,9.32714e-05,0.0135527,0.0350033,-1.06968
165,335.336,-1.06414,-1.64784e-05,4.30589e-05,0.0135461,0.0353391,-1.06971
166,335.235,-1.06605,-1.09196e-05,2.84479e-05,0.0135395,0.035675,-1.06973
167,331.495,-1.06303,-2.01278e-05,7.08658e-05,0.0135329,0.0360109,-1.06978
168,332.032,-1.06549,-1.28403e-05,3.54284e-05,0.0135263,0.0363467,-1.06979
169,330.394,-1.06514,-1.40355e-05,4.00794e-05,0.0135198,0.0366826,-1.06981
170,330.123,-1.06705,-8.35719e-06,2.60787e-05,0.0135132,0.0370185,-1.06984
