tau,s_tmp,cash,delta,pv,r,q,PL
0,297.22,0.660161,0.00112725,0.995202,,,0
1,294.98,0.611585,0.00129203,0.992711,0.0179022,0,-2.12298e-06
2,295.856,0.638518,0.0012011,0.993978,0.0179066,0,-0.000106468
3,294.573,0.614185,0.00128381,0.992582,0.0179111,0,-0.000220434
4,295.735,0.641124,0.00119282,0.994206,0.0179155,0,-0.000322634
5,291.233,0.562008,0.00146459,0.988431,0.0179199,0,0.000113329
6,294.476,0.618988,0.00127119,0.993031,0.0179244,0,0.00029135
7,293.163,0.593315,0.00135886,0.991519,0.0179288,0,0.000164583
8,297.255,0.67202,0.00109419,0.996664,0.0179332,0,0.000608833
9,292.396,0.597206,0.00135017,0.990876,0.0179377,0,0.00111329
10,292.806,0.59853,0.00134575,0.991642,0.0179421,0,0.000930127
11,291.625,0.571445,0.00143872,0.990204,0.0179465,0,0.000808578
12,295.366,0.654299,0.0011583,0.995238,0.017951,0,0.00118446
13,293.48,0.603295,0.0013322,0.993101,0.0179554,0,0.00116976
14,294.869,0.631769,0.00123574,0.995018,0.0179598,0,0.00113238
15,292.753,0.606273,0.00132294,0.992561,0.0179643,0,0.00100528
16,293.219,0.607684,0.00131823,0.993352,0.0179687,0,0.000860571
17,294.589,0.636127,0.00122177,0.995253,0.0179731,0,0.000796299
18,297.611,0.687208,0.00105024,0.998799,0.0179776,0,0.00097382
19,300.339,0.732506,0.000899536,1.00159,0.017982,0,0.00108051
20,295.303,0.666954,0.00112164,0.996651,0.0179864,0,0.00152678
21,294.32,0.643146,0.00120264,0.995697,0.0179909,0,0.00141026
22,291.554,0.589686,0.00138611,0.992345,0.0179953,0,0.00146785
23,288.394,0.551865,0.00151736,0.987976,0.0179997,0,0.00148592
24,293.325,0.621824,0.00127895,0.995048,0.0180042,0,0.00192348
25,292.608,0.623328,0.00127391,0.994348,0.0180086,0,0.00173693
26,290.276,0.5743,0.00144292,0.991379,0.018013,0,0.00176633
27,288.736,0.559305,0.00149495,0.989359,0.0180175,0,0.00159211
28,286.501,0.54435,0.00154763,0.986304,0.0180219,0.0933255,0.0014428
29,285.794,0.528357,0.00160411,0.98555,0.0180263,0.0999914,0.00125125
30,285.977,0.531232,0.00159461,0.986206,0.0180307,0.106657,0.00104899
31,277.69,0.426238,0.0019733,0.972,0.0180352,0.113323,0.00220428
32,277.644,0.428814,0.00196475,0.972371,0.0180396,0.119989,0.0019429
33,276.335,0.406727,0.00204543,0.970223,0.018044,0.126655,0.00172954
34,276.605,0.409417,0.00203653,0.971267,0.0180485,0.133321,0.00146408
35,278.535,0.436271,0.00194021,0.975343,0.0180529,0.00388886,0.00134535
36,279.104,0.462306,0.00184702,0.976708,0.0180573,0.00277777,0.00110937
37,279.382,0.464076,0.00184078,0.977518,0.0180618,0.00166668,0.000837888
38,278.727,0.465885,0.00183437,0.976573,0.0180662,0.000555594,0.000601333
39,277.761,0.443207,0.0019161,0.975041,0.0180706,-0.000555494,0.000383754
40,272.855,0.384976,0.00212958,0.965263,0.0180751,-0.00166658,0.000780478
41,269.029,0.339611,0.00229826,0.957105,0.0180795,-0.00277767,0.000805825
42,271.56,0.37343,0.00217377,0.963113,0.0180839,-0.00388876,0.00062461
43,276.146,0.426942,0.00198006,0.973071,0.0180884,0.00198468,0.000657326
44,273.294,0.394069,0.00210043,0.967533,0.0180928,0.00119107,0.000571284
45,275.002,0.413648,0.00202931,0.971405,0.0180972,0.000397466,0.000306952
46,272.203,0.380294,0.00215192,0.965775,0.0181017,-0.000396141,0.000277356
47,272.97,0.397815,0.00208779,0.967605,0.0181061,-0.00118975,0.000114325
48,272.979,0.398182,0.00208651,0.967828,0.0181105,-0.00198335,-7.28615e-05
49,275.902,0.436057,0.00194929,0.974004,0.018115,-0.00277696,-0.00013503
50,277.259,0.460612,0.00186081,0.976839,0.0181194,0.0024998,-0.000299756
51,279.136,0.484655,0.00177477,0.980507,0.0181238,0.00194425,-0.000449453
52,276.921,0.437772,0.00194417,0.976605,0.0181283,0.00138871,-0.000452537
53,275.579,0.417594,0.00201747,0.974188,0.0181327,0.000833159,-0.000621322
54,278.541,0.463334,0.00185333,0.98003,0.0181371,0.000277612,-0.000466516
55,279.091,0.487546,0.00176666,0.981225,0.0181416,-0.000277935,-0.000619508
56,276.863,0.440269,0.00193751,0.97731,0.018146,-0.000833482,-0.000616971
57,276.345,0.440739,0.00193588,0.976526,0.0181504,-0.00138903,-0.00081751
58,285.791,0.580012,0.00144862,0.992516,0.0181548,-0.00194458,0.00149812
59,286.581,0.601031,0.00137536,0.993812,0.0181593,-0.00250012,0.00137211
60,284.553,0.560753,0.00151704,0.991091,0.0181637,0.00453701,0.00133885
61,281.407,0.517341,0.00167142,0.986381,0.0181681,0.00423455,0.00130903
62,279.09,0.494819,0.00175223,0.98264,0.0181726,0.00393208,0.00120792
63,277.798,0.471492,0.00183631,0.980523,0.018177,0.00362962,0.00109052
64,280.379,0.519734,0.00166435,0.98528,0.0181814,0.00332716,0.00110198
65,280.129,0.496965,0.00174573,0.985059,0.0181859,0.0030247,0.000936353
66,278.906,0.49759,0.00174359,0.983143,0.0181903,0.00272223,0.000745278
67,283.171,0.567134,0.0014981,0.990383,0.0181947,0.00241977,0.000970052
68,280.506,0.523152,0.00165501,0.986316,0.0181992,0.00211731,0.00107563
69,280.205,0.52383,0.00165269,0.986011,0.0182036,0.00181484,0.000910714
70,282.563,0.547628,0.00156857,0.99005,0.018208,0.00151238,0.000797297
71,283.299,0.570738,0.0014871,0.991373,0.0182125,0.00120992,0.000657174
72,278.779,0.50274,0.00173111,0.98417,0.0182169,0.000907454,0.00116801
73,281.511,0.527474,0.00164334,0.988983,0.0182213,0.000604991,0.00110982
74,277.999,0.479449,0.00181619,0.983208,0.0182258,0.000302528,0.00114044
75,272.449,0.39793,0.00211549,0.972511,0.0182302,6.44829e-08,0.0017817
76,272.799,0.416058,0.00204911,0.973455,0.0182346,-0.000302399,0.00159757
77,274.979,0.434081,0.00198364,0.978115,0.0182391,-0.000604862,0.00142459
78,276.626,0.456659,0.00190209,0.981531,0.0182435,-0.000907325,0.00129577
79,274.645,0.435544,0.00197905,0.977896,0.0182479,-0.00120979,0.00118395
80,276.339,0.458193,0.00189716,0.981435,0.0182524,-0.00151225,0.00101722
81,279.072,0.510858,0.00170852,0.986601,0.0182568,-0.00181471,0.0010565
82,276.734,0.46005,0.0018922,0.982613,0.0182612,-0.00211718,0.001072
83,281.098,0.538045,0.0016148,0.990397,0.0182657,-0.00241964,0.00156537
84,277.775,0.488905,0.00179179,0.984969,0.0182701,-0.0027221,0.00165143
85,280.17,0.540198,0.00160879,0.9893,0.0182745,-0.00302457,0.00163139
86,279.851,0.516301,0.00169426,0.988985,0.0182789,-0.00332703,0.00145599
87,281.612,0.542092,0.00160275,0.992032,0.0182834,-0.00362949,0.00141383
88,277.055,0.466088,0.00187716,0.984524,0.0182878,-0.00393196,0.00164055
89,279.695,0.519666,0.00168566,0.989366,0.0182922,-0.00423442,0.00177168
90,280.585,0.545494,0.00159368,0.991036,0.0182967,-0.00453688,0.00162221
91,283.134,0.593842,0.00142303,0.995157,0.0183011,0.00211756,0.001593
92,284.946,0.617185,0.00134122,0.997923,0.0173885,0.00196633,0.00143693
93,287.475,0.639729,0.00126291,1.00139,0.0173732,0.00181511,0.00139049
94,288.092,0.661308,0.00118811,1.00234,0.0173578,0.00166389,0.00125474
95,290.471,0.682044,0.00111684,1.00523,0.0173425,0.00151266,0.00121895
96,288.753,0.663787,0.00118018,1.00349,0.0173271,0.00136144,0.00107639
97,289.778,0.684523,0.00110874,1.00485,0.0173118,0.00121022,0.000960786
98,291.311,0.709046,0.00102467,1.00667,0.0172964,0.00105899,0.00086957
99,290.803,0.710289,0.00102051,1.00631,0.0172811,0.000907772,0.000744913
