PX, uold3
399.813,1.06921
401.283,1.06921
402.753,1.06921
404.222,1.06921
405.692,1.06921
407.162,1.06921
408.632,1.06921
410.102,1.06921
411.572,1.06921
413.042,1.06921
414.512,1.06921
415.982,1.06921
417.452,1.06921
418.921,1.06921
420.391,1.06921
421.861,1.06921
423.331,1.06921
424.801,1.06921
426.271,1.06921
427.741,1.06921
429.211,1.06921
430.681,1.06921
432.151,1.06921
433.62,1.06921
435.09,1.06921
436.56,1.06921
438.03,1.06921
439.5,1.06921
440.97,1.06921
442.44,1.06921
443.91,1.06921
445.38,1.06921
446.85,1.06921
448.319,1.06921
449.789,1.06921
451.259,1.06921
452.729,1.06921
454.199,1.06921
455.669,1.06921
457.139,1.06921
458.609,1.06921
460.079,1.06921
461.549,1.06921
463.018,1.06921
464.488,1.06921
465.958,1.06921
467.428,1.06921
468.898,1.06921
470.368,1.06921
471.838,1.06921
473.308,1.06921
474.778,1.06921
476.248,1.06921
477.717,1.06921
479.187,1.06921
480.657,1.06921
482.127,1.06921
483.597,1.06921
485.067,1.06921
486.537,1.06921
488.007,1.06921
489.477,1.06921
490.947,1.06921
492.416,1.06921
493.886,1.06921
495.356,1.06921
496.826,1.06921
498.296,1.06921
499.766,1.06921
501.236,1.06921
502.706,1.06921
504.176,1.06921
505.646,1.06921
507.115,1.06921
508.585,1.06921
510.055,1.06921
511.525,1.06921
512.995,1.06921
514.465,1.06921
515.935,1.06921
517.405,1.06921
518.875,1.06921
520.345,1.06921
521.814,1.06921
523.284,1.06921
524.754,1.06921
526.224,1.06921
527.694,1.06921
529.164,1.06921
530.634,1.06921
532.104,1.06921
533.574,1.06921
535.044,1.06921
536.513,1.06921
537.983,1.06921
539.453,1.06921
540.923,1.06921
542.393,1.06921
543.863,1.06921
545.333,1.06921
546.803,1.06921
548.273,1.06921
549.743,1.06921
551.213,1.06921
552.682,1.06921
554.152,1.06921
555.622,1.06921
557.092,1.06921
558.562,1.06921
560.032,1.06921
561.502,1.06921
562.972,1.06921
564.442,1.06921
565.912,1.06921
567.381,1.06921
568.851,1.06921
570.321,1.06921
571.791,1.06921
573.261,1.06921
574.731,1.06921
576.201,1.06921
577.671,1.06921
579.141,1.06921
580.611,1.06921
582.08,1.06921
583.55,1.06921
585.02,1.06921
586.49,1.06921
587.96,1.06921
