tau,s_tmp,cash,delta,pv,r,q,PL
130,296.994,0.249988,0.00245089,0.978186,0.0168055,0.176737,-0.000298427
131,297.107,0.250292,0.00245111,0.978983,0.0167901,0.179165,-0.000449705
132,295.113,0.223749,0.00254231,0.974468,0.0167748,0.181593,-0.000450766
133,296.214,0.223766,0.00254357,0.977801,0.0167595,0.18402,-0.000593933
134,297.86,0.251323,0.00245239,0.982388,0.0167441,0.186448,-0.000597472
135,297.592,0.251491,0.00245313,0.982285,0.0167288,0.188876,-0.000762268
136,294.661,0.198287,0.00263501,0.975435,0.0167134,0.191303,-0.000711971
137,292.51,0.174914,0.00271635,0.970232,0.0166981,0.193731,-0.000758374
138,291.168,0.153874,0.0027901,0.967069,0.0166827,0.196158,-0.000807196
139,289.732,0.136989,0.00284992,0.963551,0.0166674,0.198586,-0.000849229
140,289.651,0.136151,0.0028544,0.963863,0.0166521,0.201014,-0.000930703
141,287.887,0.123066,0.00290147,0.959313,0.0166367,0.203441,-0.000951968
142,285.951,0.10266,0.00297449,0.954167,0.0166214,0.205869,-0.000949551
143,284.958,0.102059,0.00297831,0.951758,0.016606,0.208297,-0.00100532
144,288.29,0.120408,0.0029164,0.962156,0.0165907,0.210724,-0.000979227
145,287.452,0.10927,0.00295687,0.960258,0.0165753,0.213152,-0.00102998
146,287.285,0.108276,0.00296209,0.960333,0.01656,0.215579,-0.00109224
147,290.089,0.128671,0.00289357,0.969104,0.0165447,0.218007,-0.00103957
148,289.676,0.12715,0.00290059,0.968506,0.0165293,0.220435,-0.0011243
149,292.809,0.163572,0.00277799,0.978045,0.016514,0.222862,-0.00105144
150,289.677,0.124076,0.00291608,0.969714,0.0164986,0.22529,-0.000916185
151,288.451,0.109766,0.00296576,0.966198,0.0164833,0.00672301,-0.000954405
152,290.443,0.11688,0.00294134,0.972152,0.0164679,0.00624279,-0.000980806
153,290.342,0.11309,0.00295445,0.971957,0.0164526,0.00576258,-0.001064
154,291.649,0.122974,0.00292063,0.975886,0.0164373,0.00528237,-0.0011138
155,289.558,0.105314,0.00298167,0.969809,0.0164219,0.00480216,-0.00112754
156,290.716,0.113337,0.00295413,0.97334,0.0164066,0.00432195,-0.00119085
157,289.169,0.0971451,0.00301017,0.968771,0.0163912,0.00384174,-0.00117774
158,288.802,0.087665,0.00304304,0.96771,0.0163759,0.00336153,-0.00120941
159,285.156,0.0829337,0.00305967,0.956601,0.0163605,0.00288132,-0.00118417
160,285.767,0.0820193,0.0030629,0.958479,0.0163452,0.00240111,-0.00118285
161,287.408,0.079098,0.0030731,0.96352,0.0163299,0.0019209,-0.00119003
162,291.693,0.0799046,0.00307035,0.976731,0.0163145,0.00144069,-0.00122541
163,293.364,0.0828676,0.00306027,0.981909,0.0162992,0.00096048,-0.00126729
164,289.491,0.0663844,0.00311723,0.969964,0.0162838,0.00048027,-0.00116946
165,290.274,0.0619233,0.00313261,0.972406,0.0162685,5.96318e-08,-0.0011677
166,288.565,0.0648968,0.00312231,0.967021,0.0162532,-0.000480151,-0.00113461
167,289.633,0.0534043,0.00316199,0.970331,0.0162378,-0.000960361,-0.00110979
168,291.699,0.039165,0.0032108,0.976882,0.0162225,-0.00144057,-0.00112931
169,292.406,0.0233648,0.00326483,0.97915,0.0162071,-0.00192078,-0.00113076
170,292.104,0.0113693,0.00330587,0.978121,0.0161918,-0.00240099,-0.00109277
171,293.554,-0.00690009,0.00336808,0.982909,0.0161764,-0.0028812,-0.00109449
172,295.566,-0.0170212,0.0034023,0.989786,0.0161611,-0.00336141,-0.00120455
173,294.877,-0.0475441,0.00350577,0.987444,0.0161458,-0.00384162,-0.0012175
174,295.182,-0.0741314,0.00359579,0.988542,0.0161304,-0.00432183,-0.00126057
175,292.401,-0.0555728,0.00353226,0.978431,0.0161151,-0.00480204,-0.00116659
176,293.603,-0.123275,0.00376279,0.982501,0.0160997,-0.00528225,-0.00100848
177,293.606,-0.152071,0.00386079,0.982216,0.0160844,-0.00576247,-0.000735186
178,293.532,-0.181161,0.00395981,0.981538,0.016069,-0.00624268,-0.000368565
179,296.39,-0.320491,0.0044298,0.993106,0.0160537,-0.00672289,-0.000649561
180,294.602,-0.225479,0.0041073,0.984636,0.0160384,0.00514519,-9.55638e-05
181,290.896,0.110042,0.00295392,0.971011,0.016023,0.00480218,-0.00168643
182,291.626,0.169667,0.00274951,0.972641,0.0160077,0.00445917,-0.00114465
183,290.998,0.232861,0.00253241,0.970649,0.0163945,0.00411617,-0.000862336
184,288.592,0.239296,0.00251017,0.964698,0.0163836,0.00377316,-0.000986912
185,289.664,0.256091,0.00245225,0.967485,0.0163726,0.00343015,-0.0010652
186,286.114,0.221757,0.00257231,0.958624,0.0163616,0.00308714,-0.000892735
187,287.35,0.221323,0.00257388,0.961932,0.0163507,0.00274414,-0.00100542
188,287.797,0.237977,0.00251606,0.963193,0.0163397,0.00240113,-0.00110069
189,284.928,0.203759,0.00263621,0.955871,0.0163288,0.00205812,-0.000982966
190,279.979,0.138323,0.00286997,0.942371,0.0163178,0.00171511,-0.000517249
191,278.882,0.137786,0.00287193,0.939331,0.0163068,0.00137211,-0.000616175
192,275.891,0.106275,0.00298617,0.930613,0.0162959,0.0010291,-0.000479897
193,274.192,0.092382,0.00303686,0.925556,0.0162849,0.000686092,-0.000490332
194,271.712,0.0694902,0.00312113,0.917981,0.016274,0.000343084,-0.000441096
195,270.119,0.0581514,0.00316312,0.913047,0.016263,7.67822e-08,-0.000476304
196,272.268,0.0684027,0.00312548,0.919892,0.0162521,-0.000342931,-0.000521551
197,269.529,0.0465822,0.00320644,0.911332,0.0162411,-0.000685938,-0.000521672
198,274.269,0.090149,0.00304759,0.926254,0.0162301,-0.00102895,-0.000244927
199,274.406,0.0895501,0.00304978,0.926765,0.0162192,-0.00137195,-0.00033731
200,272.984,0.0775966,0.00309357,0.922466,0.0162082,-0.00171496,-0.000374969
201,271.455,0.0659294,0.00313654,0.917766,0.0161973,-0.00205797,-0.000406803
202,269.507,0.0440855,0.00321758,0.911656,0.0161863,-0.00240098,-0.000409242
203,270.648,0.0540064,0.00318091,0.915377,0.0161753,-0.00274398,-0.000463638
204,268.774,0.0429285,0.00322211,0.909452,0.0161644,-0.00308699,-0.000504144
205,268.919,0.0423101,0.00322438,0.909995,0.0161534,-0.00343,-0.00058631
206,268.919,0.0416885,0.00322667,0.910067,0.0161425,-0.003773,-0.000665681
207,271.641,0.0624587,0.00315018,0.918832,0.0161315,-0.00411601,-0.00065544
208,270.062,0.0510643,0.00319234,0.913883,0.0161205,-0.00445902,-0.000688351
209,269.196,0.0399562,0.00323357,0.911172,0.0161096,-0.00480203,-0.000750698
210,270.763,0.0500328,0.0031966,0.916347,0.0160986,0.0272483,-0.000791628
211,265.343,0.0193443,0.00331251,0.898819,0.0160877,0.0272138,-0.000524512
212,267.303,0.028749,0.00327757,0.905443,0.0160767,0.0271793,-0.000589194
213,266.993,0.0282718,0.00327961,0.904564,0.0160658,0.0271448,-0.000659185
214,272.815,0.0709287,0.0031235,0.923446,0.0160548,0.0271103,-0.000379825
215,268.25,0.0382342,0.00324562,0.908971,0.0160438,0.0270758,-9.83094e-05
216,267.841,0.0275476,0.00328577,0.907779,0.0160329,0.0270413,-0.00016816
217,266.845,0.0270608,0.00328784,0.904643,0.0160219,0.0270068,-0.000237993
218,266.731,0.0166813,0.003327,0.904407,0.016011,0.0269723,-0.000311335
219,265.461,0.0161872,0.00332911,0.900324,0.016,0.0269378,-0.000387263
220,266.751,0.015687,0.00333123,0.904756,0.015989,0.0269033,-0.000459118
221,263.934,0.0056922,0.00336935,0.895462,0.0159781,0.0268688,-0.000483688
222,263.776,-0.00398975,0.0034063,0.895062,0.0159671,0.0268343,-0.000550284
223,262.024,-0.0132906,0.00344205,0.88922,0.0159562,0.0267998,-0.000611294
224,263.949,0.00425153,0.00337584,0.895919,0.0159452,0.0267653,-0.000617504
225,262.084,-0.0141256,0.00344621,0.889688,0.0159342,0.0267308,-0.000617982
226,265.408,0.0129437,0.00334447,0.901115,0.0159233,0.0266963,-0.000523183
227,265.019,0.00292626,0.00338251,0.899944,0.0159123,0.0266618,-0.000587713
228,267.935,0.0218095,0.00331228,0.909813,0.0159014,0.0266273,-0.00052781
229,269.988,0.0423431,0.00323647,0.916676,0.0158904,0.0265928,-0.000524513
230,264.642,0.0019624,0.0033893,0.899068,0.0158795,0.0265583,-0.0001538
231,263.977,0.00143755,0.00339154,0.896933,0.0158685,0.0265238,-0.000207899
232,262.888,-0.0080309,0.0034278,0.89334,0.0158575,0.0264893,-0.000243322
233,262.064,-0.0170821,0.00346258,0.890624,0.0158466,0.0264548,-0.000287083
234,265.508,0.00944704,0.00336291,0.902508,0.0158356,0.0264203,-0.000179902
235,263.945,-0.000410416,0.00340051,0.897329,0.0158247,0.0263858,-0.000193134
236,265.584,0.00842092,0.0033675,0.903024,0.0158137,0.0263513,-0.000249344
237,264.309,-0.00142713,0.003405,0.898827,0.0158027,0.0263168,-0.000281008
238,265.319,0.00736899,0.00337209,0.902384,0.0157918,0.0262823,-0.000334831
239,265.255,-0.00248815,0.0034095,0.902296,0.0157808,0.0262478,-0.000397499
240,261.576,-0.0203364,0.00347776,0.889729,0.0157699,0.00337272,-0.000366187
241,261.785,-0.0209209,0.00348002,0.890516,0.0157589,0.00314789,-0.000418988
242,262.689,-0.0130826,0.00345021,0.893712,0.0157479,0.00292305,-0.000462779
243,265.925,0.00442863,0.00338438,0.904859,0.015737,0.00269821,-0.000438746
244,267.334,0.0134286,0.00335074,0.90968,0.015726,0.00247337,-0.000484846
245,268.103,0.0127411,0.00335333,0.912324,0.0157151,0.00224854,-0.000546236
246,265.477,0.00250821,0.00339189,0.903542,0.0157041,0.0020237,-0.000564017
247,266.095,0.00184588,0.0033944,0.905715,0.0156932,0.00179886,-0.00063643
248,268.474,0.0207951,0.00332383,0.913787,0.0156822,0.00157402,-0.000629282
249,267.102,0.0101501,0.0033637,0.909256,0.0156712,0.00134919,-0.000654661
250,267.729,0.00945743,0.0033663,0.911439,0.0156603,0.00112435,-0.000725434
251,270.373,0.0291719,0.0032934,0.920317,0.0156493,0.000899511,-0.000699535
252,272.59,0.0393046,0.00325623,0.927635,0.0156384,0.000674674,-0.000713994
253,269.573,0.017455,0.0033373,0.917814,0.0156274,0.000449836,-0.00071412
254,269.017,0.0167295,0.00334,0.916041,0.0156164,0.000224999,-0.000794638
255,270.223,0.0263014,0.00330458,0.92012,0.0156055,1.61057e-07,-0.00084527
256,272.748,0.0475535,0.00322666,0.928473,0.0155945,-0.000224676,-0.000853627
257,270.221,0.0249819,0.0033102,0.920259,0.0155836,-0.000449514,-0.000792366
258,266.786,0.00446021,0.00338712,0.908777,0.0155726,-0.000674351,-0.000681887
259,263.687,-0.0225668,0.00348961,0.898173,0.0155616,-0.000899189,-0.000576252
260,262.016,-0.0311463,0.00352233,0.892385,0.0155507,-0.00112403,-0.000623711
261,264.702,-0.015303,0.00346246,0.901804,0.0155397,-0.00134886,-0.000585974
262,262.263,-0.0321466,0.00352667,0.89335,0.0155288,-0.0015737,-0.000581262
263,261.83,-0.0327168,0.00352883,0.891876,0.0155178,-0.00179854,-0.000640444
264,265.512,-0.00829214,0.00343681,0.904761,0.0155068,-0.00202338,-0.000539378
265,264.79,-0.0175872,0.00347189,0.90232,0.0154959,-0.00224821,-0.000585274
266,267.874,-0.000428989,0.00340781,0.912962,0.0154849,-0.00247305,-0.000526844
267,268.653,0.00834188,0.00337514,0.915663,0.015474,-0.00269789,-0.000580227
268,267.346,-0.00176989,0.00341294,0.911279,0.015463,-0.00292273,-0.000614192
269,264.82,-0.0198519,0.00348119,0.902624,0.0154521,-0.00314756,-0.000588248
270,262.017,-0.0362253,0.00354364,0.892842,0.0154411,-0.0033724,-0.00057367
271,258.889,-0.049284,0.0035941,0.881749,0.0154301,0.00251823,-0.000560303
272,259.328,-0.0439457,0.00357353,0.883373,0.0154192,0.00233836,-0.00060219
273,258.881,-0.0502452,0.00359788,0.88182,0.0154082,0.00215849,-0.000642591
274,255.034,-0.0613679,0.0036415,0.86793,0.0156978,0.00197862,-0.000591127
275,254.86,-0.0667559,0.00366265,0.867335,0.015689,0.00179875,-0.000628127
276,254.283,-0.067189,0.00366436,0.865266,0.0156803,0.00161888,-0.000671438
277,252.9,-0.072264,0.00368443,0.860225,0.0156715,0.00143901,-0.000696873
278,250.192,-0.0811476,0.00371994,0.850243,0.0156627,0.00125914,-0.000692277
279,249.047,-0.0815481,0.00372154,0.846012,0.015654,0.00107927,-0.000721211
280,251.526,-0.0778251,0.00370673,0.855254,0.0156452,0.000899399,-0.000738541
281,250.267,-0.0823327,0.00372474,0.850612,0.0156364,0.000719528,-0.000765605
282,252.875,-0.0742202,0.00369265,0.860306,0.0156277,0.000539658,-0.000747233
283,247.65,-0.0867732,0.00374333,0.840895,0.0156189,0.000359787,-0.000633093
284,243.205,-0.0961751,0.00378197,0.824165,0.0156101,0.000179916,-0.000545236
285,251.185,-0.079296,0.00371476,0.854144,0.0156014,4.58268e-08,-0.000347977
286,250.539,-0.0796984,0.00371635,0.851767,0.0155926,-0.000179825,-0.000374752
287,249.854,-0.0841761,0.00373425,0.849242,0.0155838,-0.000359695,-0.000399526
288,249.303,-0.0845742,0.00373583,0.847208,0.0155751,-0.000539566,-0.000427979
289,248.069,-0.0887814,0.00375277,0.842609,0.0155663,-0.000719436,-0.000444431
290,248.218,-0.0891778,0.00375434,0.843191,0.0155575,-0.000899307,-0.000473217
291,250.345,-0.0857325,0.00374055,0.851175,0.0155488,-0.00107918,-0.000478247
292,248.919,-0.0899553,0.00375749,0.845862,0.01554,-0.00125905,-0.000506925
293,247.608,-0.0903532,0.00375907,0.840957,0.0155312,-0.00143892,-0.000535483
294,250.76,-0.0828086,0.00372895,0.852798,0.0155225,-0.00161879,-0.000535474
295,249.843,-0.0872882,0.00374685,0.849393,0.0155137,-0.00179866,-0.000558279
296,249.445,-0.0876902,0.00374842,0.847923,0.0155049,-0.00197853,-0.000588028
297,247.351,-0.0954631,0.00377981,0.840062,0.0154962,-0.0021584,-0.000585793
298,248.404,-0.0922911,0.003767,0.844051,0.0154874,-0.00233827,-0.000603921
299,248.31,-0.0926994,0.0037686,0.843715,0.0154786,-0.00251814,-0.000633123
300,251.031,-0.0851152,0.00373835,0.85395,0.0154699,-0.00269801,-0.000623983
301,250.188,-0.0895687,0.00375647,0.850904,0.0154611,0.0332289,-0.000648347
302,248.15,-0.0937671,0.00377372,0.84335,0.0154523,0.0332882,-0.000668543
303,251.513,-0.0860445,0.00374334,0.856096,0.0154436,0.0333474,-0.000640954
304,250.9,-0.0863822,0.00374502,0.853917,0.0154348,0.0334067,-0.000674629
305,252.5,-0.082278,0.00372909,0.860018,0.015426,0.0334659,-0.000700182
306,248.705,-0.0950644,0.00378083,0.845886,0.0154173,0.0335252,-0.000638528
307,244.919,-0.102088,0.00380984,0.831628,0.0154085,0.0335844,-0.000613513
308,243.622,-0.104993,0.0038221,0.826782,0.0153997,0.0336437,-0.000627146
309,241.268,-0.109654,0.00384175,0.817863,0.015391,0.0337029,-0.000624773
310,238.257,-0.113252,0.00385719,0.806374,0.0153822,0.0337621,-0.000623076
311,237.431,-0.113634,0.00385914,0.803279,0.0153734,0.0338214,-0.000634757
312,234.897,-0.116132,0.00387011,0.793573,0.0153647,0.0338806,-0.000628559
313,235.636,-0.115579,0.0038681,0.79652,0.0153559,0.0339399,-0.000635552
314,235.328,-0.116874,0.00387394,0.795416,0.0153471,0.0339991,-0.000642606
315,233.912,-0.117883,0.0038786,0.790015,0.0153384,0.0340584,-0.000647405
316,233.325,-0.118246,0.0038805,0.787823,0.0153296,0.0341176,-0.000652415
317,230.021,-0.119044,0.00388431,0.775074,0.0153208,0.0341769,-0.000646548
318,230.817,-0.119383,0.00388612,0.778246,0.0153121,0.0342361,-0.000646956
319,232.236,-0.119655,0.00388763,0.783842,0.0153033,0.0342954,-0.000649134
320,233.708,-0.119695,0.00388815,0.789648,0.0152945,0.0343546,-0.00065232
321,231.897,-0.12036,0.00389136,0.782688,0.0152858,0.0344139,-0.000653022
322,229.185,-0.120537,0.00389248,0.772211,0.015277,0.0344731,-0.00065011
323,230.835,-0.12108,0.00389518,0.778714,0.0152682,0.0345324,-0.000651294
324,227.234,-0.120744,0.00389404,0.764765,0.0152595,0.0345916,-0.000649221
325,225.725,-0.120384,0.0038928,0.758962,0.0152507,0.0346509,-0.000644226
326,228.124,-0.121839,0.00389953,0.768381,0.0152419,0.0347101,-0.000645318
327,225.224,-0.120985,0.00389608,0.757153,0.0152332,0.0347694,-0.000647138
328,218.971,-0.114967,0.00386895,0.73293,0.0152244,0.0348286,-0.000709714
329,223.05,-0.119644,0.00389026,0.748827,0.0152156,0.0348879,-0.000747445
330,222.561,-0.119903,0.00389178,0.746991,0.0152068,0.0349471,-0.000736359
331,222.949,-0.120146,0.00389287,0.748489,0.0151981,0.00195837,-0.000724097
332,218.209,-0.115879,0.00387331,0.730068,0.0151893,0.00181854,-0.000756237
333,216.882,-0.114217,0.00386564,0.724916,0.0151805,0.0016787,-0.000744991
334,217.268,-0.114387,0.00386642,0.72639,0.0151718,0.00153887,-0.000728625
335,211.721,-0.106905,0.00383107,0.705001,0.015163,0.00139903,-0.000788285
336,211.28,-0.107018,0.0038316,0.703286,0.0151542,0.00125919,-0.000764382
337,212.88,-0.10922,0.00384193,0.709405,0.0151455,0.00111936,-0.000754941
338,210.74,-0.107262,0.00383263,0.701169,0.0151367,0.00097952,-0.000742387
