tau,s_tmp,cash,delta,pv,r_for,q,PL
144,329.71,-0.412935,-6.75243e-06,2.06601e-05,0.0136845,-0.000526632,-0.415182
145,328.334,-0.41244,-8.30636e-06,2.43686e-05,0.0136779,-0.000614471,-0.415191
146,327.697,-0.412987,-6.68309e-06,2.28399e-05,0.0136713,-0.00070231,-0.4152
147,327.983,-0.413447,-5.32908e-06,1.64993e-05,0.0136647,-0.000790148,-0.415211
148,326.919,-0.413069,-6.53232e-06,1.7887e-05,0.0136581,-0.000877987,-0.415222
149,325.691,-0.413535,-5.14807e-06,2.01549e-05,0.0136516,-0.000965826,-0.415232
150,328.193,-0.414404,-2.54623e-06,7.0333e-06,0.013645,-0.00105366,-0.415247
151,328.694,-0.414856,-1.21818e-06,4.51815e-06,0.0136384,-0.0011415,-0.415261
152,329.595,-0.414973,-9.1271e-07,2.46424e-06,0.0136318,-0.00122934,-0.415276
153,329.743,-0.415067,-6.74908e-07,1.70862e-06,0.0136252,0.0313086,-0.415291
154,332.3,-0.415247,-1.77868e-07,5.03662e-07,0.0136186,0.0316445,-0.415307
155,332.07,-0.415281,-1.2346e-07,3.71816e-07,0.013612,0.0319804,-0.415322
156,331.648,-0.415309,-8.41698e-08,2.93008e-07,0.0136054,0.0323163,-0.415338
157,327.225,-0.415262,-2.75759e-07,9.31849e-07,0.0135988,0.0326521,-0.415353
158,327.625,-0.415307,-1.86459e-07,5.25917e-07,0.0135922,0.032988,-0.415368
159,325.95,-0.415314,-2.12394e-07,6.44099e-07,0.0135857,0.0333239,-0.415384
160,325.755,-0.415353,-1.38991e-07,4.48286e-07,0.0135791,0.0336598,-0.415399
161,330.502,-0.415409,-1.59734e-08,4.41173e-08,0.0135725,0.0339956,-0.415415
162,331.48,-0.415428,-5.33353e-09,1.80286e-08,0.0135659,0.0343315,-0.41543
163,332.155,-0.415444,-3.06465e-09,7.5569e-09,0.0135593,0.0346674,-0.415446
164,334.316,-0.415461,-9.46475e-10,1.78862e-09,0.0135527,0.0350033,-0.415461
165,335.336,-0.415476,-2.74617e-10,5.91968e-10,0.0135461,0.0353391,-0.415476
166,335.235,-0.415492,-1.37829e-10,2.99984e-10,0.0135395,0.035675,-0.415492
167,331.495,-0.415507,-2.3143e-10,7.20743e-10,0.0135329,0.0360109,-0.415507
168,332.032,-0.415523,-1.08558e-10,2.56576e-10,0.0135263,0.0363467,-0.415523
169,330.394,-0.415538,-9.51765e-11,2.36639e-10,0.0135198,0.0366826,-0.415538
170,330.123,-0.415553,-4.03875e-11,1.1307e-10,0.0135132,0.0370185,-0.415553
171,330.901,-0.415569,-1.60039e-11,2.92215e-11,0.0135066,0.0373544,-0.415569
172,328.24,-0.415584,-2.53229e-11,3.95413e-11,0.0135,0.0376902,-0.415584
173,331.11,-0.415599,-1.9642e-12,3.13126e-12,0.0134934,0.0380261,-0.415599
174,331.374,-0.415615,-5.91967e-13,8.17571e-13,0.0134868,0.038362,-0.415615
175,333.337,-0.41563,-3.4166e-14,7.68412e-14,0.0134802,0.0386979,-0.41563
176,329.174,-0.415646,-8.02999e-14,1.42976e-13,0.0134736,0.0390337,-0.415646
177,329.807,-0.415661,-1.53807e-14,1.97173e-14,0.013467,0.0393696,-0.415661
178,330.198,-0.415676,-9.78303e-16,2.28775e-15,0.0134605,0.0397055,-0.415676
179,328.823,-0.415691,-2.32021e-16,4.95295e-16,0.0134539,0.0400414,-0.415691
180,329.759,-0.415707,-1.21948e-17,1.44508e-17,0.0134473,0.0403772,-0.415707
expired,329.759,-0.415707,-1.21948e-17,0,,,-0.415707
0,293.98,73.8517,-0.238926,3.61234,,,0
1,292.901,78.9948,-0.256476,3.84862,0.0132822,0,0.0240904
2,291.476,84.4834,-0.275296,4.18755,0.0133058,0,0.0536153
3,290.38,84.1339,-0.274082,4.45748,0.0133293,0,0.0885796
4,288.498,96.5165,-0.316992,4.97973,0.0133528,0,0.0850773
5,289.085,89.581,-0.292989,4.76471,0.0133764,0,0.117549
6,288.859,89.2236,-0.29174,4.79735,0.0133999,0,0.154474
7,284.418,109.267,-0.362201,6.22955,0.0134235,0,0.0212661
8,280.406,118.305,-0.394418,7.69275,0.013447,0,0.0151776
9,280.748,117.989,-0.393278,7.50877,0.0134706,0,0.0687518
10,282.398,112.805,-0.374904,6.83287,0.0134941,0,0.100094
11,281.338,117.323,-0.390947,7.19036,0.0135176,0,0.144147
12,282.715,112.097,-0.372449,6.62813,0.0135412,0,0.172239
13,283.675,107.073,-0.354722,6.23564,0.0135647,0,0.211446
14,283.036,106.707,-0.353415,6.42343,0.0135883,0,0.254369
15,279.701,120.974,-0.404409,7.6419,0.0136118,0,0.218504
16,279.164,120.64,-0.403197,7.80711,0.0136353,0,0.275084
17,280.454,115.125,-0.383518,7.24885,0.0136589,0,0.317428
18,279.152,119.93,-0.400714,7.71275,0.0136824,0,0.357196
19,279.451,119.579,-0.399441,7.54402,0.013706,0,0.410705
20,281.417,113.981,-0.379535,6.74241,0.0137295,0,0.431378
21,277.959,124.249,-0.416459,8.04785,0.0137531,0,0.442845
22,279.899,118.385,-0.395491,7.22201,0.0137766,0,0.465518
23,281.761,107.706,-0.357573,6.47506,0.0138001,0,0.48054
24,283.758,102.517,-0.339274,5.72745,0.0138237,0,0.518211
25,283.253,102.088,-0.337744,5.85683,0.0138472,0,0.563907
26,285.101,97.1283,-0.320335,5.19858,0.0138708,0,0.601873
27,282.216,105.93,-0.35151,6.12234,0.0138943,0,0.605858
28,284.08,100.679,-0.333012,5.44609,0.0139179,0,0.631121
29,286.531,91.4082,-0.300643,4.63117,0.0139414,0,0.633612
30,285.406,95.1776,-0.313837,4.9359,0.0139649,0,0.670696
31,287.011,90.437,-0.297308,4.41097,0.0139885,0,0.695529
32,291.445,71.9137,-0.233739,3.21931,0.014012,0,0.572432
33,291.596,71.4573,-0.232164,3.15413,0.0140356,0,0.605056
34,291.403,70.9972,-0.230576,3.16538,0.0140591,0,0.64124
35,293.957,59.9478,-0.192978,2.60028,0.0140826,0,0.620299
36,290.766,69.9468,-0.227358,3.24671,0.0141062,0,0.591918
37,289.177,75.338,-0.245992,3.59691,0.0141297,0,0.605657
38,291.043,68.9637,-0.224081,3.11792,0.0141533,0,0.628617
39,289.482,74.2885,-0.242466,3.45065,0.0141768,0,0.648479
40,287.721,80.0499,-0.26248,3.86758,0.0142004,0,0.66143
41,286.913,84.7838,-0.278968,4.04996,0.0142239,0,0.694072
42,288.498,78.8741,-0.258473,3.59267,0.0142474,0,0.712538
43,288.713,78.256,-0.256321,3.5047,0.014271,0,0.747976
44,289.33,71.4847,-0.232907,3.32049,0.0142945,0,0.777245
45,287.894,76.8037,-0.251373,3.63762,0.0143181,0,0.797224
46,289.586,70.2942,-0.228884,3.19552,0.0143416,0,0.817112
47,290.673,64.7754,-0.209888,2.93049,0.0143652,0,0.836093
48,291.872,59.5625,-0.192019,2.65773,0.0143887,0,0.8598
49,289.984,69.4324,-0.226047,3.02698,0.0144122,0,0.855364
50,292.912,58.887,-0.190036,2.40757,0.0144358,0,0.815644
51,291.793,58.5969,-0.189034,2.59746,0.0144593,0,0.84079
52,291.12,63.2437,-0.204987,2.70411,0.0144829,0,0.863706
53,288.051,73.7864,-0.241579,3.35903,0.0145064,0,0.840322
54,286.28,78.72,-0.258802,3.77965,0.0145299,0,0.850661
55,288.014,73.2104,-0.239661,3.30989,0.0145535,0,0.874666
56,288.372,72.9342,-0.238693,3.19687,0.014577,0,0.904721
57,288.108,72.6565,-0.237719,3.22798,0.0146006,0,0.939611
58,289.292,66.7205,-0.21719,2.93018,0.0146241,0,0.958788
59,289.71,66.4297,-0.216177,2.81046,0.0146477,0,0.990603
60,288.664,71.7979,-0.234765,3.01483,0.0146712,0,1.01493
61,290.335,60.4745,-0.195765,2.62675,0.0146947,0.0181544,1.01031
62,290.157,65.4594,-0.212947,2.63267,0.0147183,0.01874,1.03875
63,290.387,59.7606,-0.193324,2.55543,0.0147418,0.0193257,1.06628
64,291.051,59.3995,-0.192086,2.3917,0.0147654,0.0199113,1.10099
65,290.917,59.0351,-0.190836,2.38854,0.0147889,0.0204969,1.12919
66,292.384,53.6347,-0.172368,2.0913,0.0148125,0.0210825,1.14567
67,292.125,53.2562,-0.171075,2.10938,0.014836,0.0216682,1.17133
68,296.651,39.8055,-0.125737,1.40132,0.0148595,0.0222538,1.10429
69,297.396,39.4073,-0.1244,1.2871,0.0148831,0.0228394,1.12404
70,293.195,51.9309,-0.167117,1.84663,0.0149066,0.023425,1.08641
71,289.33,61.9482,-0.201743,2.51588,0.0149302,0.0240107,1.06198
72,283.073,82.5766,-0.274621,4.00983,0.0149537,0.0245963,0.829146
73,284.885,77.0363,-0.25518,3.47918,0.0149772,0.0251819,0.860146
74,285.301,76.6943,-0.253988,3.3338,0.0150008,0.0257675,0.897382
75,284.158,81.515,-0.27096,3.59232,0.0150243,0.0263532,0.927137
76,290.997,53.9335,-0.176186,2.03605,0.0150479,0.0269388,0.627783
77,292.22,48.3414,-0.157055,1.80036,0.0150714,0.0275244,0.646297
78,289.035,58.4214,-0.191935,2.33864,0.015095,0.02811,0.606725
79,292.004,47.2868,-0.15381,1.77434,0.0151185,0.0286957,0.599319
80,289.169,57.3341,-0.188561,2.24022,0.015142,0.0292813,0.567765
81,287.307,68.1752,-0.226302,2.58785,0.0151656,0.0298669,0.569325
82,284.52,72.5269,-0.241606,3.19774,0.0151891,0.0304525,0.587618
83,290.213,55.614,-0.183338,1.94386,0.0152127,0.0310382,0.463053
84,292.217,44.5223,-0.145389,1.58697,0.0152362,0.0316238,0.450204
85,290.778,49.0277,-0.16089,1.77975,0.0152598,0.0322094,0.464776
86,291.441,48.5008,-0.159089,1.6424,0.0152833,0.032795,0.493216
87,287.446,59.2665,-0.19655,2.32325,0.0153068,0.0333807,0.445835
88,283.49,74.1779,-0.249158,3.18165,0.0153304,0.0339663,0.362371
89,288.753,57.8812,-0.192733,1.99271,0.0153539,0.0345519,0.236239
90,288.076,57.3173,-0.190786,2.07837,0.0153775,0.0351375,0.27821
91,288.161,56.7452,-0.188811,2.02431,0.015401,0.0357232,0.312921
92,291.605,44.7928,-0.147816,1.42923,0.0140272,0.00204237,0.259646
93,293.821,34.9089,-0.114172,1.11842,0.0140206,0.00189108,0.244471
94,292.182,38.8635,-0.127702,1.29603,0.014014,0.0017398,0.255136
95,296.003,29.9435,-0.097563,0.848879,0.0140074,0.00158851,0.215715
96,291.16,42.6115,-0.141068,1.37857,0.0140008,0.00143722,0.159544
97,291.42,42.1104,-0.139344,1.31662,0.0139942,0.00128594,0.186259
98,291.287,41.6051,-0.137604,1.3063,0.0139876,0.00113465,0.216555
99,291.55,41.0949,-0.135849,1.24529,0.013981,0.000983363,0.242853
100,287.339,57.0581,-0.191399,1.86958,0.0139745,0.000832077,0.19218
101,291.206,39.8478,-0.132292,1.23398,0.0139679,0.00068079,0.0897196
102,292.548,34.5569,-0.114201,1.04351,0.0139613,0.000529503,0.104047
103,297.824,19.6258,-0.0640628,0.555975,0.0139547,0.000378217,-0.00964051
104,296.321,22.1124,-0.0724519,0.646864,0.0139481,0.00022693,-0.00351087
105,299.387,16.2695,-0.0529328,0.429465,0.0139415,7.56433e-05,-0.00739832
106,300.876,13.7503,-0.0445578,0.340695,0.0139349,-7.56433e-05,0.00316783
107,297.147,20.7154,-0.067996,0.534024,0.0139283,-0.00022693,-0.0234568
108,297.155,20.273,-0.0665045,0.516847,0.0139217,-0.000378217,-0.00602967
109,299.935,14.6772,-0.047845,0.347212,0.0139152,-0.000529503,-0.0204226
110,303.876,8.41732,-0.0272431,0.188264,0.0139086,-0.00068079,-0.0494756
111,301.761,11.8916,-0.0387555,0.248787,0.013902,-0.000832077,-0.0520252
112,301.235,11.5467,-0.0376089,0.257607,0.0138954,-0.000983363,-0.040003
113,301.788,11.2029,-0.0364679,0.228191,0.0138888,-0.00113465,-0.0308792
114,304.481,7.31539,-0.0236988,0.142699,0.0138822,-0.00128594,-0.0431372
115,302.902,8.73406,-0.0283814,0.174922,0.0138756,-0.00143722,-0.0376386
116,302.684,8.43439,-0.0273901,0.172952,0.013869,-0.00158851,-0.0291148
117,303.894,6.53409,-0.0211358,0.135834,0.0138624,-0.0017398,-0.024778
118,299.979,11.1714,-0.0365937,0.24061,0.0138558,-0.00189108,-0.04653
119,296.882,15.1591,-0.0500241,0.359659,0.0138493,-0.00204237,-0.0517419
120,300.117,10.3977,-0.0341567,0.215375,0.0138427,-0.00219366,-0.0686228
121,299.318,10.037,-0.03295,0.232528,0.0138361,-0.00234494,-0.0580451
122,297.533,13.7883,-0.0455569,0.289447,0.0138295,0.00140582,-0.0558088
123,295.869,15.9299,-0.0527936,0.351533,0.0138229,0.00131798,-0.0415853
124,295.707,15.4409,-0.0511381,0.343778,0.0138163,0.00123014,-0.0247475
125,295.09,14.9538,-0.0494856,0.359538,0.0138097,0.0011423,-0.00841188
126,291.939,20.6792,-0.0690953,0.537035,0.0138031,0.00105446,-0.0294739
127,294.354,16.7601,-0.0557784,0.365066,0.0137965,0.000966626,-0.0236197
128,290.619,23.2544,-0.078123,0.593813,0.0137899,0.000878787,-0.0434499
129,288.919,26.9538,-0.0909244,0.721268,0.0137834,0.000790948,-0.0372562
130,290.532,21.9471,-0.0736881,0.553319,0.0137768,0.00070311,-0.0149795
131,294.016,14.5436,-0.0485049,0.31501,0.0137702,0.000615271,-0.0325978
132,296.334,9.33948,-0.0309414,0.208599,0.0137636,0.000527432,-0.0380877
133,298.866,7.21906,-0.0238453,0.128599,0.013757,0.000439594,-0.0360932
134,300.285,5.51695,-0.0181762,0.0933766,0.0137504,0.000351755,-0.03446
135,300.335,5.20622,-0.0171409,0.0861125,0.0137438,0.000263916,-0.0278943
136,302.792,3.0394,-0.0099841,0.049036,0.0137372,0.000176077,-0.032739
137,305.006,1.59235,-0.00523937,0.0290382,0.0137306,8.82387e-05,-0.0347287
138,305.331,1.47058,-0.00484037,0.024654,0.013724,4e-07,-0.0319896
139,304.694,1.8241,-0.00600042,0.0256247,0.0137175,-8.74387e-05,-0.029823
140,308.548,0.648795,-0.00219106,0.00979045,0.0137109,-0.000175277,-0.0370417
141,306.734,0.814576,-0.00273145,0.0132877,0.0137043,-0.000263116,-0.0365393
142,306.993,0.735605,-0.00247411,0.0111055,0.0136977,-0.000350955,-0.0350335
143,305.676,0.925127,-0.00309402,0.0133278,0.0136911,-0.000438794,-0.0339706
144,308.281,0.411097,-0.0014265,0.00639374,0.0136845,-0.000526632,-0.035059
145,312.987,0.0997161,-0.000431578,0.00167665,0.0136779,-0.000614471,-0.037039
146,312.154,0.133889,-0.000541039,0.0017917,0.0136713,-0.00070231,-0.0367905
147,313.102,0.0648063,-0.000320383,0.0011577,0.0136647,-0.000790148,-0.0366641
148,309.979,0.147943,-0.000588576,0.002272,0.0136581,-0.000877987,-0.0367752
149,309.882,0.122395,-0.000506114,0.00197526,0.0136516,-0.000965826,-0.0364153
150,305.891,0.385418,-0.00136596,0.00486158,0.013645,-0.00105366,-0.0372765
151,303.609,0.496313,-0.00173116,0.00770276,0.0136384,-0.0011415,-0.0369854
152,305.879,0.27964,-0.00102273,0.0034889,0.0136318,-0.00122934,-0.0366811
153,305.401,0.234416,-0.000874705,0.003368,0.0136252,0.0313086,-0.0360871
154,304.299,0.303774,-0.00110268,0.00374506,0.0136186,0.0316445,-0.035515
155,305.531,0.153725,-0.000611629,0.00216066,0.013612,0.0319804,-0.0353067
156,309.348,0.0293903,-0.000209739,0.000541662,0.0136054,0.0323163,-0.0360337
157,310.83,-0.0030727,-0.000105315,0.000259247,0.0135988,0.0326521,-0.0360669
158,305.73,0.0650778,-0.000328235,0.000999878,0.0135922,0.032988,-0.0362734
159,302.991,0.162235,-0.000648918,0.00188123,0.0135857,0.0333239,-0.0362624
160,307.414,0.0010769,-0.000124719,0.000333912,0.0135791,0.0336598,-0.0375972
161,305.492,0.0102027,-0.000154602,0.000479036,0.0135725,0.0339956,-0.0375061
162,306.369,-0.00161615,-0.000116039,0.000259581,0.0135659,0.0343315,-0.0374264
163,307.135,-0.0217753,-5.04137e-05,0.000135645,0.0135593,0.0346674,-0.0373948
164,306.185,-0.018474,-6.12035e-05,0.000135932,0.0135527,0.0350033,-0.0373495
165,306.194,-0.0241131,-4.27946e-05,9.15312e-05,0.0135461,0.0353391,-0.0373081
166,306.238,-0.0283216,-2.90592e-05,5.90348e-05,0.0135395,0.035675,-0.0372797
167,310.214,-0.0363565,-3.16422e-06,6.97992e-06,0.0135329,0.0360109,-0.0373451
168,310.131,-0.0367523,-1.89286e-06,4.17013e-06,0.0135263,0.0363467,-0.0373435
169,311.459,-0.0371667,-5.6696e-07,1.30829e-06,0.0135198,0.0366826,-0.0373445
170,311.469,-0.0372506,-3.01943e-07,6.72645e-07,0.0135132,0.0370185,-0.0373453
171,310.308,-0.0372522,-3.01297e-07,5.61699e-07,0.0135066,0.0373544,-0.0373462
172,309.354,-0.0372563,-2.92374e-07,4.27938e-07,0.0135,0.0376902,-0.0373472
173,306.434,-0.037174,-5.65532e-07,7.92018e-07,0.0134934,0.0380261,-0.0373481
174,305.893,-0.0372733,-2.45392e-07,4.12879e-07,0.0134868,0.038362,-0.0373488
175,303.716,-0.0372863,-2.07297e-07,5.11942e-07,0.0134802,0.0386979,-0.0373498
176,301.047,-0.0372469,-3.42714e-07,7.24612e-07,0.0134736,0.0390337,-0.0373508
177,301.841,-0.0373194,-1.06967e-07,1.4203e-07,0.013467,0.0393696,-0.0373519
178,302.514,-0.0373496,-1.16749e-08,2.21078e-08,0.0134605,0.0397055,-0.0373532
179,302.472,-0.037354,-1.95657e-09,3.68696e-09,0.0134539,0.0400414,-0.0373546
180,300.978,-0.0373558,-4.20761e-10,8.07546e-10,0.0134473,0.0403772,-0.0373559
expired,300.978,-0.0373558,-4.20761e-10,0,,,-0.0373559
0,293.98,73.8517,-0.238926,3.61234,,,0
1,292.546,78.9885,-0.256476,3.93624,0.0132822,0,0.0212973
2,294.303,73.1321,-0.236566,3.47911,0.0133058,0,0.0308209
3,296.17,67.6202,-0.217947,3.03915,0.0133293,0,0.0317821
4,297.616,62.4573,-0.200591,2.72147,0.0133528,0,0.0368146
5,300.829,49.5944,-0.157825,2.12804,0.0133764,0,-0.0120969
6,300.213,53.1092,-0.169527,2.2065,0.0133999,0,0.00851579
7,296.714,61.2941,-0.197105,2.8191,0.0134235,0,-0.00886124
8,294.233,70.763,-0.229279,3.31814,0.013447,0,-0.0167134
9,296.159,65.2827,-0.210766,2.87874,0.0134706,0,-0.0161672
10,294.515,70.0018,-0.226781,3.19808,0.0134941,0,0.0133325
11,290.925,80.8205,-0.26396,4.03418,0.0135176,0,-0.00595536
12,289.588,86.6201,-0.283976,4.36553,0.0135412,0,0.0185519
13,286.736,98.214,-0.324399,5.19936,0.0135647,0,-0.00235208
14,287.979,92.3729,-0.304103,4.7678,0.0135883,0,0.0299009
15,290.782,79.1499,-0.258617,3.93857,0.0136118,0,0.0100916
16,291.135,78.7553,-0.257252,3.81234,0.0136353,0,0.0478783
17,290.807,78.3576,-0.255874,3.86455,0.0136589,0,0.08299
18,290.51,77.9568,-0.254484,3.90978,0.0136824,0,0.116844
19,289.867,83.7032,-0.274298,4.04519,0.013706,0,0.148038
20,285.966,95.2321,-0.314603,5.1708,0.0137295,0,0.0954306
21,286.301,94.8143,-0.313131,5.02319,0.0137531,0,0.141451
22,286.208,94.3912,-0.31164,5.01261,0.0137766,0,0.184567
23,290.629,75.7105,-0.247352,3.70967,0.0138001,0,0.113267
24,291.246,75.2872,-0.245888,3.52235,0.0138237,0,0.150873
25,289.284,80.9457,-0.265439,3.99117,0.0138472,0,0.167302
26,290.704,74.4039,-0.242925,3.5903,0.0138708,0,0.194465
27,290.581,73.9708,-0.241425,3.58797,0.0138943,0,0.229516
28,292.838,67.8814,-0.220621,3.03248,0.0139179,0,0.242806
29,293.258,62.26,-0.201443,2.91452,0.0139414,0,0.27085
30,291.605,72.5875,-0.236851,3.24637,0.0139649,0,0.274179
31,291.941,66.5628,-0.216204,3.13914,0.0139885,0,0.304665
32,292.972,66.1291,-0.214716,2.88597,0.014012,0,0.337607
33,290.2,77.1717,-0.252758,3.48111,0.0140356,0,0.340206
34,289.383,76.6939,-0.251097,3.64786,0.0140591,0,0.382727
35,292.541,64.7333,-0.210202,2.88516,0.0140826,0,0.355479
36,294.799,54.6127,-0.175863,2.41812,0.0141062,0,0.350447
37,297.674,46.0673,-0.147148,1.91229,0.0141297,0,0.352826
38,300.123,42.148,-0.134084,1.54163,0.0141533,0,0.364822
39,294.055,57.8027,-0.187315,2.4738,0.0141768,0,0.247941
40,292.995,62.2679,-0.202547,2.65169,0.0142004,0,0.270949
41,293.533,56.9816,-0.18453,2.52028,0.0142239,0,0.295738
42,292.499,61.3581,-0.199485,2.69116,0.0142474,0,0.317894
43,295.165,51.7715,-0.166998,2.1759,0.014271,0,0.303705
44,298.016,43.6395,-0.139704,1.70927,0.0142945,0,0.2962
45,297.126,47.0539,-0.151189,1.81707,0.0143181,0,0.31446
46,297.038,46.7428,-0.150136,1.80788,0.0143416,0,0.338782
47,295.922,50.4504,-0.162659,1.95997,0.0143652,0,0.356129
48,295.508,50.1593,-0.161667,2.00279,0.0143887,0,0.382647
49,294.879,49.8669,-0.160668,2.08584,0.0144122,0,0.403282
50,299.469,38.4154,-0.122423,1.40068,0.0144358,0,0.352905
51,301.967,35.006,-0.111127,1.09525,0.0144593,0,0.35411
52,305.132,24.1989,-0.0757045,0.786844,0.0144829,0,0.312177
53,304.644,27.2545,-0.0857314,0.813574,0.0145064,0,0.323339
54,303.064,30.6555,-0.09695,0.939658,0.0145299,0,0.333744
55,301.999,33.7606,-0.107228,1.03135,0.0145535,0,0.346604
56,297.725,39.8495,-0.127675,1.51522,0.014577,0,0.322319
57,293.427,51.4045,-0.167049,2.14721,0.0146006,0,0.240658
58,294.721,46.7799,-0.15135,1.91001,0.0146241,0,0.263827
59,298.457,38.7723,-0.124514,1.36253,0.0146477,0,0.247661
60,298.92,38.4529,-0.12344,1.28959,0.0146712,0,0.264544
61,298.923,38.1281,-0.122355,1.27129,0.0146947,0.0181544,0.282259
62,297.486,41.4172,-0.133412,1.4277,0.0147183,0.01874,0.301257
63,297.151,41.0479,-0.132171,1.44836,0.0147418,0.0193257,0.324927
64,296.661,40.6749,-0.130915,1.49062,0.0147654,0.0199113,0.346859
65,296.431,40.2977,-0.129644,1.49931,0.0147889,0.0204969,0.367771
66,298.575,36.2718,-0.116162,1.21084,0.0148125,0.0210825,0.377766
67,293.285,47.7007,-0.155133,1.91418,0.014836,0.0216682,0.288296
68,290.828,56.9729,-0.187018,2.3154,0.0148595,0.0222538,0.267412
69,292.351,51.5436,-0.16845,2.01204,0.0148831,0.0228394,0.285016
70,292.964,51.1519,-0.167117,1.88328,0.0149066,0.023425,0.309321
71,293.513,46.055,-0.149756,1.76902,0.0149302,0.0240107,0.330789
72,293.348,45.6467,-0.148367,1.76741,0.0149537,0.0245963,0.355942
73,297.419,36.8733,-0.118873,1.19724,0.0149772,0.0251819,0.321061
74,296.481,36.451,-0.117452,1.28509,0.0150008,0.0257675,0.343662
75,296.458,36.0268,-0.116024,1.26466,0.0150243,0.0263532,0.365754
76,295.872,39.5433,-0.127913,1.31236,0.0150479,0.0269388,0.385089
77,295.195,39.0943,-0.126396,1.37183,0.0150714,0.0275244,0.410936
78,294.68,42.9369,-0.13944,1.41391,0.015095,0.02811,0.432755
79,297.756,30.6925,-0.0983231,1.02895,0.0151185,0.0286957,0.387255
80,298.251,30.2633,-0.0968878,0.956377,0.015142,0.0292813,0.410111
81,300.113,26.6857,-0.0849704,0.7688,0.0151656,0.0298669,0.416092
82,298.394,29.3761,-0.09399,0.900142,0.0151891,0.0304525,0.429877
83,299.709,25.8417,-0.0822014,0.764968,0.0152127,0.0310382,0.440266
84,304.207,17.0637,-0.0533494,0.441376,0.0152362,0.0316238,0.393046
85,302.252,19.477,-0.0613364,0.544261,0.0152598,0.0322094,0.393725
86,303.887,16.3681,-0.0511085,0.43357,0.0152833,0.032795,0.403295
87,303.767,16.0268,-0.0499876,0.427108,0.0153068,0.0333807,0.415118
88,302.908,18.346,-0.0576465,0.459698,0.0153304,0.0339663,0.424749
89,302.933,17.9717,-0.0564138,0.444613,0.0153539,0.0345519,0.437495
90,306.306,12.709,-0.0392354,0.280438,0.0153775,0.0351375,0.410521
91,306.353,12.3995,-0.0382272,0.269007,0.015401,0.0357232,0.419442
92,303.156,16.7904,-0.0527098,0.393549,0.0140272,0.00204237,0.417544
93,304.83,13.9526,-0.0433985,0.30729,0.0140206,0.00189108,0.416113
94,304.718,13.6537,-0.0424163,0.301945,0.014014,0.0017398,0.426796
95,307.372,9.45077,-0.0287409,0.203333,0.0140074,0.00158851,0.413311
96,305.358,10.9683,-0.0337095,0.259255,0.0140008,0.00143722,0.415609
97,303.925,12.7244,-0.0394862,0.304385,0.0139942,0.00128594,0.419159
98,305.619,10.4304,-0.0319787,0.232703,0.0139876,0.00113465,0.424389
99,306.158,10.168,-0.0311204,0.208567,0.013981,0.000983363,0.431666
100,303.684,11.8283,-0.0365864,0.284536,0.0139745,0.000832077,0.433058
101,302.612,13.7566,-0.0429572,0.318061,0.0139679,0.00068079,0.439192
102,303.443,13.4317,-0.0418849,0.274312,0.0139613,0.000529503,0.447751
103,305.087,9.117,-0.0277406,0.209127,0.0139547,0.000378217,0.444561
104,307.114,7.35203,-0.0219926,0.148535,0.0139481,0.00022693,0.449273
105,308.216,5.89766,-0.017273,0.120886,0.0139415,7.56433e-05,0.452973
106,310.787,4.70529,-0.0134356,0.0774868,0.0139349,-7.56433e-05,0.45219
107,308.667,5.51449,-0.0160566,0.102341,0.0139283,-0.00022693,0.456002
108,310.042,4.38463,-0.0124117,0.0785665,0.0139217,-0.000378217,0.457911
109,309.807,4.23013,-0.0119125,0.0777736,0.0139152,-0.000529503,0.461791
110,306.968,6.03971,-0.0178069,0.116299,0.0139086,-0.00068079,0.457252
111,308.853,4.77946,-0.0137257,0.0816993,0.013902,-0.000832077,0.458526
112,309.121,4.60653,-0.0131657,0.0744089,0.0138954,-0.000983363,0.462334
113,310.272,3.62594,-0.0100047,0.0579383,0.0138888,-0.00113465,0.463843
114,310.85,3.48507,-0.00955101,0.0498509,0.0138822,-0.00128594,0.466296
115,308.69,4.10037,-0.0115438,0.0674728,0.0138756,-0.00143722,0.469448
116,309.615,3.21172,-0.00867307,0.0547488,0.013869,-0.00158851,0.471666
117,311.547,2.51629,-0.00644045,0.0364996,0.0138624,-0.0017398,0.47329
118,312.989,1.9794,-0.00472472,0.0264074,0.0138558,-0.00189108,0.474204
119,311.705,2.30523,-0.0057698,0.0311047,0.0138493,-0.00204237,0.475655
120,312.723,1.8132,-0.00419608,0.0242198,0.0138427,-0.00219366,0.476767
121,314.917,1.44029,-0.00301169,0.0149428,0.0138361,-0.00234494,0.476912
122,313.027,1.65682,-0.00370326,0.019667,0.0138295,0.00140582,0.477933
123,312.265,1.91956,-0.00454448,0.0212171,0.0138229,0.00131798,0.479263
124,312.912,1.51218,-0.00324237,0.0172632,0.0138163,0.00123014,0.480343
125,311.586,1.745,-0.0039894,0.0205429,0.0138097,0.0011423,0.481418
126,312.163,1.66342,-0.00372787,0.0170913,0.0138031,0.00105446,0.482629
127,311.657,1.58534,-0.00347713,0.0172568,0.0137965,0.000966626,0.484407
128,309.572,1.836,-0.00428665,0.02423,0.0137899,0.000878787,0.484741
129,310.933,1.43861,-0.00300836,0.0170438,0.0137834,0.000790948,0.486163
130,309.135,2.03317,-0.00493151,0.0224546,0.0137768,0.00070311,0.486211
131,310.817,1.57358,-0.00345262,0.014689,0.0137702,0.000615271,0.485761
