numMC,PL,,
975,0.776037,0.6208296,
976,0.426138,0.3409104,
977,-0.480435,-0.384348,
978,0.548931,0.4391448,
979,0.86752,0.694016,
980,-0.968025,-0.77442,
981,-0.0310296,-0.02482368,
982,0.46078,0.368624,
983,0.625898,0.5007184,
984,0.605576,0.4844608,
985,1.63207,1.305656,
986,2.29917,1.839336,
987,0.830076,0.6640608,
988,0.219814,0.1758512,
989,2.09175,1.6734,
990,-0.0734537,-0.05876296,
991,0.105157,0.0841256,
992,1.16829,0.934632,
993,1.0791,0.86328,
994,1.649,1.3192,
995,0.906571,0.7252568,
996,-1.06994,-0.855952,
997,-1.58896,-1.271168,
998,2.08707,1.669656,
999,-1.1825,-0.946,
