tau,s_tmp,cash,delta,pv,r,q,PL
106,288.957,0.531558,0.00158141,0.991319,0.0139349,-7.56433e-05,-0.00280141
107,292.882,0.592005,0.00137509,0.997372,0.0139283,-0.00022693,-0.00262731
108,292.238,0.59286,0.00137224,0.996706,0.0139217,-0.000378217,-0.00282455
109,289.678,0.533771,0.0015763,0.993147,0.0139152,-0.000529503,-0.00275629
110,287.485,0.502984,0.00168346,0.989742,0.0139086,-0.00068079,-0.00278862
111,286.467,0.475617,0.00177905,0.988185,0.013902,-0.000832077,-0.00292755
112,284.837,0.451978,0.0018621,0.985419,0.0138954,-0.000983363,-0.00304423
113,282.113,0.40368,0.00203336,0.980315,0.0138888,-0.00113465,-0.00299726
114,281.218,0.378909,0.00212149,0.978683,0.0138822,-0.00128594,-0.00317176
115,280.785,0.378501,0.00212299,0.97801,0.0138756,-0.00143722,-0.00340519
116,277.35,0.329118,0.00230109,0.97058,0.013869,-0.00158851,-0.00325555
117,278.853,0.353183,0.00221482,0.974236,0.0138624,-0.0017398,-0.00344448
118,276.59,0.303502,0.00239448,0.969235,0.0138558,-0.00189108,-0.00344475
119,273.941,0.254432,0.00257363,0.962926,0.0138493,-0.00204237,-0.00347115
120,274.131,0.253607,0.00257666,0.963619,0.0138427,-0.00219366,-0.00366919
121,272.055,0.233055,0.00265222,0.958447,0.0138361,-0.00234494,-0.00384204
122,273.507,0.252009,0.00258296,0.962464,0.0138295,0.00140582,-0.00399635
123,272.836,0.251126,0.00258625,0.960925,0.0138229,0.00131798,-0.00417838
124,276.821,0.299179,0.0024127,0.971119,0.0138163,0.00123014,-0.00405363
125,275.979,0.298227,0.0024162,0.969317,0.0138097,0.0011423,-0.00427022
126,276.64,0.297225,0.00241987,0.971144,0.0138031,0.00105446,-0.00448706
127,272.054,0.228453,0.0026727,0.959711,0.0137965,0.000966626,-0.00413781
128,272.597,0.227412,0.00267656,0.961358,0.0137899,0.000878787,-0.00432321
129,274.987,0.270159,0.00252114,0.967759,0.0137834,0.000790948,-0.0043176
130,273.695,0.244987,0.00261316,0.964669,0.0137768,0.00070311,-0.00447373
131,269.357,0.194983,0.00279884,0.953161,0.0137702,0.000615271,-0.00429082
132,261.651,0.126335,0.00306124,0.930808,0.0137636,0.000527432,-0.00349735
133,260.5,0.112927,0.00311273,0.927423,0.013757,0.000439594,-0.00363023
134,261.17,0.125402,0.00306498,0.929658,0.0137504,0.000351755,-0.00377422
135,263.999,0.150474,0.00297003,0.938409,0.0137438,0.000263916,-0.00384941
136,265.34,0.162465,0.00292486,0.942561,0.0137372,0.000176077,-0.00401216
137,264.383,0.148462,0.00297785,0.93986,0.0137306,8.82387e-05,-0.00410378
138,265.894,0.160238,0.00293359,0.944468,0.013724,4e-07,-0.00420703
139,262.97,0.134634,0.00303097,0.935859,0.0137175,-8.74387e-05,-0.00417034
140,261.201,0.122387,0.00307788,0.930555,0.0137109,-0.000175277,-0.00422278
141,261.52,0.12188,0.00307983,0.931659,0.0137043,-0.000263116,-0.00434085
142,261.024,0.121401,0.00308168,0.930232,0.0136977,-0.000350955,-0.00443857
143,263.006,0.131859,0.00304193,0.936438,0.0136911,-0.000438794,-0.00453295
144,260.727,0.110126,0.0031253,0.929528,0.0136845,-0.000526632,-0.00455111
145,259.994,0.109992,0.00312583,0.927349,0.0136779,-0.000614471,-0.00466026
146,254.647,0.0737333,0.00326823,0.910351,0.0136713,-0.00070231,-0.00437389
147,253.31,0.0652373,0.00330177,0.90608,0.0136647,-0.000790148,-0.00447106
148,250.102,0.0467018,0.00337588,0.895516,0.0136581,-0.000877987,-0.0044985
149,249.848,0.0473561,0.00337326,0.894779,0.0136516,-0.000965826,-0.00461997
150,252.151,0.0674337,0.00329363,0.902583,0.013645,-0.00105366,-0.00465583
151,252.346,0.0682433,0.00329043,0.903339,0.0136384,-0.0011415,-0.00476956
152,253.091,0.0691216,0.00328695,0.905901,0.0136318,-0.00122934,-0.0048811
153,252.968,0.0702086,0.00328295,0.905681,0.0136252,0.0313086,-0.00499155
154,257.682,0.0965697,0.00318094,0.921046,0.0136186,0.0316445,-0.0048047
155,252.339,0.0731331,0.00327411,0.903983,0.013612,0.0319804,-0.00466307
156,249.196,0.0545826,0.00334886,0.893723,0.0136054,0.0323163,-0.00461837
157,248.465,0.044705,0.00338892,0.891466,0.0135988,0.0326521,-0.00473342
158,250.641,0.0675804,0.00329796,0.898958,0.0135922,0.032988,-0.00477273
159,253.66,0.0882729,0.0032167,0.909037,0.0135857,0.0333239,-0.00481574
160,254.799,0.0899843,0.00321029,0.912883,0.0135791,0.0336598,-0.00491955
161,248.353,0.0495559,0.00337339,0.891942,0.0135725,0.0339956,-0.00459397
162,252.531,0.0846706,0.00323466,0.905966,0.0135659,0.0343315,-0.00444192
163,254.204,0.0963312,0.00318911,0.911547,0.0135593,0.0346674,-0.0045301
164,254.124,0.0983493,0.00318149,0.911485,0.0135527,0.0350033,-0.00464216
165,254.412,0.100423,0.00317366,0.912598,0.0135461,0.0353391,-0.00475712
166,254.927,0.102538,0.00316569,0.914418,0.0135395,0.035675,-0.00485971
167,252.483,0.0936408,0.00320126,0.90686,0.0135329,0.0360109,-0.0049564
168,250.375,0.0702951,0.00329483,0.90025,0.0135263,0.0363467,-0.00501083
169,248.309,0.0576627,0.00334605,0.893653,0.0135198,0.0366826,-0.00513638
170,247.18,0.0441274,0.00340116,0.890094,0.0135132,0.0370185,-0.00526903
171,247.156,0.0445129,0.00339995,0.890266,0.0135066,0.0373544,-0.00543526
172,243.817,0.0155296,0.00351918,0.878976,0.0135,0.0376902,-0.00540965
173,242.647,0.00208017,0.00357498,0.875081,0.0134934,0.0380261,-0.0055433
174,248.782,0.0611291,0.003338,0.896496,0.0134868,0.038362,-0.00493179
175,244.312,0.0167068,0.00352019,0.881497,0.0134802,0.0386979,-0.0047649
176,243.623,0.0166739,0.00352071,0.879333,0.0134736,0.0390337,-0.00493424
177,248.159,0.0623832,0.00333689,0.895214,0.013467,0.0393696,-0.00475006
178,247.228,0.0473305,0.00339815,0.892347,0.0134605,0.0397055,-0.00489782
179,245.313,0.0321879,0.00346026,0.886057,0.0134539,0.0400414,-0.00502222
180,241.787,-0.00907383,0.0036313,0.873838,0.0134473,0.0403772,-0.00491067
181,240.92,-0.00919484,0.00363221,0.870973,0.0134407,0.0407131,-0.0050968
182,243.665,0.0169691,0.00352485,0.881001,0.0134341,0.00169096,-0.00515045
183,243.793,0.0166728,0.00352608,0.881636,0.0134771,0.00159433,-0.00532942
184,244.945,0.0317881,0.00346439,0.885856,0.0134711,0.0014977,-0.00548307
185,243.15,0.00219724,0.0035861,0.879706,0.013465,0.00140107,-0.00554724
186,239.318,-0.0230713,0.0036917,0.865964,0.013459,0.00130444,-0.00554481
187,239.11,-0.0234473,0.00369328,0.865364,0.0134529,0.0012078,-0.0057104
188,239.304,-0.0238245,0.00369487,0.866259,0.0134469,0.00111117,-0.00588719
189,240.906,-0.0115549,0.00364394,0.872328,0.0134408,0.00101454,-0.00603492
190,243.51,0.0150327,0.00353477,0.881885,0.0134348,0.000917906,-0.00610188
191,243.928,0.0147306,0.00353601,0.883557,0.0134287,0.000821274,-0.00629331
192,243.477,0.0144283,0.00353726,0.882128,0.0134227,0.000724642,-0.00645674
193,237.733,-0.037536,0.00375586,0.861249,0.0134166,0.00062801,-0.00589437
194,231.606,-0.0870768,0.00396976,0.837632,0.0134106,0.000531377,-0.00528911
195,230.09,-0.0997196,0.00402469,0.831694,0.0134045,0.000434745,-0.00537141
196,230.916,-0.100253,0.00402699,0.835191,0.0133985,0.000338113,-0.00554665
197,227.933,-0.123592,0.00412937,0.823186,0.0133924,0.000241481,-0.0055577
198,221.83,-0.160892,0.0042975,0.797608,0.0133864,0.000144848,-0.00518535
199,217.852,-0.187308,0.00441873,0.780405,0.0133803,4.82161e-05,-0.00508332
200,222.144,-0.161684,0.00430335,0.799227,0.0133743,-4.84161e-05,-0.00494753
201,219.884,-0.171202,0.00434661,0.789568,0.0133682,-0.000145048,-0.00502054
202,220.046,-0.171877,0.00434965,0.790405,0.0133622,-0.000241681,-0.00516007
203,220.272,-0.172555,0.00435269,0.791523,0.0133561,-0.000338313,-0.00530193
204,219.842,-0.173234,0.00435575,0.789771,0.0133501,-0.000434945,-0.00542961
205,223.694,-0.155576,0.00427677,0.806556,0.013344,-0.000531577,-0.0054437
206,221.847,-0.165409,0.00432106,0.79876,0.013338,-0.00062821,-0.00555447
207,220.62,-0.175098,0.00436494,0.793565,0.0133319,-0.000724842,-0.00566864
208,222.754,-0.157384,0.00428538,0.802941,0.0133259,-0.000821474,-0.00573889
209,224.236,-0.148558,0.00424599,0.809431,0.0133198,-0.000918106,-0.00588638
210,232.393,-0.0925522,0.00400495,0.843364,0.0133138,-0.00101474,-0.00519227
211,231.98,-0.0930731,0.00400717,0.841869,0.0133077,-0.00111137,-0.00535752
212,230.72,-0.106236,0.0040642,0.836941,0.0133017,-0.001208,-0.00548592
213,230.689,-0.10677,0.00406651,0.836981,0.0132956,0.00126854,-0.00565176
214,231.648,-0.0945539,0.00401377,0.841027,0.0132896,0.00119607,-0.00579939
215,234.537,-0.0690653,0.00390509,0.852705,0.0132835,0.0011236,-0.00588234
216,238.232,-0.0429985,0.00379567,0.867156,0.0132775,0.00105113,-0.00590355
217,241.139,-0.0165517,0.003686,0.878206,0.0132714,0.000978658,-0.00591826
218,245.301,0.0283657,0.0035029,0.893383,0.0132654,0.000906187,-0.00575242
219,244.867,0.0280875,0.00350405,0.89204,0.0132593,0.000833716,-0.0059269
220,246.479,0.0443925,0.00343791,0.897869,0.0132533,0.000761245,-0.00610472
221,245.137,0.0276148,0.00350636,0.893381,0.0132472,0.000688774,-0.00622659
222,244.847,0.0273315,0.00350753,0.892546,0.0132412,0.000616303,-0.00640696
223,245.979,0.0270456,0.0035087,0.896715,0.0132351,0.000543832,-0.00660291
224,246.381,0.0434605,0.00344209,0.898307,0.0132291,0.000471361,-0.00678194
225,247.321,0.0431958,0.00344317,0.901745,0.0132231,0.00039889,-0.0069816
226,248.362,0.0596898,0.00337676,0.905491,0.013217,0.000326419,-0.00714121
227,247.537,0.0426923,0.00344544,0.902874,0.013211,0.000253948,-0.00730701
228,245.488,0.0257121,0.00351462,0.895948,0.0132049,0.000181477,-0.00743897
229,252.087,0.0934976,0.00324573,0.918292,0.0131989,0.000109006,-0.00658916
230,250.277,0.0765171,0.00331359,0.912574,0.0131928,3.65355e-05,-0.00674276
231,249.605,0.0762798,0.00331455,0.910519,0.0131868,-3.59355e-05,-0.00691184
232,249.914,0.0760422,0.00331551,0.91172,0.0131807,-0.000108406,-0.00708587
233,250.16,0.0758044,0.00331647,0.912696,0.0131747,-0.000180877,-0.00724376
234,252.54,0.10945,0.00318325,0.9206,0.0131686,-0.000253348,-0.00725236
235,251.252,0.0924446,0.00325094,0.91662,0.0131626,-0.000325819,-0.00736911
236,251.025,0.0922297,0.00325181,0.916044,0.0131565,-0.00039829,-0.00752851
237,249.17,0.0751677,0.00332029,0.910069,0.0131505,-0.000470761,-0.00758328
238,248.94,0.0579549,0.00338944,0.909465,0.0131444,-0.000543232,-0.00774159
239,247.486,0.0406869,0.00345922,0.904689,0.0131384,-0.000615703,-0.00789335
240,245.804,0.0233924,0.00352958,0.899014,0.0131323,-0.000688174,-0.00803716
241,244.913,0.0230878,0.00353082,0.896025,0.0131263,-0.000760645,-0.00819333
242,237.98,-0.0507427,0.00384105,0.87049,0.0131202,-0.000833116,-0.00713879
243,237.007,-0.0650252,0.0039013,0.866875,0.0131142,-0.000905587,-0.00726565
244,238.277,-0.0514884,0.00384447,0.871937,0.0131081,-0.000978058,-0.00737788
245,239.437,-0.0376602,0.00378697,0.876585,0.0131021,0.0255098,-0.00750297
246,238.261,-0.0519069,0.00384703,0.872317,0.013096,0.0256533,-0.00762722
247,238.13,-0.0521466,0.0038483,0.872039,0.01309,0.0257967,-0.00778962
248,239.231,-0.0382359,0.00379042,0.876467,0.0130839,0.0259402,-0.00791702
249,237.876,-0.0525409,0.00385082,0.871498,0.0130779,0.0260837,-0.00802176
250,234.672,-0.0806408,0.00397083,0.859136,0.0130718,0.0262271,-0.00793467
251,235.71,-0.0809307,0.00397233,0.863479,0.0130658,0.0263706,-0.00809054
252,236.989,-0.0670907,0.00391421,0.868725,0.0130597,0.0265141,-0.00819064
253,231.631,-0.10876,0.00409438,0.847457,0.0130537,0.0266575,-0.00783109
254,230.028,-0.13628,0.0042143,0.841016,0.0130476,0.026801,-0.00788784
255,229.534,-0.136688,0.00421637,0.839161,0.0130416,0.0269445,-0.00804911
256,228.49,-0.149446,0.0042725,0.834954,0.0130355,0.0270879,-0.00817721
257,226.347,-0.16098,0.00432375,0.825985,0.0130295,0.0272314,-0.008297
258,227.507,-0.150256,0.00427691,0.831184,0.0130234,0.0273749,-0.00841287
259,226.628,-0.161864,0.00432843,0.827613,0.0130174,0.0275183,-0.00853358
260,227.134,-0.151095,0.00428132,0.830003,0.0130113,0.0276618,-0.00866453
261,228.317,-0.15153,0.00428353,0.835289,0.0130053,0.0278053,-0.0088164
262,226.541,-0.163225,0.00433546,0.827874,0.0129992,0.0279487,-0.00893966
263,224.359,-0.174748,0.00438713,0.81855,0.0129932,0.0280922,-0.00900704
264,222.043,-0.196757,0.00448656,0.808469,0.0129871,0.0282357,-0.00901688
265,226.146,-0.164107,0.0043425,0.826799,0.0129811,0.0283791,-0.00886752
266,227.917,-0.153107,0.00429455,0.834671,0.012975,0.0285226,-0.00897738
267,223.645,-0.186991,0.00444637,0.816233,0.012969,0.0286661,-0.00881501
268,223.589,-0.187512,0.00444902,0.816195,0.0129629,0.0288095,-0.0089546
269,227.204,-0.153842,0.00430116,0.832252,0.0129569,0.028953,-0.00885494
270,222.816,-0.187905,0.00445435,0.813164,0.0129508,0.0290965,-0.00856882
271,217.966,-0.230073,0.00464814,0.791273,0.0129448,0.0292399,-0.00821098
272,218.708,-0.220553,0.00460494,0.794904,0.0129387,0.0293834,-0.00831956
273,221.048,-0.210638,0.00456042,0.80582,0.0129327,0.0295269,-0.00838462
274,220.818,-0.211351,0.00456364,0.804905,0.0132295,0.00116343,-0.00852332
275,225.642,-0.16692,0.0043667,0.826617,0.0132257,0.00109882,-0.00822466
276,222.773,-0.190214,0.00447125,0.81401,0.0132218,0.00103421,-0.00814885
277,224.786,-0.17948,0.00442348,0.823134,0.013218,0.000969594,-0.00827652
278,228.464,-0.15645,0.00432266,0.839325,0.0132141,0.000904981,-0.00820196
279,228.302,-0.157036,0.00432522,0.83878,0.0132103,0.000840368,-0.00836072
280,230.864,-0.12967,0.00420666,0.849847,0.0132065,0.000775755,-0.00835067
281,235.207,-0.0851594,0.00401741,0.86786,0.0132026,0.000711142,-0.00809675
282,233.941,-0.100552,0.0040832,0.862899,0.0131988,0.000646529,-0.00822333
283,232.429,-0.115909,0.00414926,0.856853,0.0131949,0.000581916,-0.00835303
284,235.709,-0.0860385,0.00402253,0.870363,0.0131911,0.000517303,-0.00825646
285,236.89,-0.071161,0.00395971,0.87523,0.0131873,0.00045269,-0.00837499
286,239.196,-0.040737,0.00383251,0.884392,0.0131834,0.000388077,-0.00840659
287,240.908,-0.0256042,0.0037697,0.891099,0.0131796,0.000323465,-0.00855331
288,243.689,0.0066488,0.00363734,0.901609,0.0131757,0.000258852,-0.00857976
289,241.463,-0.0258203,0.00377181,0.893536,0.0131719,0.000194239,-0.00860303
290,235.809,-0.0872945,0.0040325,0.871775,0.0131681,0.000129626,-0.00816828
291,237.096,-0.0721576,0.00396865,0.877065,0.0131642,6.50129e-05,-0.00827189
292,239.594,-0.0412333,0.00383957,0.886976,0.0131604,4e-07,-0.00827202
293,232.857,-0.118022,0.00416933,0.860254,0.0131565,-6.42129e-05,-0.00741795
294,230.508,-0.133723,0.00423742,0.850566,0.0131527,-0.000128826,-0.00752859
295,229.82,-0.149424,0.00430572,0.847787,0.0131489,-0.000193439,-0.00767062
296,224.53,-0.188238,0.00447856,0.824713,0.013145,-0.000258052,-0.00737953
297,222.273,-0.212779,0.00458893,0.814621,0.0131412,-0.000322665,-0.00740321
298,219.96,-0.225092,0.00464487,0.804066,0.0131373,-0.000387277,-0.00747162
299,219.257,-0.237221,0.00470015,0.800911,0.0131335,-0.00045189,-0.00759169
300,223.735,-0.202542,0.0045451,0.821707,0.0131297,-0.000516503,-0.00735031
301,223.373,-0.20326,0.00454828,0.820213,0.0131258,-0.000581116,-0.00751017
302,224.157,-0.203981,0.00455146,0.823907,0.013122,-0.000645729,-0.00764746
303,226.869,-0.179467,0.00444336,0.836193,0.0131181,-0.000710342,-0.00759974
304,226.751,-0.180103,0.00444613,0.835828,0.0131143,-0.000774955,-0.00776668
305,227.532,-0.167789,0.00439199,0.83944,0.0131104,0.000682317,-0.0079109
306,229.107,-0.153963,0.00433162,0.846495,0.0131066,0.000627683,-0.00805351
307,230.434,-0.138641,0.00426511,0.852381,0.0131028,0.00057305,-0.00819496
308,233.536,-0.106834,0.0041289,0.865614,0.0130989,0.000518417,-0.00820171
309,239.528,-0.0414973,0.00385612,0.889752,0.0130951,0.000463783,-0.00760171
310,238.912,-0.0416876,0.00385691,0.887539,0.0130912,0.00040915,-0.00776452
311,245.327,0.0282902,0.00357167,0.91172,0.0130874,0.000354517,-0.00720409
312,244.936,0.0282713,0.00357175,0.910495,0.0130836,0.000299883,-0.00737396
313,241.478,-0.0247097,0.00379116,0.897924,0.0130797,0.00024525,-0.00715261
314,239.411,-0.0411744,0.00385993,0.890219,0.0130759,0.000190617,-0.00728373
315,238.084,-0.0577995,0.00392975,0.885233,0.013072,0.000135983,-0.00742101
316,239.991,-0.0413845,0.00386135,0.892822,0.0130682,8.135e-05,-0.00751843
317,237.994,-0.0581048,0.0039316,0.885246,0.0130644,2.67167e-05,-0.00765452
318,241.231,-0.024819,0.0037936,0.897932,0.0130605,-2.79167e-05,-0.0076157
319,237.962,-0.0581075,0.00393349,0.885491,0.0130567,-8.255e-05,-0.0075774
320,236.883,-0.0751371,0.00400537,0.881394,0.0130528,-0.000137183,-0.00772736
321,237.022,-0.075431,0.0040066,0.882116,0.013049,-0.000191817,-0.00789597
322,235.736,-0.0926147,0.00407948,0.877113,0.0130452,-0.00024645,-0.00804877
323,238.082,-0.0588407,0.0039376,0.88667,0.0130413,-0.000301083,-0.00803878
324,237.282,-0.076091,0.00401029,0.883663,0.0130375,-0.000355717,-0.00818497
325,238.107,-0.0592805,0.00393967,0.887115,0.0130336,-0.00041035,-0.00833205
326,237.076,-0.0766131,0.00401277,0.883188,0.0130298,-0.000464983,-0.00847056
327,235.898,-0.0940519,0.00408667,0.87862,0.013026,-0.000519617,-0.00863354
328,235.34,-0.0944004,0.00408813,0.87653,0.0130221,-0.00057425,-0.00882928
329,238.196,-0.0600385,0.00394385,0.888159,0.0130183,-0.000628883,-0.00878717
330,240.78,-0.0256055,0.00380083,0.898348,0.0130144,-0.000683517,-0.00878927
331,241.797,-0.0257627,0.00380147,0.902375,0.0130106,-0.00073815,-0.008954
332,243.603,0.0101836,0.0036539,0.90928,0.0130068,-0.000792783,-0.00899577
333,242.978,-0.00860167,0.0037312,0.907149,0.0130029,-0.000847417,-0.00915079
334,242.571,-0.008703,0.00373161,0.905825,0.0129991,-0.00090205,-0.00934706
335,244.903,0.03196,0.00356739,0.914981,0.0129952,0.177549,-0.00935707
336,247.653,0.0539023,0.00348054,0.925269,0.0129914,0.17856,-0.00940105
337,248.598,0.0757893,0.00339422,0.929103,0.0129876,0.179571,-0.00951895
338,246.599,0.0574386,0.00347032,0.922837,0.0129837,0.180582,-0.00962035
