numMC,PL,,,,
369,0.00267218,0,,,
370,0.00228911,0,,,
371,-0.0047457,0,,,
372,0.000939474,0,,,
373,-0.00141917,0,,,
374,-0.00360205,0,,,
375,-0.000547531,0,,,
376,-0.000765935,0,,,
377,-0.00628228,0,,,
378,-0.000442745,0,,,
379,-0.00628145,0,,,
380,0.112227,0,,,
381,0.0132304,0,,,
382,-0.00402407,0,,,
383,0.00194182,0,,,
384,0.00553219,0,,,
385,-0.00565444,0,,,
386,-0.00197168,0,,,
387,0.00175364,0,,,
388,-0.00146461,0,,,
389,-0.00443128,0,,,
390,0.00289924,0,,,
391,0.0103613,0,,,
392,0.00650873,0,,,
393,0.00214273,0,,,
394,1.84E-05,0,,,
395,-0.000372505,0,,,
396,0.000747559,0,,,
397,-0.00412138,0,,,
398,0.00264076,0,,,
399,4.28E-05,0,,,
400,-0.00544512,0,,,
401,0.00514392,0,,,
402,-0.00101704,0,,,
403,-0.000940057,0,,,
404,-0.00187358,0,,,
405,0.00246803,0,,,
406,0.00109293,0,,,
407,0.000162222,0,,,
408,-0.00666529,0,,,
409,0.00303263,0,,,
410,-0.0048103,0,,,
411,-0.0101422,0,,,
412,0.00329498,0,,,
413,0.000569376,0,,,
414,0.000519812,0,,,
415,5.78E-05,0,,,
416,6.80E-05,0,,,
417,8.99E-05,0,,,
418,0.000346586,0,,,
419,-0.00108923,0,,,
420,-0.00454129,0,,,
421,-0.00447361,0,,,
422,-0.00296541,0,,,
423,0.000383949,0,,,
424,-0.000919322,0,,,
425,0.00592092,0,,,
426,0.000164465,0,,,
427,0.00554513,0,,,
428,0.0129564,0,,,
429,0.00048119,0,,,
430,0.000367821,0,,,
431,0.0315872,0,,,
432,0.00635841,0,,,
433,-0.0299578,1,,,
434,-0.000445497,0,,,
435,0.00133529,0,,,
436,-0.0031924,0,,,
437,0.00124049,0,,,
438,-0.0139931,1,,,
439,0.00510753,0,,,
440,0.000151825,0,,,
441,0.00264411,0,,,
442,0.00832175,0,,,
443,-0.00640263,0,,,
444,-0.00175328,0,,,
445,0.00524695,0,,,
446,-0.00284087,0,,,
447,0.00137308,0,,,
448,0.000907896,0,,,
449,-0.000545136,0,,,
450,-0.00762679,0,,,
451,-0.000477261,0,,,
452,0.00519714,0,,,
453,-0.000146079,0,,,
454,-0.0453186,1,,,
455,-0.00262007,0,,,
456,-0.00480497,0,,,
457,-0.00195272,0,,,
458,-0.00282712,0,,,
459,-0.00740128,0,,,
460,0.010342,0,,,
461,0.00115077,0,,,
462,-0.00105037,0,,,
463,-0.0114606,0,,,
464,0.00711961,0,,,
465,2.12E-05,0,,,
466,-0.000650623,0,,,
467,-0.00104703,0,,,
468,-0.00705054,0,,,
469,0.000388037,0,,,
470,-0.00135029,0,,,
471,-0.00445822,0,,,
472,5.77E-05,0,,,
473,0.0225785,0,,,
474,0.0222759,0,,,
475,-0.0519503,1,,,
476,0.00230823,0,,,
477,-0.000831349,0,,,
478,0.00027606,0,,,
479,-0.00101677,0,,,
480,0.0039179,0,,,
481,0.00203917,0,,,
482,-0.00755913,0,,,
483,0.000897383,0,,,
484,-0.000416578,0,,,
485,0.00435852,0,,,
486,0.00102924,0,,,
487,-0.000198584,0,,,
488,0.00391769,0,,,
489,0.0023261,0,,,
490,0.00111185,0,,,
491,-0.00225984,0,,,
492,0.00567434,0,,,
493,-0.000847447,0,,,
494,-0.00348088,0,,,
495,-0.00148297,0,,,
496,-0.00551007,0,,,
497,-0.00362937,0,,,
498,0.00141389,0,,,
499,0.00724338,0,,,
500,-0.000229191,0,,,
501,-0.00357369,0,,,
502,0.00725702,0,,,
503,0.00132866,0,,,
504,0.000724644,0,,,
505,0.000138672,0,,,
506,0.00328647,0,,,
507,-0.0159324,1,,,
508,-0.00442636,0,,,
509,-0.00369707,0,,,
510,-0.001608,0,,,
511,5.69E-05,0,,,
512,-0.0070579,0,,,
513,-0.00102452,0,,,
514,0.00361024,0,,,
515,0.00193733,0,,,
516,0.00311174,0,,,
517,-0.000616743,0,,,
518,-0.00697001,0,,,
519,0.00199265,0,,,
520,-5.37E-05,0,,,
521,0.00685507,0,,,
522,0.00481134,0,,,
523,0.00431539,0,,,
524,-0.00254169,0,,,
525,-0.0171898,1,,,
526,-0.00248088,0,,,
527,-0.000284721,0,,,
528,-0.0035091,0,,,
529,0.00163855,0,,,
530,6.96E-05,0,,,
531,-0.0157679,1,,,
532,1.29E-06,0,,,
533,0.00449252,0,,,
534,-0.000542567,0,,,
535,-0.000403345,0,,,
536,-0.0029619,0,,,
537,0.00912093,0,,,
538,-0.00190839,0,,,
539,0.00319757,0,,,
540,-0.000661644,0,,,
541,-0.00237111,0,,,
542,-0.00140995,0,,,
543,0.0101152,0,,,
544,0.00749493,0,,,
545,-0.00249808,0,,,
546,-0.000296067,0,,,
547,-0.00223743,0,,,
548,-0.00432256,0,,,
549,-0.00255,0,,,
550,0.00154554,0,,,
551,0.00672416,0,,,
552,0.00182383,0,,,
553,0.0392291,0,,,
554,0.00427382,0,,,
555,-0.000990792,0,,,
556,-0.00401153,0,,,
557,-1.02E-05,0,,,
558,0.000481113,0,,,
559,0.00429099,0,,,
560,0.000150605,0,,,
561,-0.00327148,0,,,
562,-0.0120091,1,,,
563,-0.00145125,0,,,
564,0.0158044,0,,,
565,0.00140149,0,,,
566,0.00015604,0,,,
567,0.000637987,0,,,
568,-0.00193428,0,,,
569,0.000612127,0,,,
570,-0.000567843,0,,,
571,0.00483258,0,,,
572,-0.00654223,0,,,
573,-0.00127493,0,,,
574,-0.00291552,0,,,
575,-0.00500013,0,,,
576,0.00242314,0,,,
577,-0.000912313,0,,,
578,0.00457474,0,,,
579,-0.00132729,0,,,
580,0.00154348,0,,,
581,0.00355779,0,,,
582,0.00164832,0,,,
583,-0.00282322,0,,,
584,-0.00226053,0,,,
585,-0.00128934,0,,,
586,-0.00222454,0,,,
587,0.000430612,0,,,
588,0.00219849,0,,,
589,0.000468178,0,,,
590,-0.00228246,0,,,
591,-0.000358675,0,,,
592,-0.00165865,0,,,
593,0.00494066,0,,,
594,0.0006024,0,,,
595,0.00250882,0,,,
596,-0.000752654,0,,,
597,-7.51E-05,0,,,
598,0.000732936,0,,,
599,-0.0055373,0,,,
600,0.00431357,0,,,
601,-0.00604241,0,,,
602,0.00683811,0,,,
603,0.00332527,0,,,
604,-0.0117063,0,,,
605,-0.00118976,0,,,
606,-0.0130756,1,,,
607,-0.00205503,0,,,
608,0.00371867,0,,,
609,-0.0157562,1,,,
610,-0.124891,1,,,
611,0.00189664,0,,,
612,-0.00129367,0,,,
613,-0.02192,1,,,
614,1.33E-05,0,,,
615,-0.0365885,1,,,
616,0.000481079,0,,,
617,-0.00251919,0,,,
618,-0.00557542,0,,,
619,0.000447007,0,,,
620,0.00145798,0,,,
621,0.00163277,0,,,
622,0.015253,0,,,
623,-0.00282107,0,,,
624,0.00343274,0,,,
625,0.00177838,0,,,
626,-9.91E-05,0,,,
627,0.00281712,0,,,
628,-0.000543485,0,,,
629,-0.0104282,0,,,
630,-0.00132563,0,,,
631,-0.000466132,0,,,
632,0.000945933,0,,,
633,-0.000326954,0,,,
634,0.00093663,0,,,
635,-0.0025137,0,,,
636,0.00339081,0,,,
637,0.00116044,0,,,
638,0.00477616,0,,,
639,-0.0020274,0,,,
640,0.00331769,0,,,
641,-0.00482348,0,,,
642,-0.000122645,0,,,
643,0.000419759,0,,,
644,0.000353122,0,,,
645,-0.00481746,0,,,
646,0.00241272,0,,,
647,0.000151439,0,,,
648,0.00335956,0,,,
649,0.00209681,0,,,
650,0.00100829,0,,,
651,0.000379856,0,,,
652,-0.00259444,0,,,
653,-0.00319724,0,,,
654,-0.00246918,0,,,
655,-0.00414951,0,,,
656,-0.0284247,1,,,
657,0.00686924,0,,,
658,-0.00179701,0,,,
659,0.00742753,0,,,
660,-0.00285724,0,,,
661,-5.49E-05,0,,,
662,0.00335048,0,,,
663,0.000448339,0,,,
664,0.00985818,0,,,
665,-0.000881563,0,,,
666,-0.0163968,1,,,
667,0.00125056,0,,,
668,0.00165872,0,,,
669,-0.00108978,0,,,
670,0.00163177,0,,,
671,-0.00636537,0,,,
672,0.00244251,0,,,
673,0.000646896,0,,,
674,-0.0172967,1,,,
675,0.00121274,0,,,
676,-0.00193303,0,,,
677,0.000397805,0,,,
678,0.000578431,0,,,
679,0.00137734,0,,,
680,0.00278038,0,,,
681,0.0080542,0,,,
682,-0.000504748,0,,,
683,-0.00253565,0,,,
684,0.00139622,0,,,
685,-0.0011706,0,,,
686,-0.00762635,0,,,
687,-0.013128,1,,,
688,0.000645115,0,,,
689,0.000155847,0,,,
690,-0.00542242,0,,,
691,-0.00113424,0,,,
692,0.0199016,0,,,
693,0.00420344,0,,,
694,0.00690977,0,,,
695,-0.00481563,0,,,
696,0.00422908,0,,,
697,0.00153256,0,,,
698,-0.000941838,0,,,
699,-0.00846907,0,,,
700,-0.00422789,0,,,
701,-0.00528759,0,,,
702,-0.000435286,0,,,
703,0.0030305,0,,,
704,0.000243311,0,,,
705,0.000839403,0,,,
706,2.95E-05,0,,,
707,0.000883018,0,,,
708,-0.000221369,0,,,
709,-0.00171421,0,,,
710,0.007209,0,,,
711,-0.00363742,0,,,
712,-0.00394621,0,,,
713,0.00420032,0,,,
714,0.00249342,0,,,
715,-0.00158774,0,,,
716,-0.00218374,0,,,
717,0.000524273,0,,,
718,-0.00205843,0,,,
719,-0.0119769,0,,,
720,0.00221714,0,,,
721,-0.00878618,0,,,
722,-0.00799231,0,,,
723,-0.00173105,0,,,
724,-0.0090758,0,,,
725,-0.017005,1,,,
726,-0.003913,0,,,
727,0.00540763,0,,,
728,-0.0177276,1,,,
729,-0.00123492,0,,,
730,0.00603331,0,,,
731,-0.00123105,0,,,
732,-4.16E-05,0,,,
733,-0.00763809,0,,,
734,0.000628692,0,,,
735,-0.00167702,0,,,
736,0.00995478,0,,,
737,0.00849713,0,,,
738,-0.0222373,1,,,
739,-0.00330636,0,,,
740,-0.018103,1,,,
741,-0.00237213,0,,,
742,-0.00743274,0,,,
743,0.000297316,0,,,
744,0.0175253,0,,,
745,-0.000824765,0,,,
746,0.0194798,0,,,
747,-0.00114003,0,,,
748,-0.00239727,0,,,
749,-0.00179039,0,,,
750,-0.0130768,1,,,
751,-0.00419979,0,,,
752,-0.00237633,0,,,
753,-0.00125056,0,,,
754,-0.0282377,1,,,
755,-0.00576124,0,,,
756,4.92E-05,0,,,
757,-0.00257537,0,,,
758,-0.000940846,0,,,
759,-0.0252786,1,,,
760,-0.000766189,0,,,
761,0.00264189,0,,,
762,0.00464074,0,,,
763,-0.00345657,0,,,
764,-0.00252061,0,,,
765,-0.00151243,0,,,
766,0.0058472,0,,,
767,0.000245478,0,,,
768,0.00391574,0,,,
769,3.91E-05,0,,,
770,0.000784582,0,,,
771,-0.000646426,0,,,
772,-0.000972688,0,,,
773,-0.00178307,0,,,
774,-0.00106513,0,,,
775,-0.00152621,0,,,
776,-0.00937496,0,,,
777,-0.00214162,0,,,
778,0.0138484,0,,,
779,0.029478,0,,,
780,0.00101667,0,,,
781,0.00801731,0,,,
782,0.00278937,0,,,
783,0.010431,0,,,
784,0.00223896,0,,,
785,0.0266603,0,,,
786,-0.000598071,0,,,
787,0.00866803,0,,,
788,0.0012826,0,,,
789,0.0057394,0,,,
790,-0.00117315,0,,,
791,-0.00650002,0,,,
792,-0.00380703,0,,,
793,0.0132875,0,,,
794,0.000180341,0,,,
795,0.000787337,0,,,
796,-0.000958913,0,,,
797,-0.00389668,0,,,
798,-0.0148053,1,,,
799,0.000263842,0,,,
800,-0.000757142,0,,,
801,-0.00127521,0,,,
802,-0.00325394,0,,,
803,-0.000481497,0,,,
804,-0.0130509,1,,,
805,0.00118561,0,,,
806,0.00530102,0,,,
807,-0.00143506,0,,,
808,-0.00708744,0,,,
809,6.58E-05,0,,,
810,0.000704474,0,,,
811,-0.000275163,0,,,
812,-0.00747048,0,,,
813,-0.000400014,0,,,
814,0.00766904,0,,,
815,-0.00173425,0,,,
816,-0.00344902,0,,,
817,-0.00090887,0,,,
818,0.0126448,0,,,
819,-0.00278542,0,,,
820,0.00482681,0,,,
821,-0.0205303,1,,,
822,-0.00182668,0,,,
823,-0.0147581,1,,,
824,-0.000278043,0,,,
825,0.000164869,0,,,
826,0.00219089,0,,,
827,-0.00676903,0,,,
828,-4.41E-06,0,,,
829,0.000736348,0,,,
830,0.00266713,0,,,
831,-0.00399007,0,,,
832,0.000135691,0,,,
833,0.00853158,0,,,
834,-0.000942625,0,,,
835,-0.020267,1,,,
836,-0.0016717,0,,,
837,-0.00554944,0,,,
838,-0.00356233,0,,,
839,-0.00166765,0,,,
840,0.00168962,0,,,
841,0.00254088,0,,,
842,0.00372409,0,,,
843,0.000447266,0,,,
844,-0.0108992,0,,,
845,-6.85E-05,0,,,
846,-0.000963098,0,,,
847,0.00219309,0,,,
848,-0.0036742,0,,,
849,-0.0051389,0,,,
850,-0.00359655,0,,,
851,-0.0207326,1,,,
852,-0.00388899,0,,,
853,-0.000973149,0,,,
854,-0.00654582,0,,,
855,-0.000460947,0,,,
856,-0.00369928,0,,,
857,-0.00185925,0,,,
858,-0.0224135,1,,,
859,-0.00261117,0,,,
860,0.000556888,0,,,
861,0.0026239,0,,,
862,0.00135236,0,,,
863,0.0190315,0,,,
864,0.00195536,0,,,
865,0.000386121,0,,,
866,0.00512149,0,,,
867,0.00362521,0,,,
868,-0.00101187,0,,,
869,0.00055287,0,,,
870,0.0124806,0,,,
871,0.000342535,0,,,
872,-4.27E-05,0,,,
873,0.00834617,0,,,
874,-1.02E-05,0,,,
875,-0.00122007,0,,,
876,-7.57E-06,0,,,
877,-0.00102836,0,,,
878,-0.000555733,0,,,
879,0.000643208,0,,,
880,0.00233392,0,,,
881,0.000129099,0,,,
882,-0.00406493,0,,,
883,0.0181817,0,,,
884,0.00327207,0,,,
885,-0.000154429,0,,,
886,0.00140615,0,,,
887,-0.00223824,0,,,
888,-0.000998629,0,,,
889,0.000549969,0,,,
890,0.00153018,0,,,
891,0.00102892,0,,,
892,-0.00216853,0,,,
893,-0.0020986,0,,,
894,0.00224122,0,,,
895,0.00545057,0,,,
896,4.02E-05,0,,,
897,5.10E-05,0,,,
898,0.023883,0,,,
899,0.00613775,0,,,
900,-0.000615873,0,,,
901,0.00388287,0,,,
902,-0.00298819,0,,,
903,0.0163336,0,,,
904,-0.00236423,0,,,
905,-0.0017137,0,,,
906,-0.0175031,1,,,
907,-0.00267966,0,,,
908,0.0031055,0,,,
909,-0.00135822,0,,,
910,-0.0010922,0,,,
911,0.00125223,0,,,
912,0.00108046,0,,,
913,-0.0218196,1,,,
914,-0.000732633,0,,,
915,5.67E-05,0,,,
916,-0.0132333,1,,,
917,-0.000713309,0,,,
918,-0.00162619,0,,,
919,0.00289869,0,,,
920,0.00699216,0,,,
921,0.00382648,0,,,
922,0.00163966,0,,,
923,-0.00105232,0,,,
924,0.00286617,0,,,
925,0.0173866,0,,,
926,0.00107439,0,,,
927,-0.000850908,0,,,
928,-9.37E-05,0,,,
929,0.0028197,0,,,
930,0.000813095,0,,,
931,-0.00223721,0,,,
932,0.00706411,0,,,
933,-0.01422,1,,,
934,-0.00703868,0,,,
935,-0.0219543,1,,,
936,0.0143159,0,,,
937,-0.0229333,1,,,
938,0.00165109,0,,,
939,0.000981937,0,,,
940,-0.0291345,1,,,
941,0.000510431,0,,,
942,0.00221013,0,,,
943,0.00200781,0,,,
944,0.00136894,0,,,
945,0.00637676,0,,,
946,-0.00056488,0,,,
947,-0.00237391,0,,,
948,-0.00159753,0,,,
949,-0.00755017,0,,,
950,-0.00910308,0,,,
951,0.00249049,0,,,
952,-0.00664164,0,,,
953,0.00165013,0,,,
954,-0.00169165,0,,,
955,-0.0017632,0,,,
956,-0.017395,1,,,
957,0.00552452,0,,,
958,0.0251712,0,,,
959,-0.0151241,1,,,
960,0.21353,0,,,
961,0.00572037,0,,,
962,-0.00386666,0,,,
963,0.00102463,0,,,
964,-0.0127899,1,,,
965,0.000412423,0,,,
966,0.00207558,0,,,
967,0.000239773,0,,,
968,0.00250221,0,,,
969,0.00186949,0,,,
970,0.00197368,0,,,
971,0.00122091,0,,,
972,0.00389474,0,,,
973,-0.00103851,0,,,
974,-3.81E-05,0,,,
975,-0.0249714,1,,,
976,0.00201066,0,,,
977,-0.000558597,0,,,
978,-8.52E-05,0,,,
979,-0.00141803,0,,,
980,0.000936029,0,,,
981,-0.0124908,1,,,
982,-0.0383261,1,,,
983,-0.00206162,0,,,
984,-0.00637439,0,,,
985,-0.00107521,0,,,
986,-0.00317859,0,,,
987,0.000869237,0,,,
988,-0.00242823,0,,,
989,-0.00350597,0,,,
990,-0.000817304,0,,,
991,-0.000445593,0,,,
992,-0.00510957,0,,,
993,-9.72E-05,0,,,
994,-0.0126215,1,,,
995,0.00400307,0,,,
996,-6.63E-05,0,,,
997,0.00202179,0,,,
998,0.000527552,0,,,
999,-0.016614,1,,,
1000,0.00311666,0,,,
1001,-0.00148548,0,,,
1002,-0.00675142,0,,,
1003,0.000299951,0,,,
1004,0.0241543,0,,,
1005,-0.00152454,0,,,
1006,0.00488821,0,,,
1007,-0.0333052,1,,,
1008,0.000120193,0,,,
1009,-0.00584107,0,,,
1010,-0.0196796,1,,,
1011,-0.000265899,0,,,
1012,-0.00206508,0,,,
1013,-0.0101257,0,,,
1014,-0.000479897,0,,,
1015,0.00236906,0,,,
1016,0.00595643,0,,,
1017,-0.000498014,0,,,
1018,-0.00716881,0,,,
1019,0.000707484,0,,,
1020,-0.00150038,0,,,
1021,-0.00288814,0,,,
1022,0.0186982,0,,,
1023,0.00029112,0,,,
1024,-0.00127318,0,,,
1025,-0.0212252,1,,,
1026,-0.00347838,0,,,
