numMC,PL,,,,
2191,-0.00131575,0,,,
2192,-0.00943106,0,,,
2193,-0.00217449,0,,,
2194,0.000335017,0,,,
2195,0.0047336,0,,,
2196,0.00110899,0,,,
2197,0.0194315,0,,,
2198,0.00046678,0,,,
2199,-0.000786702,0,,,
2200,0.00485868,0,,,
2201,0.000534562,0,,,
2202,0.00151888,0,,,
2203,0.00535927,0,,,
2204,-0.0017651,0,,,
2205,0.000213615,0,,,
2206,-0.00133582,0,,,
2207,0.00166341,0,,,
2208,0.00316158,0,,,
2209,-0.00102003,0,,,
2210,-0.00217322,0,,,
2211,-0.0166246,1,,,
2212,-0.00896675,0,,,
2213,-0.00267844,0,,,
2214,0.000544623,0,,,
2215,0.00670404,0,,,
2216,-0.00480435,0,,,
2217,0.00719441,0,,,
2218,-0.00238615,0,,,
2219,0.00470631,0,,,
2220,0.000363049,0,,,
2221,-0.000699616,0,,,
2222,0.00163376,0,,,
2223,-0.00287086,0,,,
2224,0.000765868,0,,,
2225,-0.000273735,0,,,
2226,0.00111513,0,,,
2227,0.000425662,0,,,
2228,0.000338948,0,,,
2229,-0.011754,0,,,
2230,0.000441316,0,,,
2231,-0.000713051,0,,,
2232,-0.00504033,0,,,
2233,0.00178323,0,,,
2234,-0.00505349,0,,,
2235,0.00897039,0,,,
2236,0.000122125,0,,,
2237,-0.00140335,0,,,
2238,-0.000858449,0,,,
2239,0.00291382,0,,,
2240,-0.00120608,0,,,
2241,-0.00165518,0,,,
2242,-0.000652016,0,,,
2243,-0.000795681,0,,,
2244,0.00646836,0,,,
2245,-2.15E-05,0,,,
2246,-0.00480176,0,,,
2247,-0.00014629,0,,,
2248,0.00715704,0,,,
2249,-0.00136828,0,,,
2250,0.00475685,0,,,
2251,0.00373294,0,,,
2252,-0.00218178,0,,,
2253,-0.000562002,0,,,
2254,0.000265787,0,,,
2255,-0.00154418,0,,,
2256,0.0196642,0,,,
2257,-0.0118652,0,,,
2258,0.00261428,0,,,
2259,0.000760089,0,,,
2260,-0.000603331,0,,,
2261,0.0113924,0,,,
2262,0.00137807,0,,,
2263,-0.000282046,0,,,
2264,0.00900035,0,,,
2265,-0.00110636,0,,,
2266,-0.00382726,0,,,
2267,-0.000449232,0,,,
2268,-0.00213714,0,,,
2269,-0.0276456,1,,,
2270,0.000989071,0,,,
2271,-0.00050584,0,,,
2272,0.000551185,0,,,
2273,-0.00611272,0,,,
2274,-0.0146563,1,,,
2275,-0.00544291,0,,,
2276,-0.00456141,0,,,
2277,-0.00148345,0,,,
2278,-0.00187481,0,,,
2279,0.00138848,0,,,
2280,-0.00185353,0,,,
2281,-0.00036069,0,,,
2282,-0.0281806,1,,,
2283,-0.00235121,0,,,
2284,-0.0282393,1,,,
2285,0.000490513,0,,,
2286,0.00188735,0,,,
2287,0.00154032,0,,,
2288,0.00382625,0,,,
2289,-0.0253981,1,,,
2290,0.0200962,0,,,
2291,-0.000109222,0,,,
2292,0.00127192,0,,,
2293,0.00347155,0,,,
2294,-0.0051517,0,,,
2295,-0.00471379,0,,,
2296,0.00189661,0,,,
2297,-0.00480814,0,,,
2298,-0.0138475,1,,,
2299,-0.000527043,0,,,
2300,-1.24E-05,0,,,
2301,-0.00817895,0,,,
2302,0.00111751,0,,,
2303,-0.0230694,1,,,
2304,-0.000592949,0,,,
2305,-0.000566898,0,,,
2306,-0.00165401,0,,,
2307,0.0138992,0,,,
2308,0.0153373,0,,,
2309,-0.00508028,0,,,
2310,-0.0068421,0,,,
2311,-0.00100723,0,,,
2312,-0.000503016,0,,,
2313,-0.00622355,0,,,
2314,1.63E-05,0,,,
2315,0.00294368,0,,,
2316,0.00348011,0,,,
2317,-0.0165442,1,,,
2318,-0.00833324,0,,,
2319,0.00158511,0,,,
2320,-0.00256839,0,,,
2321,-0.00152213,0,,,
2322,-0.0057546,0,,,
2323,-0.00887341,0,,,
2324,0.000186532,0,,,
2325,-0.00252554,0,,,
2326,-0.00421118,0,,,
2327,-0.00113956,0,,,
2328,-0.00509614,0,,,
2329,-0.00171953,0,,,
2330,0.000200817,0,,,
2331,0.00198446,0,,,
2332,0.00281435,0,,,
2333,0.00541686,0,,,
2334,0.00495891,0,,,
2335,0.00854707,0,,,
2336,-0.00456231,0,,,
2337,0.00255483,0,,,
2338,-0.0009435,0,,,
2339,-0.000290034,0,,,
2340,-0.00298257,0,,,
2341,-0.00211376,0,,,
2342,0.000329879,0,,,
2343,0.00805276,0,,,
2344,-0.138068,1,,,
2345,0.00384533,0,,,
2346,-0.00209497,0,,,
2347,-0.0014188,0,,,
2348,-0.00159774,0,,,
2349,0.00241374,0,,,
2350,0.00509927,0,,,
2351,-0.00274901,0,,,
2352,0.00103404,0,,,
2353,-0.00757701,0,,,
2354,0.00145333,0,,,
2355,-0.000232087,0,,,
2356,-0.0136512,1,,,
2357,0.00336505,0,,,
2358,0.000994834,0,,,
2359,-0.00139028,0,,,
2360,-0.000587022,0,,,
2361,0.00231272,0,,,
2362,0.00123135,0,,,
2363,-0.00134941,0,,,
2364,0.00436088,0,,,
2365,-0.000896844,0,,,
2366,-0.024813,1,,,
2367,2.35E-05,0,,,
2368,-0.00315461,0,,,
2369,-0.00065511,0,,,
2370,-0.0143505,1,,,
2371,-0.00724006,0,,,
2372,-0.0186828,1,,,
2373,0.00298238,0,,,
2374,-0.000857038,0,,,
2375,-0.00123507,0,,,
2376,-0.0188512,1,,,
2377,-0.00160184,0,,,
2378,-0.00325998,0,,,
2379,0.00913627,0,,,
2380,-0.00188141,0,,,
2381,-0.000186424,0,,,
2382,0.000174665,0,,,
2383,-0.00183358,0,,,
2384,-0.0024592,0,,,
2385,0.00337656,0,,,
2386,-0.000941984,0,,,
2387,-0.000192911,0,,,
2388,-0.00480977,0,,,
2389,0.000341908,0,,,
2390,0.000832877,0,,,
2391,-0.0209765,1,,,
2392,-0.0147636,1,,,
2393,0.0217864,0,,,
2394,0.000879496,0,,,
2395,-0.00436107,0,,,
2396,-0.0328377,1,,,
2397,-0.0140511,1,,,
2398,-0.000465432,0,,,
2399,-0.00136922,0,,,
2400,0.00417001,0,,,
2401,0.00298199,0,,,
2402,-0.00440957,0,,,
2403,-0.00731011,0,,,
2404,-0.00292622,0,,,
2405,-0.00197036,0,,,
2406,0.00141603,0,,,
2407,-0.00434287,0,,,
2408,-0.00491365,0,,,
2409,-0.00168363,0,,,
2410,0.000117112,0,,,
2411,-0.00240564,0,,,
2412,0.00157668,0,,,
2413,-0.00146029,0,,,
2414,0.00288409,0,,,
2415,-0.000829704,0,,,
2416,0.00070114,0,,,
2417,0.000423258,0,,,
2418,-0.000764927,0,,,
2419,0.0021512,0,,,
2420,-0.00122071,0,,,
2421,-0.0191841,1,,,
2422,-0.00408191,0,,,
2423,-0.00168819,0,,,
2424,-0.0419715,1,,,
2425,0.0241726,0,,,
2426,0.00391718,0,,,
2427,0.000808173,0,,,
2428,0.00423792,0,,,
2429,-0.00191438,0,,,
2430,0.00303481,0,,,
2431,-0.00393739,0,,,
2432,0.00537221,0,,,
2433,0.043351,0,,,
2434,0.00104678,0,,,
2435,-0.000178596,0,,,
2436,-0.00612117,0,,,
2437,-0.000914726,0,,,
2438,-0.00596633,0,,,
2439,0.00166825,0,,,
2440,0.00672891,0,,,
2441,-0.0133174,1,,,
2442,0.0183678,0,,,
2443,-0.00210013,0,,,
2444,0.00436847,0,,,
2445,-0.000660423,0,,,
2446,-0.00306568,0,,,
2447,-0.00310107,0,,,
2448,0.00120523,0,,,
2449,0.00789221,0,,,
2450,0.00038184,0,,,
2451,-0.00336397,0,,,
2452,0.00998509,0,,,
2453,0.0035809,0,,,
2454,0.00256107,0,,,
2455,-0.00103137,0,,,
2456,-0.000670916,0,,,
2457,-0.00159982,0,,,
2458,0.00107121,0,,,
2459,-0.00307159,0,,,
2460,-0.0030426,0,,,
2461,-0.0018435,0,,,
2462,0.000277686,0,,,
2463,-0.000515652,0,,,
2464,-0.00224446,0,,,
2465,-0.00465958,0,,,
2466,0.00119734,0,,,
2467,-0.00362968,0,,,
2468,-0.00071583,0,,,
2469,-0.0128189,1,,,
2470,-0.000274092,0,,,
2471,0.00333798,0,,,
2472,-0.000601649,0,,,
2473,-0.000141983,0,,,
2474,0.0011036,0,,,
2475,-0.00710781,0,,,
2476,0.000867287,0,,,
2477,0.00118432,0,,,
2478,0.000282394,0,,,
2479,0.0159994,0,,,
2480,0.000992256,0,,,
2481,-0.00021606,0,,,
2482,0.00493712,0,,,
2483,-0.00140684,0,,,
2484,-0.00352045,0,,,
2485,0.0051097,0,,,
2486,0.00131827,0,,,
2487,0.00873697,0,,,
2488,0.00169247,0,,,
2489,0.00112468,0,,,
2490,-0.00122137,0,,,
2491,0.00112643,0,,,
2492,-0.036167,1,,,
2493,-0.0011737,0,,,
2494,-4.96E-05,0,,,
2495,-0.0119518,0,,,
2496,0.00125717,0,,,
2497,0.00116326,0,,,
2498,-0.00123437,0,,,
2499,-0.000973737,0,,,
2500,-0.00102036,0,,,
2501,0.00242829,0,,,
2502,-0.0017363,0,,,
2503,0.00304213,0,,,
2504,0.00205875,0,,,
2505,-0.0087398,0,,,
2506,-0.00111509,0,,,
2507,0.01501,0,,,
2508,0.00257843,0,,,
2509,-0.000724405,0,,,
2510,-0.0202489,1,,,
2511,0.00358733,0,,,
2512,-0.00167001,0,,,
2513,-0.00125037,0,,,
2514,-0.000461995,0,,,
2515,-0.0029314,0,,,
2516,0.00248475,0,,,
2517,-0.0014301,0,,,
2518,-0.00378923,0,,,
2519,0.0156724,0,,,
2520,-0.0076986,0,,,
2521,-0.00157049,0,,,
2522,0.00122714,0,,,
2523,0.00239126,0,,,
2524,0.00644769,0,,,
2525,0.0137998,0,,,
2526,-0.000356376,0,,,
2527,-0.0173434,1,,,
2528,0.00147232,0,,,
2529,-0.00167477,0,,,
2530,-0.00280065,0,,,
2531,-0.000886271,0,,,
2532,-0.00921255,0,,,
2533,-0.00132002,0,,,
2534,-0.0004212,0,,,
2535,-0.00261674,0,,,
2536,0.00271917,0,,,
2537,0.00146555,0,,,
2538,0.00107094,0,,,
2539,0.00648916,0,,,
2540,0.00987098,0,,,
2541,0.000436893,0,,,
2542,0.000808444,0,,,
2543,0.00486774,0,,,
2544,0.000945062,0,,,
2545,0.0273646,0,,,
2546,0.000731016,0,,,
2547,-0.00315444,0,,,
2548,0.00346166,0,,,
2549,0.00374064,0,,,
2550,-0.00643146,0,,,
2551,-0.00168888,0,,,
2552,-0.00781955,0,,,
2553,0.00179104,0,,,
2554,-0.00329057,0,,,
2555,0.0042637,0,,,
2556,-0.00471498,0,,,
2557,-0.00111818,0,,,
2558,0.00246916,0,,,
2559,-0.00310321,0,,,
2560,-0.00126155,0,,,
2561,-0.00110972,0,,,
2562,0.00452223,0,,,
2563,-0.00244388,0,,,
2564,-0.00153943,0,,,
2565,0.00934014,0,,,
2566,-0.00132621,0,,,
2567,-0.00176535,0,,,
2568,-0.00353968,0,,,
2569,0.000105888,0,,,
2570,0.00910724,0,,,
2571,-0.00153732,0,,,
2572,0.00515039,0,,,
2573,0.00169848,0,,,
2574,0.0108292,0,,,
2575,0.011853,0,,,
2576,-0.00297073,0,,,
2577,0.00102709,0,,,
2578,0.00063198,0,,,
2579,-0.00318481,0,,,
2580,0.00332941,0,,,
2581,-0.0068781,0,,,
2582,0.000177363,0,,,
2583,0.00210495,0,,,
2584,-0.016195,1,,,
2585,-0.0012016,0,,,
2586,0.00232026,0,,,
2587,-0.00211993,0,,,
2588,-0.00795687,0,,,
2589,-0.00191932,0,,,
2590,-0.000460342,0,,,
2591,0.00126863,0,,,
2592,-0.00404371,0,,,
2593,-0.00245247,0,,,
2594,0.000192989,0,,,
2595,0.0138168,0,,,
2596,0.00574236,0,,,
2597,-0.0131158,1,,,
2598,-0.00223096,0,,,
2599,0.00198808,0,,,
2600,-0.00111118,0,,,
2601,-0.00364559,0,,,
2602,-0.000876023,0,,,
2603,0.00156474,0,,,
2604,-0.0060939,0,,,
2605,-0.00530191,0,,,
2606,-0.0017079,0,,,
2607,-0.00592993,0,,,
2608,-0.00356231,0,,,
2609,0.029453,0,,,
2610,-0.00172378,0,,,
2611,-0.00349896,0,,,
2612,-0.0110168,0,,,
2613,0.00496406,0,,,
2614,-0.00771333,0,,,
2615,-0.00369997,0,,,
2616,0.0097004,0,,,
2617,-0.00112851,0,,,
2618,0.00601816,0,,,
2619,-0.000913128,0,,,
2620,-0.0292772,1,,,
2621,0.000814595,0,,,
2622,-0.00432768,0,,,
2623,-0.00797469,0,,,
2624,-0.0093544,0,,,
2625,-0.000866323,0,,,
2626,-0.00794809,0,,,
2627,-0.00520117,0,,,
2628,-0.000464814,0,,,
2629,-0.00221684,0,,,
2630,0.0020983,0,,,
2631,-0.00295105,0,,,
2632,0.00418588,0,,,
2633,0.00651215,0,,,
2634,-0.00202503,0,,,
2635,-0.00895071,0,,,
2636,-0.00087433,0,,,
2637,0.138239,0,,,
2638,-0.00141746,0,,,
2639,-0.00878885,0,,,
2640,-0.00933487,0,,,
2641,0.0015707,0,,,
2642,-0.000825422,0,,,
2643,0.000220582,0,,,
2644,0.0122609,0,,,
2645,0.00230584,0,,,
2646,0.00115753,0,,,
2647,0.0145653,0,,,
2648,-0.00152725,0,,,
2649,-0.000604578,0,,,
2650,-0.00308563,0,,,
2651,-0.0164296,1,,,
2652,-0.0011548,0,,,
2653,-0.00375305,0,,,
2654,-0.032927,1,,,
2655,-0.00812846,0,,,
2656,0.00745645,0,,,
2657,-0.00152346,0,,,
2658,-0.000350083,0,,,
2659,-0.00201859,0,,,
2660,-0.00437803,0,,,
2661,-0.0103544,0,,,
2662,0.00112959,0,,,
2663,-0.00454722,0,,,
2664,-0.00385014,0,,,
2665,0.00110248,0,,,
2666,-0.000317419,0,,,
2667,-0.00459812,0,,,
2668,0.00128902,0,,,
2669,0.00148569,0,,,
2670,-0.00260214,0,,,
2671,0.00194484,0,,,
2672,-0.00136269,0,,,
2673,-0.00216814,0,,,
2674,-0.000304939,0,,,
2675,-0.00101024,0,,,
2676,0.00835753,0,,,
2677,-0.00695646,0,,,
2678,0.00194035,0,,,
2679,0.00860287,0,,,
2680,-0.000563397,0,,,
2681,-0.00165739,0,,,
2682,-0.00320707,0,,,
2683,-0.00185628,0,,,
2684,-0.0165513,1,,,
2685,-0.00339934,0,,,
2686,-0.000440789,0,,,
2687,-0.000754323,0,,,
2688,0.000973637,0,,,
2689,0.0152042,0,,,
2690,-0.00025326,0,,,
2691,0.000651115,0,,,
2692,-0.0022642,0,,,
2693,0.00265762,0,,,
2694,-0.00505182,0,,,
2695,6.47E-05,0,,,
2696,-0.00281406,0,,,
2697,0.000493846,0,,,
2698,-0.0023693,0,,,
2699,-0.00147562,0,,,
2700,-0.0002037,0,,,
2701,0.00274868,0,,,
2702,-0.035334,1,,,
2703,-0.00579567,0,,,
2704,-0.00559942,0,,,
2705,-0.00500028,0,,,
2706,0.00419859,0,,,
2707,-0.00149616,0,,,
2708,-0.00114713,0,,,
2709,-0.0013479,0,,,
2710,-0.0310351,1,,,
2711,-0.00126769,0,,,
2712,0.00261135,0,,,
2713,0.000341021,0,,,
2714,-0.020661,1,,,
2715,-0.00217687,0,,,
2716,0.0125029,0,,,
2717,-0.00705946,0,,,
2718,0.00701942,0,,,
2719,-0.00330442,0,,,
2720,-0.00730165,0,,,
2721,0.00110854,0,,,
2722,-0.0106589,0,,,
2723,-0.00616591,0,,,
2724,0.000162781,0,,,
2725,-0.00211527,0,,,
2726,-0.00813165,0,,,
2727,0.00958712,0,,,
2728,-0.000331743,0,,,
2729,-0.00129557,0,,,
2730,-0.00178142,0,,,
2731,-0.00657144,0,,,
2732,-0.00366993,0,,,
2733,0.00782349,0,,,
2734,-0.0152339,1,,,
2735,0.00125278,0,,,
2736,0.00825953,0,,,
2737,-0.0013365,0,,,
2738,0.000647147,0,,,
2739,-0.00382143,0,,,
2740,-0.00703291,0,,,
2741,-0.000369286,0,,,
2742,-0.0037612,0,,,
2743,0.000505298,0,,,
2744,-0.00455224,0,,,
2745,-0.00312331,0,,,
2746,0.000275533,0,,,
2747,2.66E-05,0,,,
2748,0.00342613,0,,,
2749,0.00506219,0,,,
2750,0.000402203,0,,,
2751,0.00819265,0,,,
2752,-0.000189812,0,,,
2753,0.00275277,0,,,
2754,-0.00241217,0,,,
2755,0.000571736,0,,,
2756,0.000930547,0,,,
2757,-0.000724324,0,,,
2758,-0.000148503,0,,,
2759,0.000733902,0,,,
2760,-0.000319167,0,,,
2761,-0.000272899,0,,,
2762,0.00329087,0,,,
2763,0.00425163,0,,,
2764,-0.00230539,0,,,
2765,-0.00167826,0,,,
2766,-0.0127136,1,,,
2767,-0.00196661,0,,,
2768,-0.00670481,0,,,
2769,-0.0108572,0,,,
2770,0.000905159,0,,,
2771,-0.0195607,1,,,
2772,0.00204738,0,,,
2773,0.000183182,0,,,
2774,0.00328322,0,,,
2775,-0.00119861,0,,,
2776,-0.00109461,0,,,
2777,-0.00039299,0,,,
2778,-0.0297088,1,,,
2779,-0.00414852,0,,,
2780,-9.67E-05,0,,,
2781,-0.0030943,0,,,
2782,-6.78E-05,0,,,
2783,0.000516975,0,,,
2784,0.00200046,0,,,
2785,0.00521141,0,,,
2786,-0.00545982,0,,,
2787,0.00255805,0,,,
2788,-0.00367281,0,,,
2789,-0.00439846,0,,,
2790,-0.00113088,0,,,
2791,-0.00901685,0,,,
2792,0.00520587,0,,,
2793,-0.029375,1,,,
2794,-0.00117176,0,,,
2795,-0.00179432,0,,,
2796,0.00273005,0,,,
2797,0.000435516,0,,,
2798,-0.00234333,0,,,
2799,0.0085578,0,,,
2800,0.00103243,0,,,
2801,0.00157361,0,,,
2802,0.00282966,0,,,
2803,0.000639891,0,,,
2804,0.0103891,0,,,
2805,0.000853276,0,,,
2806,-0.00487852,0,,,
2807,0.00589523,0,,,
2808,-0.00622269,0,,,
2809,0.000180882,0,,,
2810,-0.00125032,0,,,
2811,-0.000178335,0,,,
2812,-0.00192584,0,,,
2813,0.000761056,0,,,
2814,0.000874305,0,,,
2815,-0.02013,1,,,
2816,-0.000221488,0,,,
2817,-0.00145119,0,,,
2818,-0.00841192,0,,,
2819,0.00150743,0,,,
2820,0.00175531,0,,,
2821,0.000684091,0,,,
2822,0.000426154,0,,,
2823,0.000676604,0,,,
2824,-0.0174218,1,,,
2825,-0.00350953,0,,,
2826,0.00662476,0,,,
2827,0.00963938,0,,,
2828,0.00635031,0,,,
2829,0.000921757,0,,,
2830,0.161463,0,,,
2831,0.00179127,0,,,
2832,0.00285291,0,,,
2833,-0.00751929,0,,,
2834,-0.0118112,0,,,
2835,0.0018311,0,,,
2836,-0.000360226,0,,,
2837,0.00167491,0,,,
2838,0.00585873,0,,,
2839,-0.00616102,0,,,
2840,0.08325,0,,,
2841,-0.00189286,0,,,
2842,-0.000656798,0,,,
2843,0.00520466,0,,,
2844,0.0120466,0,,,
2845,-0.00113423,0,,,
2846,-0.00756308,0,,,
2847,0.000254766,0,,,
2848,-0.00630728,0,,,
2849,0.00490799,0,,,
2850,0.00696115,0,,,
2851,0.000227462,0,,,
2852,0.0151469,0,,,
2853,-0.00119017,0,,,
2854,-0.00130949,0,,,
2855,-0.00566935,0,,,
2856,-0.00349629,0,,,
2857,-0.00290462,0,,,
2858,0.00544911,0,,,
2859,-0.0130989,1,,,
2860,-0.000776305,0,,,
2861,0.0130239,0,,,
2862,0.000665407,0,,,
2863,0.000176671,0,,,
2864,-0.00162954,0,,,
2865,0.000916804,0,,,
2866,-0.00472408,0,,,
2867,-0.000126318,0,,,
2868,0.00462316,0,,,
2869,-0.000842514,0,,,
2870,6.15E-05,0,,,
2871,-0.0116987,0,,,
2872,-0.00325014,0,,,
2873,-0.00333888,0,,,
2874,-0.0012812,0,,,
2875,-0.00203179,0,,,
2876,-0.00104141,0,,,
2877,-0.000605517,0,,,
2878,-0.00272624,0,,,
2879,-0.0224847,1,,,
2880,-0.000836689,0,,,
2881,-0.00173315,0,,,
2882,-0.00716801,0,,,
2883,0.000590724,0,,,
2884,-0.00163719,0,,,
2885,0.00147135,0,,,
2886,0.00226783,0,,,
2887,0.000110699,0,,,
2888,-0.00557318,0,,,
2889,-0.00206401,0,,,
2890,-0.00315093,0,,,
2891,0.00183438,0,,,
2892,0.000588744,0,,,
2893,-0.0626274,1,,,
2894,-0.000562311,0,,,
2895,0.00685961,0,,,
2896,0.00403006,0,,,
2897,-0.000430333,0,,,
2898,0.00751715,0,,,
2899,0.00139367,0,,,
2900,-0.00150323,0,,,
2901,-0.00543425,0,,,
2902,-0.000565448,0,,,
2903,-0.0013983,0,,,
2904,0.0033184,0,,,
2905,-0.00662048,0,,,
2906,-0.00228139,0,,,
2907,0.0217945,0,,,
2908,0.0124438,0,,,
2909,-0.0028806,0,,,
2910,0.00138946,0,,,
2911,-0.00221035,0,,,
2912,0.00199791,0,,,
2913,-0.000510769,0,,,
2914,-0.000403025,0,,,
2915,-0.00440702,0,,,
2916,0.00501222,0,,,
2917,0.000302983,0,,,
2918,-0.00128227,0,,,
2919,-0.00718857,0,,,
2920,-0.000597632,0,,,
2921,-0.000499597,0,,,
2922,-0.000444612,0,,,
2923,-0.00347668,0,,,
2924,-0.000916913,0,,,
2925,-0.00324233,0,,,
2926,-0.00263409,0,,,
2927,8.49E-05,0,,,
2928,-0.0011757,0,,,
2929,-0.00540463,0,,,
2930,0.0234624,0,,,
2931,-0.0122315,1,,,
2932,0.00256611,0,,,
2933,-0.00284919,0,,,
2934,-0.00845537,0,,,
2935,0.000677752,0,,,
2936,-0.0085026,0,,,
2937,0.000286347,0,,,
2938,0.00236966,0,,,
2939,0.00317049,0,,,
2940,-0.000817381,0,,,
2941,-0.0214806,1,,,
2942,0.00532338,0,,,
2943,0.00176251,0,,,
2944,-0.00151751,0,,,
2945,0.00123903,0,,,
2946,-0.000919735,0,,,
2947,-0.00661459,0,,,
2948,0.000345006,0,,,
2949,0.0334706,0,,,
2950,-0.0185957,1,,,
2951,-0.00295436,0,,,
2952,0.0149019,0,,,
2953,-0.00296235,0,,,
2954,-0.0139365,1,,,
2955,-0.00115699,0,,,
2956,-0.00341839,0,,,
2957,-0.00195251,0,,,
2958,-0.00296137,0,,,
2959,0.00100581,0,,,
2960,0.00261639,0,,,
2961,-0.0105793,0,,,
2962,-0.00164557,0,,,
2963,0.00162753,0,,,
2964,-0.00286767,0,,,
2965,-0.00211754,0,,,
2966,-0.00145933,0,,,
2967,0.00125555,0,,,
2968,-0.000170354,0,,,
2969,0.00706291,0,,,
2970,0.000210922,0,,,
2971,-0.00138826,0,,,
2972,-0.00268536,0,,,
2973,-0.00108837,0,,,
2974,0.000575221,0,,,
2975,0.00216163,0,,,
2976,-0.000956685,0,,,
2977,-0.00328019,0,,,
2978,-0.013492,1,,,
2979,-0.000693083,0,,,
2980,-0.000560826,0,,,
2981,0.00400208,0,,,
2982,0.000574874,0,,,
2983,-0.0153237,1,,,
2984,-0.000561511,0,,,
2985,-0.00603929,0,,,
2986,-0.00123143,0,,,
2987,0.0237682,0,,,
2988,-0.00564276,0,,,
2989,-0.00167225,0,,,
2990,-0.00128589,0,,,
2991,0.000184816,0,,,
2992,0.000176291,0,,,
2993,-0.00202787,0,,,
2994,0.00427963,0,,,
2995,-1.13E-05,0,,,
2996,-0.00655649,0,,,
2997,-0.00403527,0,,,
2998,0.00686316,0,,,
2999,-0.0010036,0,,,
3000,0.00495579,0,,,
3001,-0.0025656,0,,,
3002,0.0126549,0,,,
3003,-0.00188576,0,,,
3004,0.00140796,0,,,
3005,0.00355991,0,,,
3006,0.00216388,0,,,
3007,0.00826184,0,,,
3008,-0.00147798,0,,,
3009,-0.00104466,0,,,
3010,-0.00140286,0,,,
3011,0.000242222,0,,,
3012,0.00281706,0,,,
3013,0.000868126,0,,,
3014,0.00658468,0,,,
3015,0.000149784,0,,,
3016,-0.010999,0,,,
3017,0.000137427,0,,,
3018,0.00109438,0,,,
3019,0.00269835,0,,,
3020,-0.00311313,0,,,
3021,-0.00334137,0,,,
3022,0.00350693,0,,,
3023,-0.000813462,0,,,
3024,0.000163226,0,,,
3025,-0.000371873,0,,,
3026,-0.00288281,0,,,
3027,-0.00399174,0,,,
3028,0.00274669,0,,,
3029,0.00217789,0,,,
3030,0.00113923,0,,,
3031,-3.29E-05,0,,,
3032,-6.51E-06,0,,,
3033,-0.0400163,1,,,
3034,-0.0019497,0,,,
3035,-0.00092518,0,,,
3036,-0.00120079,0,,,
3037,0.00139961,0,,,
3038,-0.00585495,0,,,
3039,-0.00372375,0,,,
3040,-0.0020852,0,,,
3041,0.00166274,0,,,
3042,0.000779684,0,,,
3043,0.000111895,0,,,
3044,0.00556279,0,,,
3045,0.00233862,0,,,
3046,0.0045251,0,,,
3047,0.00636369,0,,,
3048,-0.00822729,0,,,
3049,-0.00229985,0,,,
3050,0.00900998,0,,,
3051,0.00234087,0,,,
3052,-0.00333693,0,,,
3053,-0.00159401,0,,,
3054,0.00198195,0,,,
3055,-0.00521164,0,,,
3056,-0.00209528,0,,,
3057,-0.00665974,0,,,
3058,0.000214381,0,,,
3059,-0.0559458,1,,,
3060,0.00190058,0,,,
3061,-0.0039782,0,,,
3062,0.00327115,0,,,
3063,0.00207375,0,,,
3064,-0.00341041,0,,,
3065,0.00493045,0,,,
3066,-0.00791475,0,,,
3067,-0.000630945,0,,,
3068,0.00032662,0,,,
3069,5.93E-05,0,,,
3070,0.000740931,0,,,
3071,7.12E-06,0,,,
3072,-0.0013178,0,,,
3073,0.00067596,0,,,
3074,0.00208345,0,,,
3075,-0.00134898,0,,,
3076,-0.0122581,1,,,
3077,0.00345136,0,,,
3078,0.016025,0,,,
3079,0.00199647,0,,,
3080,-0.00878182,0,,,
3081,-0.00235939,0,,,
3082,-0.00133755,0,,,
3083,-0.000755062,0,,,
3084,-0.0031606,0,,,
3085,-0.00298368,0,,,
3086,0.000685408,0,,,
3087,0.00409418,0,,,
3088,0.00830132,0,,,
3089,0.0010919,0,,,
3090,-0.00351748,0,,,
3091,0.00106758,0,,,
3092,0.0247725,0,,,
3093,0.000205547,0,,,
3094,-0.00150367,0,,,
3095,0.00501329,0,,,
3096,-0.00144898,0,,,
3097,-0.00091875,0,,,
3098,-0.012425,1,,,
3099,-0.00361588,0,,,
3100,0.00801648,0,,,
3101,0.00410658,0,,,
3102,7.77E-05,0,,,
3103,-0.00180533,0,,,
3104,-0.0123299,1,,,
3105,0.00107494,0,,,
3106,0.00928431,0,,,
3107,-0.0114727,0,,,
3108,0.0178262,0,,,
3109,-0.00644636,0,,,
3110,0.000307323,0,,,
3111,-0.00793897,0,,,
3112,-0.0011152,0,,,
3113,0.00360751,0,,,
3114,-0.000779317,0,,,
3115,0.000399173,0,,,
3116,0.000386725,0,,,
3117,-0.00586784,0,,,
3118,4.17E-05,0,,,
3119,0.00169937,0,,,
3120,0.00169008,0,,,
3121,0.00186384,0,,,
3122,0.00533777,0,,,
3123,-0.00198734,0,,,
3124,-0.191732,1,,,
3125,0.00177687,0,,,
3126,0.00874797,0,,,
3127,0.0047031,0,,,
3128,-0.00757714,0,,,
3129,-0.00115817,0,,,
3130,-0.00090782,0,,,
3131,-0.0036902,0,,,
3132,0.00823857,0,,,
3133,-0.000423214,0,,,
3134,7.26E-05,0,,,
3135,0.000994308,0,,,
3136,0.00324205,0,,,
3137,-0.00211804,0,,,
3138,-0.0248767,1,,,
3139,-0.001911,0,,,
3140,-0.00140285,0,,,
3141,0.000268134,0,,,
3142,-0.00120689,0,,,
3143,-0.00276475,0,,,
3144,-6.01E-06,0,,,
3145,-0.000435624,0,,,
3146,-0.00170225,0,,,
3147,0.00122657,0,,,
3148,0.00422263,0,,,
3149,0.00646719,0,,,
3150,0.00300672,0,,,
