tau,s_tmp,cash,delta,pv,r,q,PL
33,276.335,0.304043,0.00236957,0.956962,0.018044,0.126655,0.00187546
34,276.605,0.306759,0.00236067,0.958132,0.0180485,0.133321,0.00159989
35,278.535,0.334558,0.00226094,0.962834,0.0180529,0.00388886,0.00147618
36,279.104,0.361532,0.00216438,0.964388,0.0180573,0.00277777,0.00123065
37,279.382,0.363272,0.00215822,0.965292,0.0180618,0.00166668,0.000948207
38,278.727,0.365053,0.0021519,0.964143,0.0180662,0.000555594,0.00070239
39,277.761,0.341399,0.00223712,0.962308,0.0180706,-0.000555494,0.000476675
40,272.855,0.281018,0.00245847,0.950934,0.0180751,-0.00166658,0.000888707
41,269.029,0.234161,0.00263267,0.94151,0.0180795,-0.00277767,0.000915399
42,271.56,0.268976,0.00250448,0.948365,0.0180839,-0.00388876,0.000728306
43,276.146,0.324191,0.0023046,0.959834,0.0180884,0.00198468,0.000761413
44,273.294,0.290146,0.00242923,0.953368,0.0180928,0.00119107,0.000673084
45,275.002,0.310284,0.00235606,0.957805,0.0180972,0.000397466,0.000399998
46,272.203,0.275842,0.00248265,0.951256,0.0181017,-0.000396141,0.000369726
47,272.97,0.293858,0.00241669,0.95334,0.0181061,-0.00118975,0.000201658
48,272.979,0.294194,0.0024155,0.953565,0.0181105,-0.00198335,8.76295e-06
49,275.902,0.333218,0.00227409,0.9607,0.018115,-0.00277696,-5.5597e-05
50,277.259,0.358529,0.00218288,0.963977,0.0181194,0.0024998,-0.000225856
51,279.136,0.383334,0.00209409,0.96825,0.0181238,0.00194425,-0.000380906
52,276.921,0.334822,0.00226935,0.963636,0.0181283,0.00138871,-0.000383714
53,275.579,0.313973,0.00234507,0.960782,0.0181327,0.000833159,-0.000557678
54,278.541,0.36108,0.00217601,0.967585,0.0181371,0.000277612,-0.000398509
55,279.091,0.386022,0.0020867,0.968958,0.0181416,-0.000277935,-0.000556713
56,276.863,0.337179,0.00226318,0.964323,0.018146,-0.000833482,-0.00055371
57,276.345,0.337611,0.00226167,0.963372,0.0181504,-0.00138903,-0.000760235
58,285.791,0.481733,0.00175742,0.982358,0.0181548,-0.00194458,0.0016308
59,286.581,0.503594,0.00168121,0.983899,0.0181593,-0.00250012,0.00149864
60,284.553,0.461425,0.00182952,0.980555,0.0181637,0.00453701,0.00146454
61,281.407,0.416328,0.00198987,0.974858,0.0181681,0.00423455,0.00143414
62,279.09,0.393004,0.00207354,0.970379,0.0181726,0.00393208,0.00133007
63,277.798,0.368919,0.00216033,0.967846,0.018177,0.00362962,0.0012094
64,280.379,0.418537,0.00198345,0.973434,0.0181814,0.00332716,0.00122076
65,280.129,0.39499,0.0020676,0.973134,0.0181859,0.0030247,0.00105003
66,278.906,0.395559,0.00206564,0.970826,0.0181903,0.00272223,0.000853473
67,283.171,0.467247,0.00181256,0.979429,0.0181947,0.00241977,0.00108433
68,280.506,0.421711,0.00197499,0.974515,0.0181992,0.00211731,0.00119425
69,280.205,0.422322,0.0019729,0.974114,0.0182036,0.00181484,0.00102457
70,282.563,0.446751,0.00188653,0.978906,0.018208,0.00151238,0.000907324
71,283.299,0.47051,0.00180274,0.980464,0.0182125,0.00120992,0.000762432
72,278.779,0.400414,0.00205427,0.971813,0.0182169,0.000907454,0.00128999
73,281.511,0.425721,0.00196445,0.977506,0.0182213,0.000604991,0.00122984
74,277.999,0.376432,0.00214183,0.970597,0.0182258,0.000302528,0.00126173
75,272.449,0.293177,0.00244748,0.958073,0.0182302,6.44829e-08,0.00191722
76,272.799,0.311642,0.00237984,0.959131,0.0182346,-0.000302399,0.00172948
77,274.979,0.329989,0.00231317,0.96451,0.0182391,-0.000604862,0.00155306
78,276.626,0.352972,0.00223014,0.968466,0.0182435,-0.000907325,0.00142161
79,274.645,0.331427,0.00230865,0.964178,0.0182479,-0.00120979,0.00130777
80,276.339,0.354459,0.00222535,0.968273,0.0182524,-0.00151225,0.00113789
81,279.072,0.408076,0.00203328,0.974329,0.0182568,-0.00181471,0.00117756
82,276.734,0.356276,0.00222052,0.969577,0.0182612,-0.00211718,0.00119368
83,281.098,0.435665,0.00193815,0.978779,0.0182657,-0.00241964,0.00169534
84,277.775,0.385534,0.00211868,0.972268,0.0182701,-0.0027221,0.00178359
85,280.17,0.437686,0.00193259,0.977378,0.0182745,-0.00302457,0.00176283
86,279.851,0.413273,0.00201989,0.976957,0.0182789,-0.00332703,0.00158425
87,281.612,0.439441,0.00192702,0.980572,0.0182834,-0.00362949,0.00154089
88,277.055,0.362212,0.00220583,0.971576,0.0182878,-0.00393196,0.00177187
89,279.695,0.416489,0.00201181,0.977278,0.0182922,-0.00423442,0.00190443
90,280.585,0.442642,0.00191865,0.979234,0.0182967,-0.00453688,0.00175244
91,283.134,0.491777,0.0017452,0.98418,0.0183011,0.00211756,0.00172216
92,284.946,0.515517,0.00166198,0.987529,0.0173885,0.00196633,0.00156226
93,287.475,0.538499,0.00158213,0.991807,0.0173732,0.00181511,0.00151372
94,288.092,0.560568,0.00150562,0.992952,0.0173578,0.00166389,0.00137329
95,290.471,0.581859,0.00143242,0.9966,0.0173425,0.00151266,0.00133506
96,288.753,0.562733,0.00149876,0.994316,0.0173271,0.00136144,0.00118755
97,289.778,0.583991,0.0014255,0.996001,0.0173118,0.00121022,0.00106717
98,291.311,0.60933,0.00133861,0.998311,0.0172964,0.00105899,0.000971264
99,290.803,0.610376,0.00133512,0.99779,0.0172811,0.000907772,0.000841255
100,294.285,0.666477,0.00114458,1.00234,0.0172658,0.000756548,0.000972727
101,293.59,0.667545,0.00114105,1.00169,0.0172504,0.000605325,0.000860785
102,296.739,0.718146,0.000970637,1.00527,0.0172351,0.000454102,0.000897386
103,297.972,0.741936,0.000890913,1.00662,0.0172197,0.000302879,0.000786406
104,299.445,0.743029,0.000887381,1.00808,0.0172044,0.000151655,0.000671219
105,301.043,0.785814,0.000745373,1.00952,0.017189,4.3195e-07,0.000679363
106,299.425,0.745446,0.000880314,1.00836,0.0171737,-0.000150791,0.000671368
107,298.491,0.746536,0.00087678,1.00771,0.0171584,-0.000302015,0.000534053
108,296.947,0.724994,0.00094944,1.00644,0.017143,-0.000453238,0.000488308
109,294.464,0.676902,0.00111288,1.00405,0.0171277,-0.000604461,0.000557804
110,296.177,0.703427,0.00102342,1.006,0.0171123,-0.000755684,0.000540123
111,296.311,0.704495,0.00101993,1.00629,0.017097,-0.000906908,0.000416995
112,297.568,0.729682,0.000935391,1.00765,0.0170816,-0.00105813,0.000372447
113,297.175,0.730751,0.000931905,1.00745,0.0170663,-0.00120935,0.000235956
114,296.134,0.707794,0.00100954,1.0066,0.017051,-0.00136058,0.000148678
115,301.418,0.798159,0.000709845,1.01125,0.0170356,-0.0015118,0.000874264
116,301.88,0.799291,0.000706217,1.01172,0.0170203,-0.00166302,0.000767553
117,303.719,0.819437,0.000640004,1.01306,0.0170049,-0.00181425,0.000762447
118,302.726,0.820605,0.000636269,1.01256,0.0169896,-0.00196547,0.000658131
119,300.421,0.782722,0.000762492,1.01109,0.0169742,-0.00211669,0.000699716
120,299.083,0.762227,0.000831137,1.01019,0.0169589,-0.00226792,0.000613847
121,300.592,0.78695,0.000749357,1.0116,0.0169436,0.154889,0.00059741
122,298.831,0.768426,0.000811792,1.01051,0.0169282,0.157317,0.000504764
123,299.478,0.793035,0.000730092,1.01126,0.0169129,0.159744,0.000417744
124,300.602,0.796116,0.000720291,1.01234,0.0168975,0.162172,0.000299249
125,297.009,0.755274,0.000858249,1.00979,0.0168822,0.164599,0.000392752
126,297.979,0.781224,0.000771673,1.01087,0.0168668,0.167027,0.000297796
127,297.504,0.761816,0.000837388,1.01076,0.0168515,0.169455,0.000184483
128,296.368,0.74119,0.000907498,1.01007,0.0168362,0.171882,7.31506e-05
129,296.126,0.744586,0.000896579,1.01015,0.0168208,0.17431,-6.27521e-05
130,296.994,0.771882,0.000805222,1.01117,0.0168055,0.176737,-0.000142384
131,297.107,0.775277,0.00079431,1.01154,0.0167901,0.179165,-0.000271283
132,295.113,0.755129,0.000863096,1.01013,0.0167748,0.181593,-0.000289934
133,296.214,0.758644,0.000851781,1.01137,0.0167595,0.18402,-0.000418886
134,297.86,0.785741,0.000761364,1.01293,0.0167441,0.186448,-0.000406012
135,297.592,0.789146,0.000750435,1.013,0.0167288,0.188876,-0.000533735
136,294.661,0.744887,0.000901154,1.01094,0.0167134,0.191303,-0.000513337
137,292.51,0.722764,0.00097738,1.00924,0.0166981,0.193731,-0.000580576
138,291.168,0.699703,0.00105722,1.00819,0.0166827,0.196158,-0.000659583
139,289.732,0.678636,0.00113062,1.00695,0.0166674,0.198586,-0.000740523
140,289.651,0.681809,0.0011204,1.00721,0.0166521,0.201014,-0.000877941
141,287.887,0.662679,0.00118758,1.00551,0.0166367,0.203441,-0.000938389
142,285.951,0.618669,0.00134226,1.00345,0.0166214,0.205869,-0.000960165
143,284.958,0.621701,0.00133248,1.00253,0.016606,0.208297,-0.00112696
144,288.29,0.672682,0.00115651,1.00711,0.0165907,0.210724,-0.00101498
145,287.452,0.65239,0.00122789,1.00649,0.0165753,0.213152,-0.00113721
146,287.285,0.655605,0.00121752,1.00667,0.01656,0.215579,-0.00128972
147,290.089,0.705945,0.00104482,1.01015,0.0165447,0.218007,-0.00111818
148,289.676,0.709447,0.00103348,1.01009,0.0165293,0.220435,-0.00127054
149,292.809,0.76653,0.000839266,1.01339,0.016514,0.222862,-0.00111104
150,289.677,0.717116,0.00101049,1.01081,0.0164986,0.22529,-0.000983879
151,288.451,0.694175,0.00109015,1.00971,0.0164833,0.00672301,-0.00108489
152,290.443,0.718522,0.00100645,1.01194,0.0164679,0.00624279,-0.00109725
153,290.342,0.719107,0.00100456,1.01202,0.0164526,0.00576258,-0.00124945
154,291.649,0.746278,0.000911524,1.01343,0.0164373,0.00528237,-0.00130511
155,289.558,0.72038,0.00100109,1.01162,0.0164219,0.00480216,-0.00136925
156,290.716,0.747791,0.000906927,1.01294,0.0164066,0.00432195,-0.00149109
157,289.169,0.721466,0.000998087,1.0116,0.0163912,0.00384174,-0.00151363
158,288.802,0.697246,0.00108207,1.0114,0.0163759,0.00336153,-0.00165365
159,285.156,0.647093,0.00125807,1.00737,0.0163605,0.00288132,-0.00153552
160,285.767,0.647009,0.00125847,1.00832,0.0163452,0.00240111,-0.00168427
161,287.408,0.672609,0.00116951,1.01046,0.0163299,0.0019209,-0.00171969
162,291.693,0.752481,0.000895796,1.01496,0.0163145,0.00144069,-0.00118098
163,293.364,0.784385,0.000787158,1.01649,0.0162992,0.00096048,-0.00118159
164,289.491,0.724857,0.000992912,1.01328,0.0162838,0.00048027,-0.000979155
165,290.274,0.724824,0.000993136,1.01424,0.0162685,5.96318e-08,-0.00113432
166,288.565,0.698573,0.00108422,1.01271,0.0162532,-0.000480151,-0.00126506
167,289.633,0.724548,0.000994639,1.01401,0.0162378,-0.000960361,-0.00138424
168,291.699,0.754572,0.000891818,1.01614,0.0162225,-0.00144057,-0.00142511
169,292.406,0.788632,0.000775447,1.01693,0.0162071,-0.00192078,-0.00155422
170,292.104,0.788947,0.000774483,1.01688,0.0161918,-0.00240099,-0.00170819
171,293.554,0.824007,0.000655164,1.01821,0.0161764,-0.0028812,-0.00187386
172,295.566,0.85944,0.000535398,1.01969,0.0161611,-0.00336141,-0.00200626
173,294.877,0.825801,0.000649599,1.0195,0.0161458,-0.00384162,-0.00214241
174,295.182,0.863387,0.000522384,1.01989,0.0161304,-0.00432183,-0.00230507
175,292.401,0.788173,0.000779737,1.01821,0.0161151,-0.00480204,-0.00203812
176,293.603,0.82753,0.000645797,1.01934,0.0160997,-0.00528225,-0.00220633
177,293.606,0.827191,0.000647065,1.01959,0.0160844,-0.00576247,-0.00241231
178,293.532,0.826124,0.000650813,1.01978,0.016069,-0.00624268,-0.00262093
179,296.39,0.873879,0.0004898,1.02169,0.0160537,-0.00672289,-0.00263602
180,294.602,0.820247,0.000671987,1.02106,0.0160384,0.00514519,-0.00284552
181,290.896,0.725619,0.000997417,1.01819,0.016023,0.00480218,-0.00242461
182,291.626,0.718603,0.0010216,1.01914,0.0160077,0.00445917,-0.00260998
183,290.998,0.712175,0.00104381,1.01868,0.0163945,0.00411617,-0.00276232
184,288.592,0.671946,0.00118333,1.01614,0.0163836,0.00377316,-0.00269884
185,289.664,0.690458,0.00111954,1.01752,0.0163726,0.00343015,-0.00277623
186,286.114,0.655353,0.00124235,1.01341,0.0163616,0.00308714,-0.00260663
187,287.35,0.656144,0.00123971,1.0151,0.0163507,0.00274414,-0.00273012
188,287.797,0.67545,0.00117274,1.01579,0.0163397,0.00240113,-0.00283208
189,284.928,0.638637,0.00130205,1.01234,0.0163288,0.00205812,-0.00271316
190,279.979,0.554092,0.00160413,1.00536,0.0163178,0.00171511,-0.00214644
191,278.882,0.55481,0.00160164,1.00377,0.0163068,0.00137211,-0.00229413
192,275.891,0.507532,0.00177311,0.998815,0.0162959,0.0010291,-0.00209888
193,274.192,0.485819,0.00185238,0.995853,0.0162849,0.000686092,-0.00212586
194,271.712,0.445489,0.00200089,0.991206,0.016274,0.000343084,-0.0020504
195,270.119,0.424565,0.00207843,0.988116,0.016263,7.67822e-08,-0.00212887
196,272.268,0.446862,0.0019966,0.992684,0.0162521,-0.000342931,-0.00221164
197,269.529,0.40365,0.00215699,0.987246,0.0162411,-0.000685938,-0.00222306
198,274.269,0.490339,0.00184098,0.996897,0.0162301,-0.00102895,-0.001634
199,274.406,0.490982,0.00183871,0.997333,0.0162192,-0.00137195,-0.00179761
200,272.984,0.471312,0.00191084,0.994813,0.0162082,-0.00171496,-0.00187294
201,271.455,0.450945,0.00198593,0.991978,0.0161973,-0.00205797,-0.00194186
202,269.507,0.407506,0.00214717,0.988142,0.0161863,-0.00240098,-0.00195807
203,270.648,0.430572,0.002062,0.990715,0.0161753,-0.00274398,-0.00206693
204,268.774,0.408744,0.00214327,0.986959,0.0161644,-0.00308699,-0.00216143
205,268.919,0.409281,0.00214131,0.987465,0.0161534,-0.00343,-0.00234306
206,268.919,0.409817,0.00213937,0.987652,0.0161425,-0.003773,-0.00251875
207,271.641,0.454977,0.00197316,0.993452,0.0161315,-0.00411601,-0.00248302
208,270.062,0.433764,0.00205176,0.990425,0.0161205,-0.00445902,-0.00255835
209,269.196,0.411766,0.00213352,0.988799,0.0161096,-0.00480203,-0.00269729
210,270.763,0.435396,0.00204647,0.992283,0.0160986,0.0272483,-0.00277689
211,265.343,0.367066,0.00230422,0.980678,0.0160877,0.0272138,-0.00220402
212,267.303,0.39199,0.0022112,0.985409,0.0160767,0.0271793,-0.00235648
213,266.993,0.392868,0.00220815,0.984953,0.0160658,0.0271448,-0.00252561
214,272.815,0.4841,0.00187396,0.997231,0.0160548,0.0271103,-0.0018849
215,268.25,0.41961,0.00211459,0.988199,0.0160438,0.0270758,-0.00134923
216,267.841,0.397085,0.00219892,0.987558,0.0160329,0.0270413,-0.0015131
217,266.845,0.397971,0.00219582,0.985599,0.0160219,0.0270068,-0.0016835
218,266.731,0.374655,0.00228347,0.985589,0.016011,0.0269723,-0.00186321
219,265.461,0.37551,0.00228048,0.982947,0.016,0.0269378,-0.00205929
220,266.751,0.376369,0.00227748,0.986126,0.015989,0.0269033,-0.00223506
221,263.934,0.352398,0.00236854,0.979846,0.0159781,0.0268688,-0.00231015
222,263.776,0.32761,0.00246274,0.979719,0.0159671,0.0268343,-0.00249601
223,262.024,0.302164,0.00256009,0.97565,0.0159562,0.0267998,-0.00268034
224,263.949,0.355083,0.00235984,0.980645,0.0159452,0.0267653,-0.00268434
225,262.084,0.304171,0.00255433,0.97632,0.0159342,0.0267308,-0.00269981
226,265.408,0.382349,0.00226001,0.984573,0.0159233,0.0266963,-0.00239969
227,265.019,0.358205,0.00235134,0.983927,0.0159123,0.0266618,-0.00257203
228,267.935,0.408586,0.00216354,0.99067,0.0159014,0.0266273,-0.00239728
229,269.988,0.45663,0.00198581,0.995152,0.0158904,0.0265928,-0.00237692
230,264.642,0.361638,0.00234497,0.983774,0.0158795,0.0265583,-0.00155691
231,263.977,0.362207,0.00234305,0.982428,0.0158685,0.0265238,-0.00170917
232,262.888,0.337344,0.00243786,0.980045,0.0158575,0.0264893,-0.00181768
233,262.064,0.311878,0.00253526,0.978233,0.0158466,0.0264548,-0.00195372
234,265.508,0.389628,0.00224266,0.986687,0.0158356,0.0264203,-0.00161364
235,263.945,0.36524,0.00233529,0.983287,0.0158247,0.0263858,-0.00165961
236,265.584,0.391001,0.00223852,0.987323,0.0158137,0.0263513,-0.00180727
237,264.309,0.36652,0.00233137,0.984622,0.0158027,0.0263168,-0.00190105
238,265.319,0.392322,0.00223434,0.987181,0.0157918,0.0262823,-0.00204491
239,265.255,0.3677,0.0023274,0.987267,0.0157808,0.0262478,-0.00221456
240,261.576,0.31623,0.00252424,0.978651,0.0157699,0.00337272,-0.00213948
241,261.785,0.316466,0.00252342,0.979366,0.0157589,0.00314789,-0.00230734
242,262.689,0.343083,0.00242216,0.981798,0.0157479,0.00292305,-0.00243931
243,265.925,0.39487,0.00222749,0.989569,0.015737,0.00269821,-0.00235193
244,267.334,0.420124,0.00213311,0.99284,0.015726,0.00247337,-0.00246403
245,268.103,0.420488,0.00213183,0.994651,0.0157151,0.00224854,-0.00261242
246,265.477,0.396039,0.002224,0.98913,0.0157041,0.0020237,-0.00266876
247,266.095,0.396365,0.00222285,0.990718,0.0156932,0.00179886,-0.00286273
248,268.474,0.4463,0.00203693,0.995993,0.0156822,0.00157402,-0.00282965
249,267.102,0.42232,0.00212679,0.993291,0.0156712,0.00134919,-0.0029013
250,267.729,0.422672,0.00212555,0.994822,0.0156603,0.00112435,-0.00307918
251,270.373,0.471769,0.00194403,1.00038,0.0156493,0.000899511,-0.00299856
252,272.59,0.495717,0.00185626,1.00473,0.0156384,0.000674674,-0.00301797
253,269.573,0.448845,0.00203021,0.999166,0.0156274,0.000449836,-0.00303043
254,269.017,0.44922,0.00202889,0.99825,0.0156164,0.000224999,-0.00322397
255,270.223,0.47372,0.0019383,1.00083,0.0156055,1.61057e-07,-0.00333639
256,272.748,0.520732,0.001766,1.00575,0.0155945,-0.000224676,-0.00334192
257,270.221,0.474958,0.00193548,1.0012,0.0155836,-0.000449514,-0.00323143
258,266.786,0.426837,0.00211592,0.994321,0.0155726,-0.000674351,-0.00298466
259,263.687,0.350052,0.00240719,0.987506,0.0155616,-0.000899189,-0.00270984
260,262.016,0.323386,0.00250901,0.983658,0.0155507,-0.00112403,-0.00287206
261,264.702,0.377313,0.00230532,0.990264,0.0155397,-0.00134886,-0.00272713
262,262.263,0.324264,0.00250765,0.984653,0.0155288,-0.0015737,-0.00272527
263,261.83,0.324449,0.00250698,0.983783,0.0155178,-0.00179854,-0.0029311
264,265.512,0.404753,0.00220457,0.992664,0.0155068,-0.00202338,-0.00257034
265,264.79,0.379036,0.00230175,0.991228,0.0154959,-0.00224821,-0.00271295
266,267.874,0.431247,0.00210688,0.998145,0.0154849,-0.00247305,-0.00251968
267,268.653,0.4566,0.00201256,0.999937,0.015474,-0.00269789,-0.00265566
268,267.346,0.431976,0.00210472,0.99742,0.015463,-0.00292273,-0.00275437
269,264.82,0.380718,0.00229833,0.992058,0.0154521,-0.00314756,-0.00269593
270,262.017,0.327217,0.00250256,0.985593,0.0154411,-0.0033724,-0.0026624
271,258.889,0.278619,0.00269035,0.977749,0.0154301,0.00251823,-0.00262789
272,259.328,0.302433,0.00259858,0.979115,0.0154192,0.00233836,-0.00279644
273,258.881,0.279019,0.00268909,0.978138,0.0154082,0.00215849,-0.00296469
274,255.034,0.231121,0.00287696,0.967601,0.0156978,0.00197862,-0.0027571
275,254.86,0.206466,0.00297376,0.9673,0.015689,0.00179875,-0.00294227
276,254.283,0.206553,0.00297346,0.965819,0.0156803,0.00161888,-0.0031655
277,252.9,0.181531,0.00307245,0.961862,0.0156715,0.00143901,-0.00330877
278,250.192,0.130487,0.00327651,0.953542,0.0156627,0.00125914,-0.00329861
279,249.047,0.130481,0.00327656,0.949993,0.015654,0.00107927,-0.0034931
280,251.526,0.156448,0.00317336,0.95822,0.0156452,0.000899399,-0.0035895
281,250.267,0.1306,0.00327667,0.954405,0.0156364,0.000719528,-0.00376214
282,252.875,0.182475,0.00307156,0.962821,0.0156277,0.000539658,-0.00362525
283,247.65,0.105561,0.00338217,0.946113,0.0156189,0.000359787,-0.00295816
284,243.205,0.0328532,0.00368115,0.930441,0.0156101,0.000179916,-0.00231481
285,251.185,0.160483,0.00317304,0.958188,0.0156014,4.58268e-08,-0.000684684
286,250.539,0.160506,0.00317298,0.956315,0.0155926,-0.000179825,-0.000854594
287,249.854,0.134524,0.00327699,0.954312,0.0155838,-0.000359695,-0.00101918
288,249.303,0.134517,0.00327704,0.952703,0.0155751,-0.000539566,-0.00121132
289,248.069,0.108181,0.00338321,0.948788,0.0155663,-0.000719436,-0.00133603
290,248.218,0.108142,0.00338338,0.949501,0.0155575,-0.000899307,-0.00154253
291,250.345,0.134732,0.00327718,0.956717,0.0155488,-0.00107918,-0.00156007
292,248.919,0.108215,0.00338372,0.952245,0.01554,-0.00125905,-0.00175869
293,247.608,0.108176,0.00338388,0.948023,0.0155312,-0.00143892,-0.00197113
294,250.76,0.161196,0.00317245,0.95867,0.0155225,-0.00161879,-0.00195115
295,249.843,0.134988,0.00327736,0.955918,0.0155137,-0.00179866,-0.00210511
296,249.445,0.134978,0.0032774,0.954815,0.0155049,-0.00197853,-0.00230596
297,247.351,0.0815396,0.00349345,0.947956,0.0154962,-0.0021584,-0.00230855
298,248.404,0.108551,0.0033847,0.951756,0.0154874,-0.00233827,-0.00243237
299,248.31,0.108505,0.00338488,0.951647,0.0154786,-0.00251814,-0.00264233
300,251.031,0.161922,0.00317208,0.960768,0.0154699,-0.00269801,-0.00255509
301,250.188,0.135929,0.00327629,0.958334,0.0154611,0.0332289,-0.00271561
302,248.15,0.10962,0.00338264,0.951888,0.0154523,0.0332882,-0.00286654
303,251.513,0.163789,0.00316759,0.963131,0.0154436,0.0333474,-0.00265177
304,250.9,0.164253,0.00316606,0.961479,0.0154348,0.0334067,-0.00286172
305,252.5,0.191035,0.00306031,0.966768,0.015426,0.0334659,-0.00300537
306,248.705,0.11222,0.00337752,0.954886,0.0154173,0.0335252,-0.00265907
307,244.919,0.0604694,0.00358915,0.942018,0.0154085,0.0335844,-0.00249751
308,243.622,0.0376658,0.0036831,0.937587,0.0153997,0.0336437,-0.00263824
309,241.268,-0.00900048,0.00387686,0.929007,0.015391,0.0337029,-0.00264456
310,238.257,-0.0564987,0.00407658,0.917434,0.0153822,0.0337621,-0.00266017
311,237.431,-0.0563665,0.00407639,0.914373,0.0153734,0.0338214,-0.00287898
312,234.897,-0.104498,0.00428166,0.904072,0.0153647,0.0338806,-0.00282075
313,235.636,-0.0800868,0.00417844,0.907498,0.0153559,0.0339399,-0.0029935
314,235.328,-0.104386,0.00428207,0.906497,0.0153471,0.0339991,-0.00319047
315,233.912,-0.128829,0.00438695,0.900715,0.0153384,0.0340584,-0.0033836
316,233.325,-0.128822,0.00438731,0.898473,0.0153296,0.0341176,-0.00362595
317,230.021,-0.175965,0.00459265,0.883883,0.0153208,0.0341769,-0.00344254
318,230.817,-0.176011,0.00459325,0.887834,0.0153121,0.0342361,-0.0036456
319,232.236,-0.152848,0.00449391,0.894546,0.0153033,0.0342954,-0.00374682
320,233.708,-0.128213,0.00438889,0.901345,0.0152945,0.0343546,-0.00383851
321,231.897,-0.152888,0.00449569,0.893645,0.0152858,0.0344139,-0.00399609
322,229.185,-0.1976,0.00469118,0.881506,0.015277,0.0344731,-0.00395922
323,230.835,-0.176012,0.00459806,0.889426,0.0152682,0.0345324,-0.0040441
324,227.234,-0.219226,0.00478864,0.872877,0.0152595,0.0345916,-0.00396084
325,225.725,-0.240922,0.00488517,0.865861,0.0152507,0.0346509,-0.0040776
326,228.124,-0.197789,0.00469652,0.877712,0.0152419,0.0347101,-0.00411361
327,225.224,-0.240997,0.00488877,0.863984,0.0152332,0.0347694,-0.00391274
328,218.971,-0.344591,0.00536228,0.832189,0.0152244,0.0348286,-0.0025949
329,223.05,-0.282279,0.00508337,0.853712,0.0152156,0.0348879,-0.00214544
330,222.561,-0.282687,0.00508564,0.85151,0.0152068,0.0349471,-0.00233256
331,222.949,-0.283384,0.00508874,0.853692,0.0151981,0.00195837,-0.00254661
332,218.209,-0.345989,0.00537561,0.829033,0.0151893,0.00181854,-0.00201509
333,216.882,-0.366936,0.00547215,0.822001,0.0151805,0.0016787,-0.00212577
334,217.268,-0.367799,0.00547608,0.824277,0.0151718,0.00153887,-0.00229944
335,211.721,-0.434536,0.00579124,0.793298,0.015163,0.00139903,-0.00170746
336,211.28,-0.435512,0.00579579,0.790908,0.0151542,0.00125919,-0.00188483
337,212.88,-0.420731,0.00572629,0.80025,0.0151455,0.00111936,-0.00196756
338,210.74,-0.437322,0.00580495,0.788067,0.0151367,0.00097952,-0.00205277
339,206.221,-0.481906,0.00602107,0.761403,0.0151279,0.000839683,-0.00163728
340,205.786,-0.496579,0.00609229,0.758889,0.0151192,0.000699847,-0.00176034
341,207.078,-0.483914,0.00603104,0.76681,0.0151104,0.000560011,-0.00182882
342,204.916,-0.498572,0.00610248,0.753837,0.0151016,0.000420174,-0.00191314
