PX, vold2
0,4.33681e-16
1.4861,0.00476659
2.9722,0.00953318
4.4583,0.0142998
5.9444,0.0190664
7.4305,0.0238329
8.9166,0.0285995
10.4027,0.0333661
11.8888,0.0381327
13.3749,0.0428993
14.861,0.0476659
16.3471,0.0524325
17.8332,0.0571991
19.3193,0.0619657
20.8054,0.0667323
22.2915,0.0714988
23.7776,0.0762654
25.2637,0.081032
26.7498,0.0857986
28.2359,0.0905652
29.722,0.0953318
31.2081,0.100098
32.6942,0.104865
34.1803,0.109632
35.6664,0.114398
37.1525,0.119165
38.6386,0.123931
40.1247,0.128698
41.6108,0.133465
43.0969,0.138231
44.583,0.142998
46.0691,0.147764
47.5552,0.152531
49.0413,0.157297
50.5274,0.162064
52.0135,0.166831
53.4996,0.171597
54.9857,0.176364
56.4718,0.18113
57.9579,0.185897
59.444,0.190664
60.9301,0.19543
62.4162,0.200197
63.9023,0.204963
65.3884,0.20973
66.8745,0.214497
68.3606,0.219263
69.8467,0.22403
71.3328,0.228797
72.8189,0.233564
74.305,0.23833
75.7911,0.243097
77.2772,0.247864
78.7633,0.252631
80.2494,0.257399
81.7355,0.262166
83.2216,0.266934
84.7077,0.271702
86.1938,0.276471
87.6799,0.28124
89.166,0.286009
90.6521,0.290779
92.1382,0.29555
93.6243,0.300322
95.1104,0.305095
96.5965,0.30987
98.0826,0.314645
99.5687,0.319423
101.055,0.324202
102.541,0.328984
104.027,0.333768
105.513,0.338555
106.999,0.343345
108.485,0.348139
109.971,0.352937
111.457,0.357739
112.944,0.362547
114.43,0.367359
115.916,0.372178
117.402,0.377004
118.888,0.381836
120.374,0.386677
121.86,0.391526
123.346,0.396385
124.832,0.401253
126.318,0.406132
127.805,0.411023
129.291,0.415926
130.777,0.420842
132.263,0.425772
133.749,0.430716
135.235,0.435677
136.721,0.440654
138.207,0.445648
139.693,0.45066
141.179,0.455692
142.666,0.460743
144.152,0.465816
145.638,0.47091
147.124,0.476026
148.61,0.481166
150.096,0.486329
151.582,0.491518
153.068,0.496732
154.554,0.501972
